Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
58;19/05/2023;13:00;CYPRUS;FIRST DIVISION - RELEGATION GROUP - ROUND 38;Ol. Nicosia;Doxa;27;43;0,9535;28;43;1,093;0,6279;0,6512;1,2791;0,4089
59;19/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 28;Opava;Prostejov;26;43;0,9302;31;43;1,2558;0,6047;0,7209;1,3256;0,4359
60;19/05/2023;13:00;CZECH REPUBLIC;DIVISION 2 - ROUND 28;Jihlava;Pribram;32;43;1,3256;35;41;1,6829;0,7442;0,8537;1,5979;0,6353
61;19/05/2023;14:00;DENMARK;SUPERLIGA - RELEGATION GROUP - ROUND 30;Horsens;Silkeborg;32;42;1,3333;37;43;1,4651;0,7619;0,8605;1,6224;0,6556
62;19/05/2023;13:00;DENMARK;1ST DIVISION - RELEGATION GROUP - ROUND 30;Hillerod;Koge;26;40;1,025;33;43;1,4884;0,65;0,7674;1,4174;0,4988
63;19/05/2023;14:00;DENMARK;1ST DIVISION - RELEGATION GROUP - ROUND 30;Nykobing;Hobro;34;41;1,2927;31;42;1,1905;0,8293;0,7381;1,5674;0,6121
64;19/05/2023;20:00;DOMINICAN REPUBLIC;LDF - ROUND 11;Universidad O&M;San Cristobal;25;43;0,907;31;43;1,3023;0,5814;0,7209;1,3023;0,4191
65;19/05/2023;19:30;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 11;LDU Quito;Tecnico U.;30;43;1,2558;32;43;1,2558;0,6977;0,7442;1,4419;0,5192
66;19/05/2023;22:00;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 11;Barcelona SC;Orense;31;42;1,3095;28;43;0,9767;0,7381;0,6512;1,3893;0,4807
67;19/05/2023;16:00;ENGLAND;LEAGUE ONE - PLAY OFFS - SEMI-FINALS;Barnsley;Bolton;33;43;1,3953;30;43;1,0233;0,7674;0,6977;1,4651;0,5354
68;19/05/2023;13:00;ESTONIA;MEISTRILIIGA - ROUND 13;Harju JK Laagri;Flora;36;43;1,7674;35;42;1,6429;0,8372;0,8333;1,6705;0,6976
69;19/05/2023;13:00;FINLAND;SUOMEN CUP - 1/32-FINALS;S. Kristina;P-Iirot Rauma;34;43;1,6279;36;43;1,8605;0,7907;0,8372;1,6279;0,662
