Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
29;22/05/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 29;Al Ittihad;Al Masry;28;43;0,907;23;42;0,9762;0,6512;0,5476;1,1988;0,3566
30;22/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 29;Arab Contractors;El Gaish;25;43;1,0233;27;43;0,9535;0,5814;0,6279;1,2093;0,3651
31;22/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 29;El Daklyeh;Zamalek;25;43;1,0465;30;43;1,2558;0,5814;0,6977;1,2791;0,4056
32;22/05/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 25;Fasil Kenema;Sidama Bunna;27;43;0,8605;34;43;1,3953;0,6279;0,7907;1,4186;0,4965
33;22/05/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 25;Wolkite Ketema;Dire Dawa;27;42;1,0952;26;43;0,9302;0,6429;0,6047;1,2476;0,3888
34;22/05/2023;12:00;FINLAND;VEIKKAUSLIIGA;AC Oulu;Honka;29;42;1,1667;27;43;1,093;0,6905;0,6279;1,3184;0,4336
35;22/05/2023;12:00;FINLAND;VEIKKAUSLIIGA;Haka;VPS;28;43;1,4419;33;43;1,3953;0,6512;0,7674;1,4186;0,4997
36;22/05/2023;12:00;FINLAND;VEIKKAUSLIIGA;Inter Turku;Mariehamn;28;42;1,1429;34;43;1,4186;0,6667;0,7907;1,4574;0,5272
37;22/05/2023;12:00;FINLAND;VEIKKAUSLIIGA;KTP;SJK;34;43;1,6279;32;42;1,3095;0,7907;0,7619;1,5526;0,6024
38;22/05/2023;12:30;FINLAND;YKKONEN;HIFK;JaPS;35;42;1,4286;34;43;1,5581;0,8333;0,7907;1,624;0,6589
39;22/05/2023;12:00;FINLAND;SUOMEN CUP - 1/32-FINALS;TuRaKe;VG-62 Naantali;0;1;0,0;10;11;1,7273;0,0;0,9091;0,9091;0,0
40;22/05/2023;15:45;FRANCE;LIGUE 2 - ROUND 36;Le Havre;Valenciennes;25;43;0,8372;25;43;0,9767;0,5814;0,5814;1,1628;0,338
41;22/05/2023;14:00;GERMANY;3. LIGA - ROUND 37;Meppen;SG Dynamo Dresden;31;43;1,4884;35;43;1,4884;0,7209;0,814;1,5349;0,5868
42;22/05/2023;12:00;GHANA;PREMIER LEAGUE - ROUND 31;Kotoku Royals;Asante Kotoko;20;31;1,129;26;43;0,9302;0,6452;0,6047;1,2499;0,3902
43;22/05/2023;09:15;GREECE;SUPER LEAGUE 2 - ROUND 26;Panachaiki;Kifisias;24;39;1,0;27;39;1,1026;0,6154;0,6923;1,3077;0,426
44;22/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Olympiacos Piraeus B;AEK Athens FC B;23;41;0,878;23;41;1,0;0,561;0,561;1,122;0,3147
45;22/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Panserraikos;Diagoras;24;41;0,7561;25;42;0,9286;0,5854;0,5952;1,1806;0,3484
46;22/05/2023;15:00;ICELAND;BESTA-DEILD KARLA - ROUND 8;Vestmannaeyjar;Hafnarfjordur;33;42;1,619;32;43;1,7209;0,7857;0,7442;1,5299;0,5847
47;22/05/2023;16:15;ICELAND;BESTA-DEILD KARLA - ROUND 8;Fram;KR Reykjavik;36;43;1,907;31;43;1,4419;0,8372;0,7209;1,5581;0,6035
48;22/05/2023;16:15;ICELAND;BESTA-DEILD KARLA - ROUND 8;Stjarnan;Fylkir;31;43;1,6744;35;43;1,6512;0,7209;0,814;1,5349;0,5868
49;22/05/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 3;Akranes;Afturelding;32;42;1,5952;32;43;1,4884;0,7619;0,7442;1,5061;0,567
50;22/05/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 3;Grindavik;Njardvik;36;42;1,5714;36;43;1,6047;0,8571;0,8372;1,6943;0,7176
51;22/05/2023;15:00;ICELAND;URVALSDEILD WOMEN - ROUND 5;Throttur W;Thor/KA W;37;43;1,6512;35;43;1,4419;0,8605;0,814;1,6745;0,7004
52;22/05/2023;15:00;ICELAND;URVALSDEILD WOMEN - ROUND 5;Valur W;IBV Vestmannaeyjar W;32;43;1,5349;35;43;1,5581;0,7442;0,814;1,5582;0,6058
53;22/05/2023;16:15;ICELAND;URVALSDEILD WOMEN - ROUND 5;Keflavik W;Selfoss W;35;43;1,3721;33;43;1,3256;0,814;0,7674;1,5814;0,6247
54;22/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - 1/8-FINALS;Entella;Gubbio;26;43;0,9767;27;43;0,9767;0,6047;0,6279;1,2326;0,3797
55;22/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - 1/8-FINALS;Foggia;Audace Cerignola;28;43;1,0465;27;43;1,0233;0,6512;0,6279;1,2791;0,4089
56;22/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - 1/8-FINALS;L.R. Vicenza;Pro Sesto;30;43;1,2093;28;43;1,0465;0,6977;0,6512;1,3489;0,4543
57;22/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - 1/8-FINALS;Lecco;Ancona;28;42;1,0;31;43;1,2326;0,6667;0,7209;1,3876;0,4806
58;22/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - 1/8-FINALS;Pescara;Virtus Verona;29;43;1,1395;27;43;0,907;0,6744;0,6279;1,3023;0,4235
59;22/05/2023;09:30;ITALY;PRIMAVERA 1 - ROUND 33;Sampdoria U19;Fiorentina U19;34;43;1,5581;28;43;1,1395;0,7907;0,6512;1,4419;0,5149
60;22/05/2023;09:30;ITALY;PRIMAVERA 1 - ROUND 33;Sassuolo U19;Frosinone U19;31;42;1,2381;27;40;1,225;0,7381;0,675;1,4131;0,4982
61;22/05/2023;11:30;ITALY;PRIMAVERA 1 - ROUND 33;Juventus U19;AC Milan U19;32;43;1,7442;28;43;1,2093;0,7442;0,6512;1,3954;0,4846
62;22/05/2023;11:30;ITALY;PRIMAVERA 1 - ROUND 33;Lecce U19;Atalanta U19;27;43;1,0465;33;43;1,3721;0,6279;0,7674;1,3953;0,4819
63;22/05/2023;13:00;IVORY COAST;LIGUE 1 - ROUND 28;ASEC Mimosas;ASI d'Abengourou;25;43;0,814;24;40;0,825;0,5814;0,6;1,1814;0,3488
64;22/05/2023;19:00;JAMAICA;PREMIER LEAGUE - PLAY OFFS - QUARTER-FINALS;Harbour View;Humble Lions;32;43;1,186;20;42;0,6905;0,7442;0,4762;1,2204;0,3544
65;22/05/2023;22:00;JAMAICA;PREMIER LEAGUE - PLAY OFFS - QUARTER-FINALS;Mount Pleasant;Dunbeholden;27;42;1,2143;26;43;1,093;0,6429;0,6047;1,2476;0,3888
66;22/05/2023;11:30;LATVIA;OPTIBET VIRSLIGA - ROUND 14;Valmiera;BFC Daugavpils;34;43;1,4186;29;42;1,3095;0,7907;0,6905;1,4812;0,546
67;22/05/2023;12:30;LATVIA;OPTIBET VIRSLIGA - ROUND 14;Jelgava;FK Liepaja;29;41;1,7073;30;38;1,4211;0,7073;0,7895;1,4968;0,5584
68;22/05/2023;20:00;MEXICO;LIGA MX WOMEN - CLAUSURA - PLAY OFFS - QUARTER-FINALS;Club America W;Juarez W;36;43;1,5116;31;43;1,3953;0,8372;0,7209;1,5581;0,6035
69;22/05/2023;22:00;MEXICO;LIGA MX WOMEN - CLAUSURA - PLAY OFFS - QUARTER-FINALS;U.A.N.L.- Tigres W;Atlas W;36;43;1,6977;32;43;1,5581;0,8372;0,7442;1,5814;0,623
70;22/05/2023;10:00;MOZAMBIQUE;MOCAMBOLA - ROUND 6;Ferroviario Lichinga;UD Songo;19;35;0,8286;23;41;0,8537;0,5429;0,561;1,1039;0,3046
71;22/05/2023;10:00;MOZAMBIQUE;MOCAMBOLA - ROUND 6;Matchejde De Maputo;Ferroviario Maputo;3;3;2,0;21;38;0,7632;1,0;0,5526;1,5526;0,5526
72;22/05/2023;14:00;NETHERLANDS;EREDIVISIE CUP WOMEN - SEMI-FINALS;PSV W;Ajax W;32;41;1,3902;34;43;1,7209;0,7805;0,7907;1,5712;0,6171
73;22/05/2023;12:30;NIGER;LIGUE 1 - ROUND 19;Sahel;ASFAN;9;17;1,0;11;18;0,7222;0,5294;0,6111;1,1405;0,3235
74;22/05/2023;13:00;NORWAY;NM CUP - 1/64-FINALS;Follo;Kjelsas;36;43;1,5814;27;43;1,0233;0,8372;0,6279;1,4651;0,5257
75;22/05/2023;14:00;NORWAY;TOPPSERIEN WOMEN - ROUND 10;Asane W;Brann W;27;42;1,0952;32;43;1,4884;0,6429;0,7442;1,3871;0,4784
76;22/05/2023;18:00;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 19;Ameliano;Guairena FC;30;43;1,0233;29;43;1,1163;0,6977;0,6744;1,3721;0,4705
77;22/05/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 19;Sp. Luqueno;Nacional Asuncion;29;43;1,0698;20;43;0,7442;0,6744;0,4651;1,1395;0,3137
78;22/05/2023;17:00;PERU;LIGA 1 - APERTURA - ROUND 16;Binacional;Union Comercio;27;42;0,9524;30;43;1,2093;0,6429;0,6977;1,3406;0,4486
79;22/05/2023;17:30;PERU;LIGA 1 - APERTURA - ROUND 16;Sport Boys;Cajamarca;31;43;1,1163;27;42;1,0476;0,7209;0,6429;1,3638;0,4635
80;22/05/2023;14:00;POLAND;EKSTRAKLASA - ROUND 33;Warta Poznan;Piast Gliwice;27;43;1,186;26;43;0,8605;0,6279;0,6047;1,2326;0,3797
81;22/05/2023;13:00;POLAND;DIVISION 1 - ROUND 32;Chrobry Glogow;Skra;28;41;1,4146;21;41;0,8049;0,6829;0,5122;1,1951;0,3498
82;22/05/2023;14:00;PORTUGAL;LIGA PORTUGAL 2 - ROUND 33;Tondela;FC Porto B;24;40;0,9;29;43;1,1163;0,6;0,6744;1,2744;0,4046
83;22/05/2023;14:30;ROMANIA;LIGA 1 - CHAMPIONSHIP GROUP - ROUND 9;FC Rapid Bucuresti;Univ. Craiova;33;43;1,3023;24;43;0,8605;0,7674;0,5581;1,3255;0,4283
84;22/05/2023;13:00;RUSSIA;PREMIER LEAGUE - ROUND 28;Nizhny Novgorod;Sochi;27;42;0,9762;31;42;1,3333;0,6429;0,7381;1,381;0,4745
85;22/05/2023;13:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al Feiha;Al-Raed;29;43;1,1395;34;43;1,3953;0,6744;0,7907;1,4651;0,5332
86;22/05/2023;13:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al-Ettifaq;Al-Fateh;30;43;1,093;34;43;1,3953;0,6977;0,7907;1,4884;0,5517
87;22/05/2023;13:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Damac;Abha;31;43;1,3023;30;43;1,093;0,7209;0,6977;1,4186;0,503
88;22/05/2023;15:30;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al Wehda;Al Khaleej;30;43;1,0465;26;43;0,9535;0,6977;0,6047;1,3024;0,4219
89;22/05/2023;15:30;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al-Taawon;Al Taee;30;43;1,1163;34;43;1,3953;0,6977;0,7907;1,4884;0,5517
90;22/05/2023;13:00;SERBIA;SUPER LIGA - RELEGATION GROUP - ROUND 36;Javor;Mladost;30;43;1,186;29;42;1,2381;0,6977;0,6905;1,3882;0,4818
91;22/05/2023;13:00;SERBIA;SUPER LIGA - RELEGATION GROUP - ROUND 36;Mladost GAT;Napredak;29;43;1,0465;23;43;0,7442;0,6744;0,5349;1,2093;0,3607
92;22/05/2023;13:00;SERBIA;SUPER LIGA - RELEGATION GROUP - ROUND 36;Radnicki Nis;Sp. Subotica;28;42;1,0952;30;43;0,9767;0,6667;0,6977;1,3644;0,4652
93;22/05/2023;13:00;SERBIA;SUPER LIGA - RELEGATION GROUP - ROUND 36;Radnik;Kolubara;26;43;0,9302;25;43;1,0233;0,6047;0,5814;1,1861;0,3516
94;22/05/2023;14:00;SWEDEN;ALLSVENSKAN - ROUND 9;Varnamo;Kalmar;29;42;1,1429;31;43;1,1163;0,6905;0,7209;1,4114;0,4978
95;22/05/2023;14:10;SWEDEN;ALLSVENSKAN - ROUND 9;Norrkoping;Elfsborg;38;43;1,2558;33;42;1,3333;0,8837;0,7857;1,6694;0,6943
96;22/05/2023;14:00;SWEDEN;SUPERETTAN - ROUND 8;Vasteras SK;Oster;35;43;1,4186;32;43;1,3721;0,814;0,7442;1,5582;0,6058
97;22/05/2023;14:00;SWEDEN;ALLSVENSKAN WOMEN - ROUND 9;Hammarby W;Rosengard W;32;43;1,4186;34;43;1,6512;0,7442;0,7907;1,5349;0,5884
98;22/05/2023;14:00;TURKEY;SUPER LIG - ROUND 35;Trabzonspor;Karagumruk;34;42;1,4524;34;40;1,725;0,8095;0,85;1,6595;0,6881
99;22/05/2023;06:00;UKRAINE;PERSHA LIGA - PROMOTION GROUP - ROUND 7;Kremin;Nyva Ternopil;34;43;1,5581;28;43;0,907;0,7907;0,6512;1,4419;0,5149
100;22/05/2023;08:00;UKRAINE;PERSHA LIGA - PROMOTION GROUP - ROUND 7;LNZ Cherkasy;Karpaty Lviv;31;43;1,0698;31;43;1,1395;0,7209;0,7209;1,4418;0,5197
101;22/05/2023;08:00;UKRAINE;PERSHA LIGA - PROMOTION GROUP - ROUND 7;MFC Metalurh;Dunaivtsi;27;43;1,1163;27;43;0,907;0,6279;0,6279;1,2558;0,3943
102;22/05/2023;11:00;UKRAINE;PERSHA LIGA - PROMOTION GROUP - ROUND 7;Obolon;Zhytomyr;22;43;0,7674;30;41;1,2439;0,5116;0,7317;1,2433;0,3743
103;22/05/2023;12:35;UNITED ARAB EMIRATES;LEAGUE CUP - SEMI-FINALS;Al Sharjah;Al Jazira;29;43;1,093;33;43;1,3488;0,6744;0,7674;1,4418;0,5175
104;22/05/2023;11:30;UZBEKISTAN;SUPER LEAGUE - ROUND 11;Andijan;Qizilqum;30;43;1,093;25;43;0,8837;0,6977;0,5814;1,2791;0,4056
105;22/05/2023;11:30;UZBEKISTAN;SUPER LEAGUE - ROUND 11;Bunyodkor;Navbahor Namangan;32;43;1,0465;24;42;0,8333;0,7442;0,5714;1,3156;0,4252
106;22/05/2023;09:15;VIETNAM;V.LEAGUE 1 - ROUND 8;Hanoi FC;Da Nang;29;43;1,1163;20;43;0,7442;0,6744;0,4651;1,1395;0,3137
107;22/05/2023;10:00;ZIMBABWE;PREMIER SOCCER LEAGUE - ROUND 10;Simba Bhora;Bulawayo Chiefs;4;8;0,5;24;43;0,7907;0,5;0,5581;1,0581;0,2791
