Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
36;27/08/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 4;Trebes;Police nad Metuji;19;20;16;20;0,95;0,8;1,75;2,1;1,1358;1,6;1,1576;3,7
37;27/08/2023;12:00;CZECH REPUBLIC;LIBERECKY KP - ROUND 4;Visnova;Sedmihorky;17;20;18;20;0,85;0,9;1,75;1,95;1,4309;2,05;1,3219;4,0
38;27/08/2023;12:00;CZECH REPUBLIC;JIHOCESKY KP - ROUND 4;Junior Strakonice;Trebon;15;20;20;20;0,75;1,0;1,75;1,9;1,6703;2,3;1,3077;4,2
39;27/08/2023;09:00;POLAND;III LIGA - GROUP II - ROUND 5;Starogard Gdanski;Nowe Skalmierzyce;18;20;17;20;0,9;0,85;1,75;1,45;0,9206;1,25;0,8874;2,7
40;27/08/2023;05:30;SLOVENIA;1. SZNL WOMEN - ROUND 3;Cerklje W;ZNK Ljubljana W;17;20;18;20;0,85;0,9;1,75;2,35;2,2198;2,6;2,1541;4,95
41;27/08/2023;09:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 18;Sandvikens AIK;Jarfalla;17;20;18;20;0,85;0,9;1,75;1,3;0,8426;1,55;0,8047;2,85
42;27/08/2023;06:00;SLOVENIA;1. SZNL WOMEN - ROUND 3;Mura W;Primorje W;17;20;18;20;0,85;0,9;1,75;2,95;2,8718;3,0;2,4083;5,95
43;27/08/2023;10:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Galatasaray W;Karagumruk W;20;20;15;20;1,0;0,75;1,75;2,7;2,1703;1,45;1,7168;4,15
44;27/08/2023;12:30;ENGLAND;PREMIER LEAGUE - ROUND 3;Newcastle;Liverpool;18;20;17;20;0,9;0,85;1,75;1,7;1,2288;2,0;1,2649;3,7
45;27/08/2023;08:30;GERMANY;OBERLIGA NOFV-NORD - ROUND 4;Tasmania Berlin;Furstenwalde;17;20;18;20;0,85;0,9;1,75;1,6;1,1136;1,85;1,2757;3,45
46;27/08/2023;11:30;GERMANY;3. LIGA - ROUND 4;Mannheim;Hallescher;19;20;16;20;0,95;0,8;1,75;1,85;1,5898;1,3;1,0536;3,15
47;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 4;Duisburg U19;Leverkusen U19;17;20;18;20;0,85;0,9;1,75;1,65;1,1948;1,8;1,1225;3,45
48;27/08/2023;20:00;PERU;LIGA WOMEN - PLAY OFFS - FINAL;Alianza Lima W;U. de Deportes W;17;20;18;20;0,85;0,9;1,75;2,1;1,578;2,4;1,7436;4,5
49;27/08/2023;09:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Blackburn U21;Leicester U21;19;20;16;20;0,95;0,8;1,75;1,95;0,9734;1,5;1,0724;3,45
50;27/08/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 5;Phonix Lubeck;St. Pauli II;19;20;16;20;0,95;0,8;1,75;2,0;1,3038;1,5;1,1619;3,5
51;27/08/2023;10:30;GERMANY;BUNDESLIGA - ROUND 2;Mainz;Eintracht Frankfurt;17;20;18;20;0,85;0,9;1,75;1,7;1,382;1,75;1,299;3,45
52;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 4;Bayern U19;Karlsruher SC U19;17;20;18;20;0,85;0,9;1,75;1,8;1,249;1,6;1,0198;3,4
53;27/08/2023;16:15;ICELAND;BESTA DEILD KARLA - ROUND 21;Vikingur Reykjavik;Breidablik;17;20;17;20;0,85;0,85;1,7;1,95;1,2031;2,1;1,546;4,05
54;27/08/2023;12:00;SCOTLAND;SWPL 1 WOMEN - ROUND 4;Motherwell W;Hamilton W;17;20;17;20;0,85;0,85;1,7;1,6;1,1576;1,75;1,4448;3,35
55;27/08/2023;23:00;USA;MLS NEXT PRO;Portland Timbers 2;Colorado Rapids 2;19;20;15;20;0,95;0,75;1,7;1,85;0,9097;1,65;1,2359;3,5
56;27/08/2023;11:30;CZECH REPUBLIC;DIVISION D - ROUND 4;Velka Bites;Zdirec n. D.;17;20;17;20;0,85;0,85;1,7;1,95;1,4654;1,75;1,1779;3,7
57;27/08/2023;11:30;CZECH REPUBLIC;DIVISION D - ROUND 4;Pelhrimov;Slavoj Polna;17;20;17;20;0,85;0,85;1,7;1,8;1,2884;2,1;1,3379;3,9
58;27/08/2023;05:15;CZECH REPUBLIC;DIVISION D - ROUND 4;Velke Mezirici;Lisen B;17;20;17;20;0,85;0,85;1,7;1,55;1,0712;1,8;1,1662;3,35
59;27/08/2023;12:00;CZECH REPUBLIC;DIVISION C - ROUND 4;Novy Bydzov;Trutnov;16;20;18;20;0,8;0,9;1,7;1,75;1,5772;2,0;1,1832;3,75
60;27/08/2023;05:15;CZECH REPUBLIC;DIVISION D - ROUND 4;Brno B;Tasovice;17;20;17;20;0,85;0,85;1,7;1,75;1,1347;1,9;1,3748;3,65
61;27/08/2023;02:00;AUSTRALIA;NPL NSW - ROUND 30;WS Wanderers U21;NWS Spirit;18;20;16;20;0,9;0,8;1,7;1,6;1,1576;1,45;1,0712;3,05
62;27/08/2023;11:00;BELGIUM;BELGIAN CUP - QUALIFICATION - SEMI-FINALS;Lokeren-Temse;Warnant;16;20;18;20;0,8;0,9;1,7;1,2;0,9274;1,35;0,7921;2,55
63;27/08/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 5;TSV Havelse;Jeddeloh;17;20;17;20;0,85;0,85;1,7;1,5;1,0247;1,45;1,1169;2,95
64;27/08/2023;05:15;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Zizkov;Vlasim;17;20;17;20;0,85;0,85;1,7;1,55;1,0235;1,6;1,0677;3,15
65;27/08/2023;09:00;KYRGYZSTAN;PREMIER LIGA - ROUND 20;Kara Balta;Neftchi Kochkor-Ata;16;20;18;20;0,8;0,9;1,7;1,45;1,0712;1,4;0,8602;2,85
66;27/08/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 6;Sigma Olomouc;Liberec;18;20;16;20;0,9;0,8;1,7;1,75;1,0897;1,5;1,118;3,25
67;27/08/2023;20:00;USA;MLS NEXT PRO;Orlando City B;Columbus Crew 2;18;20;16;20;0,9;0,8;1,7;2,1;1,3;1,75;1,4448;3,85
68;27/08/2023;08:30;GERMANY;3. LIGA - ROUND 4;Arminia Bielefeld;Regensburg;19;20;15;20;0,95;0,75;1,7;1,65;0,9097;1,45;1,244;3,1
69;27/08/2023;09:00;NORWAY;DIVISION 2 - GROUP 1 - ROUND 17;Lyn;Brattvag;17;20;17;20;0,85;0,85;1,7;1,75;1,299;1,6;1,2;3,35
70;27/08/2023;20:00;USA;MLS NEXT PRO;Huntsville;Inter Miami II;17;20;17;20;0,85;0,85;1,7;1,75;1,299;1,55;1,1608;3,3
71;27/08/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 4;Sokolec;Dobris;18;20;16;20;0,9;0,8;1,7;2,1;1,261;1,55;1,1608;3,65
72;27/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 4;Pata;Hurbanovo;17;20;17;20;0,85;0,85;1,7;1,25;0,7665;1,25;0,7665;2,5
73;27/08/2023;20:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 8;Atl. San Luis W;Guadalajara Chivas W;18;20;16;20;0,9;0,8;1,7;1,65;1,1948;1,5;1,2845;3,15
74;27/08/2023;10:15;GERMANY;OBERLIGA WESTFALEN - ROUND 3;Erkenschwick;Vreden;18;20;16;20;0,9;0,8;1,7;2,15;1,0137;1,4;1,0677;3,55
75;27/08/2023;15:15;BULGARIA;PARVA LIGA - ROUND 7;Ludogorets;Beroe;17;20;17;20;0,85;0,85;1,7;1,6;0,9165;1,35;0,9631;2,95
76;27/08/2023;10:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Besiktas W;ALG Spor W;18;20;16;20;0,9;0,8;1,7;1,35;0,8529;1,4;1,3565;2,75
77;27/08/2023;10:00;GERMANY;OBERLIGA MITTELRHEIN - ROUND 3;Bergisch Gladbach;VfL Vichttal;15;20;19;20;0,75;0,95;1,7;1,25;1,0428;2,35;1,5256;3,6
78;27/08/2023;11:00;LATVIA;1. LIGA - ROUND 17;Grobina;Riga FC 2;18;20;16;20;0,9;0,8;1,7;1,95;1,0712;1,95;1,2835;3,9
79;27/08/2023;11:30;CZECH REPUBLIC;ZLINSKY KP - ROUND 4;Borsice;Brumov;19;20;15;20;0,95;0,75;1,7;2,15;1,6815;1,6;1,1576;3,75
80;27/08/2023;12:30;HUNGARY;NB I WOMEN - ROUND 2;Astra Hungary W;MOL Fehervar W;17;20;17;20;0,85;0,85;1,7;1,55;1,1169;1,9;1,578;3,45
81;27/08/2023;13:15;TURKEY;SUPER LIG - ROUND 3;Karagumruk;Ankaragucu;18;20;16;20;0,9;0,8;1,7;1,7;1,2288;1,15;0,8529;2,85
82;27/08/2023;09:00;DENMARK;ELITEDIVISIONEN WOMEN - ROUND 1;Brondby W;Aalborg W;18;20;16;20;0,9;0,8;1,7;1,35;0,7921;1,55;1,2835;2,9
83;27/08/2023;08:00;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 4;Paderborn U19;Alemannia Aachen U19;17;20;17;20;0,85;0,85;1,7;1,55;1,1169;1,85;1,1948;3,4
84;27/08/2023;07:00;POLAND;III LIGA - GROUP I - ROUND 5;Jagiellonia II;Pilica Bialobrzegi;17;20;16;20;0,85;0,8;1,65;1,35;0,8529;1,5;1,118;2,85
85;27/08/2023;15:00;MEXICO;LIGA PREMIER SERIE A - ROUND 3;Montaneses;Inter de Queretaro;17;20;16;20;0,85;0,8;1,65;1,75;1,4098;1,6;1,2;3,35
86;27/08/2023;16:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 7;Quepos Cambute;Puerto Golfito FC;17;20;16;20;0,85;0,8;1,65;1,55;1,0235;1,95;1,4309;3,5
87;27/08/2023;21:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 6;Herediano;Alajuelense;19;20;14;20;0,95;0,7;1,65;1,65;0,8529;1,3;1,1;2,95
88;27/08/2023;12:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 17;Junkeren;Alta;17;20;16;20;0,85;0,8;1,65;1,95;1,2835;1,95;1,5644;3,9
89;27/08/2023;09:30;NETHERLANDS;EERSTE DIVISIE - ROUND 3;Groningen;Willem II;16;20;17;20;0,8;0,85;1,65;1,65;1,558;1,65;1,1522;3,3
90;27/08/2023;10:30;BRAZIL;BRASILEIRO WOMEN - PLAY OFFS - SEMI-FINALS;Sao Paulo W;Ferroviaria W;18;20;15;20;0,9;0,75;1,65;1,35;0,8529;1,45;1,4309;2,8
91;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;Mondercange;Dudelange;16;20;17;20;0,8;0,85;1,65;1,35;0,9097;2,0;1,5811;3,35
92;27/08/2023;05:00;MONGOLIA;PREMIER LEAGUE - ROUND 5;Khangarid;Khaan Khuns-Erchim;15;20;18;20;0,75;0,9;1,65;1,6;1,4283;2,2;1,4;3,8
93;27/08/2023;09:00;LATVIA;1. LIGA - ROUND 17;Valmiera 2;Rezekne;14;20;19;20;0,7;0,95;1,65;1,4;1,241;2,15;1,2757;3,55
94;27/08/2023;05:15;CZECH REPUBLIC;CFL - GROUP A - ROUND 4;Bohemians 1905 B;Dukla Prague B;18;20;15;20;0,9;0,75;1,65;2,2;1,1662;1,75;1,4448;3,95
95;27/08/2023;09:00;GERMANY;OBERLIGA HAMBURG - ROUND 5;Halstenbek-Rellingen;Paloma;16;20;17;20;0,8;0,85;1,65;1,6;1,2;2,05;1,5644;3,65
96;27/08/2023;12:00;FINLAND;KAKKONEN GROUP C;OTP;VIFK;16;20;17;20;0,8;0,85;1,65;1,3;0,9;1,45;0,9206;2,75
97;27/08/2023;09:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 7;Engers;Eintracht Trier;16;20;17;20;0,8;0,85;1,65;1,55;1,244;1,65;1,1079;3,2
98;27/08/2023;08:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 4;Ingolstadt U19;Eintracht Frankfurt U19;14;20;19;20;0,7;0,95;1,65;1,5;1,5652;1,65;0,9631;3,15
99;27/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/64-FINALS;Andrashida;Tatabanya;17;20;16;20;0,85;0,8;1,65;1,9;1,179;1,4;1,0677;3,3
100;27/08/2023;11:30;CZECH REPUBLIC;ZLINSKY KP - ROUND 4;Stitna nad Vlari;Osvetimany;16;20;17;20;0,8;0,85;1,65;1,45;1,0235;2,0;1,3416;3,45
101;27/08/2023;09:00;CZECH REPUBLIC;VYSOCINA KP - ROUND 4;Velke Mezirici B;Vrchovina B;16;20;17;20;0,8;0,85;1,65;1,6;1,1576;1,7;1,1;3,3
102;27/08/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 18;Stjarnan W;Selfoss W;17;20;16;20;0,85;0,8;1,65;1,5;1,1619;1,6;1,0677;3,1
103;27/08/2023;12:00;CZECH REPUBLIC;PARDUBICKY KP - ROUND 4;Vysoke Myto B;Prelouc;16;20;17;20;0,8;0,85;1,65;2,1;1,8947;1,55;0,9734;3,65
104;27/08/2023;12:00;CZECH REPUBLIC;PARDUBICKY KP - ROUND 4;Hermanuv Mestec;Libisany;15;20;18;20;0,75;0,9;1,65;1,35;1,3519;2,6;1,9596;3,95
105;27/08/2023;11:30;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 4;Zelatovice;Brodek u Prerova;17;20;16;20;0,85;0,8;1,65;1,35;0,7921;1,45;1,0712;2,8
106;27/08/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 18;Throttur W;Breidablik W;17;20;16;20;0,85;0,8;1,65;1,45;0,9206;1,85;1,2359;3,3
107;27/08/2023;11:30;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 4;Bohunovice;SK Lipova;16;20;17;20;0,8;0,85;1,65;1,3;0,9539;1,45;0,8646;2,75
108;27/08/2023;09:00;INDONESIA;LIGA 1 - ROUND 10;Bali United;Barito Putera;15;20;18;20;0,75;0,9;1,65;1,55;1,2835;1,55;0,8047;3,1
109;27/08/2023;11:30;ITALY;PRIMAVERA 1 - ROUND 1;Bologna U19;Frosinone U19;19;20;14;20;0,95;0,7;1,65;1,4;0,8;1,4;1,1576;2,8
110;27/08/2023;05:15;CZECH REPUBLIC;DIVISION F - ROUND 4;Havirov;Vratimov;17;20;16;20;0,85;0,8;1,65;1,55;1,0712;2,1;1,6401;3,65
111;27/08/2023;11:30;CZECH REPUBLIC;DIVISION E - ROUND 4;Kostelec na Hane;Vsechovice;15;20;18;20;0,75;0,9;1,65;1,25;1,1779;2,15;1,2359;3,4
112;27/08/2023;11:30;CZECH REPUBLIC;DIVISION E - ROUND 4;HFK Olomouc;Skastice;13;20;20;20;0,65;1,0;1,65;1,25;1,1779;1,85;0,8529;3,1
113;27/08/2023;05:00;CZECH REPUBLIC;CFL - GROUP B - ROUND 4;Liberec B;Usti nad Labem;17;20;16;20;0,85;0,8;1,65;1,75;1,299;2,05;1,3592;3,8
114;27/08/2023;07:00;POLAND;III LIGA - GROUP I - ROUND 5;Zambrow;Mlawa;16;20;17;20;0,8;0,85;1,65;1,45;1,0235;1,85;1,2757;3,3
115;27/08/2023;09:00;GERMANY;OBERLIGA NOFV-NORD - ROUND 4;TuS Makkabi Berlin;Rostocker FC;18;20;15;20;0,9;0,75;1,65;1,8;1,1225;1,6;1,3565;3,4
116;27/08/2023;11:30;SLOVAKIA;3. LIGA - EAST - ROUND 4;Oravske Vesele;Snina;14;20;19;20;0,7;0,95;1,65;1,0;0,8367;1,75;1,1779;2,75
117;27/08/2023;11:30;SLOVAKIA;3. LIGA - EAST - ROUND 4;Filakovo;Slavia TU Kosice;17;20;16;20;0,85;0,8;1,65;1,6;1,2;1,55;1,2835;3,15
118;27/08/2023;11:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 18;Mjolby AI FF;IFK Eskilstuna;16;20;17;20;0,8;0,85;1,65;1,5;1,118;1,6;1,0677;3,1
119;27/08/2023;06:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Atasehir W;Fomget GSK W;18;20;15;20;0,9;0,75;1,65;2,35;1,711;1,35;1,6815;3,7
120;27/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Guingamp W;Reims W;17;20;16;20;0,85;0,8;1,65;1,55;0,9734;1,4;0,9695;2,95
121;27/08/2023;10:00;SCOTLAND;SWPL 1 WOMEN - ROUND 4;Aberdeen W;Hearts W;16;20;17;20;0,8;0,85;1,65;1,7;1,7059;1,3;0,9539;3,0
122;27/08/2023;11:30;SLOVAKIA;3. LIGA - EAST - ROUND 4;Kalinovo;Bardejov;18;20;15;20;0,9;0,75;1,65;1,75;1,1779;1,4;1,1576;3,15
123;27/08/2023;10:00;FRANCE;LIGUE 1 - ROUND 3;Montpellier;Reims;16;20;17;20;0,8;0,85;1,65;1,45;1,1169;1,5;0,9747;2,95
124;27/08/2023;11:30;SERBIA;SRPSKA LIGA - EAST - ROUND 3;Vlasina;Mesevo;16;20;17;20;0,8;0,85;1,65;1,25;0,9421;1,75;1,0428;3,0
125;27/08/2023;10:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Rotkreuz;Emmenbrucke;17;20;16;20;0,85;0,8;1,65;1,35;1,0137;1,6;1,3191;2,95
126;27/08/2023;11:30;SWITZERLAND;SUPER LEAGUE - ROUND 5;Lausanne;Winterthur;16;20;17;20;0,8;0,85;1,65;1,35;0,9631;2,0;1,3416;3,35
127;27/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 4;Gbely;Trebatice;17;20;16;20;0,85;0,8;1,65;1,5;0,9747;1,25;0,8874;2,75
128;27/08/2023;11:00;SLOVAKIA;4. LIGA - EAST - ROUND 6;Velky Saris;Sokol Lubotice;18;20;15;20;0,9;0,75;1,65;1,8;1,3266;2,0;1,5492;3,8
129;27/08/2023;11:00;SLOVAKIA;4. LIGA - EAST - ROUND 6;Raslavice;Medzilaborce;15;20;18;20;0,75;0,9;1,65;1,3;1,0536;1,8;1,0296;3,1
130;27/08/2023;11:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 18;FBK Karlstad;IK Zenith;16;20;16;19;0,8;0,8421;1,6421;1,8;1,2083;1,6316;1,346;3,4316
131;27/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 4;Stankovce;FKM Nove Zamky;14;17;16;20;0,8235;0,8;1,6235;1,8235;1,3388;1,85;1,4586;3,6735
132;27/08/2023;05:15;CZECH REPUBLIC;DIVISION B - ROUND 4;Meteor Prague;SK Kladno;15;20;17;20;0,75;0,85;1,6;1,8;1,7493;2,55;2,0851;4,35
133;27/08/2023;14:00;HUNGARY;MERKANTIL BANK LIGA - ROUND 6;Kazincbarcikai;Ajka;14;20;18;20;0,7;0,9;1,6;1,05;0,9734;1,2;0,6782;2,25
134;27/08/2023;12:45;KUWAIT;DIVISION 1 - ROUND 1;Yarmouk;Burgan;17;20;15;20;0,85;0,75;1,6;1,4;0,9695;1,2;1,0296;2,6
135;27/08/2023;13:00;LATVIA;1. LIGA - ROUND 17;Skanste;Tukums 2000 2;16;20;16;20;0,8;0,8;1,6;1,35;0,9097;1,6;1,1136;2,95
136;27/08/2023;09:00;KENYA;PREMIER LEAGUE - ROUND 1;Posta Rangers;Bidco United;17;20;15;20;0,85;0,75;1,6;1,25;0,7665;0,95;0,669;2,2
137;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;Kaerjeng;Differdange;18;20;14;20;0,9;0,7;1,6;2,0;1,3416;1,5;1,3229;3,5
138;27/08/2023;11:00;CZECH REPUBLIC;1. LIGA WOMEN - ROUND 2;FK Pardubice W;Slovacko W;18;20;14;20;0,9;0,7;1,6;2,0;1,3038;1,45;1,4309;3,45
139;27/08/2023;11:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 18;Sleipner;Smedby;18;20;14;20;0,9;0,7;1,6;1,6;1,0198;1,05;1,0235;2,65
140;27/08/2023;14:00;ICELAND;BESTA DEILD KARLA - ROUND 21;Keflavik;Fram;13;20;19;20;0,65;0,95;1,6;1,05;1,0712;1,75;1,0897;2,8
141;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;UNA Strassen;Mondorf;16;20;16;20;0,8;0,8;1,6;1,6;1,1136;1,65;1,2359;3,25
142;27/08/2023;05:15;CZECH REPUBLIC;MSFL - ROUND 4;Unicov;Frydlant n. O.;16;20;16;20;0,8;0,8;1,6;1,65;1,1079;1,45;1,0235;3,1
