Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
28;01/06/2023;12:30;CZECH REPUBLIC;1. LIGA - RELEGATION - FINAL;Pribram;FK Pardubice;25;30;1,5;23;30;1,2667;0,8333;0,7667;1,6
29;01/06/2023;12:30;CZECH REPUBLIC;1. LIGA - RELEGATION - FINAL;Zlin;Vyskov;24;30;1,3333;17;30;1,0333;0,8;0,5667;1,3667
30;01/06/2023;12:30;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 27;Haj ve Slezsku;Repiste;20;30;1,7333;22;27;1,7407;0,6667;0,8148;1,4815
31;01/06/2023;13:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 29;Dukla JM;Kralovice;26;30;1,7667;28;30;2,4333;0,8667;0,9333;1,8
32;01/06/2023;12:30;CZECH REPUBLIC;ZLINSKY KP - ROUND 26;Stitna nad Vlari;Slusovice;23;30;1,5;24;30;1,8;0,7667;0,8;1,5667
33;01/06/2023;21:00;ECUADOR;SERIE B - ROUND 12;Manta;Imbabura;19;30;0,9;25;30;1,2667;0,6333;0,8333;1,4666
34;01/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 30;Haras El Hodood;Aswan SC;14;30;0,8667;21;30;1,2;0,4667;0,7;1,1667
35;01/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 30;Enppi;Ghazl El Mahallah;20;30;1,0333;21;30;1,1667;0,6667;0,7;1,3667
36;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Assiut Cement;Dayrout;10;21;0,7619;19;30;1,0333;0,4762;0,6333;1,1095
37;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;El Gouna;Tamya;19;30;0,9333;18;30;0,9667;0,6333;0,6;1,2333
38;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;El Madina El Monowara;Misr Lel Makkasa;21;30;0,9667;22;30;1,2;0,7;0,7333;1,4333
39;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;El Minya;Al Aluminium;14;30;0,6;18;30;1,0;0,4667;0,6;1,0667
40;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Fayoum;Asyut Petroleum;18;30;0,9333;14;30;0,7;0,6;0,4667;1,0667
41;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Nasr Taadeen;La Viena;19;30;1,0;19;29;1,069;0,6333;0,6552;1,2885
42;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Shoban Moslemen Qena;Mallawi;17;27;1,037;18;30;0,9333;0,6296;0,6;1,2296
43;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Telephonaat Beni Suef;Kima Aswan;21;30;1,2;20;30;0,9;0,7;0,6667;1,3667
44;01/06/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 27;Sidama Bunna;Arba Menche;24;30;1,3333;23;30;1,1667;0,8;0,7667;1,5667
45;01/06/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 27;St. George;Legetafo Legedadi;15;30;0,8667;16;26;0,9615;0,5;0,6154;1,1154
46;01/06/2023;13:00;FINLAND;SUOMEN CUP - 1/16-FINALS;VJS;PEPO;24;30;1,5333;22;30;1,5333;0,8;0,7333;1,5333
47;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Banjul Utd;Samger;19;30;1,0333;18;30;0,8667;0,6333;0,6;1,2333
48;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Fortune;Gamtel;19;30;0,8333;18;30;0,8333;0,6333;0,6;1,2333
49;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Real Banjul;Armed Forces;21;30;1,1333;18;30;0,8333;0,7;0,6;1,3
50;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Wellingara;Falcons;14;30;0,7667;15;30;0,9333;0,4667;0,5;0,9667
51;01/06/2023;09:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Samtredia;Samgurali;17;30;1,0;19;30;1,0;0,5667;0,6333;1,2
52;01/06/2023;09:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Shukura;Gagra;23;30;1,2;19;30;1,1;0,7667;0,6333;1,4
53;01/06/2023;12:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Saburtalo Tbilisi;Dinamo Tbilisi;19;30;1,0667;23;30;1,6333;0,6333;0,7667;1,4
54;01/06/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Dila Gori;Telavi;19;30;1,1;16;30;0,8333;0,6333;0,5333;1,1666
55;01/06/2023;14:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Dinamo Batumi;Torpedo Kutaisi;26;30;1,4667;16;30;0,8333;0,8667;0,5333;1,4
56;01/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Ashanti GB;Fello Star;14;24;0,875;9;18;0,7778;0,5833;0,5;1,0833
57;01/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Hafia;Wakriya;17;30;0,9;10;30;0,4333;0,5667;0,3333;0,9
58;01/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Kaloum Star;Horoya;10;22;0,6818;17;30;0,8;0,4545;0,5667;1,0212
59;01/06/2023;12:45;HUNGARY;NB I WOMEN - PLAY OFFS - FINAL;Gyor W;Ferencvaros W;26;30;1,9;27;30;3,5333;0,8667;0,9;1,7667
60;01/06/2023;15:00;ICELAND;BESTA-DEILD KARLA - ROUND 10;Vestmannaeyjar;Kopavogur;24;30;1,6;22;30;1,3;0,8;0,7333;1,5333
61;01/06/2023;16:15;ICELAND;BESTA-DEILD KARLA - ROUND 10;Fylkir;KR Reykjavik;25;30;1,7333;19;30;1,3;0,8333;0,6333;1,4666
62;01/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Akranes;Fjolnir;21;30;1,5333;26;30;2,0333;0,7;0,8667;1,5667
63;01/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Grindavik;Afturelding;25;30;1,4;22;30;1,3;0,8333;0,7333;1,5666
64;01/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Selfoss;Throttur;28;30;1,5667;28;30;2,0333;0,9333;0,9333;1,8666
65;01/06/2023;15:30;ICELAND;URVALSDEILD WOMEN - ROUND 6;Thor/KA W;Hafnarfjordur W;24;30;1,5667;27;30;1,7667;0,8;0,9;1,7
66;01/06/2023;15:30;ITALY;SERIE B - PLAY OUT - FINAL;Brescia;Cosenza;17;30;0,8667;18;30;0,9;0,5667;0,6;1,1667
67;01/06/2023;10:00;ITALY;PRIMAVERA 2 - PLAY OUT - FINAL;Salernitana U19;Reggina U19;24;29;1,5172;17;28;1,3571;0,8276;0,6071;1,4347
68;01/06/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;Akademiya Ontustik;Turan;27;30;2,5;20;30;1,1;0,9;0,6667;1,5667
69;01/06/2023;10:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;FK Akzhayik;FC Astana 2;21;30;1,6;26;30;2,1333;0,7;0,8667;1,5667
70;01/06/2023;11:00;LATVIA;OPTIBET VIRSLIGA - ROUND 16;FK Liepaja;Tukums 2000;24;30;1,4667;24;30;1,5;0,8;0,8;1,6
71;01/06/2023;13:00;LATVIA;OPTIBET VIRSLIGA - ROUND 16;Auda;Jelgava;21;30;0,9667;21;30;1,5333;0,7;0,7;1,4
72;01/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al-Ittihad;Al-Athad;12;30;0,5333;7;22;0,4091;0,4;0,3182;0,7182
73;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Bakaridjan;CO Bamako;7;18;0,5;15;29;0,931;0,3889;0,5172;0,9061
74;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Black Stars;AS Police;14;23;0,9565;12;24;0,7917;0,6087;0,5;1,1087
75;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Onze Createurs;USFAS Bamako;11;27;0,6667;11;21;0,8095;0,4074;0,5238;0,9312
76;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Stade Malien;US Bougouni;7;23;0,4348;16;26;1,1154;0,3043;0,6154;0,9197
77;01/06/2023;15:15;MALI;PREMIERE DIVISION - ROUND 21;LC Bamako;Yeelen;9;22;0,7727;15;24;0,9583;0,4091;0,625;1,0341
78;01/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 7;Myawady;Kachin United;20;24;1,25;3;6;0,5;0,8333;0,5;1,3333
79;01/06/2023;06:30;MYANMAR;NATIONAL LEAGUE - ROUND 7;Sagaing;Hantharwady Utd;22;30;1,5;21;30;1,2333;0,7333;0,7;1,4333
80;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;AWC;RKAVV Leidschendam;1;1;1,0;2;2;1,5;1,0;1,0;2,0
81;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;Be Quick 1887;Kampong;26;30;1,8;0;0;0;0,8667;0;0,8667
82;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;HBS;Watergraafsmeer;21;30;1,4333;18;30;1,2667;0,7;0,6;1,3
83;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;SV Juliana;Baronie;3;3;2,3333;22;30;1,3667;1,0;0,7333;1,7333
84;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;Akokana;ASFAN;5;12;0,8333;12;20;0,7;0,4167;0,6;1,0167
85;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;Nigelec;Douanes Niamey;7;22;0,4091;12;20;0,85;0,3182;0,6;0,9182
86;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;Urana;Sahel;5;14;0,5;10;18;1,1111;0,3571;0,5556;0,9127
87;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;US Gendarmerie;Police;14;22;0,9545;6;16;0,4375;0,6364;0,375;1,0114
88;01/06/2023;12:00;NIGERIA;FEDERATION CUP - SEMI-FINALS;Bendel;Warri Wolves;16;30;0,8333;10;21;0,7619;0,5333;0,4762;1,0095
89;01/06/2023;12:00;NIGERIA;FEDERATION CUP - SEMI-FINALS;Plateau United;Enugu Rangers;22;30;1,3;18;30;0,8667;0,7333;0,6;1,3333
90;01/06/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - RELEGATION - FINAL;Dungannon;Annagh;22;30;1,1333;23;30;1,1333;0,7333;0,7667;1,5
91;01/06/2023;12:00;NORWAY;NM CUP - 1/32-FINALS;Sotra;Sandnes;26;30;1,6333;19;30;1,4333;0,8667;0,6333;1,5
92;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Arendal;Jerv;22;30;1,5;18;30;1,2667;0,7333;0,6;1,3333
93;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Baerum Sportsklubb;Skeid;23;30;1,6333;20;30;1,3667;0,7667;0,6667;1,4334
94;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Brattvag;Hodd;22;30;1,3667;19;30;1,0;0,7333;0,6333;1,3666
95;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Byasen;Aalesund;26;30;1,9;18;30;1,1333;0,8667;0,6;1,4667
96;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Fana;Asane;27;30;2,1333;23;30;1,5;0,9;0,7667;1,6667
97;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Fjora;Brann;25;30;1,9333;26;30;1,8333;0,8333;0,8667;1,7
98;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Frigg;Sarpsborg 08;21;30;1,7333;22;30;1,7667;0,7;0,7333;1,4333
99;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Gjellerasen;KFUM Oslo;27;30;2,0333;27;30;1,5333;0,9;0,9;1,8
100;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Grorud;Raufoss;25;30;1,5333;22;30;1,2667;0,8333;0,7333;1,5666
101;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Halsen;Start;23;30;1,6667;21;30;1,2667;0,7667;0,7;1,4667
102;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Junkeren;Bodo/Glimt;26;30;1,8667;23;30;1,6333;0,8667;0,7667;1,6334
103;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Kjelsas;Stabaek;19;30;0,9333;21;30;1,2667;0,6333;0,7;1,3333
104;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Levanger;Kristiansund;21;30;1,5;23;30;1,6667;0,7;0,7667;1,4667
105;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Lysekloster;Sogndal;23;30;1,9333;23;30;1,5;0,7667;0,7667;1,5334
106;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Melhus;Molde;23;30;1,5;24;30;1,6667;0,7667;0,8;1,5667
107;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Mjolner;Ham-Kam;26;30;1,9;24;30;1,4;0,8667;0,8;1,6667
108;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Notodden;Odd;25;30;1,6333;16;30;1,1333;0,8333;0,5333;1,3666
109;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Orn;Fredrikstad;20;30;1,4;18;30;1,0333;0,6667;0,6;1,2667
110;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;SK Gjovik-Lyn;Kongsvinger;25;30;1,7667;22;30;1,2;0,8333;0,7333;1,5666
111;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Skjervoy;Alta;20;30;1,7;26;30;1,6667;0,6667;0,8667;1,5334
112;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Stjordals Blink;Rosenborg;21;30;1,4667;22;30;1,3667;0,7;0,7333;1,4333
113;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Stord;Haugesund;27;30;2,4;21;30;1,3;0,9;0,7;1,6
114;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Strindheim;Ranheim;28;30;2,3667;24;30;1,4667;0,9333;0,8;1,7333
115;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Strommen;Mjondalen;23;30;1,1;25;30;1,7;0,7667;0,8333;1,6
116;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Tromsdalen;Tromso;24;30;1,4333;21;30;1,5;0,8;0,7;1,5
117;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Ull/Kisa;Lillestrom;23;30;1,5667;20;30;1,4667;0,7667;0,6667;1,4334
118;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;V. Haugesund;Bryne;23;30;1,3333;20;30;1,2333;0,7667;0,6667;1,4334
119;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Vidar;Viking;25;30;1,5;20;30;1,3;0,8333;0,6667;1,5
120;01/06/2023;14:00;NORWAY;NM CUP - 1/32-FINALS;Kvik Halden;Moss;24;30;1,6;23;30;1,2667;0,8;0,7667;1,5667
121;01/06/2023;14:00;NORWAY;NM CUP - 1/32-FINALS;Lyn;Valerenga;27;30;1,9667;26;30;1,7667;0,9;0,8667;1,7667
122;01/06/2023;15:00;NORWAY;NM CUP - 1/32-FINALS;Eik-Tonsberg;Stromsgodset;23;30;1,5;23;30;1,5333;0,7667;0,7667;1,5334
123;01/06/2023;22:00;PERU;LIGA 1 - APERTURA - ROUND 18;Sporting Cristal;Cienciano;15;30;0,9333;22;30;1,4667;0,5;0,7333;1,2333
124;01/06/2023;15:00;PERU;LIGA 2 - ROUND 8;Ayacucho;U. San Martin;19;30;1,1;26;30;1,3333;0,6333;0,8667;1,5
125;01/06/2023;14:30;ROMANIA;LIGA 1 - CONFERENCE LEAGUE - PLAY OFFS - FINAL;CFR Cluj;U Craiova 1948;16;30;1,0333;19;30;0,9667;0,5333;0,6333;1,1666
126;01/06/2023;08:00;RUSSIA;FNL 2 - GROUP 3 - RELEGATION GROUP - ROUND 33;Peresvet;Khimki 2;20;30;1,1667;22;30;1,7;0,6667;0,7333;1,4
127;01/06/2023;16:00;SCOTLAND;PREMIERSHIP - RELEGATION - FINAL;Partick Thistle;Ross County;23;30;1,1667;22;30;1,0667;0,7667;0,7333;1,5
128;01/06/2023;08:45;SINGAPORE;PREMIER LEAGUE;Balestier Khalsa;Lion City;29;30;2,3;27;30;2,1;0,9667;0,9;1,8667
129;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;GAIS;Orgryte;24;30;1,0333;21;30;1,2333;0,8;0,7;1,5
130;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;Helsingborg;Skovde AIK;22;30;1,1;20;30;1,3;0,7333;0,6667;1,4
131;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;Jonkoping;Oster;21;30;1,5;22;30;1,2667;0,7;0,7333;1,4333
132;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;Vasteras SK;AFC Eskilstuna;22;30;1,3333;20;30;1,1333;0,7333;0,6667;1,4
133;01/06/2023;14:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 10;Team TG FF;Sandvik;25;30;1,5667;23;30;1,5;0,8333;0,7667;1,6
134;01/06/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 10;Nykopings;Assyriska FF;24;30;1,5333;22;30;1,4333;0,8;0,7333;1,5333
135;01/06/2023;14:30;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 10;Varbergs GIF;Savedalen;26;30;1,6;24;30;1,5333;0,8667;0,8;1,6667
136;01/06/2023;14:30;SWEDEN;ELITETTAN WOMEN - ROUND 9;Jitex W;Hacken B W;26;30;1,7333;7;8;2,25;0,8667;0,875;1,7417
137;01/06/2023;13:00;TUNISIA;LIGUE PROFESSIONNELLE 1 - CHAMPIONSHIP GROUP - ROUND 8;Esperance Tunis;Ben Guerdane;19;30;0,9667;20;30;0,9333;0,6333;0,6667;1,3
138;01/06/2023;10:00;TURKEY;TFF 3. LIG PLAY OFFS - SEMI-FINALS;Karaman;Orduspor 1967;19;30;1,0;25;30;1,4;0,6333;0,8333;1,4666
139;01/06/2023;21:30;USA;USL LEAGUE TWO;Brazos Valley Cavalry;Houston Sur;27;30;2,0667;13;14;1,8571;0,9;0,9286;1,8286
140;01/06/2023;22:30;USA;USL LEAGUE TWO;Park City;CISA;25;28;1,6786;8;10;1,9;0,8929;0,8;1,6929
141;01/06/2023;23:00;USA;USL LEAGUE TWO;Southern California;Arizona Arsenal;19;27;1,1111;3;3;1,6667;0,7037;1,0;1,7037
142;01/06/2023;07:00;VIETNAM;V.LEAGUE 1 - ROUND 10;Binh Duong;Thanh Hoa;25;30;1,3667;21;30;0,9333;0,8333;0,7;1,5333
143;01/06/2023;09:15;VIETNAM;V.LEAGUE 1 - ROUND 10;Viettel;Song Lam Nghe An;15;30;1,0;25;30;1,2333;0,5;0,8333;1,3333
