Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
23;04/06/2023;06:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 11;Smorgon 2;Energetik-BGU 2;15;15;1,9333;12;15;1,6667;1,0;0,8;1,8
24;04/06/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 28;Imel;Gbely;14;15;1,4;13;15;1,2667;0,9333;0,8667;1,8
25;04/06/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 29;Horice;Dobruska;15;15;2,2667;12;15;1,8;1,0;0,8;1,8
26;04/06/2023;06:00;AUSTRIA;BUNDESLIGA WOMEN - ROUND 18;Altenmarkt W;Wacker Innsbruck W;13;15;2,5333;14;15;3,1333;0,8667;0,9333;1,8
27;04/06/2023;11:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 8;Rana FK;Byasen;14;15;2,4667;13;15;1,9333;0,9333;0,8667;1,8
28;04/06/2023;10:00;NORWAY;DIVISION 3 - GROUP 1 - ROUND 8;Sandviken;Fana;13;15;2,1333;14;15;2,4;0,8667;0,9333;1,8
29;04/06/2023;20:30;USA;MLS NEXT PRO;Atlanta United 2;Inter Miami II;14;15;1,2667;13;15;1,4667;0,9333;0,8667;1,8
30;04/06/2023;22:00;USA;USL LEAGUE TWO;Boulder County;Flatirons Rush;2;2;2,0;12;15;1,6;1,0;0,8;1,8
31;04/06/2023;07:00;PHILIPPINES;PFL;Maharlika;Stallion;13;15;1,6667;14;15;1,4667;0,8667;0,9333;1,8
32;04/06/2023;09:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 10;Hittarp;Husqvarna;14;15;1,5333;12;14;1,4286;0,9333;0,8571;1,7904
33;04/06/2023;10:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 8;Junkeren;Sotra;13;15;1,6667;13;15;1,2;0,8667;0,8667;1,7334
34;04/06/2023;07:00;NORWAY;DIVISION 1 WOMEN - ROUND 9;Kil/Hemne W;Klepp W;13;15;1,3333;13;15;1,2667;0,8667;0,8667;1,7334
35;04/06/2023;12:00;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 27;SK Lipova;Bohunovice;13;15;1,4;13;15;1,2667;0,8667;0,8667;1,7334
36;04/06/2023;06:00;CZECH REPUBLIC;CFL - GROUP A - ROUND 29;Bohemians 1905 B;Zbuzany;13;15;2,0;13;15;1,6667;0,8667;0,8667;1,7334
37;04/06/2023;08:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 12;Vitebsk W;Minsk FK W;13;15;2,1333;13;15;2,6;0,8667;0,8667;1,7334
38;04/06/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 29;Poricany;Union Beroun;13;15;1,6;13;15;1,6;0,8667;0,8667;1,7334
39;04/06/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 29;Sokolec;Velim;13;15;1,9333;13;15;1,8667;0,8667;0,8667;1,7334
40;04/06/2023;11:30;ITALY;COPPA ITALIA WOMEN - PLAY OFFS - FINAL;Juventus W;AS Roma W;13;15;1,7333;13;15;1,8667;0,8667;0,8667;1,7334
41;04/06/2023;09:00;DENMARK;3RD DIVISION - RELEGATION GROUP - ROUND 8;Young Boys FD;Dalum IF;13;15;1,2;13;15;1,8667;0,8667;0,8667;1,7334
42;04/06/2023;12:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 28;Ivanka pri Dunaji;Rovinka;13;15;1,4667;13;15;1,6667;0,8667;0,8667;1,7334
43;04/06/2023;21:00;USA;USL LEAGUE TWO;Springfield;St. Charles;11;15;1,1333;3;3;2,0;0,7333;1,0;1,7333
44;04/06/2023;12:00;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 27;Bolatice;Cesky Tesin;15;15;2,2;11;15;1,1333;1,0;0,7333;1,7333
45;04/06/2023;12:00;CZECH REPUBLIC;LIBERECKY KP - ROUND 15;Zelezny Brod;Studenec;12;15;1,8667;14;15;2,8667;0,8;0,9333;1,7333
46;04/06/2023;08:00;BELARUS;PERSHAYA LIGA - ROUND 10;Dnepr Mogilev;Lokomotiv Gomel;12;15;1,6;14;15;1,9333;0,8;0,9333;1,7333
47;04/06/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 29;Solnice;Trebes;12;15;1,8667;14;15;1,8667;0,8;0,9333;1,7333
48;04/06/2023;12:30;FINLAND;KAKKONEN GROUP B;P-Iirot Rauma;EPS;14;15;2,0;12;15;1,5333;0,9333;0,8;1,7333
49;04/06/2023;15:00;BRAZIL;BRASILEIRO WOMEN - ROUND 14;Atletico-MG W;Ariquemes W;14;15;1,5333;12;15;2,1333;0,9333;0,8;1,7333
50;04/06/2023;05:15;CZECH REPUBLIC;DIVISION E - ROUND 25;Brno B;Skastice;11;15;1,3333;15;15;1,9333;0,7333;1,0;1,7333
51;04/06/2023;17:30;PERU;LIGA 2 - ROUND 9;Los Chankas;Juan Aurich;11;15;1,5333;3;3;2,3333;0,7333;1,0;1,7333
52;04/06/2023;13:00;POLAND;DIVISION 2 - ROUND 34;Polonia Warszawa;Motor Lublin;14;15;1,5333;12;15;1,3333;0,9333;0,8;1,7333
53;04/06/2023;10:00;SWEDEN;DIVISION 1 - NORRA - ROUND 11;Sandviken;Pitea;14;15;1,3333;12;15;1,6;0,9333;0,8;1,7333
54;04/06/2023;12:30;FINLAND;KAKKONEN GROUP C;Narpes Kraft;GBK Kokkola;12;15;1,4;14;15;1,5333;0,8;0,9333;1,7333
55;04/06/2023;12:00;FINLAND;YKKONEN;SalPa;Mikkeli;12;15;1,6667;14;15;1,0667;0,8;0,9333;1,7333
56;04/06/2023;07:00;RUSSIA;FNL 2 - GROUP 2 - PROMOTION GROUP - ROUND 33;Yenisey 2;Murom;12;15;1,6667;14;15;1,5333;0,8;0,9333;1,7333
57;04/06/2023;21:30;USA;MLS NEXT PRO;North Texas;LA Galaxy 2;11;15;1,5333;15;15;1,8;0,7333;1,0;1,7333
58;04/06/2023;08:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 10;FBK Karlstad;Stenungsunds;12;15;2,0;14;15;1,7333;0,8;0,9333;1,7333
59;04/06/2023;06:30;ESTONIA;ESILIIGA - ROUND 16;FC Tallinn;FC Alliance;12;15;1,6;14;15;2,4667;0,8;0,9333;1,7333
60;04/06/2023;15:30;ARGENTINA;TORNEO FEDERAL - ROUND 14;Independiente Chivilcoy;Defensores Belgrano VR;13;15;1,4;6;7;1,2857;0,8667;0,8571;1,7238
61;04/06/2023;11:00;BOLIVIA;NACIONAL B - FIRST STAGE;Universidad Crucena;Ciudad Nueva SC;1;1;2,0;5;7;0,7143;1,0;0,7143;1,7143
62;04/06/2023;12:00;FINLAND;KAKKONEN GROUP B;PIF Pargas;Jazz Pori;13;15;1,6;10;12;1,9167;0,8667;0,8333;1,7
63;04/06/2023;16:30;BOLIVIA;NACIONAL B - FIRST STAGE;Garcia Agreda;Atletico Bermejo;7;10;1,0;10;10;1,7;0,7;1,0;1,7
64;04/06/2023;09:00;SWEDEN;ELITETTAN WOMEN - ROUND 9;Bromolla W;Trelleborg W;12;15;1,2;8;9;1,3333;0,8;0,8889;1,6889
65;04/06/2023;07:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 8;HIF Stein;Follo;9;11;1,8182;13;15;1,6667;0,8182;0,8667;1,6849
66;04/06/2023;13:30;BELGIUM;JUPILER PRO LEAGUE - CHAMPIONSHIP GROUP - ROUND 6;Genk;Antwerp;14;15;1,8;3;4;1,5;0,9333;0,75;1,6833
67;04/06/2023;10:00;GERMANY;OBERLIGA MITTELRHEIN - ROUND 29;Hurth;Eintracht Hohkeppel;12;15;1,8;7;8;1,125;0,8;0,875;1,675
68;04/06/2023;12:30;SLOVAKIA;4. LIGA - CENTRAL - ROUND 24;Krasno;Salkova;13;15;2,2;12;15;1,8;0,8667;0,8;1,6667
69;04/06/2023;09:00;MACAO;ELITE LEAGUE - ROUND 12;Monte Carlo;Lun Lok;13;15;2,5333;12;15;2,0;0,8667;0,8;1,6667
70;04/06/2023;16:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 6;Botafogo PB;Floresta EC;13;15;1,4667;12;15;1,4;0,8667;0,8;1,6667
71;04/06/2023;12:00;CZECH REPUBLIC;CFL - GROUP A - ROUND 29;Hostoun;Admira Prague;13;15;2,1333;12;15;1,3333;0,8667;0,8;1,6667
72;04/06/2023;18:30;BRAZIL;SERIE A - ROUND 9;Palmeiras;Coritiba;12;15;1,3333;13;15;1,1333;0,8;0,8667;1,6667
73;04/06/2023;09:00;LATVIA;1. LIGA - ROUND 9;Tukums 2000 2;Dinamo Riga;13;15;1,6667;12;15;1,7333;0,8667;0,8;1,6667
74;04/06/2023;12:30;CZECH REPUBLIC;JIHOMORAVSKY KP - ROUND 27;Ivancice;Boskovice;13;15;1,6667;12;15;1,3333;0,8667;0,8;1,6667
75;04/06/2023;12:30;SERBIA;SRPSKA LIGA - EAST - ROUND 29;Mesevo;Car Konstantin;13;15;1,8;12;15;1,6667;0,8667;0,8;1,6667
76;04/06/2023;15:00;BRAZIL;CAMPEONATO CATARINENSE 2 - ROUND 2;Cacador;Carlos Renaux;1;1;1,0;8;12;0,8333;1,0;0,6667;1,6667
77;04/06/2023;12:00;CZECH REPUBLIC;DIVISION F - ROUND 25;Novy Jicin;Karvina B;12;15;1,4667;13;15;1,6;0,8;0,8667;1,6667
78;04/06/2023;18:00;COLOMBIA;PRIMERA B - APERTURA - QUADRANGULAR - ROUND 5;Fortaleza;Llaneros;10;15;1,2667;7;7;2,1429;0,6667;1,0;1,6667
79;04/06/2023;15:00;BRAZIL;CAMPEONATO CATARINENSE 2 - ROUND 2;Metropolitano;Santa Catarina;10;15;1,0667;1;1;1,0;0,6667;1,0;1,6667
80;04/06/2023;11:30;CZECH REPUBLIC;VYSOCINA KP - ROUND 25;Vrchovina B;Pelhrimov;12;15;1,5333;13;15;1,7333;0,8;0,8667;1,6667
81;04/06/2023;15:00;USA;USL LEAGUE TWO;Manitoba;Rochester FC;8;12;1,3333;2;2;2,0;0,6667;1,0;1,6667
82;04/06/2023;15:30;ARGENTINA;PRIMERA C - ROUND 20;General Lamadrid;Justo Jose de Urquiza;15;15;1,7333;10;15;1,0;1,0;0,6667;1,6667
83;04/06/2023;09:00;CZECH REPUBLIC;VYSOCINA KP - ROUND 25;Velke Mezirici B;Zirovnice;13;15;1,7333;12;15;1,5333;0,8667;0,8;1,6667
84;04/06/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 33;Bautzen;Krieschow;13;15;1,6667;12;15;1,4;0,8667;0,8;1,6667
85;04/06/2023;08:00;SWEDEN;DIVISION 1 - NORRA - ROUND 11;Taby;Boden;13;15;1,4667;12;15;1,6667;0,8667;0,8;1,6667
86;04/06/2023;13:00;TURKEY;SUPER LIG - ROUND 37;Galatasaray;Fenerbahce;13;15;2,0667;12;15;1,2;0,8667;0,8;1,6667
87;04/06/2023;20:00;USA;MLS NEXT PRO;New York Red Bulls 2;New England Revolution II;12;15;1,2;13;15;1,9333;0,8;0,8667;1,6667
88;04/06/2023;19:00;ARUBA;DIVISION DI HONOR - RELEGATION - PLAY OFFS - FINAL;Caiquetio;Sporting;8;9;1,4444;7;9;1,7778;0,8889;0,7778;1,6667
89;04/06/2023;11:00;EUROPE;PREMIER LEAGUE (CRIMEA) - ROUND 12;Rubin Yalta;Alushta;12;15;1,5333;13;15;2,0667;0,8;0,8667;1,6667
90;04/06/2023;10:00;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 42;Union Nettetal;Sonsbeck;13;15;1,6667;12;15;1,4667;0,8667;0,8;1,6667
91;04/06/2023;04:00;AUSTRALIA;NPL QUEENSLAND - ROUND 12;Brisbane City;Brisbane U21;13;15;2,0;12;15;1,1333;0,8667;0,8;1,6667
92;04/06/2023;10:00;GERMANY;OBERLIGA PLAY OFFS - ROUND 2;Eimsbutteler;Kilia Kiel;13;15;1,8667;12;15;1,8;0,8667;0,8;1,6667
93;04/06/2023;10:00;ZIMBABWE;PREMIER SOCCER LEAGUE - ROUND 12;GreenFuel;Platinum;1;1;3,0;10;15;1,0;1,0;0,6667;1,6667
94;04/06/2023;05:30;CZECH REPUBLIC;STREDOCESKY KP - ROUND 29;Horky nad Jizerou;Sedlcany;10;15;1,7333;10;10;1,8;0,6667;1,0;1,6667
95;04/06/2023;13:00;ESTONIA;ESILIIGA - ROUND 16;Nomme Utd;Tabasalu;14;15;1,9333;11;15;1,3333;0,9333;0,7333;1,6666
96;04/06/2023;06:30;ESTONIA;ESILIIGA - ROUND 16;Paide Linnameeskond U21;Viimsi JK;11;15;1,6;14;15;1,6;0,7333;0,9333;1,6666
97;04/06/2023;11:00;SWEDEN;DIVISION 1 - NORRA - ROUND 11;Sylvia;Dalkurd;14;15;1,5333;11;15;1,0667;0,9333;0,7333;1,6666
98;04/06/2023;16:00;BRAZIL;CAMPEONATO AMAPAENSE - ROUND 5;Santos AP;Macapa;11;15;1,2667;14;15;1,9333;0,7333;0,9333;1,6666
99;04/06/2023;12:00;FINLAND;KAKKONEN GROUP B;Honka Akatemia;Tampere Utd;14;15;2,1333;11;15;1,2;0,9333;0,7333;1,6666
100;04/06/2023;11:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 8;Bodo/Glimt 2;Verdal;14;15;1,9333;11;15;1,3333;0,9333;0,7333;1,6666
101;04/06/2023;04:30;CHINA;SUPER LEAGUE - ROUND 11;Cangzhou;Shanghai Shenhua;14;15;1,6;11;15;0,9333;0,9333;0,7333;1,6666
102;04/06/2023;11:00;RUSSIA;FNL 2 - GROUP 2 - PROMOTION GROUP - ROUND 33;Dynamo Vologda;Krasnogorsk;11;15;1,3333;14;15;1,4;0,7333;0,9333;1,6666
103;04/06/2023;05:30;SLOVAKIA;4. LIGA - CENTRAL - ROUND 24;Besenova;Kovacova;14;15;1,9333;11;15;1,0667;0,9333;0,7333;1,6666
104;04/06/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 29;Mnichovohradistsky SK;Povltavska FA B;11;15;1,4;14;15;1,9333;0,7333;0,9333;1,6666
105;04/06/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 29;Slavia HK;Cerveny Kostelec;11;15;1,8;14;15;1,6;0,7333;0,9333;1,6666
106;04/06/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 29;Sokol Radnice;Rapid Plzen;14;15;2,0;11;15;1,6;0,9333;0,7333;1,6666
107;04/06/2023;12:00;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 27;Medlov;Brodek u Prerova;14;15;1,4667;11;15;1,6;0,9333;0,7333;1,6666
108;04/06/2023;12:30;SERBIA;SRPSKA LIGA - EAST - ROUND 29;Dubocica;Vlasina;14;15;1,5333;11;15;1,2;0,9333;0,7333;1,6666
109;04/06/2023;10:00;NORWAY;OBOS-LIGAEN - ROUND 11;Asane;Kongsvinger;11;15;1,3333;13;14;1,5714;0,7333;0,9286;1,6619
110;04/06/2023;16:00;USA;USL LEAGUE TWO;Wichita;Chicago Dutch Lions;11;15;1,4667;12;13;1,9231;0,7333;0,9231;1,6564
111;04/06/2023;11:00;CZECH REPUBLIC;JIHOCESKY KP - ROUND 29;Jindrichuv Hradec;Strakonice;12;15;2,0;11;13;2,2308;0,8;0,8462;1,6462
112;04/06/2023;16:00;ARGENTINA;TORNEO FEDERAL - ROUND 14;Biblioteca Atenas;Ferro Gen. Pico;10;11;1,5455;11;15;1,2;0,9091;0,7333;1,6424
113;04/06/2023;05:15;CZECH REPUBLIC;DIVISION B - ROUND 29;Meteor Prague;FK Ceska Lipa;13;15;1,8667;10;13;1,2308;0,8667;0,7692;1,6359
114;04/06/2023;09:00;NORWAY;DIVISION 3 - GROUP 3 - ROUND 8;Eiger;Fyllingsdalen;8;9;1,6667;11;15;1,4667;0,8889;0,7333;1,6222
115;04/06/2023;06:00;LAOS;LAO LEAGUE - ROUND 10;Master 7;Namtha United;11;15;1,7333;8;9;1,3333;0,7333;0,8889;1,6222
116;04/06/2023;06:30;CHINA;SUPER LEAGUE - ROUND 11;Nantong Zhiyun;Qingdao Hainiu;13;15;1,3333;3;4;1,0;0,8667;0,75;1,6167
117;04/06/2023;12:00;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 27;Pusta Polom;Petrvald na Morave;12;15;1,6;12;15;1,8667;0,8;0,8;1,6
118;04/06/2023;12:00;CZECH REPUBLIC;JIHOMORAVSKY KP - ROUND 27;Lednice;Mutenice;14;15;1,6;10;15;1,2667;0,9333;0,6667;1,6
119;04/06/2023;10:00;NORWAY;DIVISION 2 - GROUP 1 - ROUND 8;Notodden;Fram;14;15;1,9333;10;15;1,5333;0,9333;0,6667;1,6
120;04/06/2023;12:00;FINLAND;KAKKONEN GROUP C;VIFK;OTP;12;15;1,4667;12;15;1,1333;0,8;0,8;1,6
121;04/06/2023;12:00;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 27;Dolany;Cechovice;11;15;1,4;13;15;1,7333;0,7333;0,8667;1,6
122;04/06/2023;11:00;ESTONIA;ESILIIGA - ROUND 16;Elva;Levadia U21;13;15;1,6;11;15;1,1333;0,8667;0,7333;1,6
123;04/06/2023;10:00;FINLAND;KAKKONEN GROUP A;TiPS;Lahden Reipas;13;15;2,0;11;15;1,4;0,8667;0,7333;1,6
124;04/06/2023;10:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 8;Stjordals Blink;Baerum Sportsklubb;11;15;1,6;13;15;1,9333;0,7333;0,8667;1,6
125;04/06/2023;17:30;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 13;Tecnico U.;Guayaquil City;12;15;1,1333;12;15;1,4;0,8;0,8;1,6
126;04/06/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 29;Tyniste n. Orl.;Kostelec n. O.;12;15;1,2667;12;15;2,2;0,8;0,8;1,6
127;04/06/2023;08:00;NORWAY;DIVISION 3 - GROUP 2 - ROUND 8;Ham-Kam 2;Hodd 2;4;6;1,8333;14;15;1,4667;0,6667;0,9333;1,6
128;04/06/2023;12:00;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 27;Zabreh;Zelatovice;12;15;1,7333;12;15;1,2667;0,8;0,8;1,6
129;04/06/2023;11:00;EUROPE;PREMIER LEAGUE (CRIMEA) - ROUND 12;FC Sevastopol;Ocean Kerch;12;15;1,2667;12;15;1,6;0,8;0,8;1,6
130;04/06/2023;12:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 29;Motorlet Prague B;Tempo Prague;12;15;1,4667;12;15;1,6;0,8;0,8;1,6
131;04/06/2023;10:30;GERMANY;OBERLIGA MITTELRHEIN - ROUND 29;VfL Vichttal;Friesdorf;14;15;2,0667;10;15;1,5333;0,9333;0,6667;1,6
132;04/06/2023;12:00;NORWAY;ELITESERIEN - ROUND 9;Valerenga;Bodo/Glimt;12;15;1,5333;12;15;1,8;0,8;0,8;1,6
133;04/06/2023;12:30;IVORY COAST;LIGUE 1 - ROUND 29;Bouake;ASEC Mimosas;9;15;0,6667;1;1;2,0;0,6;1,0;1,6
134;04/06/2023;11:00;KAZAKHSTAN;PREMIER LEAGUE - ROUND 12;Kaisar Kyzylorda;Maqtaaral;11;15;1,6;13;15;1,4;0,7333;0,8667;1,6
135;04/06/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 33;Sandersdorf;Blau-Weiss Zorbau;10;15;1,0667;14;15;1,4;0,6667;0,9333;1,6
136;04/06/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 17;Super Nova;RFS;14;15;1,8667;2;3;1,3333;0,9333;0,6667;1,6
137;04/06/2023;09:30;ITALY;SERIE D - WINNERS STAGE - PLAY OFFS - SEMI-FINALS;Sorrento;Lumezzane;13;15;1,1333;11;15;1,0667;0,8667;0,7333;1,6
138;04/06/2023;12:00;LITHUANIA;I LYGA - ROUND 12;FK Panevezys 2;Garliava;12;15;1,5333;12;15;1,2667;0,8;0,8;1,6
139;04/06/2023;08:30;CZECH REPUBLIC;2. LIGA WOMEN - RELEGATION GROUP - ROUND 5;Teplice W;FC Praha W;12;15;2,4667;12;15;2,3333;0,8;0,8;1,6
140;04/06/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 33;Plauen;SV 1890 Westerhausen;12;15;1,2667;12;15;1,6;0,8;0,8;1,6
141;04/06/2023;12:00;CZECH REPUBLIC;DIVISION C - ROUND 29;Caslav;Hlinsko;10;15;1,8;14;15;1,8667;0,6667;0,9333;1,6
142;04/06/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 29;Myto;Tachov;12;15;1,8;12;15;2,0;0,8;0,8;1,6
143;04/06/2023;09:00;GERMANY;OBERLIGA NOFV-NORD - ROUND 33;Hertha Zehlendorf;Pampow;11;15;1,4667;13;15;2,0667;0,7333;0,8667;1,6
144;04/06/2023;09:00;GERMANY;OBERLIGA NOFV-NORD - ROUND 33;CFC Hertha;Tasmania Berlin;12;15;1,3333;12;15;1,5333;0,8;0,8;1,6
145;04/06/2023;12:00;CZECH REPUBLIC;DIVISION E - ROUND 25;Slavicin;Vsechovice;11;15;1,4;13;15;2,4;0,7333;0,8667;1,6
146;04/06/2023;12:00;FINLAND;KANSALLINEN LIIGA WOMEN;ONS Oulu W;HJK W;13;15;1,8667;11;15;1,2667;0,8667;0,7333;1,6
147;04/06/2023;15:00;IVORY COAST;LIGUE 1 - ROUND 29;Korhogo;Racing d'Abidjan;11;15;1,2;13;15;1,3333;0,7333;0,8667;1,6
148;04/06/2023;13:00;NORTH & CENTRAL AMERICA;CONCACAF CHAMPIONSHIP WOMEN U20 - PLAY OFFS - 3RD PLACE;Canada U20 W;Costa Rica U20 W;12;15;2,7333;12;15;2,4;0,8;0,8;1,6
149;04/06/2023;13:30;ITALY;SERIE A - ROUND 38;Napoli;Sampdoria;9;15;0,7333;4;4;2,5;0,6;1,0;1,6
150;04/06/2023;07:00;RUSSIA;FNL 2 - GROUP 4 - PROMOTION GROUP - ROUND 27;Amkar;Miass;12;15;1,2;12;15;1,2667;0,8;0,8;1,6
151;04/06/2023;14:00;SENEGAL;LIGUE 1 - ROUND 22;Casa;Teungueth;12;15;1,2667;12;15;1,3333;0,8;0,8;1,6
152;04/06/2023;08:00;SWEDEN;ELITETTAN WOMEN - ROUND 9;Umea W;Lidkoping W;13;15;1,8;11;15;1,8;0,8667;0,7333;1,6
153;04/06/2023;09:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 10;Tord;Lindome;12;15;1,7333;12;15;1,4;0,8;0,8;1,6
154;04/06/2023;08:00;RUSSIA;FNL 2 - GROUP 3 - RELEGATION GROUP - ROUND 33;Arsenal Tula 2;Kolomna;10;15;0,8667;14;15;1,4;0,6667;0,9333;1,6
155;04/06/2023;15:00;USA;MLS NEXT PRO;Columbus Crew 2;Chicago Fire II;13;15;1,3333;11;15;1,0667;0,8667;0,7333;1,6
156;04/06/2023;08:15;RUSSIA;FNL 2 - GROUP 2 - PROMOTION GROUP - ROUND 33;Zvezda St. Peterburg;Chertanovo M.;12;15;1,4667;12;15;1,3333;0,8;0,8;1,6
157;04/06/2023;18:30;BOLIVIA;DIVISION PROFESIONAL - ROUND 16;The Strongest;Wilstermann;12;15;1,0;12;15;1,6667;0,8;0,8;1,6
158;04/06/2023;11:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 15;CA Estudiantes W;Defensores de Belgrano W;11;15;1,5333;13;15;1,4;0,7333;0,8667;1,6
159;04/06/2023;08:00;RUSSIA;FNL 2 - GROUP 4 - RELEGATION GROUP - ROUND 27;Khimik Avgust;Zenit-Izhevsk;13;15;1,4667;11;15;0,9333;0,8667;0,7333;1,6
160;04/06/2023;21:00;USA;MLS NEXT PRO;Toronto FC II;Orlando City B;13;15;1,3333;11;15;1,6667;0,8667;0,7333;1,6
161;04/06/2023;12:30;SCOTLAND;PREMIERSHIP - RELEGATION - FINAL;Ross County;Partick Thistle;13;15;1,3333;11;15;1,3333;0,8667;0,7333;1,6
162;04/06/2023;18:00;USA;USL LEAGUE TWO;Lane United;Portland U23;13;15;1,6667;11;15;2,0;0,8667;0,7333;1,6
163;04/06/2023;12:00;SLOVAKIA;4. LIGA - EAST - ROUND 28;Sokol Lubotice;Kechnec;10;15;1,4667;14;15;1,9333;0,6667;0,9333;1,6
164;04/06/2023;13:30;SPAIN;LALIGA - ROUND 38;Villarreal;Atl. Madrid;11;15;1,2667;13;15;1,6;0,7333;0,8667;1,6
165;04/06/2023;10:00;SWEDEN;ALLSVENSKAN - ROUND 11;Halmstad;Hammarby;12;15;1,1333;12;15;1,6;0,8;0,8;1,6
166;04/06/2023;19:00;USA;USL LEAGUE TWO;Long Island;Morris Elite;11;15;1,2;13;15;2,0667;0,7333;0,8667;1,6
167;04/06/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 28;Z. Moravce-Vrable B;Lehota p. V.;12;15;1,4;12;15;1,8;0,8;0,8;1,6
168;04/06/2023;12:00;SLOVAKIA;4. LIGA - EAST - ROUND 28;Medzilaborce;Sokolany;12;15;1,7333;12;15;1,4;0,8;0,8;1,6
169;04/06/2023;20:30;USA;USL LEAGUE TWO;Manhattan;Euro New York;14;15;1,8;10;15;1,0;0,9333;0,6667;1,6
170;04/06/2023;12:00;SLOVAKIA;4. LIGA - EAST - ROUND 28;Velky Saris;Pavlovce n. Uhom;14;15;1,8;10;15;1,0667;0,9333;0,6667;1,6
171;04/06/2023;10:30;AUSTRIA;REGIONALLIGA WEST - PROMOTION GROUP - ROUND 9;Reichenau;Bregenz;11;15;2,0;13;15;1,7333;0,7333;0,8667;1,6
172;04/06/2023;01:30;AUSTRALIA;NPL NORTHERN NSW - ROUND 14;Lake Macquarie;Adamstown Rosebud;13;15;2,1333;11;15;1,9333;0,8667;0,7333;1,6
173;04/06/2023;16:00;BRAZIL;CAMPEONATO BAIANO 2 - ROUND 4;Colo C.;Leonico;9;15;1,1333;2;2;3,0;0,6;1,0;1,6
174;04/06/2023;13:00;POLAND;DIVISION 2 - ROUND 34;Garbarnia;Polkowice;13;15;1,6667;11;15;1,3333;0,8667;0,7333;1,6
175;04/06/2023;12:30;SERBIA;SRPSKA LIGA - EAST - ROUND 29;SFS Borac;Paracin;11;15;1,1333;13;15;1,2667;0,7333;0,8667;1,6
176;04/06/2023;10:30;RUSSIA;SUPREME DIVISION WOMEN - ROUND 12;CSKA Moscow W;Dynamo Moscow W;13;15;1,7333;8;11;1,0;0,8667;0,7273;1,594
177;04/06/2023;09:30;AUSTRIA;2. LIGA - ROUND 30;Kapfenberg;Floridsdorfer AC;11;15;1,3333;6;7;1,2857;0,7333;0,8571;1,5904
178;04/06/2023;08:00;MONGOLIA;PREMIER LEAGUE - ROUND 24;Tuv Buganuud;FC Ulaanbaatar;15;15;2,5333;7;12;1,3333;1,0;0,5833;1,5833
179;04/06/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 17;Poti;Loco. Tbilisi;10;15;0,9333;10;11;1,8182;0,6667;0,9091;1,5758
180;04/06/2023;15:30;ARGENTINA;PRIMERA C - ROUND 20;Laferrere;Real Pilar;11;15;1,0667;5;6;1,0;0,7333;0,8333;1,5666
181;04/06/2023;12:00;RUSSIA;FNL 2 - GROUP 3 - RELEGATION GROUP - ROUND 33;Kvant;Penza;13;15;1,4;9;13;1,6154;0,8667;0,6923;1,559
