Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
25;21/08/2023;13:00;NORWAY;DIVISION 3 - GROUP 1 - ROUND 16;Grorud 2;Stabaek 2;25;30;23;30;0,8333;0,7667;1,6;2,0;1,5055;1,9333;1,7499;3,9333
26;21/08/2023;12:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 16;Asker;Tromso 2;23;30;25;30;0,7667;0,8333;1,6;1,6;1,3064;2,1;1,9035;3,7
27;21/08/2023;15:45;IRELAND;FAI CUP - 1/8-FINALS;Cork City;Waterford;22;30;26;30;0,7333;0,8667;1,6;1,0;0,8165;1,8667;1,2579;2,8667
28;21/08/2023;20:00;MEXICO;LIGA MX - APERTURA - ROUND 5;Toluca;Monterrey;26;30;22;30;0,8667;0,7333;1,6;1,9333;1,2632;1,3667;1,1968;3,3
29;21/08/2023;14:30;NORWAY;DIVISION 3 - GROUP 4 - ROUND 16;Odd 2;Eik-Tonsberg;24;30;24;30;0,8;0,8;1,6;1,6333;1,2512;1,8;1,3266;3,4333
30;21/08/2023;20:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;Atlas W;Atl. San Luis W;22;30;26;30;0,7333;0,8667;1,6;1,5;1,2315;1,5667;1,1455;3,0667
31;21/08/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 11;El Porvenir;Lugano;25;30;23;30;0,8333;0,7667;1,6;1,1;0,7895;1,1;0,7895;2,2
32;21/08/2023;10:00;ASIA;AFF CHAMPIONSHIP U23 - ROUND 3;Thailand U23;Cambodia U23;26;30;22;30;0,8667;0,7333;1,6;1,3333;0,9068;1,3667;1,1397;2,7
33;21/08/2023;14:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 18;Norrby;Ahlafors IF;24;30;24;30;0,8;0,8;1,6;1,5;1,0878;1,5333;1,1175;3,0333
34;21/08/2023;10:00;ENGLAND;PROFESSIONAL DEVELOPMENT LEAGUE;Colchester U21;Barnsley U21;23;30;24;29;0,7667;0,8276;1,5943;1,8;1,4468;1,6207;1,1865;3,4207
35;21/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 2;Jong Ajax;De Graafschap;24;30;23;30;0,8;0,7667;1,5667;1,7333;1,34;1,5667;1,3585;3,3
36;21/08/2023;11:30;LATVIA;LATVIAN CUP - QUARTER-FINALS;Valmiera;Tukums 2000;23;30;24;30;0,7667;0,8;1,5667;1,2;0,9798;1,8333;1,3683;3,0333
37;21/08/2023;12:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 16;Levanger;Brann 2;20;30;27;30;0,6667;0,9;1,5667;1,4333;1,4302;1,9;1,106;3,3333
38;21/08/2023;20:00;USA;MLS NEXT PRO;New York Red Bulls 2;Atlanta United 2;22;30;25;30;0,7333;0,8333;1,5666;1,4333;1,4067;1,2333;0,8825;2,6666
39;21/08/2023;14:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 19;B36 Torshavn;Toftir;22;30;25;30;0,7333;0,8333;1,5666;1,1667;0,8975;1,5;1,0247;2,6667
40;21/08/2023;13:24;RUSSIA;FNL - ROUND 6;Torpedo Moscow;Neftekhimik;23;30;23;30;0,7667;0,7667;1,5334;1,2333;0,8825;1,2667;1,2893;2,5
41;21/08/2023;00:10;MEXICO;LIGA MX - APERTURA - ROUND 4;Club America;Atlas;24;30;22;30;0,8;0,7333;1,5333;1,6;1,2;1,4;1,1719;3,0
42;21/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 18;Aegir;Grotta;22;30;24;30;0,7333;0,8;1,5333;1,5;1,2042;1,4;1,0832;2,9
43;21/08/2023;18:45;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;Cruz Azul W;Guadalajara Chivas W;22;30;24;30;0,7333;0,8;1,5333;1,2667;1,0625;1,3;1,0693;2,5667
44;21/08/2023;14:00;CYPRUS;CYTA CHAMPIONSHIP - ROUND 1;Aris;AEK Larnaca;25;30;21;30;0,8333;0,7;1,5333;1,7333;1,436;1,2;1,077;2,9333
45;21/08/2023;15:00;ENGLAND;PROFESSIONAL DEVELOPMENT LEAGUE;QPR U21;Coventry U21;23;30;22;29;0,7667;0,7586;1,5253;1,6333;1,3287;1,4138;1,1602;3,0471
46;21/08/2023;10:00;ARMENIA;FIRST LEAGUE - ROUND 4;Alashkert 2;Ararat-Armenia 2;25;30;20;30;0,8333;0,6667;1,5;1,8667;1,3098;1,3;1,2689;3,1667
47;21/08/2023;08:30;THAILAND;THAI LEAGUE 1 - ROUND 2;Chonburi;Khonkaen Utd.;23;30;22;30;0,7667;0,7333;1,5;1,3;1,0376;1,1333;0,9214;2,4333
48;21/08/2023;15:00;TURKEY;SUPER LIG - ROUND 2;Ankaragucu;Adana Demirspor;22;30;23;30;0,7333;0,7667;1,5;1,0667;0,8919;1,5667;1,4761;2,6334
49;21/08/2023;13:00;NORWAY;DIVISION 2 - GROUP 1 - ROUND 16;Notodden;Aalesund 2;26;30;19;30;0,8667;0,6333;1,5;1,8333;1,2671;1,2333;1,2565;3,0666
50;21/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 2;Stoke City U21;Wolves U21;22;30;23;30;0,7333;0,7667;1,5;1,5667;1,2023;1,6333;1,378;3,2
51;21/08/2023;12:00;LITHUANIA;I LYGA - ROUND 19;Kauno Zalgiris 2;BFA Vilnius;23;30;22;30;0,7667;0,7333;1,5;1,4667;1,3597;1,1;0,9074;2,5667
52;21/08/2023;22:00;MEXICO;LIGA PREMIER SERIE A - ROUND 2;Inter Playa Del Carmen;Yalmakan;25;30;20;30;0,8333;0,6667;1,5;1,4;1,0832;1,2667;1,3149;2,6667
53;21/08/2023;20:00;PERU;LIGA 1 - CLAUSURA - ROUND 10;Cesar Vallejo;ADT Tarma;20;30;25;30;0,6667;0,8333;1,5;1,2;1,1075;1,4;0,9866;2,6
54;21/08/2023;15:45;ITALY;SERIE A - ROUND 1;Bologna;AC Milan;23;30;21;30;0,7667;0,7;1,4667;1,0667;0,7717;1,3667;1,2243;2,4334
55;21/08/2023;14:00;LATVIA;LATVIAN CUP - QUARTER-FINALS;Auda;Riga FC;21;30;23;30;0,7;0,7667;1,4667;1,0667;0,9978;1,3667;1,0796;2,4334
56;21/08/2023;15:30;ROMANIA;LIGA 1 - ROUND 6;U. Cluj;CFR Cluj;24;30;20;30;0,8;0,6667;1,4667;1,4;1,0832;1,4;1,2275;2,8
57;21/08/2023;14:00;CYPRUS;CYTA CHAMPIONSHIP - ROUND 1;Omonia;Nea Salamis;23;30;21;30;0,7667;0,7;1,4667;1,2667;1,0306;1,3667;1,1397;2,6334
58;21/08/2023;05:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 18;Slavia Mozyr 2;Brest 2;23;30;21;30;0,7667;0,7;1,4667;1,4;1,1136;1,1667;1,0028;2,5667
59;21/08/2023;10:00;ARMENIA;FIRST LEAGUE - ROUND 4;Syunik;Ararat Yerevan 2;21;30;23;30;0,7;0,7667;1,4667;1,3;1,1874;1,3333;1,1055;2,6333
60;21/08/2023;20:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;U.N.A.M.- Pumas W;Mazatlan FC W;21;30;23;30;0,7;0,7667;1,4667;1,6667;1,5776;1,6;1,3064;3,2667
61;21/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 6;Ludogorets II;Chernomorets Balchik;21;30;23;30;0,7;0,7667;1,4667;1,0;0,8165;1,5333;1,2841;2,5333
62;21/08/2023;15:45;FRANCE;LIGUE 2 - ROUND 3;AC Ajaccio;Bordeaux;22;30;22;30;0,7333;0,7333;1,4666;1,3;1,3454;1,0667;0,8138;2,3667
63;21/08/2023;10:30;BELARUS;PERSHAYA LIGA - ROUND 20;Petrikov;Baranovici;22;30;22;30;0,7333;0,7333;1,4666;1,3333;1,1353;1,4;1,2275;2,7333
64;21/08/2023;20:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 22;Rubio Nu;Fernando de la Mora;23;30;20;30;0,7667;0,6667;1,4334;1,2667;0,9978;1,2;1,0456;2,4667
65;21/08/2023;13:00;POLAND;DIVISION 1 - ROUND 5;Pruszkow;GKS Katowice;22;30;21;30;0,7333;0,7;1,4333;1,2;0,9452;1,1;1,0116;2,3
66;21/08/2023;20:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 7;Tacuary;Resistencia;22;30;21;30;0,7333;0,7;1,4333;1,2333;1,0858;1,0667;0,9286;2,3
67;21/08/2023;20:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;Necaxa W;Queretaro W;24;30;19;30;0,8;0,6333;1,4333;1,3667;1,0483;0,7333;0,6289;2,1
68;21/08/2023;15:00;TURKEY;SUPER LIG - ROUND 2;Samsunspor;Fenerbahce;22;30;21;30;0,7333;0,7;1,4333;1,0333;0,836;1,1667;1,0355;2,2
69;21/08/2023;07:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 18;Slutsk 2;Din. Minsk 2;20;30;22;30;0,6667;0,7333;1,4;1,3667;1,538;1,5333;1,4772;2,9
70;21/08/2023;15:45;ENGLAND;NPL PREMIER DIVISION - ROUND 4;Bradford PA;Morpeth;20;30;22;30;0,6667;0,7333;1,4;1,2;1,1372;1,2333;1,116;2,4333
71;21/08/2023;12:00;LITHUANIA;I LYGA - ROUND 19;Zalgiris 2;Marijampole City;23;30;19;30;0,7667;0,6333;1,4;1,4;1,052;1,1667;1,1571;2,5667
72;21/08/2023;20:00;BRAZIL;SERIE A - ROUND 20;Goias;Athletico-PR;17;30;25;30;0,5667;0,8333;1,4;0,9333;0,9978;1,1667;0,7782;2,1
73;21/08/2023;14:45;PORTUGAL;LIGA PORTUGAL 2 - ROUND 2;Torreense;Nacional;21;30;21;30;0,7;0,7;1,4;1,1;0,9781;1,1667;1,0355;2,2667
74;21/08/2023;14:10;SWEDEN;ALLSVENSKAN - ROUND 20;Norrkoping;AIK;23;30;19;30;0,7667;0,6333;1,4;1,1333;0,8459;1,0667;0,9978;2,2
75;21/08/2023;10:00;ARMENIA;FIRST LEAGUE - ROUND 4;Shirak Gyumri 2;Urartu 2;21;30;21;30;0,7;0,7;1,4;0,9;0,7895;1,3333;1,325;2,2333
76;21/08/2023;11:30;BELARUS;PERSHAYA LIGA - ROUND 20;BumProm Gomel;Lida;23;30;19;30;0,7667;0,6333;1,4;1,6667;1,2996;1,0667;1,0625;2,7334
77;21/08/2023;12:00;FINLAND;VEIKKAUSLIIGA;KTP;Haka;21;30;21;30;0,7;0,7;1,4;1,3333;1,6193;1,5333;1,384;2,8666
78;21/08/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIJER LIGA BIH - ROUND 4;Tuzla City;FK Sarajevo;20;30;22;30;0,6667;0,7333;1,4;1,1;1,0755;1,3667;1,2512;2,4667
79;21/08/2023;09:30;INDIA;DURAND CUP;Rajasthan United;Army Red;22;30;14;22;0,7333;0,6364;1,3697;1,3;1,1;1,0455;0,976;2,3455
80;21/08/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 17;Kristianstad;IFK Malmo;20;30;21;30;0,6667;0,7;1,3667;1,1;0,9434;1,4333;1,4302;2,5333
81;21/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 2;Jong Utrecht;Groningen;18;30;23;30;0,6;0,7667;1,3667;1,0;1,1255;1,4667;1,384;2,4667
82;21/08/2023;12:30;CROATIA;PRVA NL - ROUND 2;Jarun;Orijent;18;30;23;30;0,6;0,7667;1,3667;1,1;1,2207;1,2333;1,0225;2,3333
83;21/08/2023;17:15;PERU;LIGA 1 - CLAUSURA - ROUND 10;Cajamarca;Binacional;15;30;26;30;0,5;0,8667;1,3667;0,7;0,8226;1,6;0,9522;2,3
84;21/08/2023;10:00;ARMENIA;FIRST LEAGUE - ROUND 4;Lernayin Artsakh;FC Gandzasar;19;30;22;30;0,6333;0,7333;1,3666;1,0667;0,9638;1,4667;1,3597;2,5334
85;21/08/2023;11:00;RUSSIA;FNL - ROUND 6;Kamaz;Arsenal Tula;20;30;20;30;0,6667;0,6667;1,3334;1,3333;1,2737;1,2333;1,1455;2,5666
86;21/08/2023;14:00;POLAND;EKSTRAKLASA - ROUND 5;Cracovia;Piast Gliwice;23;30;17;30;0,7667;0,5667;1,3334;1,0667;0,8138;0,8;0,8718;1,8667
87;21/08/2023;14:40;SAUDI ARABIA;DIVISION 1 - ROUND 2;Al Arabi;Hajer;20;30;20;30;0,6667;0,6667;1,3334;1,2333;1,0546;0,8667;0,718;2,1
88;21/08/2023;16:00;ENGLAND;PREMIER LEAGUE - ROUND 2;Crystal Palace;Arsenal;17;30;23;30;0,5667;0,7667;1,3334;0,9333;1,1813;1,6333;1,1686;2,5666
89;21/08/2023;00:10;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;Club Tijuana W;Toluca W;23;30;17;30;0,7667;0,5667;1,3334;1,4667;1,2579;1,2;1,5362;2,6667
90;21/08/2023;18:00;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 6;Bucaramanga;Aguilas;20;30;20;30;0,6667;0,6667;1,3334;0,9667;0,836;1,3;1,2152;2,2667
91;21/08/2023;12:00;KOSOVO;SUPERLIGA - ROUND 2;Gjilani;Prishtina;17;30;23;30;0,5667;0,7667;1,3334;0,8667;0,9911;1,1667;0,8975;2,0334
92;21/08/2023;16:15;ICELAND;BESTA DEILD KARLA - ROUND 20;Stjarnan;KR Reykjavik;19;30;21;30;0,6333;0,7;1,3333;1,1333;1,2037;1,3667;1,2243;2,5
93;21/08/2023;13:00;ARGENTINA;PRIMERA A WOMEN - CLAUSURA - ROUND 1;Ferro W;El Porvenir W;21;30;19;30;0,7;0,6333;1,3333;1,3667;1,378;1,0667;1,1528;2,4334
94;21/08/2023;13:30;FRANCE;NATIONAL - ROUND 2;Le Mans;Dijon;21;30;19;30;0,7;0,6333;1,3333;1,1333;0,8844;0,8667;0,8055;2,0
95;21/08/2023;15:10;ARGENTINA;PRIMERA A WOMEN - CLAUSURA - ROUND 1;UAI Urquiza W;Estudiantes W;22;30;18;30;0,7333;0,6;1,3333;1,4333;1,3585;1,2333;1,3585;2,6666
96;21/08/2023;13:30;ITALY;SERIE A - ROUND 1;Torino;Cagliari;22;30;18;30;0,7333;0,6;1,3333;0,9667;0,836;0,9;0,8699;1,8667
97;21/08/2023;15:00;TURKEY;1. LIG - ROUND 2;Eyupspor;Kocaelispor;18;30;22;30;0,6;0,7333;1,3333;0,7667;0,7608;1,1333;0,8459;1,9
98;21/08/2023;11:00;UZBEKISTAN;SUPER LEAGUE - ROUND 17;Andijan;Olympic;16;30;24;30;0,5333;0,8;1,3333;0,8667;0,9911;1,4333;1,4302;2,3
99;21/08/2023;20:30;ARGENTINA;COPA DE LA LIGA PROFESIONAL - ROUND 1;Newells Old Boys;Central Cordoba;20;30;19;30;0,6667;0,6333;1,3;0,9667;0,875;0,8667;0,763;1,8334
100;21/08/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 27;Gyeongnam;Cheonan City;21;30;18;30;0,7;0,6;1,3;1,2333;1,2828;1,0333;1,2243;2,2666
101;21/08/2023;21:00;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 6;Millonarios;Once Caldas;19;30;20;30;0,6333;0,6667;1,3;0,9333;0,9286;1,1333;0,9911;2,0666
102;21/08/2023;14:30;BULGARIA;PARVA LIGA - ROUND 6;CSKA 1948 Sofia;Etar;19;30;20;30;0,6333;0,6667;1,3;1,2667;1,2092;1,0667;0,9978;2,3334
103;21/08/2023;21:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 24;Tomayapo;Blooming;18;30;21;30;0,6;0,7;1,3;0,8667;0,9568;1,1;0,9434;1,9667
104;21/08/2023;12:00;NORTH MACEDONIA;1. MFL - ROUND 3;Struga;Brera Strumica;23;30;16;30;0,7667;0,5333;1,3;1,4;1,2275;1,1333;1,4545;2,5333
105;21/08/2023;18:00;ARGENTINA;COPA DE LA LIGA PROFESIONAL - ROUND 1;Huracan;Banfield;18;30;20;30;0,6;0,6667;1,2667;0,9333;0,9286;1,1333;1,1175;2,0666
106;21/08/2023;15:00;PERU;LIGA 1 - CLAUSURA - ROUND 10;Sport Boys;Grau;18;30;20;30;0,6;0,6667;1,2667;0,9333;0,9978;1,1;0,9434;2,0333
107;21/08/2023;16:45;PORTUGAL;LIGA PORTUGAL 2 - ROUND 2;Leixoes;Santa Clara;17;30;21;30;0,5667;0,7;1,2667;1,0;1,2383;1,2;1,077;2,2
108;21/08/2023;20:00;MEXICO;LIGA PREMIER SERIE A - ROUND 2;Canamy;Halcones de Zapopan;24;30;14;30;0,8;0,4667;1,2667;1,5;1,118;0,8667;1,0873;2,3667
109;21/08/2023;14:00;SPAIN;LALIGA2 - ROUND 2;Villarreal B;Eldense;21;30;17;30;0,7;0,5667;1,2667;1,1333;0,9911;0,9333;0,9638;2,0666
110;21/08/2023;15:30;ARGENTINA;PRIMERA C - ROUND 31;Leandro N. Alem;Excursionistas;16;30;22;30;0,5333;0,7333;1,2666;0,9333;1,0306;1,2;0,9798;2,1333
111;21/08/2023;12:30;WORLD;CLUB FRIENDLY;OFK Beograd (Srb);Prva Iskra (Srb);19;30;14;23;0,6333;0,6087;1,242;1,1667;1,1279;1,1739;1,1288;2,3406
112;21/08/2023;14:00;CYPRUS;CYTA CHAMPIONSHIP - ROUND 1;Doxa;AEL Limassol;20;30;17;30;0,6667;0,5667;1,2334;1,2;1,077;1,0;1,1255;2,2
113;21/08/2023;16:30;SPAIN;LALIGA - ROUND 2;Granada CF;Rayo Vallecano;20;30;17;30;0,6667;0,5667;1,2334;1,0667;1,2092;1,0;1,0328;2,0667
114;21/08/2023;13:30;SAUDI ARABIA;DIVISION 1 - ROUND 2;Ohod;Al-Faisaly;20;30;17;30;0,6667;0,5667;1,2334;1,1;0,9781;0,8;0,8718;1,9
115;21/08/2023;07:00;SOUTH KOREA;K LEAGUE 2 - ROUND 27;Seongnam;Bucheon FC 1995;21;30;16;30;0,7;0,5333;1,2333;1,1;0,9074;0,9667;1,1968;2,0667
116;21/08/2023;00:10;MEXICO;LIGA MX - APERTURA - ROUND 4;Necaxa;U.A.N.L.- Tigres;16;30;21;30;0,5333;0,7;1,2333;0,8333;1,0672;1,1333;0,9911;1,9666
117;21/08/2023;16:15;PORTUGAL;LIGA PORTUGAL - ROUND 2;Famalicao;Moreirense;18;30;19;30;0,6;0,6333;1,2333;0,9667;1,016;1,1667;1,4162;2,1334
118;21/08/2023;15:30;ARGENTINA;PRIMERA C - ROUND 31;Midland;Central Cordoba;19;30;18;30;0,6333;0,6;1,2333;1,0;1,0954;0,9333;1,0306;1,9333
119;21/08/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 18;Sao Bernardo;Ypiranga FC;19;30;18;30;0,6333;0,6;1,2333;0,8667;0,9911;0,8667;0,8844;1,7334
120;21/08/2023;14:00;ISRAEL;TOTO CUP - PLACEMENT PLAY OFFS - 13TH PLACE;Hapoel Petah Tikva;Maccabi Bnei Raina;19;30;18;30;0,6333;0,6;1,2333;1,0667;1,1813;0,8;0,7916;1,8667
121;21/08/2023;14:00;DENMARK;SUPERLIGA - ROUND 5;Viborg;Vejle;22;30;15;30;0,7333;0,5;1,2333;1,3667;1,2512;0,7667;0,9195;2,1334
122;21/08/2023;15:30;ARGENTINA;PRIMERA C - ROUND 31;Deportivo Espanol;Real Pilar;18;30;19;30;0,6;0,6333;1,2333;1,0333;1,1101;0,9333;0,8537;1,9666
123;21/08/2023;10:00;RWANDA;PREMIER LEAGUE - ROUND 1;AS Kigali;Bugesera FC;18;30;19;30;0,6;0,6333;1,2333;0,9667;1,016;0,9667;0,875;1,9334
124;21/08/2023;16:05;ARGENTINA;PRIMERA B - CLAUSURA - ROUND 10;Los Andes;Argentino de Quilmes;19;30;17;30;0,6333;0,5667;1,2;0,9333;0,8919;0,9333;1,0625;1,8666
125;21/08/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 30;Flandria;Nueva Chicago;23;30;13;30;0,7667;0,4333;1,2;1,1;0,7895;0,6;0,8794;1,7
126;21/08/2023;20:45;ARGENTINA;PRIMERA NACIONAL - ROUND 30;Gimnasia Mendoza;Estudiantes Rio Cuarto;15;30;20;30;0,5;0,6667;1,1667;0,6667;0,7888;0,8;0,7483;1,4667
127;21/08/2023;15:30;ARGENTINA;PRIMERA C - ROUND 31;Victoriano A.;Laferrere;18;30;17;30;0,6;0,5667;1,1667;0,8333;0,8199;0,7333;0,7717;1,5666
128;21/08/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 11;Juventud Unida S. M.;Mercedes;19;30;16;30;0,6333;0,5333;1,1666;1,0333;1,1101;0,7333;0,8138;1,7666
129;21/08/2023;14:00;SPAIN;LALIGA - ROUND 2;Alaves;Sevilla;16;30;19;30;0,5333;0,6333;1,1666;0,8667;1,0873;1,0333;1,0483;1,9
130;21/08/2023;21:10;ARGENTINA;PRIMERA NACIONAL - ROUND 30;Club A. Guemes;Almirante Brown;19;30;15;30;0,6333;0,5;1,1333;0,9;0,8307;0,8333;0,969;1,7333
131;21/08/2023;15:00;ARGENTINA;PRIMERA NACIONAL - ROUND 30;Defensores Unidos;Temperley;15;30;19;30;0,5;0,6333;1,1333;0,6667;0,7454;0,8333;0,7782;1,5
132;21/08/2023;19:30;BRAZIL;COPA PAULISTA - ROUND 8;Sao Bento;Noroeste;18;30;16;30;0,6;0,5333;1,1333;0,8;0,8718;0,8333;0,8975;1,6333
133;21/08/2023;12:30;ROMANIA;LIGA 1 - ROUND 6;Sepsi Sf. Gheorghe;FC Hermannstadt;16;30;18;30;0,5333;0,6;1,1333;0,9333;1,0625;0,7667;0,7608;1,7
134;21/08/2023;15:30;ARGENTINA;PRIMERA B - CLAUSURA - ROUND 10;Dock Sud;Acassuso;15;30;18;30;0,5;0,6;1,1;0,9333;1,0934;0,8;0,7916;1,7333
135;21/08/2023;15:15;HUNGARY;OTP BANK LIGA - ROUND 4;Debrecen;Kisvarda;16;30;17;30;0,5333;0,5667;1,1;0,8667;1,0242;0,8667;0,8844;1,7334
136;21/08/2023;17:30;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 5;Tigres;Orsomarso;14;30;18;30;0,4667;0,6;1,0667;0,7;0,8622;0,7333;0,6799;1,4333
137;21/08/2023;16:30;SPAIN;LALIGA2 - ROUND 2;Huesca;Tenerife;17;30;15;30;0,5667;0,5;1,0667;0,9333;0,9286;0,7;0,8226;1,6333
