Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
20;25/08/2023;13:30;GERMANY;OBERLIGA BREMEN - ROUND 3;Brinkumer;Komet Arsten;18;20;17;20;0,9;0,85;1,75;2,1;1,3748;2,0;1,4832;4,1
21;25/08/2023;13:00;CZECH REPUBLIC;MSFL - ROUND 4;Start Brno;Blansko;17;20;18;20;0,85;0,9;1,75;1,35;0,9631;2,1;1,6703;3,45
22;25/08/2023;14:30;GERMANY;OBERLIGA HESSEN - ROUND 5;SV Steinbach;Hanau;17;20;18;20;0,85;0,9;1,75;1,6;1,241;1,75;0,9937;3,35
23;25/08/2023;15:45;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 4;Portadown;Bangor FC;18;20;17;20;0,9;0,85;1,75;1,4;0,9695;1,9;1,546;3,3
24;25/08/2023;13:00;DENMARK;3RD DIVISION;Avarta;Holbaek;17;20;18;20;0,85;0,9;1,75;1,55;1,0235;1,65;1,0618;3,2
25;25/08/2023;12:00;FINLAND;KAKKONEN GROUP C;GBK Kokkola;Narpes Kraft;19;20;16;20;0,95;0,8;1,75;1,85;1,0618;1,45;0,9206;3,3
26;25/08/2023;13:00;FINLAND;KAKKONEN GROUP B;Tampere Utd;Honka Akatemia;18;20;17;20;0,9;0,85;1,75;1,5;0,9747;1,8;1,1662;3,3
27;25/08/2023;14:00;AUSTRIA;STEIERMARK - ROUND 4;Ilzer SV;UFC Fehring;17;18;12;15;0,9444;0,8;1,7444;2,6667;1,7321;1,6667;1,2472;4,3334
28;25/08/2023;14:00;NORWAY;DIVISION 3 - GROUP 3 - ROUND 17;Eiger;Madla IL;16;18;17;20;0,8889;0,85;1,7389;1,6111;1,38;1,6;1,0198;3,2111
29;25/08/2023;23:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 7;Consultants Desamparados;Cariari Pococi;16;20;18;20;0,8;0,9;1,7;1,45;1,1608;1,7;1,1446;3,15
30;25/08/2023;13:30;NORWAY;DIVISION 3 - GROUP 3 - ROUND 17;Staal Jorpeland;Brodd;19;20;15;20;0,95;0,75;1,7;2,4;1,5297;1,2;0,9274;3,6
31;25/08/2023;15:00;BELGIUM;CHALLENGER PRO LEAGUE - ROUND 3;Seraing;Waregem;19;20;15;20;0,95;0,75;1,7;1,6;0,8;1,7;1,382;3,3
32;25/08/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 21;Akademiya Ontustik;FC Astana 2;18;20;16;20;0,9;0,8;1,7;2,6;1,772;1,6;1,1576;4,2
33;25/08/2023;14:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 8;Ammerthal;Cham;16;20;18;20;0,8;0,9;1,7;1,55;1,0235;1,45;0,7399;3,0
34;25/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 19;Akranes;Selfoss;16;20;18;20;0,8;0,9;1,7;1,4;0,9695;1,9;1,0909;3,3
35;25/08/2023;13:00;FINLAND;KAKKONEN GROUP B;Atlantis;Ilves-Kissat;15;20;19;20;0,75;0,95;1,7;1,8;1,5362;2,15;1,2757;3,95
36;25/08/2023;14:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 18;Team TG FF;Friska Viljor;18;20;16;20;0,9;0,8;1,7;1,65;1,1522;1,55;1,0712;3,2
37;25/08/2023;14:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 18;Varbergs GIF;BK Astrio;18;20;16;20;0,9;0,8;1,7;1,55;0,9206;1,3;0,9539;2,85
38;25/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 4;Nepomuk;Nyrsko;18;20;16;20;0,9;0,8;1,7;1,9;1,261;1,6;1,0677;3,5
39;25/08/2023;11:00;UNITED ARAB EMIRATES;UAE LEAGUE - ROUND 2;Emirates Club;Ajman;17;20;17;20;0,85;0,85;1,7;1,75;1,3739;1,8;1,249;3,55
40;25/08/2023;15:45;ENGLAND;ISTHMIAN LEAGUE PREMIER DIVISION - ROUND 4;Margate;Cheshunt;19;20;15;20;0,95;0,75;1,7;1,7;1,005;1,15;0,9097;2,85
41;25/08/2023;13:00;AFRICA;CAF CONFEDERATION CUP - QUALIFICATION - SEMI-FINALS;Azam;Bahir Dar Kenema;17;20;17;20;0,85;0,85;1,7;1,45;1,244;1,4;0,8602;2,85
42;25/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Hearts B;Caledonian Braves;15;20;19;20;0,75;0,95;1,7;1,55;1,0712;1,8;1,249;3,35
43;25/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 4;Ostrava U19;Karvina U19;16;20;18;20;0,8;0,9;1,7;1,5;1,118;2,1;1,0909;3,6
44;25/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Bayern II;Schalding;17;20;17;20;0,85;0,85;1,7;1,8;1,2083;1,45;0,9206;3,25
45;25/08/2023;13:00;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Aubstadt;Nurnberg II;16;20;18;20;0,8;0,9;1,7;1,45;1,1608;1,65;1,1948;3,1
46;25/08/2023;14:00;AUSTRIA;KARNTEN - ROUND 6;Volkermarkt;St. Jakob/Ros;16;20;13;15;0,8;0,8667;1,6667;2,45;2,1089;2,7333;1,8785;5,1833
47;25/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 28;Athlone;Wexford;18;20;15;20;0,9;0,75;1,65;1,85;1,4239;1,25;1,1779;3,1
48;25/08/2023;13:30;DENMARK;ELITEDIVISIONEN WOMEN - ROUND 1;KoldingQ W;Aarhus W;16;20;17;20;0,8;0,85;1,65;1,15;0,7921;1,8;1,3638;2,95
49;25/08/2023;15:00;ICELAND;DIVISION 2 - ROUND 19;Haukar;IR Reykjavik;17;20;16;20;0,85;0,8;1,65;1,5;1,0247;1,8;1,631;3,3
50;25/08/2023;13:30;GERMANY;OBERLIGA BREMEN - ROUND 3;OSC Bremerhaven;Oberneuland;17;20;16;20;0,85;0,8;1,65;1,75;1,1347;2,2;1,6613;3,95
51;25/08/2023;14:30;GERMANY;REGIONALLIGA WEST - ROUND 5;Alemannia Aachen;Schalke II;17;20;16;20;0,85;0,8;1,65;1,8;1,4;1,6;1,1576;3,4
52;25/08/2023;14:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 8;Neudrossenfeld;Ingolstadt II;15;20;18;20;0,75;0,9;1,65;1,4;1,0198;1,4;0,9165;2,8
53;25/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 7;Horsens;Naestved;16;20;17;20;0,8;0,85;1,65;1,2;0,7483;1,5;1,0247;2,7
54;25/08/2023;13:00;CZECH REPUBLIC;USTECKY KP - ROUND 3;Modlany;Nestemice;17;20;16;20;0,85;0,8;1,65;1,75;1,1779;1,9;1,5133;3,65
55;25/08/2023;14:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 4;Porici n. S.;Libis;16;20;17;20;0,8;0,85;1,65;1,4;1,0677;1,7;1,7349;3,1
56;25/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 4;Sokol Lhota;Sokol Radnice;15;20;18;20;0,75;0,9;1,65;1,45;1,1608;1,85;1,2757;3,3
57;25/08/2023;11:00;KAZAKHSTAN;FIRST DIVISION - ROUND 21;Zhenis;Taraz;17;20;16;20;0,85;0,8;1,65;1,6;1,0198;1,35;0,9631;2,95
58;25/08/2023;16:00;WORLD;CLUB FRIENDLY WOMEN;Guingamp W;Fleury 91 W;17;20;16;20;0,85;0,8;1,65;1,7;1,1;1,95;1,5322;3,65
59;25/08/2023;22:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 8;Mazatlan FC W;Club America W;16;20;17;20;0,8;0,85;1,65;1,65;1,3883;1,65;1,1079;3,3
60;25/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - PLAY OFFS - SEMI-FINALS;Adelaide U21;Campbelltown City;16;20;17;20;0,8;0,85;1,65;1,45;1,0712;1,65;1,0137;3,1
61;25/08/2023;15:30;BELGIUM;SUPER LEAGUE WOMEN - ROUND 1;Gent W;RSC Anderlecht W;15;20;18;20;0,75;0,9;1,65;1,55;1,3219;1,5;0,8062;3,05
62;25/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 5;St. Polten;Floridsdorfer AC;17;20;16;20;0,85;0,8;1,65;1,2;0,7483;1,3;0,9;2,5
63;25/08/2023;07:00;AUSTRALIA;NPL VICTORIA - PLAY OFFS - QUARTER-FINALS;Oakleigh Cannons;Altona Magic;15;20;18;20;0,75;0,9;1,65;1,5;1,1619;1,8;1,0296;3,3
64;25/08/2023;14:30;AUSTRIA;BURGENLAND - ROUND 4;Parndorf;Margarethen;17;20;16;20;0,85;0,8;1,65;1,8;1,5033;2,25;1,9969;4,05
65;25/08/2023;14:30;AUSTRIA;NIEDEROSTERREICH - ROUND 4;Kottingbrunn;Zwettl;15;20;18;20;0,75;0,9;1,65;1,5;1,2042;1,85;1,2359;3,35
66;25/08/2023;13:00;AUSTRIA;WIEN - ROUND 2;Wienerberger;Schwechat;16;20;17;20;0,8;0,85;1,65;1,6;1,4283;1,9;1,261;3,5
67;25/08/2023;08:00;KAZAKHSTAN;FIRST DIVISION - ROUND 21;Yelimay Semey;Aktobe 2;15;20;16;18;0,75;0,8889;1,6389;1,3;1,1;2,0556;1,1772;3,3556
68;25/08/2023;14:00;GERMANY;REGIONALLIGA NORTH - ROUND 5;SC Weiche-08;VfB Oldenburg;16;20;16;20;0,8;0,8;1,6;1,45;1,1169;1,55;0,9206;3,0
69;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 10 - ROUND 1;Satu Mare;Sanatatea Cluj;16;20;16;20;0,8;0,8;1,6;1,4;1,0198;1,95;1,7457;3,35
70;25/08/2023;12:30;QATAR;QSL - ROUND 2;Al-Duhail;Muaither SC;16;20;16;20;0,8;0,8;1,6;1,6;1,3565;1,4;0,9165;3,0
71;25/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Leeds U21;West Ham U21;16;20;16;20;0,8;0,8;1,6;1,7;1,1874;1,4;1,0677;3,1
72;25/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 5;Drassburg;Mauerwerk;17;20;15;20;0,85;0,75;1,6;1,65;1,1948;1,6;1,3928;3,25
73;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 5 - ROUND 1;Kids Tampa Brasov;Sepsi Sf. Gheorghe 2;16;20;16;20;0,8;0,8;1,6;1,75;1,337;1,5;1,0724;3,25
74;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 8 - ROUND 1;Avantul Periam;Progresul Pecica;16;20;16;20;0,8;0,8;1,6;1,65;1,2359;1,65;1,1948;3,3
75;25/08/2023;15:45;WORLD;CLUB FRIENDLY;Mosta;Santa Lucia;17;20;15;20;0,85;0,75;1,6;1,45;0,8047;1,0;0,7746;2,45
76;25/08/2023;14:00;GERMANY;REGIONALLIGA NORDOST - ROUND 5;BFC Dynamo;Jena;18;20;14;20;0,9;0,7;1,6;1,6;0,9695;1,5;1,4318;3,1
77;25/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Derby U21;Tottenham U21;14;20;18;20;0,7;0,9;1,6;1,55;1,4654;1,6;1,0198;3,15
78;25/08/2023;13:30;GERMANY;2. BUNDESLIGA - ROUND 4;Schalke;Holstein Kiel;18;20;14;20;0,9;0,7;1,6;1,85;1,1522;1,55;1,2031;3,4
79;25/08/2023;14:00;GERMANY;3. LIGA - ROUND 4;Duisburg;Ulm;19;20;13;20;0,95;0,65;1,6;1,65;1,0618;1,2;0,9798;2,85
80;25/08/2023;14:00;GERMANY;OBERLIGA WESTFALEN - ROUND 3;Siegen;Finnentrop/Bamenohl;15;20;17;20;0,75;0,85;1,6;1,5;1,3601;1,95;1,6576;3,45
81;25/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Illertissen;SpVgg Bayreuth;15;20;17;20;0,75;0,85;1,6;1,25;0,9421;1,45;1,2835;2,7
82;25/08/2023;07:00;SOUTH KOREA;K LEAGUE 1 - ROUND 28;Suwon FC;Incheon;17;20;15;20;0,85;0,75;1,6;1,2;0,8124;1,3;1,1446;2,5
83;25/08/2023;08:00;POLAND;CENTRAL YOUTH LEAGUE - ROUND 3;Wisla U19;Zaglebie U19;18;20;14;20;0,9;0,7;1,6;1,85;1,3143;1,5;1,3229;3,35
84;25/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 5;Kremser;Favoritner;17;20;15;20;0,85;0,75;1,6;1,55;1,0235;1,5;1,5;3,05
85;25/08/2023;20:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 8;Ameliano;Guairena FC;17;20;15;20;0,85;0,75;1,6;1,3;0,9;1,1;0,7681;2,4
86;25/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;ASK Voitsberg;Bad Gleichenberg;16;20;16;20;0,8;0,8;1,6;1,6;1,241;1,65;1,3519;3,25
87;25/08/2023;14:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 8;1. SC Feucht;Donaustauf;15;20;17;20;0,75;0,85;1,6;1,2;1,077;1,65;1,1948;2,85
88;25/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;Vocklamarkt;LASK;15;20;17;20;0,75;0,85;1,6;1,2;0,9274;2,05;1,5644;3,25
89;25/08/2023;13:00;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Pribram;Dukla Prague;14;20;18;20;0,7;0,9;1,6;1,35;1,2359;1,9;1,3379;3,25
90;25/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 3;Cambuur;Jong Ajax;17;20;15;20;0,85;0,75;1,6;1,8;1,249;1,75;1,479;3,55
91;25/08/2023;13:00;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Jihlava;Chrudim;16;20;16;20;0,8;0,8;1,6;1,8;1,4353;1,4;1,241;3,2
92;25/08/2023;11:00;PALESTINE;WEST BANK LEAGUE - ROUND 2;Thaqafi Tulkarem;Albirah;15;20;17;20;0,75;0,85;1,6;1,25;0,8874;1,25;0,8874;2,5
93;25/08/2023;14:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 8;Garching;Ismaning;18;20;14;20;0,9;0,7;1,6;1,8;1,3266;1,0;0,8367;2,8
94;25/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 28;Bray;Waterford;15;20;17;20;0,75;0,85;1,6;1,4;1,241;1,9;1,3;3,3
95;25/08/2023;14:00;ICELAND;DIVISION 1 - ROUND 19;Thor Akureyri;Njardvik;15;20;17;20;0,75;0,85;1,6;1,2;0,9274;1,85;1,5256;3,05
96;25/08/2023;15:45;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 4;Ards;H&W Welders;16;20;16;20;0,8;0,8;1,6;1,6;1,1576;1,65;1,4925;3,25
97;25/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 28;Treaty United;Kerry;16;20;16;20;0,8;0,8;1,6;1,6;1,241;1,45;1,0235;3,05
98;25/08/2023;20:30;USA;MLS NEXT PRO;Crown Legacy;Toronto FC II;15;20;16;20;0,75;0,8;1,55;1,5;1,2042;1,3;0,9;2,8
99;25/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 28;Galway;Cobh Ramblers;16;20;15;20;0,8;0,75;1,55;1,55;1,2835;1,65;1,1948;3,2
100;25/08/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 5;Bellinzona;Thun;16;20;15;20;0,8;0,75;1,55;1,35;1,0618;1,65;1,3519;3,0
101;25/08/2023;13:00;ITALY;PRIMAVERA 1 - ROUND 1;Sassuolo U19;Sampdoria U19;14;20;17;20;0,7;0,85;1,55;0,9;0,7;1,8;1,077;2,7
102;25/08/2023;15:30;WALES;CYMRU NORTH - ROUND 5;Guilsfield;Llanidloes;15;20;16;20;0,75;0,8;1,55;1,4;1,5297;1,55;1,244;2,95
103;25/08/2023;15:30;ITALY;SERIE B - ROUND 2;Sampdoria;Pisa;18;20;13;20;0,9;0,65;1,55;1,75;1,1347;0,85;0,7263;2,6
104;25/08/2023;14:00;GERMANY;REGIONALLIGA NORDOST - ROUND 5;Viktoria Berlin;Altglienicke;12;20;19;20;0,6;0,95;1,55;1,1;1,044;2,1;1,4457;3,2
105;25/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 3;Dordrecht;Maastricht;17;20;14;20;0,85;0,7;1,55;1,6;1,1136;1,4;1,241;3,0
106;25/08/2023;14:30;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 18;Haninge;Assyriska FF;17;20;14;20;0,85;0,7;1,55;1,25;0,7665;1,3;1,1446;2,55
107;25/08/2023;14:00;GERMANY;REGIONALLIGA WEST - ROUND 5;Wiedenbruck;Ahlen;14;20;17;20;0,7;0,85;1,55;1,35;1,1522;1,25;0,9421;2,6
108;25/08/2023;14:30;SWITZERLAND;CHALLENGE LEAGUE - ROUND 5;Stade Nyonnais;Sion;13;20;18;20;0,65;0,9;1,55;1,55;1,4654;1,8;1,1662;3,35
109;25/08/2023;14:30;SWITZERLAND;CHALLENGE LEAGUE - ROUND 5;Schaffhausen;Aarau;15;20;16;20;0,75;0,8;1,55;2,05;1,4992;1,5;1,2042;3,55
110;25/08/2023;14:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 18;Landvetter;Savedalen;14;20;17;20;0,7;0,85;1,55;1,15;0,9631;1,45;1,0712;2,6
111;25/08/2023;15:30;POLAND;EKSTRAKLASA - ROUND 6;Widzew Lodz;Slask Wroclaw;16;20;15;20;0,8;0,75;1,55;1,3;0,9539;1,5;1,2845;2,8
112;25/08/2023;14:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 19;Ariana;Torns;15;20;16;20;0,75;0,8;1,55;1,2;0,9274;1,05;0,7399;2,25
113;25/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 5;Loughgall;Glenavon;15;20;16;20;0,75;0,8;1,55;1,3;1,005;1,3;1,005;2,6
114;25/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 19;Grindavik;Aegir;16;20;15;20;0,8;0,75;1,55;1,2;0,8124;1,65;1,2359;2,85
115;25/08/2023;14:00;SLOVAKIA;2. LIGA - ROUND 5;Pohronie;L. Mikulas;16;20;15;20;0,8;0,75;1,55;1,35;1,0618;1,45;1,1608;2,8
116;25/08/2023;14:00;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 4;Pforzheim;Hollenbach;17;20;14;20;0,85;0,7;1,55;1,5;1,0247;1,1;0,8888;2,6
117;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 4 - ROUND 1;CS Din. Bucuresti;Tricolorul Breaza;17;20;14;20;0,85;0,7;1,55;1,5;0,9747;0,9;0,8307;2,4
118;25/08/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 21;Arys;FK Akzhayik;16;20;15;20;0,8;0,75;1,55;1,7;1,4177;1,4;1,2;3,1
119;25/08/2023;16:00;ENGLAND;PREMIER LEAGUE - ROUND 3;Chelsea;Luton;17;20;14;20;0,85;0,7;1,55;1,45;0,8047;1,05;0,8047;2,5
120;25/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 5;Liefering;Ried;17;20;14;20;0,85;0,7;1,55;1,45;0,9206;1,1;1,044;2,55
121;25/08/2023;13:00;CZECH REPUBLIC;DIVISION A - ROUND 4;Marianske Lazne;Sokolov;17;20;14;20;0,85;0,7;1,55;1,5;0,9747;1,25;1,0897;2,75
122;25/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;Allerheiligen;SC Weiz;15;20;16;20;0,75;0,8;1,55;1,65;1,3143;1,7;1,3077;3,35
123;25/08/2023;14:30;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;Deutschlandsberger;WSC Wels;14;20;17;20;0,7;0,85;1,55;1,5;1,3229;1,85;1,2757;3,35
124;25/08/2023;14:00;AUSTRIA;REGIONALLIGA WEST - ROUND 5;Schwaz;SC Imst;13;20;18;20;0,65;0,9;1,55;1,35;1,4586;2,0;1,3416;3,35
125;25/08/2023;14:00;AUSTRIA;KARNTEN - ROUND 6;Lendorf;SV Spittal;17;20;14;20;0,85;0,7;1,55;1,85;1,1079;1,45;1,4992;3,3
126;25/08/2023;15:30;BELGIUM;BELGIAN CUP - QUALIFICATION - SEMI-FINALS;Dessel;Tongeren;16;20;15;20;0,8;0,75;1,55;1,4;1,0198;1,4;1,0677;2,8
127;25/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Everton U21;Brighton U21;15;20;16;20;0,75;0,8;1,55;1,45;1,0712;1,7;1,2689;3,15
128;25/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Middlesbrough U21;Wolves U21;16;20;15;20;0,8;0,75;1,55;1,95;1,4654;1,85;1,4586;3,8
129;25/08/2023;15:30;GERMANY;BUNDESLIGA - ROUND 2;RB Leipzig;Stuttgart;15;20;16;20;0,75;0,8;1,55;1,9;1,7578;1,35;0,9097;3,25
130;25/08/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 5;Rochdale;Bromley;15;20;16;20;0,75;0,8;1,55;1,25;1,0897;1,15;0,8529;2,4
131;25/08/2023;13:00;ITALY;PRIMAVERA 1 - ROUND 1;Inter U19;Empoli U19;15;20;15;20;0,75;0,75;1,5;1,5;1,3229;1,15;0,8529;2,65
132;25/08/2023;14:30;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 4;Heeslinger;BSV Rehden;15;20;15;20;0,75;0,75;1,5;1,55;1,5644;1,35;1,0137;2,9
133;25/08/2023;14:30;QATAR;QSL - ROUND 2;Al Rayyan;Qatar SC;14;20;16;20;0,7;0,8;1,5;1,25;1,1347;1,4;1,1576;2,65
134;25/08/2023;15:00;AUSTRIA;REGIONALLIGA EAST - ROUND 5;Austria Vienna;Wiener Sport-Club;16;20;14;20;0,8;0,7;1,5;1,5;1,2042;1,3;1,2288;2,8
135;25/08/2023;13:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 8;Wurzburger FV;Eichstatt;13;20;17;20;0,65;0,85;1,5;1,1;0,995;1,45;0,8646;2,55
136;25/08/2023;12:00;CZECH REPUBLIC;MSFL - ROUND 4;Zlinsko;Hodonin;16;20;14;20;0,8;0,7;1,5;1,45;1,0712;1,3;1,2689;2,75
137;25/08/2023;13:00;CZECH REPUBLIC;CFL - GROUP A - ROUND 4;Pisek;Karlovy Vary;15;20;15;20;0,75;0,75;1,5;1,65;1,3883;1,3;0,9539;2,95
138;25/08/2023;12:30;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Opava;Sigma Olomouc B;12;20;18;20;0,6;0,9;1,5;1,05;1,0712;2,15;1,2359;3,2
139;25/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 5;Stripfing;Horn;15;20;15;20;0,75;0,75;1,5;1,4;1,1136;1,45;1,0235;2,85
140;25/08/2023;12:45;GERMANY;OBERLIGA BAYERN SÜD - ROUND 8;Rain/Lech;Dachau;15;20;15;20;0,75;0,75;1,5;1,55;1,3592;1,6;1,3565;3,15
141;25/08/2023;14:30;GERMANY;OBERLIGA NOFV-NORD - ROUND 4;Hertha Zehlendorf;RSV Eintracht;17;20;13;20;0,85;0,65;1,5;1,7;1,1446;1,65;1,558;3,35
142;25/08/2023;14:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 8;Erlbach;Gundelfingen;13;20;17;20;0,65;0,85;1,5;1,0;1,0488;1,2;0,6782;2,2
