Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
152;05/08/2023;09:00;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Wurzburger Kickers;Bayern II;13;15;3,2;14;15;4,4;0,8667;0,9333;1,8;7,6
153;05/08/2023;08:00;POLAND;III LIGA - GROUP III - ROUND 1;Starowice Dolne;Warta Gorzow;14;15;3,8667;13;15;2,8667;0,9333;0,8667;1,8;6,7334
154;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;FSV Frankfurt;Schott Mainz;13;15;3,3333;14;15;4,0;0,8667;0,9333;1,8;7,3333
155;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;Balingen;Bahlinger;13;15;2,6667;14;15;4,2667;0,8667;0,9333;1,8;6,9334
156;05/08/2023;09:00;GERMANY;REGIONALLIGA WEST - ROUND 2;Wuppertal;B. Monchengladbach II;14;15;4,4;13;15;4,3333;0,9333;0,8667;1,8;8,7333
157;05/08/2023;11:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 14;Skeid 2;Skanland;14;15;4,1333;13;15;3,2667;0,9333;0,8667;1,8;7,4
158;05/08/2023;09:00;GERMANY;REGIONALLIGA WEST - ROUND 2;Duren;Schalke II;14;15;3,4667;13;15;4,0667;0,9333;0,8667;1,8;7,5334
159;05/08/2023;15:30;WORLD;CLUB FRIENDLY;Salernitana (Ita);Augsburg (Ger);13;15;3,0;14;15;3,8;0,8667;0,9333;1,8;6,8
160;05/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 1;Nepomuk;Plzen-Cernice;13;15;3,9333;14;15;4,2;0,8667;0,9333;1,8;8,1333
161;05/08/2023;09:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 21;Vitebsk W;Bobruichanka W;12;15;4,0;15;15;7,0667;0,8;1,0;1,8;11,0667
162;05/08/2023;11:00;BELARUS;PERSHAYA LIGA - ROUND 17;BumProm Gomel;Zhodino Yuzhnoe;14;15;3,1333;13;15;3,5333;0,9333;0,8667;1,8;6,6666
163;05/08/2023;10:30;WORLD;CLUB FRIENDLY;B. Monchengladbach (Ger);Montpellier (Fra);14;15;3,3333;13;15;3,2667;0,9333;0,8667;1,8;6,6
164;05/08/2023;10:30;ARMENIA;FIRST LEAGUE - ROUND 2;BKMA 2;FC Gandzasar;13;15;3,0667;14;15;4,4;0,8667;0,9333;1,8;7,4667
165;05/08/2023;11:00;SWITZERLAND;PROMOTION LEAGUE;Bavois;Kriens;13;15;4,1333;14;15;3,8667;0,8667;0,9333;1,8;8,0
166;05/08/2023;11:00;SWITZERLAND;PROMOTION LEAGUE;Cham;Bulle;14;15;3,4;13;15;3,1333;0,9333;0,8667;1,8;6,5333
167;05/08/2023;10:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 16;Naftan 2;Shakhter Soligorsk 2;12;15;2,9333;15;15;3,9333;0,8;1,0;1,8;6,8666
168;05/08/2023;10:30;WALES;LEAGUE CUP - 1/16-FINALS;Bangor 1876;Gresford;6;6;7,3333;12;15;2,6;1,0;0,8;1,8;9,9333
169;05/08/2023;01:30;AUSTRALIA;NPL NORTHERN NSW - ROUND 21;New Lambton;Weston Workers;13;15;3,8;14;15;4,0;0,8667;0,9333;1,8;7,8
170;05/08/2023;08:00;THAILAND;CHAMPIONS CUP - FINAL;Buriram;Bangkok Utd;14;15;3,3333;13;15;3,2;0,9333;0,8667;1,8;6,5333
171;05/08/2023;01:30;AUSTRALIA;NPL NORTHERN NSW - ROUND 21;Maitland;Newcastle Olympic;13;15;3,8;14;15;3,3333;0,8667;0,9333;1,8;7,1333
172;05/08/2023;12:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Oberwallis Naters;Lausanne II;12;15;2,6;15;15;4,2667;0,8;1,0;1,8;6,8667
173;05/08/2023;01:30;AUSTRALIA;NPL NORTHERN NSW - ROUND 21;Edgeworth E.;Adamstown Rosebud;14;15;3,6667;13;15;3,7333;0,9333;0,8667;1,8;7,4
174;05/08/2023;14:00;AZERBAIJAN;PREMIER LEAGUE - ROUND 1;Qarabag;Zira;14;15;3,5333;13;15;2,4667;0,9333;0,8667;1,8;6,0
175;05/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Servette Geneve FC W (Sui);St Etienne W (Fra);15;15;4,2667;12;15;3,8;1,0;0,8;1,8;8,0667
176;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-WEST - ROUND 1;Kyustendil;Balkan Botevgrad;13;15;2,6667;14;15;3,8;0,8667;0,9333;1,8;6,4667
177;05/08/2023;15:30;SWITZERLAND;SUPER LEAGUE - ROUND 3;Zurich;Lugano;14;15;4,0;13;15;3,2667;0,9333;0,8667;1,8;7,2667
178;05/08/2023;15:00;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Nijlen;Landen;12;15;3,7333;3;3;4,3333;0,8;1,0;1,8;8,0666
179;05/08/2023;22:00;USA;USL LEAGUE ONE;Northern Colorado;Lexington;13;15;3,2;14;15;3,2;0,8667;0,9333;1,8;6,4
180;05/08/2023;23:00;USA;USL LEAGUE TWO - PLAY OFFS - FINAL;Ballard;Lionsbridge;14;15;4,2667;13;15;3,5333;0,9333;0,8667;1,8;7,8
181;05/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 6;Sao Jose EC;Portuguesa Santista;5;5;2,6;12;15;2,6;1,0;0,8;1,8;5,2
182;05/08/2023;01:30;AUSTRALIA;NPL TASMANIA - ROUND 16;Kingborough Lions;Riverside Olympic;13;15;4,8;14;15;4,4667;0,8667;0,9333;1,8;9,2667
183;05/08/2023;04:30;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 21;Adelaide Comets;Modbury Jets;12;15;2,9333;15;15;4,7333;0,8;1,0;1,8;7,6666
184;05/08/2023;13:30;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Kalfort Puursica;Berg en Dal;2;2;7,0;8;10;3,5;1,0;0,8;1,8;10,5
185;05/08/2023;02:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 21;Croydon Kings;Adelaide U21;13;15;3,2;14;15;3,2667;0,8667;0,9333;1,8;6,4667
186;05/08/2023;14:30;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Witgoor Sport;Tisselt;12;15;4,0667;5;5;5,0;0,8;1,0;1,8;9,0667
187;05/08/2023;05:00;UKRAINE;CHAMPIONSHIP WOMEN - ROUND 1;EMC Podolie W;Shakhtar Donetsk W;13;15;3,9333;14;15;4,7333;0,8667;0,9333;1,8;8,6666
188;05/08/2023;12:15;WORLD;CLUB FRIENDLY;Udinese U19 (Ita);Monaco U19 (Fra);12;15;2,8;15;15;3,8667;0,8;1,0;1,8;6,6667
189;05/08/2023;16:30;VENEZUELA;LIGA FUTVE - ROUND 22;Estudiantes Merida;Caracas;12;15;3,3333;15;15;2,8667;0,8;1,0;1,8;6,2
190;05/08/2023;12:00;WORLD;CLUB FRIENDLY;Pobeda (Mkd);Pelister (Mkd);13;15;3,9333;14;15;2,6;0,8667;0,9333;1,8;6,5333
191;05/08/2023;15:00;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Libramont;Meix-Devant-Virton;12;12;5,0833;10;13;2,9231;1,0;0,7692;1,7692;8,0064
192;05/08/2023;13:00;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Kadijk Overpelt;Achel;2;2;4,5;6;8;3,5;1,0;0,75;1,75;8,0
193;05/08/2023;14:00;FRANCE;LIGUE 2 - ROUND 1;Concarneau;Bastia;13;15;2,9333;13;15;3,2;0,8667;0,8667;1,7334;6,1333
194;05/08/2023;11:00;ENGLAND;CHAMPIONSHIP - ROUND 1;Bristol City;Preston;13;15;3,3333;13;15;2,9333;0,8667;0,8667;1,7334;6,2666
195;05/08/2023;14:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Thun II;Rotkreuz;13;15;3,9333;13;15;3,3333;0,8667;0,8667;1,7334;7,2666
196;05/08/2023;11:00;ENGLAND;LEAGUE ONE - ROUND 1;Charlton;Leyton Orient;13;15;4,0;13;15;2,3333;0,8667;0,8667;1,7334;6,3333
197;05/08/2023;09:00;GERMANY;3. LIGA - ROUND 1;Viktoria Koln;Verl;13;15;3,6;13;15;3,6667;0,8667;0,8667;1,7334;7,2667
198;05/08/2023;11:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Emmenbrucke;Langenthal;13;15;3,4;13;15;3,2667;0,8667;0,8667;1,7334;6,6667
199;05/08/2023;10:00;WORLD;CLUB FRIENDLY;Wolfsburg (Ger);Sassuolo (Ita);13;15;3,0667;13;15;4,4;0,8667;0,8667;1,7334;7,4667
200;05/08/2023;10:00;WORLD;CLUB FRIENDLY;Lommel SK (Bel);Eindhoven FC (Ned);13;15;3,6667;13;15;3,2667;0,8667;0,8667;1,7334;6,9334
201;05/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 1;Avia Swidnik;Orleta Radzyn;13;15;3,0667;13;15;3,4667;0,8667;0,8667;1,7334;6,5334
202;05/08/2023;14:00;RUSSIA;PREMIER LEAGUE - ROUND 3;CSKA Moscow;Lokomotiv Moscow;13;15;3,8;13;15;3,6667;0,8667;0,8667;1,7334;7,4667
203;05/08/2023;11:00;GERMANY;OBERLIGA HAMBURG - ROUND 2;Halstenbek-Rellingen;Rugenbergen;13;15;3,2;13;15;3,4;0,8667;0,8667;1,7334;6,6
204;05/08/2023;12:00;SWITZERLAND;1.LIGA CLASSIC GROUP 3;Taverne;Hongg;13;15;2,9333;13;15;3,4667;0,8667;0,8667;1,7334;6,4
205;05/08/2023;11:00;ENGLAND;LEAGUE ONE - ROUND 1;Reading;Peterborough;13;15;2,4;13;15;3,3333;0,8667;0,8667;1,7334;5,7333
206;05/08/2023;08:00;GERMANY;2. BUNDESLIGA - ROUND 2;Elversberg;Hansa Rostock;13;15;3,3333;13;15;3,9333;0,8667;0,8667;1,7334;7,2666
207;05/08/2023;11:00;ENGLAND;LEAGUE ONE - ROUND 1;Shrewsbury;Cheltenham;13;15;2,7333;13;15;3,2;0,8667;0,8667;1,7334;5,9333
208;05/08/2023;12:00;CZECH REPUBLIC;DIVISION A - ROUND 1;Cesky Krumlov;FK Komarov;13;15;3,5333;13;15;3,0;0,8667;0,8667;1,7334;6,5333
209;05/08/2023;17:30;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 5;Cerro Porteno;Sportivo Trinidense;13;15;2,7333;13;15;2,6;0,8667;0,8667;1,7334;5,3333
210;05/08/2023;09:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 15;IFK Berga;Rappe GOIF;13;15;3,2;13;15;3,8;0,8667;0,8667;1,7334;7,0
211;05/08/2023;11:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 15;IK Franke;Kvarnsveden;13;15;3,0;13;15;3,5333;0,8667;0,8667;1,7334;6,5333
212;05/08/2023;11:00;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 1;Institute;Knockbreda;13;15;3,1333;13;15;4,0667;0,8667;0,8667;1,7334;7,2
213;05/08/2023;09:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 15;Ytterhogdal;Algarna-Harnosand;13;15;3,8667;13;15;3,9333;0,8667;0,8667;1,7334;7,8
214;05/08/2023;12:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 4;Nordlingen;Landsberg;13;15;4,2;13;15;3,6667;0,8667;0,8667;1,7334;7,8667
215;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Harrow;AFC Totton;13;15;3,4;13;15;3,8;0,8667;0,8667;1,7334;7,2
216;05/08/2023;12:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 14;Ullern;Alta;13;15;2,7333;13;15;4,4;0,8667;0,8667;1,7334;7,1333
217;05/08/2023;14:00;FINLAND;SUOMEN CUP WOMEN - QUARTER-FINALS;HJK W;PK-35 Helsinki W;13;15;3,4;13;15;3,2;0,8667;0,8667;1,7334;6,6
218;05/08/2023;08:00;ESTONIA;ESILIIGA - ROUND 22;Elva;FC Tallinn;13;15;3,0;13;15;3,7333;0,8667;0,8667;1,7334;6,7333
219;05/08/2023;21:00;USA;MLS NEXT PRO;Minnesota 2;North Texas;13;15;4,1333;13;15;3,8;0,8667;0,8667;1,7334;7,9333
220;05/08/2023;11:00;POLAND;III LIGA - GROUP III - ROUND 1;Sleza Wroclaw;Gwarek Tarnowskie Gory;13;15;3,6667;13;15;3,7333;0,8667;0,8667;1,7334;7,4
221;05/08/2023;10:00;GERMANY;OBERLIGA HESSEN - ROUND 2;Weidenhausen;Friedberg;13;15;3,8;13;15;3,7333;0,8667;0,8667;1,7334;7,5333
222;05/08/2023;12:00;SLOVAKIA;3. LIGA - WEST - ROUND 1;Castkovce;Sala;13;15;3,4667;13;15;3,7333;0,8667;0,8667;1,7334;7,2
223;05/08/2023;07:00;POLAND;III LIGA - GROUP I - ROUND 1;Jagiellonia II;Bron Radom;13;15;3,5333;13;15;4,2;0,8667;0,8667;1,7334;7,7333
224;05/08/2023;10:30;WALES;LEAGUE CUP - 1/16-FINALS;TNS;Connahs Q.;13;15;3,9333;13;15;2,3333;0,8667;0,8667;1,7334;6,2666
225;05/08/2023;10:00;FAROE ISLANDS;1. DEILD - ROUND 17;B36 Torshavn 2;Vikingur 2;14;15;3,7333;12;15;3,6667;0,9333;0,8;1,7333;7,4
226;05/08/2023;09:00;GERMANY;3. LIGA - ROUND 1;Preussen Munster;Dortmund II;15;15;3,9333;11;15;2,6;1,0;0,7333;1,7333;6,5333
227;05/08/2023;08:00;GERMANY;REGIONALLIGA NORDOST - ROUND 2;Jena;Greifswald;11;15;4,2;15;15;4,6667;0,7333;1,0;1,7333;8,8667
228;05/08/2023;10:00;DENMARK;1ST DIVISION - ROUND 3;B.93;Kolding IF;14;15;3,4667;12;15;2,8667;0,9333;0,8;1,7333;6,3334
229;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE CENTRAL DIVISION - ROUND 1;Berkhamsted;Nuneaton;12;15;2,8667;14;15;3,2667;0,8;0,9333;1,7333;6,1334
230;05/08/2023;11:00;SCOTLAND;LEAGUE TWO - ROUND 1;Elgin City;Stranraer;14;15;3,2667;12;15;2,8;0,9333;0,8;1,7333;6,0667
231;05/08/2023;09:30;WORLD;CLUB FRIENDLY;Heracles (Ned);FC Volendam (Ned);12;15;3,7333;14;15;3,2667;0,8;0,9333;1,7333;7,0
232;05/08/2023;15:00;AUSTRIA;2. LIGA - ROUND 2;Amstetten;Bregenz;14;15;3,6667;12;15;2,2667;0,9333;0,8;1,7333;5,9334
233;05/08/2023;09:00;DENMARK;3RD DIVISION;Naesby;BK Frem;11;15;2,6;15;15;3,3333;0,7333;1,0;1,7333;5,9333
234;05/08/2023;14:30;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Avanti;Sparta Heestert;11;15;3,0667;2;2;5,0;0,7333;1,0;1,7333;8,0667
235;05/08/2023;10:00;POLAND;III LIGA - GROUP I - ROUND 1;Wikielec;Mlawa;11;15;2,2667;15;15;4,6;0,7333;1,0;1,7333;6,8667
236;05/08/2023;09:00;GERMANY;3. LIGA - ROUND 1;Munich 1860;Mannheim;12;15;2,4667;14;15;4,4;0,8;0,9333;1,7333;6,8667
237;05/08/2023;08:30;WORLD;CLUB FRIENDLY;Nice (Fra);Villarreal (Esp);11;15;2,4667;15;15;3,6;0,7333;1,0;1,7333;6,0667
238;05/08/2023;06:00;WORLD;CLUB FRIENDLY;Beira Mar (Por);Alba (Por);11;15;2,2667;4;4;4,5;0,7333;1,0;1,7333;6,7667
239;05/08/2023;11:00;LITHUANIA;I LYGA - ROUND 17;BE1 NFA;Siauliai 2;14;15;3,0;12;15;3,0;0,9333;0,8;1,7333;6,0
240;05/08/2023;15:30;GERMANY;2. BUNDESLIGA - ROUND 2;Schalke;Kaiserslautern;15;15;4,4;11;15;2,5333;1,0;0,7333;1,7333;6,9333
241;05/08/2023;10:30;WORLD;CLUB FRIENDLY;Eintracht Frankfurt (Ger);Nottingham (Eng);15;15;4,0667;11;15;2,8667;1,0;0,7333;1,7333;6,9334
242;05/08/2023;09:00;WORLD;CLUB FRIENDLY;Fulham (Eng);Hoffenheim (Ger);12;15;3,0667;14;15;3,4;0,8;0,9333;1,7333;6,4667
243;05/08/2023;09:30;WORLD;CLUB FRIENDLY;Eemdijk (Ned);Quick Boys (Ned);14;15;3,4667;12;15;3,1333;0,9333;0,8;1,7333;6,6
244;05/08/2023;11:00;BELGIUM;JUPILER PRO LEAGUE - ROUND 2;Genk;Eupen;15;15;3,5333;11;15;3,5333;1,0;0,7333;1,7333;7,0666
245;05/08/2023;12:00;RUSSIA;FNL - ROUND 4;Torpedo Moscow;Saratov;14;15;3,4;12;15;2,8;0,9333;0,8;1,7333;6,2
246;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 14;Byasen;Strindheim;11;15;3,8667;15;15;5,4667;0,7333;1,0;1,7333;9,3334
247;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 14;Rana FK;Nardo;14;15;4,3333;12;15;3,7333;0,9333;0,8;1,7333;8,0666
248;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 14;Follo;Nordstrand;14;15;3,6667;12;15;3,8;0,9333;0,8;1,7333;7,4667
249;05/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 2;Weindorf St. Anna;Allerheiligen;14;15;4,0;12;15;3,6667;0,9333;0,8;1,7333;7,6667
250;05/08/2023;08:30;SCOTLAND;PREMIERSHIP - ROUND 1;Celtic;Ross County;12;15;3,6667;14;15;4,2667;0,8;0,9333;1,7333;7,9334
251;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 14;Askollen;Randesund;14;15;5,1333;12;15;3,5333;0,9333;0,8;1,7333;8,6666
252;05/08/2023;12:00;CZECH REPUBLIC;DIVISION E - ROUND 1;Holesov;Novy Jicin;12;15;3,0667;14;15;3,7333;0,8;0,9333;1,7333;6,8
253;05/08/2023;09:00;GERMANY;OBERLIGA HESSEN - ROUND 2;Stadtallendorf;VfB Marburg;11;15;3,1333;5;5;5,6;0,7333;1,0;1,7333;8,7333
254;05/08/2023;08:00;WORLD;CLUB FRIENDLY WOMEN;Freiburg W (Ger);Young Boys W (Sui);12;15;3,5333;14;15;4,4667;0,8;0,9333;1,7333;8,0
255;05/08/2023;15:00;SERBIA;PRVA LIGA - ROUND 1;Metalac;Graficar Beograd;14;15;3,0;12;15;2,8;0,9333;0,8;1,7333;5,8
256;05/08/2023;11:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Solothurn;Dietikon;12;15;3,0667;14;15;4,4;0,8;0,9333;1,7333;7,4667
257;05/08/2023;02:00;AUSTRALIA;NPL ACT - ROUND 17;Tuggeranong Utd;O'Connor Knights;14;15;4,2;12;15;3,9333;0,9333;0,8;1,7333;8,1333
258;05/08/2023;07:30;WORLD;CLUB FRIENDLY WOMEN;UJ Krakow W (Pol);Ostrava W (Cze);11;15;3,2667;15;15;4,6;0,7333;1,0;1,7333;7,8667
259;05/08/2023;12:00;WORLD;CLUB FRIENDLY;AZ Alkmaar (Ned);Bologna (Ita);12;15;2,8667;14;15;3,2667;0,8;0,9333;1,7333;6,1334
260;05/08/2023;09:00;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 1;Schoningen;BSV Rehden;14;15;3,4667;12;15;2,8667;0,9333;0,8;1,7333;6,3334
261;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Jaszberenyi;Hatvan;15;15;5,2667;11;15;3,4;1,0;0,7333;1,7333;8,6667
262;05/08/2023;08:00;SWEDEN;DIVISION 1 - NORRA - ROUND 16;Stockholm Internazionale;Taby;11;15;2,6;15;15;2,9333;0,7333;1,0;1,7333;5,5333
263;05/08/2023;09:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 4;Munich 1860 II;Pipinsried;11;15;3,2667;15;15;4,8;0,7333;1,0;1,7333;8,0667
264;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Bajai;Issimo;11;15;3,4667;3;3;6,6667;0,7333;1,0;1,7333;10,1334
265;05/08/2023;13:00;SWITZERLAND;SUPER LEAGUE - ROUND 3;Young Boys;Winterthur;14;15;3,4;12;15;3,4667;0,9333;0,8;1,7333;6,8667
266;05/08/2023;13:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Grand-Saconnex;Meyrin;12;15;3,1333;14;15;3,7333;0,8;0,9333;1,7333;6,8666
267;05/08/2023;12:30;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Sarraz-Ecleplens;La Chaux-De-Fonds;14;15;3,0;12;15;2,6;0,9333;0,8;1,7333;5,6
268;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-WEST - ROUND 1;Septemvri Sofia 2;Vihren;12;15;2,9333;14;15;3,0667;0,8;0,9333;1,7333;6,0
269;05/08/2023;09:00;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 3;Pirmasens;Diefflen;14;15;3,2667;12;15;3,9333;0,9333;0,8;1,7333;7,2
270;05/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 1;FKM Nove Zamky;Gbely;12;15;4,1333;14;15;3,8667;0,8;0,9333;1,7333;8,0
271;05/08/2023;13:30;CHILE;PRIMERA B - ROUND 21;San Felipe;S. Wanderers;14;15;3,0;12;15;2,2;0,9333;0,8;1,7333;5,2
272;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Felsopakony;III. Keruleti TVE;1;1;4,0;11;15;2,8667;1,0;0,7333;1,7333;6,8667
273;05/08/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;MOL Fehervar W (Hun);Landhaus W (Aut);12;15;3,8;14;15;4,2;0,8;0,9333;1,7333;8,0
274;05/08/2023;09:30;CZECH REPUBLIC;CFL - GROUP A - ROUND 1;Prestice;Bohemians 1905 B;12;15;3,2667;14;15;4,7333;0,8;0,9333;1,7333;8,0
275;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Ramsgate (Eng);Lewes (Eng);12;15;4,5333;14;15;3,4;0,8;0,9333;1,7333;7,9333
276;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Kadarkut;Majosi;4;4;5,0;11;15;2,9333;1,0;0,7333;1,7333;7,9333
277;05/08/2023;08:00;CAMBODIA;CPL;Visakha;Kirivong Sok Sen Chey;12;15;3,9333;14;15;4,9333;0,8;0,9333;1,7333;8,8666
278;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Celtic B;Gala Fairydean;12;15;3,0;14;15;3,0;0,8;0,9333;1,7333;6,0
279;05/08/2023;11:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 15;Notvikens IK;Team TG FF;14;15;3,5333;12;15;3,0;0,9333;0,8;1,7333;6,5333
280;05/08/2023;13:00;SWITZERLAND;SUPER LEAGUE - ROUND 3;Lausanne Ouchy;Servette;14;15;3,8;12;15;3,5333;0,9333;0,8;1,7333;7,3333
281;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;Stuttgart II;Fulda-Lehnerz;11;15;2,7333;15;15;3,5333;0,7333;1,0;1,7333;6,2666
282;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Bo'ness United;Gretna 2008;12;15;3,2667;14;15;4,6;0,8;0,9333;1,7333;7,8667
283;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;TuS Koblenz;Steinbach Haiger;12;15;2,8667;14;15;3,3333;0,8;0,9333;1,7333;6,2
284;05/08/2023;15:00;WORLD;CLUB FRIENDLY;Dessel (Bel);Lierse K. (Bel);12;15;3,4;14;15;3,0667;0,8;0,9333;1,7333;6,4667
285;05/08/2023;02:30;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 21;West Adelaide;South Adelaide;12;15;2,9333;14;15;4,0;0,8;0,9333;1,7333;6,9333
286;05/08/2023;10:30;WORLD;CLUB FRIENDLY;Mainz (Ger);Burnley (Eng);14;15;3,6;12;15;2,5333;0,9333;0,8;1,7333;6,1333
287;05/08/2023;11:00;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Gyongyos;Tiszaujvaros;1;1;10,0;11;15;3,2667;1,0;0,7333;1,7333;13,2667
288;05/08/2023;02:30;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 21;Adelaide City;Campbelltown City;12;15;3,1333;14;15;3,4667;0,8;0,9333;1,7333;6,6
289;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Bedford (Eng);Watford U21 (Eng);12;15;2,7333;14;15;3,4;0,8;0,9333;1,7333;6,1333
290;05/08/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 2;Freital;Arnstadt;11;15;2,8667;15;15;3,8667;0,7333;1,0;1,7333;6,7334
291;05/08/2023;11:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 15;Farsta;Nykopings;12;15;3,8667;14;15;4,1333;0,8;0,9333;1,7333;8,0
292;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Albion Rovers;Hearts B;12;15;2,6667;14;15;3,8667;0,8;0,9333;1,7333;6,5334
293;05/08/2023;13:00;BULGARIA;PARVA LIGA - ROUND 4;Botev Vratsa;Ludogorets;14;15;2,9333;12;15;3,0;0,9333;0,8;1,7333;5,9333
294;05/08/2023;10:00;CZECH REPUBLIC;DIVISION F - ROUND 1;Bridlicna;Hlubina;12;15;2,8667;14;15;3,6;0,8;0,9333;1,7333;6,4667
295;05/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 1;Nyrsko;Stribro;14;15;3,6667;12;15;3,7333;0,9333;0,8;1,7333;7,4
296;05/08/2023;11:00;AUSTRIA;REGIONALLIGA EAST - ROUND 2;Wiener Viktoria;Ardagger;13;15;3,8667;6;7;4,1429;0,8667;0,8571;1,7238;8,0096
297;05/08/2023;14:30;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;Retie;Schoonbeek-Beverst;6;7;2,7143;6;7;5,0;0,8571;0,8571;1,7142;7,7143
298;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Tarpa;Balmazujvarosi;7;7;4,1429;9;13;2,3846;1,0;0,6923;1,6923;6,5275
299;05/08/2023;11:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 4;Fortuna Regensburg;Bayern Hof;6;8;4,5;14;15;3,1333;0,75;0,9333;1,6833;7,6333
300;05/08/2023;11:15;WORLD;CLUB FRIENDLY;Bochum (Ger);Luton (Eng);13;15;3,8;12;15;2,1333;0,8667;0,8;1,6667;5,9333
301;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Trafford (Eng);Radcliffe (Eng);12;15;3,4667;13;15;2,2;0,8;0,8667;1,6667;5,6667
302;05/08/2023;06:30;ESTONIA;ESILIIGA - ROUND 22;Nomme Utd;Levadia U21;12;15;3,8;13;15;3,0667;0,8;0,8667;1,6667;6,8667
303;05/08/2023;23:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 2;Ferretti;Managua FC;13;15;3,0667;12;15;3,1333;0,8667;0,8;1,6667;6,2
304;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE CENTRAL DIVISION - ROUND 1;St. Ives;Mickleover;13;15;3,0;12;15;2,8667;0,8667;0,8;1,6667;5,8667
