Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
1;24/05/2023;16:00;ENGLAND;PREMIER LEAGUE - ROUND 32;Brighton;Manchester City;31;43;1,5116;34;43;1,3953;0,7209;0,7907;1,5116;0,57
2;24/05/2023;14:30;SPAIN;LALIGA - ROUND 36;Elche;Sevilla;36;43;1,3953;26;43;0,9767;0,8372;0,6047;1,4419;0,5063
3;24/05/2023;14:30;SPAIN;LALIGA - ROUND 36;Real Madrid;Rayo Vallecano;29;43;1,3256;28;43;1,1628;0,6744;0,6512;1,3256;0,4392
4;24/05/2023;14:30;SPAIN;LALIGA - ROUND 36;Villarreal;Cadiz CF;30;43;1,3023;24;43;0,907;0,6977;0,5581;1,2558;0,3894
5;24/05/2023;17:00;SPAIN;LALIGA - ROUND 36;Betis;Getafe;23;43;1,0698;29;43;0,9767;0,5349;0,6744;1,2093;0,3607
6;24/05/2023;17:00;SPAIN;LALIGA - ROUND 36;Espanyol;Atl. Madrid;29;43;1,093;29;43;1,093;0,6744;0,6744;1,3488;0,4548
7;24/05/2023;15:00;WORLD;WORLD CUP U20 - ROUND 2;Italy U20;Nigeria U20;33;43;1,6977;25;37;1,2162;0,7674;0,6757;1,4431;0,5185
8;24/05/2023;15:00;WORLD;WORLD CUP U20 - ROUND 2;Senegal U20;Israel U20;33;42;1,381;1;3;0,6667;0,7857;0,3333;1,119;0,2619
9;24/05/2023;18:00;WORLD;WORLD CUP U20 - ROUND 2;Brazil U20;Dominican Republic U20;26;43;1,1163;19;22;2,2273;0,6047;0,8636;1,4683;0,5222
10;24/05/2023;18:00;WORLD;WORLD CUP U20 - ROUND 2;Japan U20;Colombia U20;27;38;1,0789;30;43;1,2326;0,7105;0,6977;1,4082;0,4957
11;24/05/2023;14:00;ARGENTINA;COPA ARGENTINA - 1/32-FINALS;Central Cordoba;Comunicaciones;24;43;0,814;29;43;1,1628;0,5581;0,6744;1,2325;0,3764
12;24/05/2023;16:00;ARGENTINA;COPA ARGENTINA - 1/32-FINALS;Rosario Central;Central Norte;33;43;1,186;30;43;1,1395;0,7674;0,6977;1,4651;0,5354
13;24/05/2023;07:00;AUSTRALIA;NPL NORTHERN NSW - ROUND 7;Broadmeadow;New Lambton;35;43;1,5349;9;11;1,6364;0,814;0,8182;1,6322;0,666
14;24/05/2023;07:00;AUSTRALIA;NPL NORTHERN NSW - ROUND 7;Valentine;Newcastle Olympic;31;43;1,4651;33;42;1,7143;0,7209;0,7857;1,5066;0,5664
15;24/05/2023;01:00;AUSTRALIA & OCEANIA;OFC CHAMPIONS LEAGUE - PLAY OFFS - SEMI-FINALS;Pirae (Tah);Suva (Fij);14;16;2,3125;30;42;1,0476;0,875;0,7143;1,5893;0,625
16;24/05/2023;14:00;AUSTRIA;REGIONALLIGA WEST - PROMOTION GROUP - ROUND 8;Kufstein;Reichenau;35;42;1,7619;33;43;1,4884;0,8333;0,7674;1,6007;0,6395
17;24/05/2023;12:00;BELARUS;VYSSHAYA LIGA - ROUND 10;Neman;Zhodino;24;42;1,119;32;42;1,1667;0,5714;0,7619;1,3333;0,4353
18;24/05/2023;14:00;BELARUS;VYSSHAYA LIGA - ROUND 10;BATE;Slavia Mozyr;28;43;0,9767;33;43;1,1628;0,6512;0,7674;1,4186;0,4997
19;24/05/2023;14:00;BELGIUM;SECOND AMATEUR DIVISION PLAY OFFS - ADDITIONAL MATCH - FINAL;Belisia Bilzen;Hades;27;40;1,175;22;40;0,85;0,675;0,55;1,225;0,3713
20;24/05/2023;19:00;BRAZIL;SERIE B - ROUND 8;Juventude;Atletico GO;31;43;1,1395;31;43;1,2093;0,7209;0,7209;1,4418;0,5197
21;24/05/2023;19:00;BRAZIL;SERIE B - ROUND 8;Londrina;Ceara;22;43;0,7674;33;43;1,3488;0,5116;0,7674;1,279;0,3926
22;24/05/2023;19:00;BRAZIL;SERIE B - ROUND 8;Vila Nova FC;Ituano;25;43;0,814;27;43;1,0233;0,5814;0,6279;1,2093;0,3651
23;24/05/2023;19:00;BRAZIL;SERIE B - ROUND 8;Vitoria;CRB;26;43;1,0465;25;43;0,9535;0,6047;0,5814;1,1861;0,3516
24;24/05/2023;21:15;BRAZIL;SERIE B - ROUND 8;Guarani;Chapecoense-SC;28;43;0,9767;26;42;0,881;0,6512;0,619;1,2702;0,4031
25;24/05/2023;21:30;BRAZIL;SERIE B - ROUND 8;Criciuma;Sport Recife;23;43;0,7674;32;43;1,2791;0,5349;0,7442;1,2791;0,3981
26;24/05/2023;21:30;BRAZIL;SERIE B - ROUND 8;Sampaio Correa;Ponte Preta;29;43;0,9302;29;43;1,0;0,6744;0,6744;1,3488;0,4548
27;24/05/2023;13:00;BULGARIA;BULGARIAN CUP - FINAL;CSKA 1948 Sofia;Ludogorets;27;43;1,0698;30;43;1,3256;0,6279;0,6977;1,3256;0,4381
28;24/05/2023;10:00;BURUNDI;COUPE DU PRESIDENT - SEMI-FINALS;Bumamuru;Musongati;21;32;1,2188;16;32;0,9375;0,6562;0,5;1,1562;0,3281
29;24/05/2023;10:00;BURUNDI;COUPE DU PRESIDENT - SEMI-FINALS;Vital'O;Aigle Noir;17;29;0,8621;11;20;0,9;0,5862;0,55;1,1362;0,3224
30;24/05/2023;20:00;CANADA;CHAMPIONSHIP - SEMI-FINALS;CF Montreal;Forge;33;43;1,6047;31;43;1,186;0,7674;0,7209;1,4883;0,5532
31;24/05/2023;23:00;CANADA;CHAMPIONSHIP - SEMI-FINALS;Pacific FC;Vancouver Whitecaps;27;43;1,093;29;42;1,2143;0,6279;0,6905;1,3184;0,4336
32;24/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Dalian Pro;Zhejiang Professional;29;41;1,0732;31;42;1,1667;0,7073;0,7381;1,4454;0,5221
33;24/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Meizhou Hakka;Tianjin Jinmen Tiger;29;42;1,119;25;39;1,1538;0,6905;0,641;1,3315;0,4426
34;24/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Shandong Taishan;Shenzhen;31;40;1,475;33;42;1,3333;0,775;0,7857;1,5607;0,6089
35;24/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Shanghai Port;Henan Songshan Longmen;27;41;1,0732;26;41;0,9512;0,6585;0,6341;1,2926;0,4176
36;24/05/2023;14:00;CROATIA;CROATIAN CUP - FINAL;Hajduk Split;Sibenik;29;43;1,2558;26;43;0,907;0,6744;0,6047;1,2791;0,4078
37;24/05/2023;13:00;CYPRUS;CYPRUS CUP - FINAL;AEL Limassol;Omonia;24;42;0,9048;34;43;1,0698;0,5714;0,7907;1,3621;0,4518
38;24/05/2023;14:00;CZECH REPUBLIC;1. LIGA - RELEGATION GROUP - ROUND 4;FK Pardubice;Jablonec;31;43;1,1395;32;43;1,1163;0,7209;0,7442;1,4651;0,5365
39;24/05/2023;14:00;CZECH REPUBLIC;1. LIGA - RELEGATION GROUP - ROUND 4;Teplice;Brno;35;43;1,5581;34;43;1,3953;0,814;0,7907;1,6047;0,6436
40;24/05/2023;14:00;CZECH REPUBLIC;1. LIGA - RELEGATION GROUP - ROUND 4;Zlin;Ostrava;34;43;1,3488;31;43;1,2791;0,7907;0,7209;1,5116;0,57
41;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Dukla Prague;Prostejov;34;43;1,6512;32;43;1,2791;0,7907;0,7442;1,5349;0,5884
42;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Pribram;Sparta Prague B;36;42;1,6905;37;42;1,3333;0,8571;0,881;1,7381;0,7551
43;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Sigma Olomouc B;Taborsko;34;43;1,5349;29;43;1,2558;0,7907;0,6744;1,4651;0,5332
44;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Slavia Prague B;Lisen;34;43;1,7674;27;42;1,0238;0,7907;0,6429;1,4336;0,5083
45;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Trinec;Opava;29;43;1,2558;26;43;0,9302;0,6744;0,6047;1,2791;0,4078
46;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Varnsdorf;Karvina;41;43;1,6512;31;43;1,3721;0,9535;0,7209;1,6744;0,6874
47;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Vlasim;Chrudim;36;42;2,119;27;43;1,1628;0,8571;0,6279;1,485;0,5382
48;24/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 29;Vyskov;Jihlava;29;42;1,2619;32;43;1,3023;0,6905;0,7442;1,4347;0,5139
49;24/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 29;Future FC;Ceramica Cleopatra;25;43;0,814;30;43;1,0233;0,5814;0,6977;1,2791;0,4056
50;24/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 22;Pyramids;Haras El Hodood;28;43;1,0465;19;41;0,7561;0,6512;0,4634;1,1146;0,3018
51;24/05/2023;12:00;EGYPT;EGYPT CUP - 1/16-FINALS;El Ismaily;Nogoom FC;26;43;1,0233;26;37;0,973;0,6047;0,7027;1,3074;0,4249
52;24/05/2023;12:00;ESTONIA;MEISTRILIIGA - ROUND 14;Kalju;Tammeka;25;43;1,093;32;42;1,5476;0,5814;0,7619;1,3433;0,443
53;24/05/2023;12:00;ESTONIA;MEISTRILIIGA - ROUND 14;Tallinna Kalev;Paide;32;43;1,4419;28;42;1,5714;0,7442;0,6667;1,4109;0,4962
54;24/05/2023;13:00;ESTONIA;MEISTRILIIGA - ROUND 14;Parnu JK Vaprus;Levadia;28;42;1,2857;27;43;1,2326;0,6667;0,6279;1,2946;0,4186
55;24/05/2023;10:00;EUROPE;EURO U17 - ROUND 3;England U17;Switzerland U17;33;42;1,4286;34;42;1,4048;0,7857;0,8095;1,5952;0,636
56;24/05/2023;10:00;EUROPE;EURO U17 - ROUND 3;Netherlands U17;Croatia U17;29;42;1,1429;26;43;1,186;0,6905;0,6047;1,2952;0,4175
57;24/05/2023;12:00;EUROPE;EURO U17 - ROUND 3;Slovenia U17;Italy U17;25;43;1,0465;35;43;1,4884;0,5814;0,814;1,3954;0,4733
58;24/05/2023;12:00;EUROPE;EURO U17 - ROUND 3;Spain U17;Serbia U17;32;43;1,2558;31;42;1,4524;0,7442;0,7381;1,4823;0,5493
59;24/05/2023;15:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 16;Klaksvik;B36 Torshavn;26;43;1,1628;30;42;1,3095;0,6047;0,7143;1,319;0,4319
60;24/05/2023;15:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 16;Vikingur;HB Torshavn;31;43;1,3488;31;43;1,3488;0,7209;0,7209;1,4418;0,5197
61;24/05/2023;08:30;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 16;Shukura;Samtredia;34;42;1,3571;25;41;1,122;0,8095;0,6098;1,4193;0,4936
62;24/05/2023;09:30;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 16;Torpedo Kutaisi;Dinamo Tbilisi;26;42;1,0714;30;43;1,5116;0,619;0,6977;1,3167;0,4319
63;24/05/2023;12:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 16;Saburtalo Tbilisi;Samgurali;29;43;1,3023;32;43;1,2791;0,6744;0,7442;1,4186;0,5019
64;24/05/2023;14:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 16;Dila Gori;Gagra;29;42;1,0952;30;42;1,1905;0,6905;0,7143;1,4048;0,4932
65;24/05/2023;14:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 16;Dinamo Batumi;Telavi;30;40;1,35;22;42;0,8571;0,75;0,5238;1,2738;0,3929
66;24/05/2023;11:00;GERMANY;JUNIOREN BUNDESLIGA PLAY OFFS - LOSERS STAGE - ROUND 5;Dresden U19;Ingolstadt U19;29;43;1,2791;35;43;1,8605;0,6744;0,814;1,4884;0,549
67;24/05/2023;12:30;GERMANY;JUNIOREN BUNDESLIGA PLAY OFFS - LOSERS STAGE - ROUND 5;Freiburg U19;Karlsruher SC U19;36;42;1,8095;34;43;1,6744;0,8571;0,7907;1,6478;0,6777
68;24/05/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA PLAY OFFS - LOSERS STAGE - ROUND 5;Hannover U19;St. Pauli U19;31;43;1,3488;36;43;1,8605;0,7209;0,8372;1,5581;0,6035
69;24/05/2023;14:00;GERMANY;JUNIOREN BUNDESLIGA PLAY OFFS - LOSERS STAGE - ROUND 3;Verl U19;Magdeburg U19;17;20;1,5;35;43;1,5349;0,85;0,814;1,664;0,6919
