Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;avgAway;avgSum
37;07/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 26;Kerry;Cobh Ramblers;20;27;21;30;0,7407;0,7;1,4407;1,4074;1,4;2,8074
38;07/08/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 16;Botafogo PB;EC Sao Jose;23;30;20;30;0,7667;0,6667;1,4334;1,1;1,0;2,1
39;07/08/2023;12:00;LITHUANIA;I LYGA - ROUND 17;Kauno Zalgiris 2;Ekranas;23;30;20;30;0,7667;0,6667;1,4334;1,5;1,1;2,6
40;07/08/2023;11:00;ARMENIA;PREMIER LEAGUE - ROUND 2;West Armenia;Alashkert;25;30;18;30;0,8333;0,6;1,4333;1,7333;1,0;2,7333
41;07/08/2023;13:00;BELARUS;VYSSHAYA LIGA - ROUND 16;BATE;FC Gomel;22;30;21;30;0,7333;0,7;1,4333;1,2667;1,2667;2,5334
42;07/08/2023;15:00;CANADA;CANADIAN PREMIER LEAGUE;HFX Wanderers;Pacific FC;24;30;19;30;0,8;0,6333;1,4333;1,2;1,1;2,3
43;07/08/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 28;Flandria;Estudiantes Rio Cuarto;23;30;19;30;0,7667;0,6333;1,4;1,2;0,7667;1,9667
44;07/08/2023;09:30;INDIA;DURAND CUP;Mohun Bagan;Punjab;17;30;25;30;0,5667;0,8333;1,4;1,0333;1,5;2,5333
45;07/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 7;Persita;PSM Makassar;20;30;22;30;0,6667;0,7333;1,4;1,0667;1,0667;2,1334
46;07/08/2023;21:00;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 16;LDU Quito;Dep. Cuenca;17;30;25;30;0,5667;0,8333;1,4;1,0333;1,1667;2,2
47;07/08/2023;17:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 3;Atletico F.C.;Bogota;20;30;22;30;0,6667;0,7333;1,4;1,4667;1,1667;2,6334
48;07/08/2023;21:30;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 4;Millonarios;Deportes Tolima;19;30;23;30;0,6333;0,7667;1,4;0,9667;1,4667;2,4334
49;07/08/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 25;Ansan Greeners;Cheongju;21;30;21;30;0,7;0,7;1,4;1,1667;1,1;2,2667
50;07/08/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 3;Atletico La Paz;Tapatio;22;30;20;30;0,7333;0,6667;1,4;1,2;1,2;2,4
51;07/08/2023;14:00;SWEDEN;ALLSVENSKAN - ROUND 18;Malmo FF;Halmstad;21;30;21;30;0,7;0,7;1,4;1,3333;1,1;2,4333
52;07/08/2023;14:00;SWEDEN;SUPERETTAN - ROUND 17;Trelleborg;Orebro;24;30;17;30;0,8;0,5667;1,3667;1,4333;0,9333;2,3666
53;07/08/2023;23:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Charlotte;Houston Dynamo;21;30;20;30;0,7;0,6667;1,3667;1,3;1,1667;2,4667
54;07/08/2023;13:00;LITHUANIA;A LYGA - ROUND 25;FK Panevezys;Hegelmann;20;30;21;30;0,6667;0,7;1,3667;0,9;1,3333;2,2333
55;07/08/2023;12:00;FINLAND;VEIKKAUSLIIGA;KTP;Inter Turku;20;30;21;30;0,6667;0,7;1,3667;1,2;1,2333;2,4333
56;07/08/2023;12:00;FINLAND;VEIKKAUSLIIGA;Lahti;Honka;22;30;19;30;0,7333;0,6333;1,3666;1,3;1,2667;2,5667
57;07/08/2023;11:00;IRELAND;DIVISION 1 - ROUND 26;Bray;Longford;22;30;19;30;0,7333;0,6333;1,3666;1,4;0,9667;2,3667
58;07/08/2023;06:30;INDIA;DURAND CUP;Odisha FC;Army Red;20;30;11;16;0,6667;0,6875;1,3542;1,1;1,25;2,35
59;07/08/2023;15:30;PARAGUAY;DIVISION INTERMEDIA - ROUND 20;24 de Setiembre;Fernando de la Mora;13;20;21;30;0,65;0,7;1,35;1,1;1,2667;2,3667
60;07/08/2023;15:00;WORLD;CLUB FRIENDLY;Liverpool (Eng);Darmstadt (Ger);23;30;17;30;0,7667;0,5667;1,3334;1,6;1,0333;2,6333
61;07/08/2023;04:30;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;England W;Nigeria W;23;30;17;30;0,7667;0,5667;1,3334;1,7;1,1;2,8
62;07/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 1;Larne;Dungannon;17;30;23;30;0,5667;0,7667;1,3334;0,8667;1,2333;2,1
63;07/08/2023;13:00;ARMENIA;PREMIER LEAGUE - ROUND 2;Urartu;Ararat-Armenia;20;30;20;30;0,6667;0,6667;1,3334;1,1667;1,2;2,3667
64;07/08/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Queretaro;New England Revolution;20;30;20;30;0,6667;0,6667;1,3334;1,1667;1,3667;2,5334
65;07/08/2023;13:00;SERBIA;SUPER LIGA - ROUND 2;Radnik;Sp. Subotica;15;30;25;30;0,5;0,8333;1,3333;0,7333;1,1333;1,8666
66;07/08/2023;13:00;RUSSIA;FNL - ROUND 4;Arsenal Tula;Yenisey;20;30;19;30;0,6667;0,6333;1,3;1,1667;1,1333;2,3
67;07/08/2023;20:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Philadelphia Union;New York Red Bulls;20;30;19;30;0,6667;0,6333;1,3;1,2667;0,8333;2,1
68;07/08/2023;13:00;ICELAND;BESTA DEILD KARLA - ROUND 18;Valur;KA Akureyri;21;30;18;30;0,7;0,6;1,3;1,2667;0,9667;2,2334
69;07/08/2023;08:00;UKRAINE;PERSHA LIGA - ROUND 2;Hirnyk-Sport;FSC Mariupol;17;30;22;30;0,5667;0,7333;1,3;0,9;1,1667;2,0667
70;07/08/2023;17:15;PERU;LIGA 1 - CLAUSURA - ROUND 7;Deportivo Garcilaso;Dep. Municipal;20;30;19;30;0,6667;0,6333;1,3;1,2667;1,1;2,3667
71;07/08/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 16;Confianca;Floresta EC;20;30;19;30;0,6667;0,6333;1,3;0,9;1,0667;1,9667
72;07/08/2023;21:00;ARGENTINA;PRIMERA NACIONAL - ROUND 25;Chaco For Ever;Racing Cordoba;18;30;20;30;0,6;0,6667;1,2667;0,8;1,0333;1,8333
73;07/08/2023;06:00;UKRAINE;PERSHA LIGA - ROUND 2;FC Chernihiv;Inhulets;20;30;18;30;0,6667;0,6;1,2667;1,1667;1,0333;2,2
74;07/08/2023;20:00;BRAZIL;SERIE B - ROUND 22;Atletico GO;Tombense;21;30;17;30;0,7;0,5667;1,2667;1,1667;0,9333;2,1
75;07/08/2023;13:00;BULGARIA;PARVA LIGA - ROUND 4;CSKA 1948 Sofia;Hebar;20;30;18;30;0,6667;0,6;1,2667;1,3;0,8667;2,1667
76;07/08/2023;15:00;WORLD;CLUB FRIENDLY;Volos (Gre);Asteras Tripolis (Gre);20;30;18;30;0,6667;0,6;1,2667;1,1667;0,8667;2,0334
77;07/08/2023;14:00;POLAND;EKSTRAKLASA - ROUND 3;Puszcza;Stal Mielec;21;30;17;30;0,7;0,5667;1,2667;1,1667;0,9333;2,1
78;07/08/2023;16:15;PORTUGAL;LIGA 3 - ROUND 1;Varzim;Braga B;20;30;18;30;0,6667;0,6;1,2667;0,9;0,8667;1,7667
79;07/08/2023;15:00;HUNGARY;OTP BANK LIGA - ROUND 2;Kecskemeti TE;Kisvarda;20;30;18;30;0,6667;0,6;1,2667;1,1;0,9667;2,0667
80;07/08/2023;12:30;ROMANIA;LIGA 1 - ROUND 4;Sepsi Sf. Gheorghe;Otelul;18;30;20;30;0,6;0,6667;1,2667;1,1;0,9;2,0
81;07/08/2023;21:00;CHILE;PRIMERA DIVISION - ROUND 20;U. De Chile;O'Higgins;19;30;19;30;0,6333;0,6333;1,2666;1,2333;0,9667;2,2
82;07/08/2023;18:00;BRAZIL;SERIE B - ROUND 22;Juventude;Vila Nova FC;21;30;16;30;0,7;0,5333;1,2333;1,0667;0,7667;1,8334
83;07/08/2023;20:00;BRAZIL;SERIE B - ROUND 22;Londrina;Vitoria;18;30;19;30;0,6;0,6333;1,2333;1,2;0,9333;2,1333
84;07/08/2023;21:00;CHILE;PRIMERA B - ROUND 21;San Luis;San Marcos de Arica;16;30;21;30;0,5333;0,7;1,2333;0,7;1,2333;1,9333
85;07/08/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 25;Sol de Mayo;Santamarina;17;30;19;30;0,5667;0,6333;1,2;1,0;1,0333;2,0333
86;07/08/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 15;BHTS Quang Nam;TTBD Phu Dong;17;30;19;30;0,5667;0,6333;1,2;0,9667;1,1667;2,1334
87;07/08/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Long An;Binh Thuan;16;30;16;24;0,5333;0,6667;1,2;0,9667;1,2083;2,175
88;07/08/2023;15:00;PERU;LIGA 1 - CLAUSURA - ROUND 7;AD Cantolao;Sport Huancayo;20;30;16;30;0,6667;0,5333;1,2;1,0667;1,0333;2,1
89;07/08/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Rainbow;West Bengal;11;20;19;30;0,55;0,6333;1,1833;0,8;1,2667;2,0667
90;07/08/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 28;Agropecuario;Temperley;15;30;20;30;0,5;0,6667;1,1667;0,7667;0,9;1,6667
91;07/08/2023;12:45;WORLD;CLUB FRIENDLY;Panserraikos (Gre);Panetolikos (Gre);17;30;17;30;0,5667;0,5667;1,1334;0,6333;0,8667;1,5
92;07/08/2023;19:15;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 4;Bucaramanga;Jaguares de Cordoba;19;30;15;30;0,6333;0,5;1,1333;0,9;0,8;1,7
93;07/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 6;Mirassol;Sao Bento;14;30;19;30;0,4667;0,6333;1,1;0,6667;0,8333;1,5
94;07/08/2023;21:10;ARGENTINA;PRIMERA NACIONAL - ROUND 28;Gimnasia Mendoza;Almirante Brown;16;30;14;30;0,5333;0,4667;1,0;0,7;0,8;1,5
