Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
21;14/09/2023;20:40;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 11;Dep. Cali;Huila;10;20;13;20;0,5;0,65;1,15;2,95;2,1325;2,1;1,3379;5,05
22;14/09/2023;19:00;CHILE;PRIMERA DIVISION - ROUND 16;Colo Colo;Copiapo;12;20;11;20;0,6;0,55;1,15;2,65;2,3297;2,45;1,5961;5,1
23;14/09/2023;13:00;ALBANIA;SUPERLIGA - ROUND 3;Vllaznia;Partizani;12;20;11;20;0,6;0,55;1,15;2,2;1,4353;2,55;1,3219;4,75
24;14/09/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 4;Hap. Ramat Gan;Nes Tziona;10;20;13;20;0,5;0,65;1,15;2,8;1,7493;2,15;1,2757;4,95
25;14/09/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 6;Racing Club 2;Godoy Cruz 2;11;20;12;20;0,55;0,6;1,15;2,0;1,3038;2,15;1,3883;4,15
26;14/09/2023;16:00;CHILE;SEGUNDA DIVISION - ROUND 20;Deportes Rengo;San Antonio Unido;13;20;10;20;0,65;0,5;1,15;2,55;1,4992;2,6;1,7146;5,15
27;14/09/2023;18:00;CHILE;PRIMERA B - ROUND 23;CD Santa Cruz;Antofagasta;14;20;8;20;0,7;0,4;1,1;1,95;1,1169;3,2;1,7205;5,15
28;14/09/2023;21:30;BRAZIL;SERIE A - ROUND 23;Bragantino;Gremio;13;20;9;20;0,65;0,45;1,1;2,45;1,9358;2,6;1,2;5,05
29;14/09/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 6;Defensa y Justicia 2;Central Cordoba 2;11;20;11;20;0,55;0,55;1,1;2,3;1,3077;2,45;1,3592;4,75
30;14/09/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 6;Arsenal Sarandi 2;Atl. Tucuman 2;15;20;7;20;0,75;0,35;1,1;1,75;0,9937;2,95;1,2835;4,7
31;14/09/2023;12:20;SAUDI ARABIA;DIVISION 1 - ROUND 5;Hajer;Jeddah;11;20;11;20;0,55;0,55;1,1;2,2;1,077;2,25;1,4098;4,45
32;14/09/2023;19:00;CHILE;SEGUNDA DIVISION - ROUND 20;Iberia;Melipilla;12;20;10;20;0,6;0,5;1,1;2,55;1,6875;2,4;1,3565;4,95
33;14/09/2023;14:30;BULGARIA;PARVA LIGA - ROUND 6;Levski Sofia;Pirin Blagoevgrad;10;20;12;20;0,5;0,6;1,1;2,5;1,5;2,4;1,4629;4,9
34;14/09/2023;14:30;SAUDI ARABIA;DIVISION 1 - ROUND 5;Al-Faisaly;Al Jabalain;12;20;10;20;0,6;0,5;1,1;2,6;1,4283;2,3;1,6763;4,9
35;14/09/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 4;H. Ironi Rishon;Kiryat Shmona;11;20;10;20;0,55;0,5;1,05;2,9;2,4062;2,65;1,2757;5,55
36;14/09/2023;17:30;PERU;LIGA 2 - ROUND 24;Comerciantes Unidos;Union Huaral;8;20;13;20;0,4;0,65;1,05;2,8;1,6;2,25;1,6394;5,05
37;14/09/2023;12:45;SAUDI ARABIA;DIVISION 1 - ROUND 5;Al Bukayriyah;Ohod;11;20;10;20;0,55;0,5;1,05;2,3;1,1;2,55;1,0235;4,85
38;14/09/2023;10:00;ALBANIA;SUPERLIGA - ROUND 3;KF Tirana;Skenderbeu;7;20;14;20;0,35;0,7;1,05;2,75;1,26;2,05;1,5961;4,8
39;14/09/2023;20:00;BRAZIL;SERIE A - ROUND 23;Coritiba;Bahia;9;20;12;20;0,45;0,6;1,05;2,95;1,6875;2,05;1,3219;5,0
40;14/09/2023;09:00;ARMENIA;PREMIER LEAGUE - ROUND 7;Ararat Yerevan;Shirak Gyumri;11;20;10;20;0,55;0,5;1,05;2,35;1,3883;2,7;1,6763;5,05
41;14/09/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 4;H. Akko;M. Herzliya;10;20;10;20;0,5;0,5;1,0;2,5;1,4663;2,8;1,7493;5,3
42;14/09/2023;20:00;BRAZIL;COPA SANTA CATARINA - ROUND 3;Barra FC;Joinville;9;20;11;20;0,45;0,55;1,0;2,8;1,9391;2,1;1,4107;4,9
43;14/09/2023;14:00;ALGERIA;U21 LEAGUE - ROUND 1;Saoura U21;Biskra U21;6;20;14;20;0,3;0,7;1,0;3,4;1,5937;1,95;1,1169;5,35
44;14/09/2023;22:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 8;Diriangen;Ferretti;12;20;8;20;0,6;0,4;1,0;2,3;1,382;2,75;1,3739;5,05
45;14/09/2023;15:00;BRAZIL;COPA DO BRASIL U20 - QUARTER-FINALS;CSA U20;Bahia U20;9;17;9;20;0,5294;0,45;0,9794;2,8235;2,2553;2,55;1,8296;5,3735
46;14/09/2023;19:00;CHILE;PRIMERA DIVISION - ROUND 22;Huachipato;Palestino;9;20;10;20;0,45;0,5;0,95;2,75;1,26;2,85;2,2422;5,6
47;14/09/2023;15:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 6;Al Wehda;Damac;10;20;9;20;0,5;0,45;0,95;2,55;1,1608;2,75;1,337;5,3
48;14/09/2023;11:00;BULGARIA;THIRD LEAGUE - NORTH-WEST - ROUND 6;Vihar Slavyanovo;Akademik Svishtov;10;20;9;20;0,5;0,45;0,95;2,8;1,9391;3,2;2,0881;6,0
49;14/09/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 9;Leones Negros;Dorados de Sinaloa;9;20;10;20;0,45;0,5;0,95;2,65;1,7965;2,6;1,6553;5,25
50;14/09/2023;12:00;ALGERIA;U21 LEAGUE - ROUND 1;Khenchela U21;ES Setif U21;10;20;9;20;0,5;0,45;0,95;2,9;1,8947;2,95;1,6875;5,85
51;14/09/2023;14:30;ROMANIA;LIGA 2 - ROUND 6;Concordia;Steaua Bucuresti;10;20;9;20;0,5;0,45;0,95;2,4;1,562;3,25;1,8675;5,65
52;14/09/2023;15:10;ARGENTINA;PRIMERA A WOMEN - CLAUSURA - ROUND 5;UAI Urquiza W;CA Estudiantes W;11;20;8;20;0,55;0,4;0,95;2,65;1,9307;2,9;1,0909;5,55
53;14/09/2023;13:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 7;MSK Senec;I. Bratislava;13;20;6;20;0,65;0,3;0,95;2,2;1,6912;3,4;1,8815;5,6
54;14/09/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 4;Ramat Hasharon;Hapoel Umm al-Fahm;5;20;14;20;0,25;0,7;0,95;3,25;1,479;2,1;1,1358;5,35
55;14/09/2023;12:00;ALGERIA;U21 LEAGUE - ROUND 1;Magra U21;Kabylie U21;10;20;8;20;0,5;0,4;0,9;2,65;1,3519;2,9;1,7861;5,55
56;14/09/2023;13:05;SAUDI ARABIA;DIVISION 1 - ROUND 5;Al Orubah;Al Batin;9;20;9;20;0,45;0,45;0,9;2,5;1,5969;2,9;1,8947;5,4
57;14/09/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 4;Bnei Yehuda;Ironi Tiberias;6;20;12;20;0,3;0,6;0,9;3,95;1,9358;2,5;1,3964;6,45
58;14/09/2023;08:30;KYRGYZSTAN;PREMIER LIGA - ROUND 21;Aldier;Neftchi Kochkor-Ata;7;20;11;20;0,35;0,55;0,9;3,15;1,9564;2,25;1,5124;5,4
59;14/09/2023;10:45;QATAR;QFA CUP - ROUND 2;Qatar SC;Al Arabi;11;20;7;20;0,55;0,35;0,9;2,6;1,8;3,4;1,8547;6,0
60;14/09/2023;12:00;ALGERIA;U21 LEAGUE - ROUND 1;Paradou U21;USM Alger U21;7;20;11;20;0,35;0,55;0,9;2,95;1,6875;2,7;1,9519;5,65
61;14/09/2023;09:00;ARMENIA;FIRST LEAGUE - ROUND 7;Mika Jerevan;Lernayin Artsakh;7;20;11;20;0,35;0,55;0,9;3,25;1,6086;2,5;1,3229;5,75
62;14/09/2023;19:00;BRAZIL;COPA DO BRASIL U20 - QUARTER-FINALS;Gremio U20;Remo U20;7;20;10;19;0,35;0,5263;0,8763;2,85;1,7685;2,7895;1,6727;5,6395
63;14/09/2023;08:00;KAZAKHSTAN;FIRST DIVISION - ROUND 23;Arys;Jas Qyran;9;20;8;20;0,45;0,4;0,85;3,6;2,4372;3,95;2,4592;7,55
64;14/09/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 9;Atletico La Paz;Cancun;5;20;12;20;0,25;0,6;0,85;3,55;1,4992;2,15;1,5256;5,7
65;14/09/2023;18:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 8;Matagalpa;Managua FC;9;20;8;20;0,45;0,4;0,85;2,3;1,2288;3,35;1,9818;5,65
66;14/09/2023;15:00;NICARAGUA;LIGA PRIMERA U20 - APERTURA - ROUND 8;Matagalpa U20;Managua FC U20;7;20;10;20;0,35;0,5;0,85;3,9;2,4678;3,25;2,2776;7,15
67;14/09/2023;08:00;UKRAINE;YOUTH LEAGUE - ROUND 7;Metalist 1925 U19;Zorya U19;8;20;9;20;0,4;0,45;0,85;3,45;1,9868;2,9;1,9209;6,35
68;14/09/2023;06:30;AUSTRALIA;AUSTRALIA CUP - QUARTER-FINALS;Melbourne Knights;Heidelberg Utd;8;20;8;20;0,4;0,4;0,8;3,2;1,631;2,8;1,6912;6,0
69;14/09/2023;03:00;FIJI;PREMIER LEAGUE - ROUND 18;Tailevu Naitasiri;Nadi;9;20;7;20;0,45;0,35;0,8;2,75;1,5124;3,45;1,9098;6,2
70;14/09/2023;22:30;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 7;Victoria;Vida;10;20;6;20;0,5;0,3;0,8;2,85;1,558;3,5;2,0857;6,35
71;14/09/2023;13:00;UNITED ARAB EMIRATES;LEAGUE CUP - 1/8-FINALS;Al Nasr;Ajman;10;20;6;20;0,5;0,3;0,8;2,85;1,8782;3,75;1,7284;6,6
72;14/09/2023;12:20;SAUDI ARABIA;DIVISION 1 - ROUND 5;Al Safa;Al Arabi;6;20;9;20;0,3;0,45;0,75;3,05;1,5322;3,05;1,7457;6,1
73;14/09/2023;13:30;QATAR;QFA CUP - ROUND 2;Al Mesaimeer;Al-Shahaniya;9;20;6;20;0,45;0,3;0,75;2,9;1,5133;3,75;1,8941;6,65
74;14/09/2023;14:00;ALGERIA;U21 LEAGUE - ROUND 1;ASO Chlef U21;Oran U21;9;20;6;20;0,45;0,3;0,75;3,05;2,2017;3,35;1,8514;6,4
75;14/09/2023;12:00;ALGERIA;U21 LEAGUE - ROUND 1;El Bayadh U21;Constantine U21;8;20;7;20;0,4;0,35;0,75;3,6;2,1772;4,05;2,2243;7,65
76;14/09/2023;19:00;NICARAGUA;LIGA PRIMERA U20 - APERTURA - ROUND 8;Diriangen U20;Ferretti U20;7;20;8;20;0,35;0,4;0,75;3,15;2,1042;3,8;2,1119;6,95
77;14/09/2023;10:30;UNITED ARAB EMIRATES;LEAGUE CUP - 1/8-FINALS;Al Ain;Al Bataeh;8;20;7;20;0,4;0,35;0,75;3,1;1,7292;3,05;1,6271;6,15
78;14/09/2023;08:00;KAZAKHSTAN;FIRST DIVISION - ROUND 23;Khan Tengri;Aktobe 2;10;20;5;20;0,5;0,25;0,75;2,45;1,4654;4,0;2,1909;6,45
79;14/09/2023;16:15;ICELAND;BESTA DEILD WOMEN - CHAMPIONSHIP GROUP - ROUND 2;Stjarnan W;Valur W;9;20;6;20;0,45;0,3;0,75;3,25;2,188;3,45;1,6576;6,7
80;14/09/2023;13:30;QATAR;QFA CUP - ROUND 2;Al-Kharitiyath;Al-Waab;9;20;6;20;0,45;0,3;0,75;2,9;1,8682;3,1;1,546;6,0
81;14/09/2023;21:00;USA;USL LEAGUE ONE;Forward Madison;Richmond Kickers;8;20;6;20;0,4;0,3;0,7;2,95;1,9358;3,3;1,4177;6,25
82;14/09/2023;08:00;WORLD;CLUB FRIENDLY;Wuppertal;Paderborn II;5;20;9;20;0,25;0,45;0,7;4,1;2,0469;3,0;1,4491;7,1
83;14/09/2023;10:45;QATAR;QFA CUP - ROUND 2;Al-Duhail;Al Bidda;4;20;10;20;0,2;0,5;0,7;3,85;1,558;2,95;2,0609;6,8
84;14/09/2023;12:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 6;Al Akhdoud;Al Ittihad;8;20;5;20;0,4;0,25;0,65;2,9;1,7292;3,15;1,4586;6,05
85;14/09/2023;07:00;ARMENIA;PREMIER LEAGUE - ROUND 7;West Armenia;Van;5;20;8;20;0,25;0,4;0,65;4,4;2,3324;2,9;1,6703;7,3
86;14/09/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Mohun Bagan;Mohammedan;8;20;5;20;0,4;0,25;0,65;3,35;1,74;4,1;2,2561;7,45
87;14/09/2023;14:00;DENMARK;1ST DIVISION - ROUND 9;Koge;Kolding IF;8;20;5;20;0,4;0,25;0,65;3,7;2,3043;4,1;3,8066;7,8
88;14/09/2023;11:00;KAZAKHSTAN;FIRST DIVISION - ROUND 23;Zhenis;Turkistan;5;20;7;20;0,25;0,35;0,6;3,45;1,4309;3,4;2,245;6,85
89;14/09/2023;07:00;KAZAKHSTAN;FIRST DIVISION - ROUND 23;Ekibastuz;Yelimay Semey;4;20;8;20;0,2;0,4;0,6;4,15;1,8241;3,35;1,8782;7,5
90;14/09/2023;10:30;UNITED ARAB EMIRATES;LEAGUE CUP - 1/8-FINALS;Emirates Club;Al Wahda;3;20;8;20;0,15;0,4;0,55;3,9;1,7;2,55;1,3955;6,45
91;14/09/2023;15:15;BELGIUM;PRO LEAGUE U21 - ROUND 2;Westerlo U21;Eupen U21;4;20;7;20;0,2;0,35;0,55;4,45;2,2467;3,45;1,7741;7,9
92;14/09/2023;15:30;NETHERLANDS;DERDE DIVISIE - ROUND 4;Barendrecht;HV & CV Quick;8;20;3;20;0,4;0,15;0,55;3,25;2,2776;3,7;1,9774;6,95
93;14/09/2023;14:45;NORWAY;DIVISION 3 - GROUP 6 - ROUND 17;KFUM-Kameratene Oslo 2;Follo;4;20;5;20;0,2;0,25;0,45;3,7;1,6155;3,75;1,8405;7,45
94;14/09/2023;07:00;KAZAKHSTAN;FIRST DIVISION - ROUND 23;Akademiya Ontustik;Taraz;3;20;6;20;0,15;0,3;0,45;4,65;2,0561;4,05;2,0609;8,7
95;14/09/2023;12:30;CZECH REPUBLIC;JIHOCESKY KP - ROUND 4;Jankov;Drazice;5;20;4;20;0,25;0,2;0,45;3,85;1,9046;4,45;2,2243;8,3
96;14/09/2023;12:30;NORWAY;DIVISION 3 - GROUP 3 - ROUND 20;Vidar;Madla IL;3;20;5;20;0,15;0,25;0,4;4,25;1,7854;4,0;1,5492;8,25
97;14/09/2023;06:30;AUSTRALIA;AUSTRALIA CUP - QUARTER-FINALS;NE Metrostars;Melbourne City;4;20;4;20;0,2;0,2;0,4;3,7;1,7635;4,25;1,6394;7,95
98;14/09/2023;09:30;NORWAY;NASJONAL U19 CL - LOSERS PLAY OFFS - QUARTER-FINALS;Bodo/Glimt U19;Sogndal U19;1;20;3;20;0,05;0,15;0,2;4,5;1,533;4,4;2,245;8,9
