Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
42;30/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;VPS;OTP;32;43;1,4419;32;43;1,2093;0,7442;0,7442;1,4884;0,5538
43;30/05/2023;13:30;GERMANY;REGIONALLIGA BAYERN - RELEGATION - FINAL;Gebenbach;Spvgg Ansbach 09;37;42;1,9762;35;42;1,7143;0,881;0,8333;1,7143;0,7341
44;30/05/2023;14:30;GERMANY;REGIONALLIGA BAYERN - RELEGATION - FINAL;Memmingen;Eichstatt;29;41;1,1707;32;41;1,5366;0,7073;0,7805;1,4878;0,552
45;30/05/2023;10:45;IRAQ;SUPER LEAGUE - ROUND 31;Al Naft;Al Karkh;29;43;1,093;22;43;0,7442;0,6744;0,5116;1,186;0,345
46;30/05/2023;10:45;IRAQ;SUPER LEAGUE - ROUND 31;Al Wasat;Naft Al-Basra;26;43;0,814;25;42;0,8333;0,6047;0,5952;1,1999;0,3599
47;30/05/2023;13:00;IRAQ;SUPER LEAGUE - ROUND 31;Zakho;Al Shorta;22;41;0,7805;31;43;1,0465;0,5366;0,7209;1,2575;0,3868
48;30/05/2023;15:30;IRAQ;SUPER LEAGUE - ROUND 31;Al Diwaniya;Al Sinaah;30;43;1,093;23;43;0,9302;0,6977;0,5349;1,2326;0,3732
49;30/05/2023;15:30;IRAQ;SUPER LEAGUE - ROUND 31;Erbil;Al Quwa Al Jawiya;23;42;0,8333;26;43;0,9535;0,5476;0,6047;1,1523;0,3311
50;30/05/2023;15:30;ITALY;SERIE B - PLAY OFFS - SEMI-FINALS;Cagliari;Parma;30;43;1,0698;32;43;1,186;0,6977;0,7442;1,4419;0,5192
51;30/05/2023;08:30;KYRGYZSTAN;PREMIER LIGA - ROUND 11;Dordoi Bishkek;Talant;26;43;1,0465;27;37;1,0;0,6047;0,7297;1,3344;0,4412
52;30/05/2023;08:30;KYRGYZSTAN;PREMIER LIGA - ROUND 11;Muras United;Neftchi Kochkor-Ata;6;10;1,5;33;42;1,2381;0,6;0,7857;1,3857;0,4714
53;30/05/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 16;RFS;BFC Daugavpils;32;43;1,2791;29;42;1,3095;0,7442;0,6905;1,4347;0,5139
54;30/05/2023;11:00;LITHUANIA;LITHUANIAN CUP - 1/8-FINALS;BE1 NFA;Siauliai FA;28;42;0,9286;28;40;1,25;0,6667;0,7;1,3667;0,4667
55;30/05/2023;12:00;LITHUANIA;LITHUANIAN CUP - 1/8-FINALS;Viltis Vilnius;Dziugas Telsiai;10;12;2,4167;32;42;1,1905;0,8333;0,7619;1,5952;0,6349
56;30/05/2023;13:00;LITHUANIA;LITHUANIAN CUP - 1/8-FINALS;Neptunas;Suduva;33;43;1,3488;32;42;1,3333;0,7674;0,7619;1,5293;0,5847
57;30/05/2023;00:00;MEXICO;LIGA MX WOMEN - CLAUSURA - PLAY OFFS - SEMI-FINALS;Monterrey W;Pachuca W;36;43;1,7674;36;43;1,8837;0,8372;0,8372;1,6744;0,7009
58;30/05/2023;14:00;MONTENEGRO;PRVA CRNOGORSKA LIGA - RELEGATION - FINAL;Kom Podgorica;Rudar;29;43;1,0465;27;43;1,1395;0,6744;0,6279;1,3023;0,4235
59;30/05/2023;15:00;MONTENEGRO;PRVA CRNOGORSKA LIGA - RELEGATION - FINAL;Mornar Bar;Berane;24;43;0,6744;26;43;0,907;0,5581;0,6047;1,1628;0,3375
60;30/05/2023;14:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;Smitshoek;VVOG;1;1;1,0;36;43;1,5349;1,0;0,8372;1,8372;0,8372
61;30/05/2023;14:30;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;AZSV;Capelle;2;3;1,3333;31;42;1,2619;0,6667;0,7381;1,4048;0,4921
62;30/05/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;Genemuiden;Excelsior 31;14;18;1,8889;35;43;1,4186;0,7778;0,814;1,5918;0,6331
63;30/05/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;ODIN '59;Swift;32;42;1,381;3;5;1,0;0,7619;0,6;1,3619;0,4571
64;30/05/2023;16:00;NORTH & CENTRAL AMERICA;CONCACAF CHAMPIONSHIP WOMEN U20 - ROUND 3;Jamaica U20 W;Panama U20 W;25;31;1,7419;28;32;2,25;0,8065;0,875;1,6815;0,7057
65;30/05/2023;19:00;NORTH & CENTRAL AMERICA;CONCACAF CHAMPIONSHIP WOMEN U20 - ROUND 3;USA U20 W;Canada U20 W;35;43;2,3023;35;42;1,9286;0,814;0,8333;1,6473;0,6783
66;30/05/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - RELEGATION - FINAL;Annagh;Dungannon;33;43;1,093;31;43;1,1628;0,7674;0,7209;1,4883;0,5532
67;30/05/2023;15:45;NORTHERN IRELAND;NIFL CHAMPIONSHIP - RELEGATION - FINAL;Ballymacash;Knockbreda;6;7;1,5714;33;42;1,3333;0,8571;0,7857;1,6428;0,6734
68;30/05/2023;11:00;NORWAY;DIVISION 2 - GROUP 1 - ROUND 7;Valerenga 2;Aalesund 2;35;42;2,119;30;43;1,4186;0,8333;0,6977;1,531;0,5814
69;30/05/2023;10:30;NORWAY;DIVISION 2 - GROUP 2 - ROUND 7;Stromsgodset 2;Brann 2;40;42;2,3333;34;41;1,7561;0,9524;0,8293;1,7817;0,7898
70;30/05/2023;14:00;NORWAY;DIVISION 3 - GROUP 1 - ROUND 7;Stabaek 2;Grorud 2;32;43;1,6047;37;43;1,814;0,7442;0,8605;1,6047;0,6404
71;30/05/2023;12:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 7;Odd 2;Mjondalen 2;33;43;1,4651;37;43;1,8372;0,7674;0,8605;1,6279;0,6603
72;30/05/2023;14:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 7;Fredrikstad 2;Sandefjord 2;34;42;1,9048;28;31;1,8387;0,8095;0,9032;1,7127;0,7311
73;30/05/2023;14:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 7;Start 2;Donn;34;43;1,6279;37;43;1,5581;0,7907;0,8605;1,6512;0,6804
74;30/05/2023;11:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 7;Kristiansund 2;Rosenborg 2;25;28;1,6429;39;42;2,4048;0,8929;0,9286;1,8215;0,8291
75;30/05/2023;14:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 7;Sarpsborg 08 2;Skeid 2;38;43;1,9767;37;43;2,0465;0,8837;0,8605;1,7442;0,7604
76;30/05/2023;13:00;NORWAY;NORWAY CUP WOMEN - 1/16-FINALS;Medkila W;Tromso W;32;42;1,5238;34;41;1,4634;0,7619;0,8293;1,5912;0,6318
77;30/05/2023;20:00;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 20;Tacuary;Sp. Luqueno;28;43;1,0;28;43;1,0465;0,6512;0,6512;1,3024;0,4241
78;30/05/2023;15:00;PERU;LIGA 2 - ROUND 8;Santos;Union Huaral;28;43;1,1628;26;43;0,9302;0,6512;0,6047;1,2559;0,3938
79;30/05/2023;17:30;PERU;LIGA 2 - ROUND 8;Juan Aurich;Carlos Stein;32;43;1,2791;32;43;1,4186;0,7442;0,7442;1,4884;0,5538
80;30/05/2023;12:00;SLOVAKIA;3. LIGA - EAST - ROUND 28;Rimavska Sobota;Namestovo;33;42;1,7143;24;42;1,119;0,7857;0,5714;1,3571;0,4489
81;30/05/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS;Rosengard;IFK Malmo;23;39;1,2821;33;42;1,5;0,5897;0,7857;1,3754;0,4633
82;30/05/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS;Torstorps;Smedby;1;3;1,0;28;37;1,4865;0,3333;0,7568;1,0901;0,2522
83;30/05/2023;09:00;SYRIA;PREMIER LEAGUE - ROUND 22;Al Jaish;Wathbah;22;41;0,878;27;43;0,8605;0,5366;0,6279;1,1645;0,3369
84;30/05/2023;09:00;SYRIA;PREMIER LEAGUE - ROUND 22;Al Wahda;Jableh;25;41;0,878;31;42;1,0714;0,6098;0,7381;1,3479;0,4501
85;30/05/2023;09:00;SYRIA;PREMIER LEAGUE - ROUND 22;Al-Ittihad;Tishreen;20;40;0,625;25;42;1,0476;0,5;0,5952;1,0952;0,2976
86;30/05/2023;09:00;SYRIA;PREMIER LEAGUE - ROUND 22;Foutoua;Al Majd;25;43;0,8837;29;42;1,119;0,5814;0,6905;1,2719;0,4015
87;30/05/2023;09:00;SYRIA;PREMIER LEAGUE - ROUND 22;Hottin;Al Taliya;25;42;0,8095;20;42;0,8095;0,5952;0,4762;1,0714;0,2834
88;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Alanyaspor;Kasimpasa;33;41;1,4146;29;42;1,4286;0,8049;0,6905;1,4954;0,5558
89;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Ankaragucu;Galatasaray;26;42;1,0;36;42;1,8571;0,619;0,8571;1,4761;0,5305
90;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Fenerbahce;Antalyaspor;32;41;1,3415;30;43;1,3721;0,7805;0,6977;1,4782;0,5446
91;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Giresunspor;Trabzonspor;29;41;1,2683;35;42;1,5476;0,7073;0,8333;1,5406;0,5894
92;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Istanbulspor AS;Adana Demirspor;36;42;1,4286;31;41;1,6098;0,8571;0,7561;1,6132;0,6481
93;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Karagumruk;Kayserispor;34;40;1,8;32;41;1,561;0,85;0,7805;1,6305;0,6634
94;30/05/2023;14:00;TURKEY;SUPER LIG - ROUND 36;Sivasspor;Konyaspor;36;41;1,5366;24;41;1,1463;0,878;0,5854;1,4634;0,514
95;30/05/2023;09:30;TURKEY;2. LIG PLAY OFFS - QUARTER-FINALS;Trabzon FK;Iskenderunspor;25;42;1,119;28;41;1,0976;0,5952;0,6829;1,2781;0,4065
96;30/05/2023;14:00;TURKEY;2. LIG PLAY OFFS - QUARTER-FINALS;24 Erzincanspor;Erokspor;25;43;0,8605;34;43;1,5814;0,5814;0,7907;1,3721;0,4597
97;30/05/2023;20:30;USA;USL LEAGUE TWO;West Chester Utd;Philadelphia Lone Star;32;40;1,275;21;30;1,5;0,8;0,7;1,5;0,56
98;30/05/2023;21:30;USA;USL LEAGUE TWO;Boston City;Western Mass Pioneers;9;15;1,0;30;40;1,475;0,6;0,75;1,35;0,45
99;30/05/2023;21:30;USA;USL LEAGUE TWO;North Alabama SC;Asheville City;1;2;1,0;20;27;1,5185;0,5;0,7407;1,2407;0,3704
100;30/05/2023;20:30;USA;NISA;Club de Lyon;Albion San Diego;3;6;0,8333;25;32;1,4375;0,5;0,7812;1,2812;0,3906
101;30/05/2023;08:00;VIETNAM;V.LEAGUE 1 - ROUND 10;Binh Dinh;Hai Phong;25;43;0,907;32;43;1,3256;0,5814;0,7442;1,3256;0,4327
102;30/05/2023;09:15;VIETNAM;V.LEAGUE 1 - ROUND 10;Cong An;Khanh Hoa;24;43;1,0465;24;43;0,7907;0,5581;0,5581;1,1162;0,3115
103;30/05/2023;05:30;VIETNAM;V.LEAGUE 2 - ROUND 6;Hoa Binh;TTBD Phu Dong;5;7;1,1429;29;43;1,2326;0,7143;0,6744;1,3887;0,4817
104;30/05/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 6;BHTS Quang Nam;Hue;26;43;1,0465;26;43;0,8605;0,6047;0,6047;1,2094;0,3657
