Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
31;29/07/2023;10:00;MACAO;ELITE LEAGUE - ROUND 18;Benfica;Sporting Macau;26;30;1,8667;26;30;2,0333;0,8667;0,8667;1,7334
32;29/07/2023;03:00;AUSTRALIA;NPL VICTORIA - ROUND 24;St Albans;North Geelong;23;30;1,2333;29;30;1,9667;0,7667;0,9667;1,7334
33;29/07/2023;13:00;ICELAND;DIVISION 2 - ROUND 14;Volsungur;Olafsvik;27;30;1,5333;25;30;1,9;0,9;0,8333;1,7333
34;29/07/2023;05:15;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Velke Hamry;Trutnov;27;30;1,7333;25;30;1,9667;0,9;0,8333;1,7333
35;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Bahlinger (Ger);Villingen (Ger);25;30;1,7;27;30;1,7333;0,8333;0,9;1,7333
36;29/07/2023;11:00;ICELAND;DIVISION 2 - ROUND 14;Hottur / Huginn;KFG Gardabaer;25;30;1,5;27;30;1,9333;0,8333;0,9;1,7333
37;29/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Velky Biel;Bernolakovo;2;2;3,0;22;30;1,2333;1,0;0,7333;1,7333
38;29/07/2023;12:00;WORLD;CLUB FRIENDLY;Parma (Ita);Bochum (Ger);24;30;1,2667;28;30;1,6333;0,8;0,9333;1,7333
39;29/07/2023;13:30;ESTONIA;ESTONIAN CUP - 1/32-FINALS;Helm;Parnu;6;7;1,7143;26;30;1,6333;0,8571;0,8667;1,7238
40;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Horndean (Eng);Beaconsfield Town (Eng);8;9;1,4444;25;30;1,9667;0,8889;0,8333;1,7222
41;29/07/2023;04:00;AUSTRALIA;NPL WESTERN AUSTRALIA - ROUND 19;Cockburn City;Olympic Kingsway;25;30;1,5333;23;26;1,7308;0,8333;0,8846;1,7179
42;29/07/2023;11:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Stara Bystrica;TJ Visnove;4;5;1,4;10;11;2,0909;0,8;0,9091;1,7091
43;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Horsham FC (Eng);Worthing (Eng);23;30;1,5;28;30;2,0667;0,7667;0,9333;1,7
44;29/07/2023;05:30;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Prestice;Ostrov;23;30;1,2667;28;30;3,0;0,7667;0,9333;1,7
45;29/07/2023;05:15;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Olympie Brezova;Marianske Lazne;25;30;1,8333;26;30;1,5667;0,8333;0,8667;1,7
46;29/07/2023;05:15;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Hrebec;Ujezd Prague;26;30;1,7667;25;30;1,6667;0,8667;0,8333;1,7
47;29/07/2023;14:00;WORLD;CLUB FRIENDLY;Hoboken (Bel);Boom (Bel);3;3;2,0;21;30;1,3667;1,0;0,7;1,7
48;29/07/2023;13:00;ICELAND;DIVISION 2 - ROUND 14;Dalvik/Reynir;Haukar;25;30;1,6333;26;30;1,5667;0,8333;0,8667;1,7
49;29/07/2023;13:00;ICELAND;DIVISION 2 - ROUND 14;IR Reykjavik;Fjallabyggd;25;30;1,6;26;30;1,8667;0,8333;0,8667;1,7
50;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Letohrad;Hlinsko;24;30;1,9333;27;30;1,8667;0,8;0,9;1,7
51;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Tachov;Klatovy;25;30;2,3333;26;30;1,8333;0,8333;0,8667;1,7
52;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Tamworth (Eng);Barwell (Eng);27;30;1,5;24;30;1,5667;0,9;0,8;1,7
53;29/07/2023;06:30;WORLD;CLUB FRIENDLY;Pattaya Dolphins (Tha);Trat FC (Tha);1;1;3,0;21;30;1,0333;1,0;0,7;1,7
54;29/07/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Ferencvaros W (Hun);Slovacko W (Cze);27;30;3,3667;24;30;1,7667;0,9;0,8;1,7
55;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Stamford (Eng);Boston Utd (Eng);29;30;1,8333;22;30;1,4667;0,9667;0,7333;1,7
56;29/07/2023;05:30;WORLD;CLUB FRIENDLY;Usti nad Labem (Cze);Karlovy Vary (Cze);26;30;2,0;25;30;1,5;0,8667;0,8333;1,7
57;29/07/2023;06:30;WORLD;CLUB FRIENDLY;Katwijk (Ned);HFC (Ned);25;30;1,7333;26;30;1,3333;0,8333;0,8667;1,7
58;29/07/2023;08:00;FINLAND;KANSALLINEN LIIGA WOMEN;Ilves W;HJK W;26;30;1,6;25;30;1,5;0,8667;0,8333;1,7
59;29/07/2023;08:00;WORLD;CLUB FRIENDLY WOMEN;Ostrava W (Cze);Trnava W (Svk);28;30;2,3333;23;30;2,1;0,9333;0,7667;1,7
60;29/07/2023;04:00;AUSTRALIA;NPL ACT - ROUND 16;Tuggeranong Utd;Canberra Croatia;24;30;1,5;27;30;1,6333;0,8;0,9;1,7
61;29/07/2023;02:00;AUSTRALIA;NPL ACT - ROUND 16;Tigers FC;West Canberra Wanderers;25;30;1,7333;26;30;2,3;0,8333;0,8667;1,7
62;29/07/2023;03:30;AUSTRALIA;NPL TASMANIA - ROUND 15;Glenorchy Knights;Launceston United;23;30;1,5333;13;14;2,5;0,7667;0,9286;1,6953
63;29/07/2023;13:00;ESTONIA;ESTONIAN CUP - 1/32-FINALS;Raplamaa;Haapsalu;8;10;2,0;17;19;2,3684;0,8;0,8947;1,6947
64;29/07/2023;10:30;WALES;CYMRU NORTH - ROUND 1;Caersws FC;Llandudno;16;18;1,8333;24;30;1,3333;0,8889;0,8;1,6889
65;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Chipstead (Eng);Erith & Belvedere (Eng);20;26;1,4231;11;12;2,0;0,7692;0,9167;1,6859
66;29/07/2023;02:00;AUSTRALIA;NPL VICTORIA - ROUND 24;Moreland City;Heidelberg Utd;21;24;1,7083;24;30;1,4333;0,875;0,8;1,675
67;29/07/2023;10:00;WORLD;CLUB FRIENDLY;Celtic (Sco);Wolves (Eng);26;30;1,7333;24;30;1,2;0,8667;0,8;1,6667
68;29/07/2023;06:30;MALAYSIA;SUPER LEAGUE - ROUND 18;Kuala Lumpur City;Kelantan;23;30;1,5667;27;30;2,1667;0,7667;0,9;1,6667
69;29/07/2023;04:00;AUSTRALIA;NPL WESTERN AUSTRALIA - ROUND 19;Perth Glory U21;Inglewood Utd;26;30;2,1;24;30;1,5333;0,8667;0,8;1,6667
70;29/07/2023;04:00;AUSTRALIA;NPL WESTERN AUSTRALIA - ROUND 19;Floreat Athena;Perth SC;26;30;1,7667;24;30;1,5667;0,8667;0,8;1,6667
71;29/07/2023;13:00;WORLD;CLUB FRIENDLY;Angers (Fra);Bordeaux (Fra);26;30;1,4333;24;30;1,2;0,8667;0,8;1,6667
72;29/07/2023;10:30;WALES;CYMRU NORTH - ROUND 1;Prestatyn;Gresford;26;30;2,0;24;30;1,2667;0,8667;0,8;1,6667
73;29/07/2023;11:00;ICELAND;DIVISION 2 - ROUND 14;Throttur Vogar;Sindri;25;30;1,3333;25;30;1,8667;0,8333;0,8333;1,6666
74;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Blackpool (Eng);Hibernian (Sco);25;30;1,3333;25;30;1,5;0,8333;0,8333;1,6666
75;29/07/2023;08:30;WORLD;CLUB FRIENDLY;Spennymoor (Eng);Middlesbrough U21 (Eng);25;30;1,6;25;30;1,7667;0,8333;0,8333;1,6666
76;29/07/2023;07:00;WORLD;CLUB FRIENDLY;Ishoj IF (Den);Avarta (Den);25;30;1,7;25;30;1,6;0,8333;0,8333;1,6666
77;29/07/2023;07:00;WORLD;CLUB FRIENDLY;Hellerup (Den);Vanlose (Den);25;30;1,5;25;30;1,3333;0,8333;0,8333;1,6666
78;29/07/2023;02:00;AUSTRALIA;NPL NSW - ROUND 26;Bulls Academy;WS Wanderers U21;25;30;1,5667;25;30;1,7;0,8333;0,8333;1,6666
79;29/07/2023;04:45;AUSTRALIA;NPL ACT - ROUND 16;Monaro Panthers;Gungahlin;22;30;1,2;28;30;2,1;0,7333;0,9333;1,6666
80;29/07/2023;13:00;ESTONIA;ESTONIAN CUP - 1/32-FINALS;Maksatransport;Loo JK;6;7;2,0;8;10;2,4;0,8571;0,8;1,6571
81;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Thatcham (Eng);Hungerford (Eng);14;16;1,6875;23;30;1,5667;0,875;0,7667;1,6417
82;29/07/2023;23:30;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 2;Herediano;Zeledon;26;30;1,4;23;30;1,2667;0,8667;0,7667;1,6334
83;29/07/2023;12:00;AUSTRIA;BUNDESLIGA - ROUND 1;Hartberg;A. Lustenau;26;30;1,5;23;30;1,7;0,8667;0,7667;1,6334
84;29/07/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 18;Johor DT;Selangor;26;30;1,8;23;30;1,5;0,8667;0,7667;1,6334
85;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Worksop (Eng);Harborough (Eng);29;30;2,0;6;9;1,5556;0,9667;0,6667;1,6334
86;29/07/2023;05:00;WORLD;CLUB FRIENDLY;Slavia Prague B (Cze);Zivanice (Cze);23;30;1,6;26;30;1,5;0,7667;0,8667;1,6334
87;29/07/2023;22:00;USA;USL CHAMPIONSHIP;San Antonio;Hartford Athletic;24;30;1,4;25;30;1,6;0,8;0,8333;1,6333
88;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Arminia Bielefeld (Ger);Steinbach Haiger (Ger);25;30;1,5;24;30;1,7333;0,8333;0,8;1,6333
89;29/07/2023;12:30;SWEDEN;ALLSVENSKAN - ROUND 17;Degerfors;Brommapojkarna;25;30;1,4333;24;30;1,4;0,8333;0,8;1,6333
90;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Rymarov;Krnov;24;30;1,5333;25;30;1,6667;0,8;0,8333;1,6333
91;29/07/2023;13:00;SLOVAKIA;SLOVAK CUP - 1/256-FINALS;Svaty Jur;NSK 1922 Bratislava;28;30;2,9667;21;30;1,2667;0,9333;0,7;1,6333
92;29/07/2023;12:00;SLOVAKIA;2. LIGA - ROUND 1;Petrzalka;Pohronie;24;30;1,4667;25;30;1,3333;0,8;0,8333;1,6333
93;29/07/2023;07:00;WORLD;CLUB FRIENDLY;AB Copenhagen (Den);FA 2000 (Den);25;30;1,6667;24;30;1,1667;0,8333;0,8;1,6333
94;29/07/2023;09:00;FINLAND;KANSALLINEN LIIGA WOMEN;KuPS W;TPS W;28;30;2,3333;21;30;1,1;0,9333;0,7;1,6333
95;29/07/2023;08:00;GERMANY;2. BUNDESLIGA - ROUND 1;Hannover;Elversberg;25;30;1,6667;24;30;1,6667;0,8333;0,8;1,6333
96;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Skastice;Rosice;27;30;1,6667;22;30;1,1667;0,9;0,7333;1,6333
97;29/07/2023;04:00;AUSTRALIA;NPL WESTERN AUSTRALIA - ROUND 19;Bayswater;Balcatta;24;30;1,9;25;30;1,5;0,8;0,8333;1,6333
98;29/07/2023;11:00;ICELAND;DIVISION 1 - ROUND 14;Njardvik;Grindavik;25;30;1,7333;24;30;1,4333;0,8333;0,8;1,6333
99;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Fulda-Lehnerz (Ger);Mainz II (Ger);25;30;1,5667;24;30;1,4;0,8333;0,8;1,6333
100;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Libisany;Novy Bydzov;28;30;2,4;21;30;1,3333;0,9333;0,7;1,6333
101;29/07/2023;14:00;WORLD;CLUB FRIENDLY;Cappellen (Bel);Lierse K. (Bel);24;30;1,3667;25;30;1,6333;0,8;0,8333;1,6333
102;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Holesov;Uhersky Brod;25;30;1,5;24;30;1,4667;0,8333;0,8;1,6333
103;29/07/2023;23:00;USA;USL CHAMPIONSHIP;Orange County SC;New Mexico;27;30;1,6333;22;30;1,3333;0,9;0,7333;1,6333
104;29/07/2023;10:30;WALES;CYMRU NORTH - ROUND 1;Holywell;Porthmadog;25;30;1,4667;24;30;1,4;0,8333;0,8;1,6333
105;29/07/2023;14:00;ICELAND;BESTA DEILD WOMEN - ROUND 14;Selfoss W;Keflavik W;27;30;1,4333;22;30;1,3;0,9;0,7333;1,6333
106;29/07/2023;10:30;WALES;CYMRU NORTH - ROUND 1;Airbus;Guilsfield;24;30;1,6;25;30;1,7667;0,8;0,8333;1,6333
107;29/07/2023;10:30;WALES;CYMRU SOUTH - ROUND 1;Llantwit Major;Carmarthen Town;25;30;1,5;24;30;1,8333;0,8333;0,8;1,6333
108;29/07/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 2;Sigma Olomouc;Karvina;25;30;1,5;24;30;1,7;0,8333;0,8;1,6333
109;29/07/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 21;Vaca Diez;Wilstermann;26;29;1,5517;22;30;1,3667;0,8966;0,7333;1,6299
110;29/07/2023;07:30;WORLD;CLUB FRIENDLY;Piast Gliwice 2 (Pol);Pawlowice (Pol);11;13;1,2308;23;30;1,5667;0,8462;0,7667;1,6129
111;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Widnes (Eng);Lancaster (Eng);14;18;1,5;25;30;1,4;0,7778;0,8333;1,6111
112;29/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Jacovce;Banik Prievidza;10;11;2,2727;21;30;1,2667;0,9091;0,7;1,6091
113;29/07/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 23;Ferro Gen. Pico;Biblioteca Atenas;23;30;1,2333;16;19;1,2632;0,7667;0,8421;1,6088
114;29/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Tempo Prague;SK Kladno;26;30;1,9333;22;30;1,9;0,8667;0,7333;1,6
115;29/07/2023;05:00;WORLD;CLUB FRIENDLY;Bohemians 1905 B (Cze);Velvary (Cze);25;30;2,0333;23;30;1,3;0,8333;0,7667;1,6
116;29/07/2023;10:00;WORLD;CLUB FRIENDLY;Wolfsburg (Ger);Lens (Fra);24;30;1,6;24;30;1,6667;0,8;0,8;1,6
117;29/07/2023;07:00;WORLD;WORLD CUP WOMEN - ROUND 2;France W;Brazil W;24;30;2,1667;24;30;1,5333;0,8;0,8;1,6
118;29/07/2023;05:15;WORLD;CLUB FRIENDLY;Admira Prague (Cze);Teplice B (Cze);24;30;1,2667;24;30;1,6667;0,8;0,8;1,6
119;29/07/2023;05:15;WORLD;CLUB FRIENDLY;Lisen B (Cze);Brno B (Cze);23;30;1,7;25;30;1,7333;0,7667;0,8333;1,6
120;29/07/2023;13:00;SLOVENIA;2. SNL - ROUND 1;Grosuplje;ND Gorica;26;30;1,3667;22;30;1,3333;0,8667;0,7333;1,6
121;29/07/2023;12:00;RUSSIA;FNL - ROUND 3;Saratov;SKA Khabarovsk;26;30;1,6;22;30;1,1667;0,8667;0,7333;1,6
122;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Saarbrucken (Ger);Union Titus Petange (Lux);25;30;1,4;23;30;1,8667;0,8333;0,7667;1,6
123;29/07/2023;20:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 4;Ameliano;Libertad Asuncion;24;30;1,2333;24;30;1,2333;0,8;0,8;1,6
124;29/07/2023;20:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;Cruz Azul;Atlanta Utd;23;30;1,0;25;30;1,5;0,7667;0,8333;1,6
125;29/07/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 14;Hafnarfjordur W;Breidablik W;25;30;1,5333;23;30;1,4333;0,8333;0,7667;1,6
126;29/07/2023;12:00;ICELAND;BESTA DEILD WOMEN - ROUND 14;Stjarnan W;Tindastoll W;24;30;1,6;24;30;1,4667;0,8;0,8;1,6
127;29/07/2023;10:00;WORLD;CLUB FRIENDLY;Coleraine (Nir);Ards (Nir);24;30;1,3;24;30;1,5667;0,8;0,8;1,6
128;29/07/2023;10:00;WORLD;CLUB FRIENDLY;Esbjerg (Den);F. Amager (Den);24;30;1,4667;24;30;1,7333;0,8;0,8;1,6
129;29/07/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;SGS Essen W (Ger);Leuven W (Bel);22;30;1,6333;26;30;1,7667;0,7333;0,8667;1,6
130;29/07/2023;08:00;VIETNAM;V.LEAGUE 1 - RELEGATION GROUP - ROUND 3;Song Lam Nghe An;Binh Duong;24;30;1,3;24;30;1,4333;0,8;0,8;1,6
131;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Shrewsbury (Eng);Notts Co (Eng);21;30;1,3;27;30;1,6333;0,7;0,9;1,6
132;29/07/2023;04:00;AUSTRALIA;NPL WESTERN AUSTRALIA - ROUND 19;Stirling Macedonia;Sorrento;24;30;1,2333;24;30;1,7667;0,8;0,8;1,6
133;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Oldham (Eng);Mansfield (Eng);22;30;1,1;26;30;1,5333;0,7333;0,8667;1,6
134;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Oxford Utd (Eng);QPR (Eng);24;30;1,2;24;30;1,3;0,8;0,8;1,6
135;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Roda (Ned);Oostende (Bel);22;30;1,2333;26;30;1,3667;0,7333;0,8667;1,6
136;29/07/2023;13:00;WORLD;CLUB FRIENDLY;Les Herbiers (Fra);Le Mans (Fra);25;30;1,5667;23;30;1,2333;0,8333;0,7667;1,6
137;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Southampton (Eng);AZ Alkmaar (Ned);23;30;1,4;25;30;1,6667;0,7667;0,8333;1,6
138;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Stratford (Eng);Bedworth United (Eng);26;30;1,6;22;30;1,1333;0,8667;0,7333;1,6
139;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Tonbridge (Eng);Margate (Eng);23;30;1,6333;25;30;1,4;0,7667;0,8333;1,6
140;29/07/2023;05:15;AUSTRALIA;NPL VICTORIA - ROUND 24;Altona Magic;South Melbourne;24;30;1,5667;24;30;1,3;0,8;0,8;1,6
141;29/07/2023;16:00;CHILE;PRIMERA DIVISION - ROUND 19;Cobresal;U. Catolica;24;30;1,6;24;30;1,4;0,8;0,8;1,6
142;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Haringey (Eng);St. Albans (Eng);24;30;1,4333;24;30;1,5667;0,8;0,8;1,6
143;29/07/2023;15:45;BELGIUM;JUPILER PRO LEAGUE - ROUND 1;RWDM;Genk;21;30;1,1667;27;30;1,6333;0,7;0,9;1,6
144;29/07/2023;13:15;BELGIUM;JUPILER PRO LEAGUE - ROUND 1;Charleroi;Leuven;24;30;1,2333;24;30;1,5667;0,8;0,8;1,6
145;29/07/2023;11:00;BELGIUM;JUPILER PRO LEAGUE - ROUND 1;Eupen;Westerlo;24;30;1,8;24;30;1,5667;0,8;0,8;1,6
146;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Wealdstone (Eng);Nottingham U23 (Eng);25;30;1,2667;23;30;1,6333;0,8333;0,7667;1,6
147;29/07/2023;10:00;WORLD;CLUB FRIENDLY;Bognor Regis (Eng);Chichester (Eng);27;30;1,5667;16;23;1,3043;0,9;0,6957;1,5957
148;29/07/2023;09:30;WORLD;CLUB FRIENDLY;Lisse (Ned);SC Feyenoord (Ned);20;30;1,3333;11;12;1,4167;0,6667;0,9167;1,5834
149;29/07/2023;12:30;WORLD;CLUB FRIENDLY;Gaziantep (Tur);Istanbulspor AS (Tur);20;28;1,0714;26;30;1,4;0,7143;0,8667;1,581
150;29/07/2023;12:00;WORLD;CLUB FRIENDLY;Jeunesse Esch (Lux);Bettembourg (Lux);20;30;1,5333;10;11;1,7273;0,6667;0,9091;1,5758
151;29/07/2023;11:00;WORLD;CLUB FRIENDLY;East Grinstead (Eng);Kingstonian (Eng);17;23;1,6087;25;30;1,4;0,7391;0,8333;1,5724
152;29/07/2023;13:00;ICELAND;BESTA DEILD WOMEN - ROUND 14;IBV Vestmannaeyjar W;Valur W;24;30;1,6333;23;30;1,4;0,8;0,7667;1,5667
153;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Bournemouth (Eng);Atalanta (Ita);24;30;1,4333;23;30;1,7;0,8;0,7667;1,5667
154;29/07/2023;12:00;WORLD;CLUB FRIENDLY;Zapy (Cze);Domazlice (Cze);23;30;1,5;24;30;1,7333;0,7667;0,8;1,5667
155;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Snina (Svk);Vranov (Svk);27;30;1,6333;20;30;1,3;0,9;0,6667;1,5667
156;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Billericay (Eng);Dartford (Eng);21;30;1,0;26;30;1,4;0,7;0,8667;1,5667
157;29/07/2023;13:00;ICELAND;BESTA DEILD WOMEN - ROUND 14;Thor/KA W;Throttur W;23;30;1,4667;24;30;1,5333;0,7667;0,8;1,5667
158;29/07/2023;09:00;WORLD;CLUB FRIENDLY;Straelen (Ger);Lotte (Ger);23;30;1,2667;24;30;1,5667;0,7667;0,8;1,5667
159;29/07/2023;22:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 3;Atlas W;Juarez W;23;30;1,6;24;30;1,6667;0,7667;0,8;1,5667
160;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Bedford (Eng);QPR (Eng);23;30;1,5333;24;30;1,3;0,7667;0,8;1,5667
161;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Basford (Eng);North Ferriby (Eng);21;30;1,1;26;30;1,6333;0,7;0,8667;1,5667
162;29/07/2023;12:00;SLOVAKIA;2. LIGA - ROUND 1;D. Kubin;Zilina B;21;30;1,4333;26;30;2,1667;0,7;0,8667;1,5667
163;29/07/2023;11:00;WORLD;CLUB FRIENDLY;Accrington (Eng);York City (Eng);23;30;1,2333;24;30;1,2;0,7667;0,8;1,5667
164;29/07/2023;00:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 3;U.A.N.L.- Tigres W;Mazatlan FC W;23;30;1,5333;24;30;1,8;0,7667;0,8;1,5667
