Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
36;22/08/2023;05:00;MONGOLIA;PREMIER LEAGUE - ROUND 4;Deren;Khangarid;15;20;16;20;0,75;0,8;1,55;1,7;1,4526;1,7;1,382;3,4
37;22/08/2023;19:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Independiente;Esteli;14;20;17;20;0,7;0,85;1,55;1,2;1,0296;1,45;1,0712;2,65
38;22/08/2023;15:30;WORLD;CLUB FRIENDLY;Loja (Esp);Huetor Tajar (Esp);14;20;17;20;0,7;0,85;1,55;1,1;0,9434;1,85;1,2757;2,95
39;22/08/2023;07:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 3;Portimonense U23;Benfica U23;14;20;17;20;0,7;0,85;1,55;1,3;1,0536;1,55;0,9206;2,85
40;22/08/2023;13:30;AUSTRIA;2. LIGA - ROUND 2;Horn;Liefering;15;20;16;20;0,75;0,8;1,55;1,45;1,0235;1,35;0,9631;2,8
41;22/08/2023;22:00;MEXICO;LIGA MX - APERTURA - ROUND 5;Guadalajara Chivas;Club Tijuana;15;20;16;20;0,75;0,8;1,55;1,45;1,2031;1,5;0,9747;2,95
42;22/08/2023;12:30;WORLD;FRIENDLY INTERNATIONAL;Italy U16;England U16;18;20;13;20;0,9;0,65;1,55;1,6;1,1136;0,95;0,8646;2,55
43;22/08/2023;14:30;WORLD;FRIENDLY INTERNATIONAL;Montenegro U19;Bosnia & Herzegovina U19;15;20;15;20;0,75;0,75;1,5;1,35;1,1079;1,25;0,9937;2,6
44;22/08/2023;13:00;WORLD;FRIENDLY INTERNATIONAL;Italy U17;Slovenia U17;18;20;12;20;0,9;0,6;1,5;1,55;0,9206;1,15;1,1948;2,7
45;22/08/2023;15:30;ITALY;SUPERCOPPA PRIMAVERA - FINAL;Lecce U19;AS Roma U19;13;20;17;20;0,65;0,85;1,5;0,95;0,8646;1,7;1,1;2,65
46;22/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Rosengard;Helsingborg;16;20;14;20;0,8;0,7;1,5;1,45;1,244;0,95;0,8047;2,4
47;22/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Linlithgow Rose;Gala Fairydean;14;20;16;20;0,7;0,8;1,5;1,85;1,711;1,75;1,337;3,6
48;22/08/2023;12:50;SAUDI ARABIA;DIVISION 1 - ROUND 2;Al Safa;Al Batin;14;20;16;20;0,7;0,8;1,5;1,25;1,0897;1,65;1,2757;2,9
49;22/08/2023;15:30;ENGLAND;EFL TROPHY;Stockport County;Manchester Utd U21;14;20;16;20;0,7;0,8;1,5;1,0;0,8367;1,65;1,1079;2,65
50;22/08/2023;17:15;PERU;LIGA 2 - ROUND 21;Pirata;Alfonso Ugarte;14;20;16;20;0,7;0,8;1,5;1,1;0,995;1,25;1,0428;2,35
51;22/08/2023;09:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Miass;Amkar;15;20;15;20;0,75;0,75;1,5;1,35;1,1522;1,3;1,2288;2,65
52;22/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Antwerp (Bel);AEK Athens FC (Gre);15;20;15;20;0,75;0,75;1,5;1,25;1,0897;1,15;0,8529;2,4
53;22/08/2023;08:30;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Zhejiang Professional (Chn);Port MTI FC (Tha);16;20;14;20;0,8;0,7;1,5;1,55;1,0712;1,05;0,8646;2,6
54;22/08/2023;15:00;ENGLAND;EFL TROPHY;Swindon;Arsenal U21;16;20;14;20;0,8;0,7;1,5;1,4;1,3565;1,45;1,3592;2,85
55;22/08/2023;13:00;ASIA;AFC CUP - QUALIFICATION - PLAY OFFS - FINAL;Al Khalidiyah (Bhr);Al Nahda (Oma);16;20;14;20;0,8;0,7;1,5;1,55;1,0712;1,05;1,1169;2,6
56;22/08/2023;15:45;ENGLAND;NPL PREMIER DIVISION - ROUND 4;Gainsborough;Guiseley;14;20;16;20;0,7;0,8;1,5;1,25;1,0428;1,05;0,8646;2,3
57;22/08/2023;15:00;ENGLAND;EFL TROPHY;Walsall;Brighton U21;14;20;16;20;0,7;0,8;1,5;1,4;1,2806;1,65;1,2359;3,05
58;22/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 6;Yantra Gabrovo;Septemvri Sofia;12;20;18;20;0,6;0,9;1,5;1,25;1,2196;1,35;0,9631;2,6
59;22/08/2023;15:45;ENGLAND;EFL TROPHY;Portsmouth;Fulham U21;12;20;17;20;0,6;0,85;1,45;0,9;0,8307;1,75;1,1779;2,65
60;22/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 20;Penang;Kedah;14;20;15;20;0,7;0,75;1,45;1,55;1,3955;1,35;1,1079;2,9
61;22/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Sollentuna;Gefle;15;20;14;20;0,75;0,7;1,45;1,75;1,6696;1,05;0,9734;2,8
62;22/08/2023;07:00;SOUTH KOREA;WK LEAGUE WOMEN - ROUND 19;Changnyeong W;Boeun Sangmu W;13;20;16;20;0,65;0,8;1,45;0,85;0,7263;1,5;1,0724;2,35
63;22/08/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - QUARTER-FINALS;Bolivar (Bol);Internacional (Bra);16;20;13;20;0,8;0,65;1,45;1,3;0,8426;1,25;1,0897;2,55
64;22/08/2023;08:00;ASIA;AFC CUP - QUALIFICATION - PLAY OFFS - FINAL;Khujand (Taj);Merw (Tkm);16;20;13;20;0,8;0,65;1,45;1,2;0,8718;1,3;1,3077;2,5
65;22/08/2023;12:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 3;Leixoes U23;Vizela U23;14;20;15;20;0,7;0,75;1,45;1,3;1,1874;1,55;1,2031;2,85
66;22/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 1;Linfield;Cliftonville;12;20;17;20;0,6;0,85;1,45;1,0;1,0488;1,75;1,0428;2,75
67;22/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 1;Crusaders;Carrick Rangers;14;20;15;20;0,7;0,75;1,45;1,2;1,0296;1,55;1,1169;2,75
68;22/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;FAS;Olimpia;13;20;16;20;0,65;0,8;1,45;1,25;1,26;1,35;1,0137;2,6
69;22/08/2023;14:30;WORLD;CLUB FRIENDLY WOMEN;Feyenoord W (Ned);Utrecht W (Ned);12;20;17;20;0,6;0,85;1,45;0,95;0,9206;1,55;1,0235;2,5
70;22/08/2023;15:00;EUROPE;PREMIER LEAGUE INTERNATIONAL CUP;West Ham U21;Valencia B;17;20;12;20;0,85;0,6;1,45;1,5;1,0247;0,75;0,7665;2,25
71;22/08/2023;15:45;ENGLAND;NPL PREMIER DIVISION - ROUND 4;Workington;Radcliffe;18;20;11;20;0,9;0,55;1,45;2,1;1,0909;0,9;1,044;3,0
72;22/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Naestved;B.93;17;20;12;20;0,85;0,6;1,45;1,6;1,0677;1,7;2,2159;3,3
73;22/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Fredericia;Horsens;13;20;16;20;0,65;0,8;1,45;1,35;1,5898;1,2;0,7483;2,55
74;22/08/2023;13:00;ESTONIA;ESTONIAN CUP - 1/16-FINALS;Nomme Utd;Eston Villa;14;20;11;15;0,7;0,7333;1,4333;1,75;1,7571;1,8;1,4697;3,55
75;22/08/2023;08:30;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Shanghai Port (Chn);Pathum United (Tha);13;20;15;20;0,65;0,75;1,4;1,15;1,0618;1,3;1,0536;2,45
76;22/08/2023;07:30;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Incheon (Kor);Hai Phong (Vie);14;20;14;20;0,7;0,7;1,4;1,2;1,1662;1,2;1,077;2,4
77;22/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Velez Sarsfield 2;Independiente 2;12;20;16;20;0,6;0,8;1,4;0,95;0,9206;1,3;0,8426;2,25
78;22/08/2023;13:00;ROMANIA;LIGA 2 - ROUND 3;Chindia Targoviste;Gloria Buzau;15;20;13;20;0,75;0,65;1,4;1,0;0,7746;1,1;1,1358;2,1
79;22/08/2023;15:00;BRAZIL;COPA DO BRASIL U20 - 1/16-FINALS;Corinthians U20;Chapecoense-SC U20;14;20;14;20;0,7;0,7;1,4;1,25;1,1779;1,4;1,2806;2,65
80;22/08/2023;11:30;PORTUGAL;LIGA REVELACAO U23 - ROUND 3;Estoril U23;Mafra U23;15;20;13;20;0,75;0,65;1,4;1,5;1,0724;1,15;1,0137;2,65
81;22/08/2023;00:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;Monterrey W;Juarez W;14;20;14;20;0,7;0,7;1,4;1,7;1,5199;1,65;1,4239;3,35
82;22/08/2023;13:00;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Tractor (Irn);Al Sharjah (Uae);12;20;16;20;0,6;0,8;1,4;1,4;1,5937;1,45;1,3219;2,85
83;22/08/2023;13:00;WORLD;CLUB FRIENDLY WOMEN;Alaves W (Esp);Granadilla Tenerife W (Esp);15;20;13;20;0,75;0,65;1,4;1,25;1,1347;1,2;1,249;2,45
84;22/08/2023;15:45;SCOTLAND;LEAGUE ONE - ROUND 3;Falkirk;Stirling;15;20;13;20;0,75;0,65;1,4;1,5;1,3229;1,15;1,0618;2,65
85;22/08/2023;14:00;BELARUS;VYSSHAYA LIGA - ROUND 18;Neman;FC Gomel;11;20;16;20;0,55;0,8;1,35;0,95;1,1169;1,4;1,0677;2,35
86;22/08/2023;21:30;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - QUARTER-FINALS;Corinthians (Bra);Estudiantes L.P. (Arg);13;20;14;20;0,65;0,7;1,35;0,85;0,7263;1,25;1,1347;2,1
87;22/08/2023;12:30;FINLAND;YKKONEN;JJK Jyvaskyla;Ekenas;13;20;14;20;0,65;0,7;1,35;1,15;1,2757;1,4;1,241;2,55
88;22/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Astrakhan;R. Volgograd;16;20;11;20;0,8;0,55;1,35;1,4;1,0677;1,05;1,2031;2,45
89;22/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Hearts B;Tranent;14;20;13;20;0,7;0,65;1,35;1,45;1,1169;1,3;1,1874;2,75
90;22/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IFK Lulea;AFC Eskilstuna;13;20;14;20;0,65;0,7;1,35;1,0;0,9487;1,15;0,9631;2,15
91;22/08/2023;14:30;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Al Arabi (Qat);OKMK (Uzb);16;20;11;20;0,8;0,55;1,35;1,45;1,1608;0,9;0,9434;2,35
92;22/08/2023;09:30;INDIA;DURAND CUP;Bengaluru FC;Gokulam;13;20;14;20;0,65;0,7;1,35;1,15;0,9631;1,1;1,044;2,25
93;22/08/2023;22:00;MEXICO;LIGA MX - APERTURA - ROUND 5;Mazatlan FC;Puebla;15;20;12;20;0,75;0,6;1,35;1,15;0,9097;1,25;1,26;2,4
94;22/08/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 6;Atletico La Paz;Leones Negros;15;20;12;20;0,75;0,6;1,35;1,05;0,9734;1,0;1,1832;2,05
95;22/08/2023;00:10;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 7;Santos Laguna W;U.A.N.L.- Tigres W;13;20;14;20;0,65;0,7;1,35;1,35;1,4925;1,7;1,6763;3,05
96;22/08/2023;14:20;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Al Nassr (Sau);Shabab Al-Ahli Dubai (Uae);13;20;13;20;0,65;0,65;1,3;1,25;1,299;1,15;1,0618;2,4
97;22/08/2023;07:00;SOUTH KOREA;WK LEAGUE WOMEN - ROUND 19;Suwon FC W;Seoul W;13;20;13;20;0,65;0,65;1,3;1,15;1,1948;1,4;1,4629;2,55
98;22/08/2023;09:00;ENGLAND;PROFESSIONAL DEVELOPMENT LEAGUE;Bristol City U21;Sheffield Utd U21;10;20;16;20;0,5;0,8;1,3;1,0;1,1832;1,5;1,0724;2,5
99;22/08/2023;13:05;SAUDI ARABIA;DIVISION 1 - ROUND 2;Al-Qaisumah;Al Jabalain;12;20;14;20;0,6;0,7;1,3;0,8;0,7483;1,0;0,8367;1,8
100;22/08/2023;10:30;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Chelyabinsk;Omsk;12;20;14;20;0,6;0,7;1,3;0,9;0,9434;1,1;0,8307;2,0
101;22/08/2023;10:00;TANZANIA;LIGI KUU BARA - ROUND 1;Singida Fountain Gate;Tanzania Prisons;13;20;13;20;0,65;0,65;1,3;1,05;0,9734;0,95;0,9206;2,0
102;22/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Argentinos Jrs 2;Arsenal Sarandi 2;13;20;13;20;0,65;0,65;1,3;1,0;0,8944;1,05;1,0712;2,05
103;22/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Cartagines;Jocoro;14;20;12;20;0,7;0,6;1,3;1,4;1,1576;1,15;1,0618;2,55
104;22/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IFK Berga;Varnamo;13;20;13;20;0,65;0,65;1,3;1,2;1,3266;1,15;1,0137;2,35
105;22/08/2023;20:15;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;12 de Octubre;Colegiales;13;20;13;20;0,65;0,65;1,3;1,4;1,3191;1,2;1,077;2,6
106;22/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 8;Piracicaba;Oeste;15;20;11;20;0,75;0,55;1,3;1,1;0,8888;0,8;0,9274;1,9
107;22/08/2023;15:00;ARGENTINA;PRIMERA A WOMEN - CLAUSURA - ROUND 1;San Lorenzo W;Belgrano W;13;20;12;19;0,65;0,6316;1,2816;1,15;1,1522;1,0;0,9177;2,15
108;22/08/2023;07:00;SOUTH KOREA;WK LEAGUE WOMEN - ROUND 19;Incheon Hyundai Steel W;Sejong Sportstoto W;10;20;15;20;0,5;0,75;1,25;0,75;0,8874;1,2;0,9798;1,95
109;22/08/2023;15:45;ENGLAND;NPL PREMIER DIVISION - ROUND 4;Basford;Stafford;13;20;12;20;0,65;0,6;1,25;1,05;1,0712;0,95;0,9734;2,0
110;22/08/2023;11:00;ASIA;AFC CUP - QUALIFICATION - PLAY OFFS - FINAL;Al-Ittihad (Syr);Al Khaleel (Pal);10;20;15;20;0,5;0,75;1,25;0,6;0,6633;1,15;1,0137;1,75
111;22/08/2023;21:00;ECUADOR;SERIE B - ROUND 26;Ind. Juniors;Manta;11;20;14;20;0,55;0,7;1,25;0,85;0,9097;0,85;0,6538;1,7
112;22/08/2023;17:00;PERU;LIGA 2 - ROUND 21;Comerciantes;Llacuabamba;10;20;15;20;0,5;0,75;1,25;0,65;0,7921;1,25;1,0428;1,9
113;22/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Rakow (Pol);FC Copenhagen (Den);9;20;16;20;0,45;0,8;1,25;0,55;0,7399;1,65;1,4239;2,2
114;22/08/2023;12:00;WORLD;CLUB FRIENDLY;AEL Larissa (Gre);Panathinaikos B (Gre);13;20;12;20;0,65;0,6;1,25;1,3;1,2689;1,15;1,2359;2,45
115;22/08/2023;18:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 6;Cortulua;Barranquilla;13;20;12;20;0,65;0,6;1,25;1,1;1,044;1,3;1,2288;2,4
116;22/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Hassleholms IF;GAIS;10;20;15;20;0,5;0,75;1,25;1,25;1,5772;1,05;0,7399;2,3
117;22/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Orebro Syr.;Vasteras SK;13;20;11;20;0,65;0,55;1,2;1,3;1,3077;0,95;1,0235;2,25
118;22/08/2023;14:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 3;Braga U23;Rio Ave U23;12;20;12;20;0,6;0,6;1,2;1,2;1,249;0,85;0,8529;2,05
119;22/08/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Calcutta Customs;East Bengal;12;20;12;20;0,6;0,6;1,2;1,05;1,1608;1,25;1,3739;2,3
120;22/08/2023;10:10;SAUDI ARABIA;DIVISION 1 - ROUND 2;Al Ain;Al Bukayriyah;12;20;12;20;0,6;0,6;1,2;1,05;1,1169;0,8;0,7483;1,85
121;22/08/2023;07:00;SOUTH KOREA;WK LEAGUE WOMEN - ROUND 19;Hwacheon W;Gyeongju W;12;20;11;20;0,6;0,55;1,15;0,95;0,9206;0,75;0,7665;1,7
122;22/08/2023;07:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Ryazan;Kosmos;14;20;9;20;0,7;0,45;1,15;1,55;1,4992;0,8;1,2083;2,35
123;22/08/2023;20:15;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 7;Jaguares de Cordoba;U. Magdalena;10;20;13;20;0,5;0,65;1,15;0,65;0,7263;1,15;1,0137;1,8
124;22/08/2023;21:30;BRAZIL;SERIE B - ROUND 25;Criciuma;Vila Nova FC;13;20;10;20;0,65;0,5;1,15;0,95;0,9206;0,7;0,781;1,65
125;22/08/2023;07:30;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Urawa Reds (Jpn);Lee Man Warriors (Hkg);9;20;14;20;0,45;0,7;1,15;0,65;0,8529;1,5;1,5;2,15
126;22/08/2023;12:30;ASIA;AFC CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Al Wakra (Qat);Navbahor Namangan (Uzb);13;20;10;20;0,65;0,5;1,15;1,05;1,0712;0,95;1,244;2,0
127;22/08/2023;19:00;BRAZIL;SERIE B - ROUND 25;Mirassol;Juventude;12;20;10;20;0,6;0,5;1,1;0,95;0,8646;0,75;0,8874;1,7
128;22/08/2023;15:45;ENGLAND;NPL PREMIER DIVISION - ROUND 4;Hyde;Marine;10;20;12;20;0,5;0,6;1,1;0,8;0,9274;1,05;1,1608;1,85
129;22/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 6;CSKA 1948 Sofia II;Strumska Slava;9;20;13;20;0,45;0,65;1,1;0,7;1,005;1,05;0,9734;1,75
130;22/08/2023;20:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 6;Celaya;Atlante;13;20;9;20;0,65;0,45;1,1;1,0;1,0488;0,65;0,9097;1,65
131;22/08/2023;12:30;IRAN;PERSIAN GULF PRO LEAGUE - ROUND 3;Mes Rafsanjan;Shams Azar Qazvin;12;20;10;20;0,6;0,5;1,1;0,75;0,6982;1,05;1,1608;1,8
132;22/08/2023;12:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 3;Estrela U23;SC Farense U23;9;20;12;20;0,45;0,6;1,05;0,9;1,179;1,3;1,2689;2,2
133;22/08/2023;10:00;ASIA;AFF CHAMPIONSHIP U23 - ROUND 3;Vietnam U23;Philippines U23;7;20;13;20;0,35;0,65;1,0;0,5;0,7416;1,4;1,2806;1,9
134;22/08/2023;22:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 6;Quindio;Real Santander;10;20;9;20;0,5;0,45;0,95;0,95;1,0235;0,65;0,7921;1,6
135;22/08/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 11;Deportivo Paraguayo;Central Ballester;9;20;10;20;0,45;0,5;0,95;0,55;0,669;0,7;0,8426;1,25
