Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
17;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Cambuur;Waalwijk;31;43;1,3256;30;42;1,3333;0,7209;0,7143;1,4352;0,5149
18;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;FC Volendam;Excelsior;33;43;1,5116;28;42;1,381;0,7674;0,6667;1,4341;0,5116
19;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Feyenoord;Vitesse;34;42;1,4762;28;43;1,1628;0,8095;0,6512;1,4607;0,5271
20;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Groningen;Sparta Rotterdam;32;43;1,3953;31;43;1,3023;0,7442;0,7209;1,4651;0,5365
21;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Heerenveen;G.A. Eagles;28;42;1,3333;35;42;1,5952;0,6667;0,8333;1,5;0,5556
22;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Sittard;Nijmegen;29;43;1,186;29;43;1,3256;0,6744;0,6744;1,3488;0,4548
23;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Twente;Ajax;30;43;1,3023;34;42;1,5952;0,6977;0,8095;1,5072;0,5648
24;28/05/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 34;Utrecht;FC Emmen;30;43;1,2558;28;43;1,3953;0,6977;0,6512;1,3489;0,4543
25;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Almeria;Valladolid;33;43;1,3256;29;43;1,2093;0,7674;0,6744;1,4418;0,5175
26;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Ath Bilbao;Elche;29;43;1,2558;36;43;1,4186;0,6744;0,8372;1,5116;0,5646
27;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Atl. Madrid;Real Sociedad;29;43;1,1163;30;43;1,093;0,6744;0,6977;1,3721;0,4705
28;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Barcelona;Mallorca;33;43;1,1163;28;43;0,9767;0,7674;0,6512;1,4186;0,4997
29;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Cadiz CF;Celta Vigo;24;43;0,9302;34;43;1,2558;0,5581;0,7907;1,3488;0,4413
30;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Getafe;Osasuna;28;43;0,9535;26;43;0,8605;0,6512;0,6047;1,2559;0,3938
31;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Girona;Betis;29;42;1,381;22;43;1,0233;0,6905;0,5116;1,2021;0,3533
32;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Rayo Vallecano;Villarreal;29;43;1,186;31;43;1,3488;0,6744;0,7209;1,3953;0,4862
33;28/05/2023;14:00;SPAIN;LALIGA - ROUND 37;Valencia;Espanyol;28;43;0,9767;29;43;1,1163;0,6512;0,6744;1,3256;0,4392
34;28/05/2023;15:00;WORLD;WORLD CUP U20 - ROUND 3;Iraq U20;England U20;22;28;1,3571;31;43;1,3488;0,7857;0,7209;1,5066;0,5664
35;28/05/2023;15:00;WORLD;WORLD CUP U20 - ROUND 3;Tunisia U20;Uruguay U20;27;41;1,0488;33;43;1,6047;0,6585;0,7674;1,4259;0,5053
36;28/05/2023;18:00;WORLD;WORLD CUP U20 - ROUND 3;Honduras U20;France U20;34;43;1,8605;33;43;1,4186;0,7907;0,7674;1,5581;0,6068
37;28/05/2023;18:00;WORLD;WORLD CUP U20 - ROUND 3;South Korea U20;Gambia U20;29;43;1,1163;21;30;1,0667;0,6744;0,7;1,3744;0,4721
38;28/05/2023;10:00;AFRICA;CAF CONFEDERATION CUP - PLAY OFFS - FINAL;Young Africans;USM Alger;28;43;0,9302;25;43;0,8837;0,6512;0,5814;1,2326;0,3786
39;28/05/2023;12:00;ALBANIA;SUPERLIGA - RELEGATION - SEMI-FINALS;Flamurtari;Korabi Peshkopi;24;43;0,907;26;42;0,9524;0,5581;0,619;1,1771;0,3455
40;28/05/2023;14:00;ARGENTINA;LIGA PROFESIONAL - ROUND 18;Barracas Central;San Lorenzo;32;43;1,1163;19;43;0,7674;0,7442;0,4419;1,1861;0,3289
41;28/05/2023;16:30;ARGENTINA;LIGA PROFESIONAL - ROUND 18;Defensa y Justicia;Racing Club;27;43;1,1628;29;43;1,2558;0,6279;0,6744;1,3023;0,4235
42;28/05/2023;16:30;ARGENTINA;LIGA PROFESIONAL - ROUND 18;Talleres Cordoba;Argentinos Jrs;25;43;0,9302;27;43;0,9302;0,5814;0,6279;1,2093;0,3651
43;28/05/2023;19:00;ARGENTINA;LIGA PROFESIONAL - ROUND 18;Boca Juniors;Tigre;24;43;0,907;29;43;1,2093;0,5581;0,6744;1,2325;0,3764
44;28/05/2023;21:30;ARGENTINA;LIGA PROFESIONAL - ROUND 18;Newells Old Boys;Godoy Cruz;25;43;0,9302;31;43;1,1163;0,5814;0,7209;1,3023;0,4191
45;28/05/2023;12:00;ARGENTINA;PRIMERA NACIONAL - ROUND 16;Brown Adrogue;Tristan Suarez;21;43;0,7907;29;43;1,0233;0,4884;0,6744;1,1628;0,3294
46;28/05/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 16;Deportivo Maipu;Aldosivi;28;43;1,0698;32;43;1,2558;0,6512;0,7442;1,3954;0,4846
47;28/05/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 18;Flandria;Defensores Unidos;28;43;0,9767;23;43;0,814;0,6512;0,5349;1,1861;0,3483
48;28/05/2023;16:00;ARGENTINA;PRIMERA NACIONAL - ROUND 18;Patronato;Almagro;26;43;0,9535;28;43;0,907;0,6047;0,6512;1,2559;0,3938
49;28/05/2023;16:30;ARGENTINA;PRIMERA NACIONAL - ROUND 18;Alvarado;Guillermo Brown;23;43;0,8372;26;43;1,0233;0,5349;0,6047;1,1396;0,3235
50;28/05/2023;17:00;ARGENTINA;PRIMERA NACIONAL - ROUND 16;Gimnasia Jujuy;Racing Cordoba;28;43;0,9302;30;43;1,1163;0,6512;0,6977;1,3489;0,4543
51;28/05/2023;17:05;ARGENTINA;PRIMERA NACIONAL - ROUND 16;CA Estudiantes;Chacarita Juniors;24;43;0,7907;25;43;0,907;0,5581;0,5814;1,1395;0,3245
52;28/05/2023;19:30;ARGENTINA;PRIMERA NACIONAL - ROUND 16;Atl. Rafaela;CA Mitre;27;43;1,0698;28;43;1,093;0,6279;0,6512;1,2791;0,4089
53;28/05/2023;11:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Sol de Mayo;Sansinena;21;43;0,8372;34;43;1,3023;0,4884;0,7907;1,2791;0,3862
54;28/05/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Ciudad Bolivar;Club Sportivo Penarol;26;43;0,9302;26;43;1,1628;0,6047;0,6047;1,2094;0,3657
55;28/05/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Def. Pronunciamiento;El Linqueno;31;43;1,1395;6;11;0,7273;0,7209;0,5455;1,2664;0,3933
56;28/05/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Germinal;CA Liniers;7;11;1,2727;26;43;1,1163;0,6364;0,6047;1,2411;0,3848
57;28/05/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Olimpo Bahia Blanca;Circulo Deportivo;27;43;1,093;29;43;0,9535;0,6279;0,6744;1,3023;0,4235
58;28/05/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Sportivo Belgrano;Independiente Chivilcoy;31;43;1,1395;24;43;0,9302;0,7209;0,5581;1,279;0,4023
59;28/05/2023;15:30;ARGENTINA;TORNEO FEDERAL - ROUND 13;9 de Julio Rafaela;San Martin Formosa;9;10;1,3;28;43;0,9535;0,9;0,6512;1,5512;0,5861
60;28/05/2023;15:30;ARGENTINA;TORNEO FEDERAL - ROUND 13;Boca Unidos;Crucero del Norte;26;43;1,2326;26;43;0,9535;0,6047;0,6047;1,2094;0,3657
61;28/05/2023;15:30;ARGENTINA;TORNEO FEDERAL - ROUND 13;Defensores Belgrano VR;Sportivo Las Parejas;25;43;0,8837;25;43;1,0;0,5814;0,5814;1,1628;0,338
62;28/05/2023;15:30;ARGENTINA;TORNEO FEDERAL - ROUND 13;Union Sunchales;Gimnasia E.R.;26;43;0,814;26;43;0,9767;0,6047;0,6047;1,2094;0,3657
63;28/05/2023;16:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Argentino MM;Juventud Unida Universitario;27;43;1,1628;25;43;0,8837;0,6279;0,5814;1,2093;0,3651
64;28/05/2023;16:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Cipolletti;Villa Mitre;25;43;0,8372;25;43;0,8372;0,5814;0,5814;1,1628;0,338
65;28/05/2023;16:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Sportivo Estudiantes;San Martin Mendoza;27;43;1,0233;8;15;0,8;0,6279;0,5333;1,1612;0,3349
66;28/05/2023;16:30;ARGENTINA;TORNEO FEDERAL - ROUND 13;Ferro Gen. Pico;Huracan Las Heras;26;43;0,9767;22;43;0,7209;0,6047;0,5116;1,1163;0,3094
67;28/05/2023;17:00;ARGENTINA;TORNEO FEDERAL - ROUND 13;Formosa;Gimnasia y Tiro;23;37;1,0541;25;43;0,7907;0,6216;0,5814;1,203;0,3614
68;28/05/2023;21:30;ARGENTINA;TORNEO FEDERAL - ROUND 13;Central Norte;Sarmiento Resistencia;31;43;1,186;29;43;0,9302;0,7209;0,6744;1,3953;0,4862
69;28/05/2023;02:00;AUSTRALIA;NPL ACT - ROUND 8;Canberra Croatia;O'Connor Knights;36;43;1,6047;22;29;1,6207;0,8372;0,7586;1,5958;0,6351
70;28/05/2023;02:00;AUSTRALIA;NPL ACT - ROUND 8;Gungahlin;Tuggeranong Utd;37;43;1,8605;35;42;1,4048;0,8605;0,8333;1,6938;0,7171
71;28/05/2023;01:30;AUSTRALIA;NPL NORTHERN NSW - ROUND 13;Weston Workers;Lambton J.;36;43;1,6279;31;43;1,4186;0,8372;0,7209;1,5581;0,6035
72;28/05/2023;03:00;AUSTRALIA;NPL NORTHERN NSW - ROUND 13;Broadmeadow;Edgeworth E.;35;43;1,6279;31;43;1,3953;0,814;0,7209;1,5349;0,5868
73;28/05/2023;02:00;AUSTRALIA;NPL NSW - ROUND 17;Blacktown City;WS Wanderers U21;31;43;1,3488;34;43;1,5814;0,7209;0,7907;1,5116;0,57
74;28/05/2023;02:00;AUSTRALIA;NPL NSW - ROUND 17;Central Coast U21;Bulls Academy;30;38;1,3684;37;43;1,9535;0,7895;0,8605;1,65;0,6794
75;28/05/2023;02:00;AUSTRALIA;NPL NSW - ROUND 17;Rockdale Ilinden;APIA Leichhardt;38;43;1,814;34;43;1,4651;0,8837;0,7907;1,6744;0,6987
76;28/05/2023;03:00;AUSTRALIA;NPL VICTORIA - ROUND 15;South Melbourne;Green Gully;33;43;1,4884;33;43;1,3488;0,7674;0,7674;1,5348;0,5889
77;28/05/2023;12:00;AUSTRIA;BUNDESLIGA - CHAMPIONSHIP GROUP - ROUND 31;LASK;Austria Vienna;27;43;1,2558;33;43;1,5349;0,6279;0,7674;1,3953;0,4819
78;28/05/2023;12:00;AUSTRIA;BUNDESLIGA - CHAMPIONSHIP GROUP - ROUND 31;Rapid Vienna;Sturm Graz;35;43;1,4884;28;43;1,186;0,814;0,6512;1,4652;0,5301
79;28/05/2023;12:00;AUSTRIA;BUNDESLIGA - CHAMPIONSHIP GROUP - ROUND 31;Salzburg;A. Klagenfurt;27;42;1,0952;31;43;1,6279;0,6429;0,7209;1,3638;0,4635
80;28/05/2023;10:00;AZERBAIJAN;PREMIER LEAGUE - ROUND 36;Neftci Baku;Sabah Baku;30;43;0,9767;30;43;1,3023;0,6977;0,6977;1,3954;0,4868
81;28/05/2023;12:30;AZERBAIJAN;PREMIER LEAGUE - ROUND 36;Qarabag;Turan;26;43;0,9767;26;42;1,2381;0,6047;0,619;1,2237;0,3743
82;28/05/2023;08:00;BELARUS;PERSHAYA LIGA - ROUND 9;Arsenal Dzyarzhynsk;Dnepr Mogilev;30;41;1,4146;32;43;1,2326;0,7317;0,7442;1,4759;0,5445
83;28/05/2023;10:00;BELARUS;PERSHAYA LIGA - ROUND 9;Lokomotiv Gomel;Niva Dolbizno;32;42;1,4524;7;8;1,5;0,7619;0,875;1,6369;0,6667
84;28/05/2023;11:00;BELARUS;PERSHAYA LIGA - ROUND 9;Molodechno;Orsha;32;43;1,1163;30;42;1,381;0,7442;0,7143;1,4585;0,5316
85;28/05/2023;12:30;BELARUS;PERSHAYA LIGA - ROUND 9;Petrikov;Osipovichi;30;42;1,4048;36;42;1,619;0,7143;0,8571;1,5714;0,6122
86;28/05/2023;13:00;BELARUS;BELARUSIAN CUP - FINAL;BATE;Zhodino;28;43;0,9535;31;42;1,1429;0,6512;0,7381;1,3893;0,4807
87;28/05/2023;08:30;BELGIUM;JUPILER PRO LEAGUE - CHAMPIONSHIP GROUP - ROUND 5;Antwerp;Royale Union SG;31;43;1,3256;33;43;1,4186;0,7209;0,7674;1,4883;0,5532
88;28/05/2023;13:30;BELGIUM;JUPILER PRO LEAGUE - CHAMPIONSHIP GROUP - ROUND 5;Club Brugge KV;Genk;29;43;1,1163;38;43;1,814;0,6744;0,8837;1,5581;0,596
89;28/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP - ROUND 19;ASPAC;FC Loto;16;28;1,0714;19;32;0,8438;0,5714;0,5938;1,1652;0,3393
90;28/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP - ROUND 19;ASVO;Cavaliers;6;19;0,5263;6;11;0,5455;0,3158;0,5455;0,8613;0,1723
91;28/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP - ROUND 19;Dynamo Abomey;Coton FC;20;30;1,0333;7;13;0,7692;0,6667;0,5385;1,2052;0,359
92;28/05/2023;18:30;BOLIVIA;DIVISION PROFESIONAL - ROUND 15;Nacional Potosi;Guabira;34;43;1,5349;31;43;1,093;0,7907;0,7209;1,5116;0,57
93;28/05/2023;20:30;BOLIVIA;DIVISION PROFESIONAL - ROUND 15;Universitario de Vinto;Santa Cruz;25;43;0,8837;30;43;1,1628;0,5814;0,6977;1,2791;0,4056
94;28/05/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIER LEAGUE - ROUND 33;FK Sarajevo;Igman K.;27;42;1,0952;24;42;1,0952;0,6429;0,5714;1,2143;0,3674
95;28/05/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIER LEAGUE - ROUND 33;Leotar;Siroki Brijeg;29;43;1,1628;24;43;1,0465;0,6744;0,5581;1,2325;0,3764
96;28/05/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIER LEAGUE - ROUND 33;Posusje;Velez Mostar;28;43;1,0465;23;43;0,907;0,6512;0,5349;1,1861;0,3483
97;28/05/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIER LEAGUE - ROUND 33;Sloboda;Zeljeznicar;26;43;1,0698;29;42;0,9762;0,6047;0,6905;1,2952;0,4175
98;28/05/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIER LEAGUE - ROUND 33;Sloga Doboj;Borac Banja Luka;32;43;1,1628;26;42;0,9524;0,7442;0,619;1,3632;0,4607
99;28/05/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIER LEAGUE - ROUND 33;Tuzla City;Zrinjski;30;43;1,2558;33;43;1,1628;0,6977;0,7674;1,4651;0,5354
100;28/05/2023;16:00;BRAZIL;SERIE A - ROUND 8;Corinthians;Fluminense;30;43;1,1395;33;43;1,2093;0,6977;0,7674;1,4651;0,5354
101;28/05/2023;16:00;BRAZIL;SERIE A - ROUND 8;Internacional;Bahia;25;43;0,9767;32;43;1,2558;0,5814;0,7442;1,3256;0,4327
102;28/05/2023;18:30;BRAZIL;SERIE A - ROUND 8;Atletico-MG;Palmeiras;26;43;1,0;31;43;1,2558;0,6047;0,7209;1,3256;0,4359
103;28/05/2023;18:30;BRAZIL;SERIE A - ROUND 8;Bragantino;Santos;32;43;1,3721;26;43;0,9767;0,7442;0,6047;1,3489;0,45
104;28/05/2023;19:00;BRAZIL;SERIE A - ROUND 8;Botafogo RJ;America MG;29;43;1,1395;32;43;1,3256;0,6744;0,7442;1,4186;0,5019
105;28/05/2023;11:00;BRAZIL;SERIE B - ROUND 9;Ponte Preta;Vila Nova FC;28;43;0,9767;26;43;0,8372;0,6512;0,6047;1,2559;0,3938
106;28/05/2023;15:30;BRAZIL;SERIE B - ROUND 9;Ceara;Novorizontino;33;43;1,3721;28;43;1,1163;0,7674;0,6512;1,4186;0,4997
107;28/05/2023;15:30;BRAZIL;SERIE B - ROUND 9;Mirassol;Criciuma;30;43;1,1628;23;43;0,7674;0,6977;0,5349;1,2326;0,3732
108;28/05/2023;18:00;BRAZIL;SERIE B - ROUND 9;Sport Recife;ABC;33;43;1,3023;22;43;0,9767;0,7674;0,5116;1,279;0,3926
109;28/05/2023;18:15;BRAZIL;SERIE B - ROUND 9;Tombense;Guarani;28;43;1,1628;28;43;1,0465;0,6512;0,6512;1,3024;0,4241
110;28/05/2023;11:00;BRAZIL;BRASILEIRO WOMEN - ROUND 13;Corinthians W;Atletico-MG W;34;43;1,8837;31;41;1,2439;0,7907;0,7561;1,5468;0,5978
111;28/05/2023;15:00;BRAZIL;BRASILEIRO WOMEN - ROUND 13;Real Brasilia W;Ariquemes W;30;43;1,1395;29;36;1,8333;0,6977;0,8056;1,5033;0,5621
112;28/05/2023;15:00;BULGARIA;PARVA LIGA - CHAMPIONSHIP GROUP - ROUND 33;CSKA 1948 Sofia;Ludogorets;27;43;1,093;31;43;1,3721;0,6279;0,7209;1,3488;0,4527
113;28/05/2023;10:00;BURUNDI;COUPE DU PRESIDENT - SEMI-FINALS;Bumamuru;Musongati;21;33;1,1818;16;32;0,9375;0,6364;0,5;1,1364;0,3182
114;28/05/2023;10:00;BURUNDI;COUPE DU PRESIDENT - SEMI-FINALS;Vital'O;Aigle Noir;17;29;0,8621;11;20;0,9;0,5862;0,55;1,1362;0,3224
115;28/05/2023;18:00;CANADA;CANADIAN PREMIER LEAGUE;York Utd;Cavalry;24;43;0,8605;31;43;1,2093;0,5581;0,7209;1,279;0,4023
116;28/05/2023;21:00;CANADA;CANADIAN PREMIER LEAGUE;Vancouver FC;Valour;4;7;1,1429;27;43;1,2093;0,5714;0,6279;1,1993;0,3588
117;28/05/2023;16:00;CHILE;SEGUNDA DIVISION - ROUND 12;Arturo Fernandez Vial;Limache;23;43;0,907;28;42;1,0952;0,5349;0,6667;1,2016;0,3566
118;28/05/2023;16:30;CHILE;SEGUNDA DIVISION - ROUND 12;Osorno;San Antonio Unido;28;43;0,9767;30;42;1,0;0,6512;0,7143;1,3655;0,4652
119;28/05/2023;06:30;CHINA;SUPER LEAGUE - ROUND 10;Qingdao Hainiu;Shandong Taishan;32;43;1,6047;31;40;1,45;0,7442;0,775;1,5192;0,5768
120;28/05/2023;06:30;CHINA;SUPER LEAGUE - ROUND 10;Zhejiang Professional;Beijing Guoan;32;42;1,2143;31;41;1,4634;0,7619;0,7561;1,518;0,5761
121;28/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 10;Dalian Pro;Tianjin Jinmen Tiger;29;41;1,0732;26;39;1,1795;0,7073;0,6667;1,374;0,4716
122;28/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 10;Shanghai Shenhua;Henan Songshan Longmen;27;42;0,881;26;41;0,9268;0,6429;0,6341;1,277;0,4077
123;28/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 10;Shenzhen;Meizhou Hakka;33;42;1,3333;29;42;1,0952;0,7857;0,6905;1,4762;0,5425
124;28/05/2023;20:05;COLOMBIA;PRIMERA A - APERTURA - QUADRANGULAR - ROUND 2;Atl. Nacional;Petrolera;30;43;1,186;29;42;1,2857;0,6977;0,6905;1,3882;0,4818
125;28/05/2023;22:15;COLOMBIA;PRIMERA A - APERTURA - QUADRANGULAR - ROUND 2;America De Cali;Ind. Medellin;29;43;1,093;28;43;1,0465;0,6744;0,6512;1,3256;0,4392
126;28/05/2023;21:00;COSTA RICA;PRIMERA DIVISION - PLAY OFFS - FINAL;Saprissa;Alajuelense;32;43;1,2558;32;43;1,3488;0,7442;0,7442;1,4884;0,5538
127;28/05/2023;12:00;CROATIA;HNL - ROUND 36;Hajduk Split;Sibenik;28;43;1,2326;26;43;0,907;0,6512;0,6047;1,2559;0,3938
128;28/05/2023;14:15;CROATIA;HNL - ROUND 36;D. Zagreb;Gorica;30;42;1,2381;22;43;0,8837;0,7143;0,5116;1,2259;0,3654
129;28/05/2023;13:00;CYPRUS;FIRST DIVISION - CHAMPIONSHIP GROUP - ROUND 36;Omonia;AEK Larnaca;33;43;1,0465;34;43;1,2558;0,7674;0,7907;1,5581;0,6068
130;28/05/2023;13:00;CYPRUS;FIRST DIVISION - CHAMPIONSHIP GROUP - ROUND 36;Paphos;Apollon;34;43;1,2791;29;42;0,9762;0,7907;0,6905;1,4812;0,546
131;28/05/2023;12:00;CZECH REPUBLIC;1. LIGA - RELEGATION GROUP - ROUND 5;Brno;Zlin;34;43;1,3953;34;43;1,3488;0,7907;0,7907;1,5814;0,6252
132;28/05/2023;12:00;CZECH REPUBLIC;1. LIGA - RELEGATION GROUP - ROUND 5;Jablonec;Teplice;32;43;1,1395;35;43;1,5116;0,7442;0,814;1,5582;0,6058
133;28/05/2023;12:00;CZECH REPUBLIC;1. LIGA - RELEGATION GROUP - ROUND 5;Ostrava;FK Pardubice;30;43;1,2326;32;43;1,186;0,6977;0,7442;1,4419;0,5192
134;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Chrudim;Vyskov;27;43;1,1628;30;43;1,2558;0,6279;0,6977;1,3256;0,4381
135;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Jihlava;Vlasim;32;43;1,2791;36;42;2,0476;0,7442;0,8571;1,6013;0,6379
136;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Karvina;Trinec;32;43;1,4419;28;43;1,2326;0,7442;0,6512;1,3954;0,4846
137;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Lisen;Dukla Prague;27;42;1,0238;35;43;1,7209;0,6429;0,814;1,4569;0,5233
138;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Opava;Varnsdorf;26;43;0,9302;41;43;1,6977;0,6047;0,9535;1,5582;0,5766
139;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Prostejov;Slavia Prague B;32;43;1,3256;34;43;1,7209;0,7442;0,7907;1,5349;0,5884
140;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Sparta Prague B;Sigma Olomouc B;36;42;1,3095;35;44;1,5227;0,8571;0,7955;1,6526;0,6818
141;28/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 30;Taborsko;Pribram;29;43;1,2558;34;41;1,561;0,6744;0,8293;1,5037;0,5593
142;28/05/2023;08:00;DENMARK;1ST DIVISION - PROMOTION GROUP - ROUND 31;Helsingor;Vejle;29;43;1,3023;25;42;0,8571;0,6744;0,5952;1,2696;0,4014
143;28/05/2023;08:00;DENMARK;1ST DIVISION - PROMOTION GROUP - ROUND 31;Naestved;Sonderjyske;34;42;1,4048;30;43;1,4419;0,8095;0,6977;1,5072;0,5648
144;28/05/2023;10:00;DENMARK;ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP - ROUND 8;Nordsjaelland W;Fortuna Hjorring W;32;43;1,2558;32;40;1,4;0,7442;0,8;1,5442;0,5954
145;28/05/2023;17:00;DOMINICAN REPUBLIC;LDF - ROUND 12;Vega Real;Atletico Pantoja;27;42;1,119;28;43;1,1628;0,6429;0,6512;1,2941;0,4187
146;28/05/2023;15:00;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 12;Aucas;Dep. Cuenca;28;43;1,0233;27;42;0,8095;0,6512;0,6429;1,2941;0,4187
147;28/05/2023;17:30;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 12;Ind. del Valle;LDU Quito;31;43;1,1163;30;43;1,2093;0,7209;0,6977;1,4186;0,503
148;28/05/2023;20:00;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 12;EL Nacional;Barcelona SC;34;43;1,5116;30;42;1,2619;0,7907;0,7143;1,505;0,5648
149;28/05/2023;13:00;EGYPT;EGYPT CUP - 1/16-FINALS;Haras El Hodood;Ghazl El Mahallah;19;41;0,7561;27;43;0,9535;0,4634;0,6279;1,0913;0,291
