Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
94;30/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Jesenik;Sumperk;26;30;1,6;22;30;1,4333;0,8667;0,7333;1,6
95;30/07/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;Partick Thistle W (Sco);Kilmarnock W (Sco);24;30;1,4333;8;10;1,5;0,8;0,8;1,6
96;30/07/2023;13:30;WORLD;CLUB FRIENDLY;PSV (Ned);Nottingham (Eng);26;30;1,3667;22;30;1,1667;0,8667;0,7333;1,6
97;30/07/2023;04:30;AUSTRALIA;NPL QUEENSLAND - ROUND 19;Gold Coast Knights;Peninsula;22;30;1,1667;26;30;1,4333;0,7333;0,8667;1,6
98;30/07/2023;15:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 3;Puebla W;Monterrey W;25;30;1,4333;23;30;1,6;0,8333;0,7667;1,6
99;30/07/2023;12:30;SLOVAKIA;4. LIGA - EAST - ROUND 1;Kechnec;Medzilaborce;24;30;1,8;24;30;1,8667;0,8;0,8;1,6
100;30/07/2023;12:30;SLOVAKIA;4. LIGA - EAST - ROUND 1;Mladost Kalsa;Raslavice;24;30;2,0;24;30;1,6;0,8;0,8;1,6
101;30/07/2023;20:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 3;Atl. San Luis W;Necaxa W;23;30;1,4667;25;30;1,4333;0,7667;0,8333;1,6
102;30/07/2023;14:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 1;ADR Jicaral;Carmelita;26;30;1,4333;22;30;1,6333;0,8667;0,7333;1,6
103;30/07/2023;05:30;AUSTRIA;REGIONALLIGA WEST - ROUND 1;Reichenau;SC Imst;22;30;1,4;26;30;2,0;0,7333;0,8667;1,6
104;30/07/2023;10:00;WORLD;CLUB FRIENDLY;Homberg (Ger);FSV Duisburg (Ger);22;30;1,3333;26;30;1,8;0,7333;0,8667;1,6
105;30/07/2023;04:00;AUSTRALIA;NPL QUEENSLAND - ROUND 19;Eastern Suburbs;Brisbane U21;24;30;1,6;24;30;1,3667;0,8;0,8;1,6
106;30/07/2023;10:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 14;Arameisk-Syrianska;Farsta;22;30;1,2333;26;30;1,6667;0,7333;0,8667;1,6
107;30/07/2023;13:00;DENMARK;SUPERLIGA - ROUND 2;Brondby;Odense;22;30;1,4;26;30;1,7333;0,7333;0,8667;1,6
108;30/07/2023;13:00;SLOVENIA;2. SNL - ROUND 1;Tolmin;Fuzinar;24;30;1,4;24;30;1,5667;0,8;0,8;1,6
109;30/07/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 18;Penang;Sabah;22;30;1,4;26;30;1,5333;0,7333;0,8667;1,6
110;30/07/2023;10:30;NORWAY;DIVISION 3 - GROUP 6 - ROUND 13;Tromso 2;Asker;25;30;2,0333;23;30;1,5667;0,8333;0,7667;1,6
111;30/07/2023;13:00;SLOVENIA;2. SNL - ROUND 1;Beltinci;Primorje;26;30;1,9;22;30;1,5;0,8667;0,7333;1,6
112;30/07/2023;06:30;CHINA;YI LEAGUE - ROUND 13;Hainan Star;Hunan Billows;23;29;1,2069;24;30;1,7;0,7931;0,8;1,5931
113;30/07/2023;12:30;PERU;LIGA WOMEN - RELEGATION GROUP - ROUND 3;Cesar Vallejo W;Sporting Victoria W;21;28;1,6786;5;6;1,5;0,75;0,8333;1,5833
114;30/07/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;Hibernian W (Sco);Newcastle Utd W (Eng);24;30;1,4;7;9;1,5556;0,8;0,7778;1,5778
115;30/07/2023;08:30;CHINA;YI LEAGUE - ROUND 13;Chongqing Tonglianglong;Shaoxing Shangyu;13;16;1,625;22;29;1,3103;0,8125;0,7586;1,5711
116;30/07/2023;13:00;MALDIVES;DHIVEHI PREMIER LEAGUE - ROUND 6;United Victory;Buru Sports;23;30;1,6667;4;5;0,8;0,7667;0,8;1,5667
117;30/07/2023;08:00;SWEDEN;SUPERETTAN - ROUND 16;Trelleborg;Landskrona;24;30;1,4;23;30;1,2667;0,8;0,7667;1,5667
118;30/07/2023;08:35;CHINA;SUPER LEAGUE - ROUND 19;Shandong Taishan;Beijing Guoan;24;30;1,5667;23;30;1,4;0,8;0,7667;1,5667
119;30/07/2023;06:15;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Repiste;Novy Jicin;24;30;1,7;23;30;1,3333;0,8;0,7667;1,5667
120;30/07/2023;12:00;RUSSIA;FNL - ROUND 3;Neftekhimik;Khimki;23;30;1,3;24;30;1,3333;0,7667;0,8;1,5667
121;30/07/2023;12:00;LATVIA;1. LIGA - ROUND 13;AFA Olaine;Alberts JDFS;24;30;1,5333;23;30;1,3333;0,8;0,7667;1,5667
122;30/07/2023;22:00;WORLD;CLUB FRIENDLY;Dortmund (Ger);Manchester Utd (Eng);26;30;1,8667;21;30;1,0333;0,8667;0,7;1,5667
123;30/07/2023;08:30;GERMANY;2. BUNDESLIGA - ROUND 1;Greuther Furth;Paderborn;23;30;1,2333;24;30;1,4667;0,7667;0,8;1,5667
124;30/07/2023;13:00;WORLD;CLUB FRIENDLY;Aston Villa (Eng);Brentford (Eng);23;30;1,3333;24;30;1,3;0,7667;0,8;1,5667
125;30/07/2023;15:00;SERBIA;SUPER LIGA - ROUND 1;Crvena zvezda;Vojvodina;26;30;1,7;21;30;1,0667;0,8667;0,7;1,5667
126;30/07/2023;13:00;SLOVENIA;2. SNL - ROUND 1;Rudar;NK Bistrica;24;30;1,7333;23;30;1,6;0,8;0,7667;1,5667
127;30/07/2023;12:30;HUNGARY;NB III - NORTHEAST - ROUND 1;REAC;Ujpest II;24;30;1,7;23;30;1,5667;0,8;0,7667;1,5667
128;30/07/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 2;Mlada Boleslav;Liberec;23;30;1,2333;24;30;1,4333;0,7667;0,8;1,5667
129;30/07/2023;12:30;SLOVAKIA;4. LIGA - EAST - ROUND 1;FK Cana;Pavlovce n. Uhom;24;30;1,6333;23;30;1,6333;0,8;0,7667;1,5667
130;30/07/2023;10:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 14;Herrestads AIF;Yxhults IK;21;30;1,4667;26;30;1,7667;0,7;0,8667;1,5667
131;30/07/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 1;Halle;Einheit Wernigerode;22;30;1,3;25;30;1,6333;0,7333;0,8333;1,5666
132;30/07/2023;13:00;SLOVAKIA;NIKE LIGA - ROUND 1;Zilina;Ruzomberok;25;30;1,3667;22;30;1,0667;0,8333;0,7333;1,5666
133;30/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Hluboka nad Vltavou;Sobeslav;25;30;1,6667;22;30;1,5333;0,8333;0,7333;1,5666
134;30/07/2023;10:00;WORLD;CLUB FRIENDLY;Altrincham (Eng);Manchester Utd U21 (Eng);25;30;1,5;22;30;1,5;0,8333;0,7333;1,5666
135;30/07/2023;09:00;RUSSIA;PREMIER LEAGUE - ROUND 2;Rubin Kazan;Orenburg;22;30;1,2333;25;30;1,8667;0,7333;0,8333;1,5666
136;30/07/2023;11:30;SWITZERLAND;SUPER LEAGUE - ROUND 2;Yverdon;Young Boys;22;30;1,2;25;30;1,8;0,7333;0,8333;1,5666
137;30/07/2023;11:00;WORLD;CLUB FRIENDLY;Al-Gharafa (Qat);Bani Yas (Uae);25;30;1,3;22;30;1,3333;0,8333;0,7333;1,5666
138;30/07/2023;09:00;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 1;Eichede;Oldenburger;22;30;0,9;25;30;1,6;0,7333;0,8333;1,5666
139;30/07/2023;09:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 14;Nacka Iliria;Haninge;9;13;1,3077;26;30;1,2667;0,6923;0,8667;1,559
140;30/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Komjatice;Trstice;4;6;2,0;7;8;1,625;0,6667;0,875;1,5417
141;30/07/2023;12:30;HUNGARY;NB III - SOUTHWEST - ROUND 1;Dunaujvaros PASE;Gardony Varosi;23;30;1,8;23;30;1,3;0,7667;0,7667;1,5334
142;30/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Hlubina;Frydlant n. O.;23;30;1,2333;23;30;1,4667;0,7667;0,7667;1,5334
143;30/07/2023;10:00;GERMANY;REGIONALLIGA NORTH - ROUND 1;Bremer;Kilia Kiel;20;30;1,1333;26;30;1,9667;0,6667;0,8667;1,5334
144;30/07/2023;13:30;URUGUAY;SEGUNDA DIVISION - ROUND 13;Cerrito;Rampla Juniors;23;30;1,2;23;30;1,3;0,7667;0,7667;1,5334
145;30/07/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/128-FINALS;Sperice;Zdirec n. D.;23;30;1,6333;23;30;1,4333;0,7667;0,7667;1,5334
146;30/07/2023;02:00;AUSTRALIA;NPL NSW - ROUND 26;Rockdale Ilinden;Marconi Stallions;26;30;1,9667;20;30;1,2667;0,8667;0,6667;1,5334
147;30/07/2023;12:30;SLOVAKIA;4. LIGA - EAST - ROUND 1;Sokol Lubotice;Gerlachov;25;30;2,0333;21;30;1,6667;0,8333;0,7;1,5333
148;30/07/2023;10:00;GERMANY;OBERLIGA HAMBURG - ROUND 1;Harksheide;Tornesch;21;30;1,1;25;30;1,7333;0,7;0,8333;1,5333
149;30/07/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 1;St. Pauli II;Jeddeloh;21;30;1,2333;25;30;1,4667;0,7;0,8333;1,5333
150;30/07/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 1;TSV Havelse;Holstein Kiel II;24;30;1,4;22;30;1,5333;0,8;0,7333;1,5333
151;30/07/2023;05:30;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;I. Bratislava;Galanta;21;30;1,3667;25;30;1,7667;0,7;0,8333;1,5333
152;30/07/2023;08:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 3;Garching;Rain/Lech;25;30;1,5333;21;30;1,6333;0,8333;0,7;1,5333
153;30/07/2023;09:00;GERMANY;OBERLIGA NOFV-NORD - ROUND 1;CFC Hertha;TB Berlin;21;30;1,2667;25;30;1,8;0,7;0,8333;1,5333
154;30/07/2023;14:00;HUNGARY;MERKANTIL BANK LIGA - ROUND 1;Ajka;Soroksar;27;30;1,2;19;30;0,9667;0,9;0,6333;1,5333
155;30/07/2023;09:00;GERMANY;OBERLIGA NOFV-NORD - ROUND 1;Rostocker FC;Mahlsdorf;24;30;1,7333;22;30;1,4333;0,8;0,7333;1,5333
156;30/07/2023;12:30;HUNGARY;MERKANTIL BANK LIGA - ROUND 1;BVSC-Zuglo;Haladas;24;30;1,3333;22;30;1,5333;0,8;0,7333;1,5333
157;30/07/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 1;Sandersdorf;Halberstadt;21;30;1,3333;25;30;1,5667;0,7;0,8333;1,5333
158;30/07/2023;05:30;AUSTRIA;REGIONALLIGA WEST - TYROL - ROUND 1;Tirol (Am);Telfs;22;30;1,4;24;30;1,7333;0,7333;0,8;1,5333
159;30/07/2023;13:00;SLOVAKIA;NIKE LIGA - ROUND 1;Trnava;Trencin;22;30;1,3333;24;30;1,3333;0,7333;0,8;1,5333
