Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
29;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Twente (Ned);Hammarby (Swe);22;30;1,4333;23;30;1,3667;0,7333;0,7667;1,5
30;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Kecskemeti TE (Hun);Riga FC (Lat);21;30;1,2;23;30;1,4;0,7;0,7667;1,4667
31;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;H. Beer Sheva (Isr);FK Panevezys (Ltu);24;30;1,2667;20;30;0,9;0,8;0,6667;1,4667
32;27/07/2023;12:00;WORLD;CLUB FRIENDLY;Pendikspor (Tur);Ankaragucu (Tur);24;30;1,7;20;30;0,9667;0,8;0,6667;1,4667
33;27/07/2023;00:00;USA;USL CHAMPIONSHIP;Sacramento Republic;Phoenix Rising;23;30;1,3333;21;30;1,2333;0,7667;0,7;1,4667
34;27/07/2023;10:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 1;Al-Sadd;Wydad;23;30;1,3;21;30;1,0;0,7667;0,7;1,4667
35;27/07/2023;15:45;WORLD;CLUB FRIENDLY;Nottingham (Eng);Leeds (Eng);23;30;1,2333;21;30;1,1667;0,7667;0,7;1,4667
36;27/07/2023;22:30;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 1;San Carlos;Grecia;21;30;1,2667;23;30;1,4;0,7;0,7667;1,4667
37;27/07/2023;22:00;COLOMBIA;COPA COLOMBIA - 1/8-FINALS;Dep. Cali;Santa Fe;22;30;1,4667;22;30;1,3333;0,7333;0,7333;1,4666
38;27/07/2023;15:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Austria Vienna (Aut);Borac Banja Luka (Bih);25;30;1,6;19;30;1,0667;0,8333;0,6333;1,4666
39;27/07/2023;20:00;CHILE;CHILEAN CUP - QUARTER-FINALS;Deportes Temuco;U. De Concepcion;22;30;1,0333;22;30;0,9667;0,7333;0,7333;1,4666
40;27/07/2023;12:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Ararat-Armenia (Arm);Aris (Gre);20;30;1,2667;23;30;1,2333;0,6667;0,7667;1,4334
41;27/07/2023;21:30;NORTH & CENTRAL AMERICA;LEAGUES CUP;Minnesota United;Chicago Fire;20;30;1,1667;23;30;1,3667;0,6667;0,7667;1,4334
42;27/07/2023;08:00;VIETNAM;V.LEAGUE 1 - CHAMPIONSHIP GROUP - ROUND 3;Thanh Hoa;Binh Dinh;23;30;1,1;20;30;0,9667;0,7667;0,6667;1,4334
43;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Besiktas (Tur);KF Tirana (Alb);26;30;1,4667;17;30;0,9667;0,8667;0,5667;1,4334
44;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Kalmar (Swe);Pyunik Yerevan (Arm);20;30;1,1667;23;30;1,3333;0,6667;0,7667;1,4334
45;27/07/2023;23:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 1;Cartagines;Guanacasteca;22;30;1,4;21;30;1,1333;0,7333;0,7;1,4333
46;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Ferencvaros (Hun);Shamrock Rovers (Irl);21;30;1,1333;22;30;1,1333;0,7;0,7333;1,4333
47;27/07/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Differdange (Lux);Maribor (Slo);21;30;1,3667;22;30;1,5;0,7;0,7333;1,4333
48;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;B36 Torshavn (Fai);Haverfordwest (Wal);22;30;1,2667;21;30;1,3333;0,7333;0,7;1,4333
49;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Djurgarden (Swe);Luzern (Sui);22;30;1,2667;21;30;1,1667;0,7333;0,7;1,4333
50;27/07/2023;12:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Ordabasy (Kaz);Legia (Pol);21;30;1,2667;22;30;1,4;0,7;0,7333;1,4333
51;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Celje (Slo);Vitoria Guimaraes (Por);21;30;1,0333;21;30;1,1667;0,7;0,7;1,4
52;27/07/2023;13:00;WORLD;CLUB FRIENDLY;Naesby (Den);Middelfart (Den);23;30;1,3;19;30;0,9;0,7667;0,6333;1,4
53;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;APOEL (Cyp);Vojvodina (Srb);22;30;1,2667;20;30;1,0333;0,7333;0,6667;1,4
54;27/07/2023;21:30;NORTH & CENTRAL AMERICA;LEAGUES CUP;Nashville SC;Toluca;19;30;0,8333;23;30;1,6667;0,6333;0,7667;1,4
55;27/07/2023;15:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Lech Poznan (Pol);Kauno Zalgiris (Ltu);23;30;1,0667;19;30;1,0667;0,7667;0,6333;1,4
56;27/07/2023;08:00;WORLD;CLUB FRIENDLY;Waalwijk (Ned);Marseille (Fra);21;30;1,3;21;30;1,0667;0,7;0,7;1,4
57;27/07/2023;16:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Zeljeznicar (Bih);Neftci Baku (Aze);21;30;0,9;21;30;1,1;0,7;0,7;1,4
58;27/07/2023;17:00;PERU;LIGA 1 - CLAUSURA - ROUND 6;Sporting Cristal;Binacional;17;30;1,0667;24;30;1,4333;0,5667;0,8;1,3667
59;27/07/2023;12:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 1;CS Sfaxien;Al Shorta;20;30;0,8;21;30;1,0;0,6667;0,7;1,3667
60;27/07/2023;13:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Gabala (Aze);Omonia (Cyp);18;30;1,1667;23;30;1,1333;0,6;0,7667;1,3667
61;27/07/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Basel (Sui);Tobol (Kaz);24;30;1,4333;17;30;0,8333;0,8;0,5667;1,3667
62;27/07/2023;16:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Crusaders (Nir);Rosenborg (Nor);21;30;1,0;20;30;1,1667;0,7;0,6667;1,3667
63;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Club Brugge KV (Bel);Aarhus (Den);20;30;1,2333;21;30;1,2;0,6667;0,7;1,3667
64;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;KA Akureyri (Ice);Dundalk (Irl);18;30;0,9;23;30;1,1667;0,6;0,7667;1,3667
65;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Zhodino (Blr);AEK Larnaca (Cyp);18;30;1,0333;23;30;1,2333;0,6;0,7667;1,3667
66;27/07/2023;23:30;WORLD;CLUB FRIENDLY;Juventus (Ita);AC Milan (Ita);19;30;1,1;22;30;1,3667;0,6333;0,7333;1,3666
67;27/07/2023;21:00;WORLD;WORLD CUP WOMEN - ROUND 2;Argentina W;South Africa W;19;30;1,1333;22;30;1,5667;0,6333;0,7333;1,3666
68;27/07/2023;16:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 1;Esperance Tunis;Al-Ittihad FC;17;30;0,9667;23;30;1,2667;0,5667;0,7667;1,3334
69;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Osijek (Cro);Zalaegerszegi (Hun);20;30;1,0333;20;30;1,1667;0,6667;0,6667;1,3334
70;27/07/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;CFR Cluj (Rou);Adana Demirspor (Tur);17;30;1,2;23;30;1,8;0,5667;0,7667;1,3334
71;27/07/2023;14:00;WORLD;CLUB FRIENDLY;Racing Santander (Esp);Ath Bilbao (Esp);22;30;1,2;18;30;1,0667;0,7333;0,6;1,3333
72;27/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Dukagjini (Kos);Rijeka (Cro);21;30;1,0333;19;30;0,8667;0,7;0,6333;1,3333
73;27/07/2023;13:00;WORLD;CLUB FRIENDLY;Pisa (Ita);Fiorenzuola (Ita);19;30;1,0;21;30;1,0333;0,6333;0,7;1,3333
74;27/07/2023;07:20;WORLD;CLUB FRIENDLY;Inter (Ita);Al-Nassr (Sau);16;30;0,8667;24;30;1,2667;0,5333;0,8;1,3333
75;27/07/2023;12:00;WORLD;CLUB FRIENDLY;Sassuolo (Ita);Sudtirol (Ita);23;30;1,3667;16;30;0,7667;0,7667;0,5333;1,3
76;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Plzen (Cze);Drita (Kos);22;30;1,5;17;30;0,9;0,7333;0,5667;1,3
77;27/07/2023;16:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Sutjeska (Mne);FC Santa Coloma (And);21;30;1,0667;18;30;0,8333;0,7;0,6;1,3
78;27/07/2023;14:30;WORLD;CLUB FRIENDLY;Kortrijk U21 (Bel);Wevelgem (Bel);21;30;1,2333;3;5;1,2;0,7;0,6;1,3
79;27/07/2023;07:00;WORLD;WORLD CUP WOMEN - ROUND 2;Australia W;Nigeria W;21;30;1,4;18;30;1,1333;0,7;0,6;1,3
80;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Auda (Lat);Trnava (Svk);18;30;0,9667;21;30;1,3;0,6;0,7;1,3
81;27/07/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 1;Atletico La Paz;Celaya;23;30;1,2667;16;30;0,8333;0,7667;0,5333;1,3
82;27/07/2023;00:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;U.A.N.L.- Tigres;Portland Timbers;21;30;1,2;18;30;1,0333;0,7;0,6;1,3
83;27/07/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;Guadalajara Chivas;FC Cincinnati;21;30;1,3;18;30;1,1667;0,7;0,6;1,3
84;27/07/2023;09:15;VIETNAM;V.LEAGUE 1 - CHAMPIONSHIP GROUP - ROUND 3;Viettel;Hong Linh Ha Tinh;16;30;0,9667;23;30;1,4667;0,5333;0,7667;1,3
85;27/07/2023;13:00;WORLD;CLUB FRIENDLY;Gubbio (Ita);Cosenza (Ita);20;30;0,9667;18;30;0,8667;0,6667;0,6;1,2667
86;27/07/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Farul Constanta (Rou);Urartu (Arm);20;30;1,1667;18;30;1,0667;0,6667;0,6;1,2667
87;27/07/2023;15:45;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Linfield (Nir);Pogon Szczecin (Pol);19;30;0,9333;19;30;1,1;0,6333;0,6333;1,2666
88;27/07/2023;14:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 1;Al Ahly Tripoli;Al-Hilal;16;30;1,2;22;30;1,4667;0,5333;0,7333;1,2666
89;27/07/2023;12:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Alashkert (Arm);Debrecen (Hun);18;30;1,0667;19;30;1,0333;0,6;0,6333;1,2333
90;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;CSKA Sofia (Bul);Sepsi Sf. Gheorghe (Rou);18;30;0,9667;18;30;1,1667;0,6;0,6;1,2
91;27/07/2023;15:45;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Derry City (Nir);KuPS (Fin);22;30;0,9333;14;30;0,7;0,7333;0,4667;1,2
92;27/07/2023;11:00;UKRAINE;PERSHA LIGA - ROUND 1;Bukovyna;Nyva Ternopil;15;30;0,7333;21;30;0,9;0,5;0,7;1,2
93;27/07/2023;18:00;VENEZUELA;LIGA FUTVE - ROUND 21;Angostura;La Guaira;20;30;0,9667;15;30;0,9333;0,6667;0,5;1,1667
94;27/07/2023;13:00;WORLD;CLUB FRIENDLY;FK Skopje (Mkd);KF Gostivar (Mkd);19;30;1,1;16;30;0,9667;0,6333;0,5333;1,1666
95;27/07/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Vorskla Poltava (Ukr);Dila Gori (Geo);18;30;1,2;16;30;0,9333;0,6;0,5333;1,1333
96;27/07/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Torpedo Kutaisi (Geo);Aktobe (Kaz);15;30;0,7333;19;30;1,0333;0,5;0,6333;1,1333
97;27/07/2023;12:00;UZBEKISTAN;SUPER LEAGUE - ROUND 14;Buxoro;Turon;18;30;0,9667;16;30;0,7333;0,6;0,5333;1,1333
98;27/07/2023;14:00;WORLD;CLUB FRIENDLY;Almeria (Esp);Malaga (Esp);20;30;1,3333;12;30;0,6333;0,6667;0,4;1,0667
99;27/07/2023;09:00;WORLD;CLUB FRIENDLY;Furiani Agliani (Fra);Bastia (Fra);16;30;1,0;16;30;0,9;0,5333;0,5333;1,0666
100;27/07/2023;18:00;COLOMBIA;COPA COLOMBIA - 1/8-FINALS;Cucuta;Junior;16;30;1,0;14;30;0,6333;0,5333;0,4667;1,0
