Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
33;31/07/2023;12:30;ROMANIA;LIGA 1 - ROUND 3;Petrolul;FC Voluntari;11;15;1,4667;12;15;1,3333;0,7333;0,8;1,5333
34;31/07/2023;13:30;RUSSIA;PREMIER LEAGUE - ROUND 2;Spartak Moscow;Baltika;12;15;1,3333;11;15;1,0667;0,8;0,7333;1,5333
35;31/07/2023;04:00;WORLD;WORLD CUP WOMEN - ROUND 3;Costa Rica W;Zambia W;12;15;1,5333;11;15;1,2667;0,8;0,7333;1,5333
36;31/07/2023;13:00;ESTONIA;ESILIIGA - ROUND 18;Flora U21;Levadia U21;12;15;1,8;11;15;1,2;0,8;0,7333;1,5333
37;31/07/2023;15:00;ARGENTINA;PRIMERA NACIONAL - ROUND 27;Def. de Belgrano;Flandria;9;15;0,8;14;15;1,4667;0,6;0,9333;1,5333
38;31/07/2023;16:30;WORLD;COTIF TOURNAMENT;Alzira U20;Real Murcia U20;2;4;0,5;1;1;1,0;0,5;1,0;1,5
39;31/07/2023;15:00;HUNGARY;OTP BANK LIGA - ROUND 1;Debrecen;Mezokovesd-Zsory;7;15;0,7333;15;15;2,2;0,4667;1,0;1,4667
40;31/07/2023;22:30;NORTH & CENTRAL AMERICA;LEAGUES CUP;Toluca;Colorado Rapids;13;15;2,2;9;15;1,2;0,8667;0,6;1,4667
41;31/07/2023;13:30;WORLD;CLUB FRIENDLY;Zagora (Cro);Sibenik (Cro);13;15;1,7333;9;15;1,0;0,8667;0,6;1,4667
42;31/07/2023;12:30;WORLD;CLUB FRIENDLY;Gubbio (Ita);Trestina (Ita);12;15;1,1333;10;15;1,1333;0,8;0,6667;1,4667
43;31/07/2023;19:00;ARGENTINA;PRIMERA C - ROUND 29;Midland;General Lamadrid;9;15;1,1333;13;15;1,2;0,6;0,8667;1,4667
44;31/07/2023;14:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 15;Olympic;Lunds;13;15;1,6667;9;15;1,2;0,8667;0,6;1,4667
45;31/07/2023;21:00;BRAZIL;SERIE D - PLAY OFFS - 1/16-FINALS;Princesa do Solimoes;Ferroviario;12;15;1,3333;10;15;1,3333;0,8;0,6667;1,4667
46;31/07/2023;16:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 2;Monastir;Al-Nassr;11;15;1,0667;11;15;1,3333;0,7333;0,7333;1,4666
47;31/07/2023;10:00;WORLD;CLUB FRIENDLY;Emirates Club (Uae);Al Qadisiya (Sau);14;15;2,1333;8;15;0,8667;0,9333;0,5333;1,4666
48;31/07/2023;09:00;WORLD;CLUB FRIENDLY;Francs Borains (Bel);Kifisias (Gre);11;15;1,5333;11;15;1,5333;0,7333;0,7333;1,4666
49;31/07/2023;07:00;SOUTH KOREA;K LEAGUE 2 - ROUND 24;Seoul E-Land;Asan;8;15;0,7333;14;15;1,2;0,5333;0,9333;1,4666
50;31/07/2023;14:00;DENMARK;SUPERLIGA - ROUND 2;Aarhus;Nordsjaelland;11;15;1,2;11;15;1,3333;0,7333;0,7333;1,4666
51;31/07/2023;20:15;PARAGUAY;DIVISION INTERMEDIA - ROUND 19;Sol de America;Recoleta;11;15;1,4;11;15;1,8667;0,7333;0,7333;1,4666
52;31/07/2023;11:00;ARMENIA;PREMIER LEAGUE - ROUND 1;Alashkert;Pyunik Yerevan;11;15;1,3333;11;15;1,2;0,7333;0,7333;1,4666
53;31/07/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 24;Metta/LU;Jelgava;11;15;1,3333;11;15;1,1333;0,7333;0,7333;1,4666
54;31/07/2023;09:30;KYRGYZSTAN;PREMIER LIGA - ROUND 12;Muras United;Alga;9;14;1,5;12;15;1,4667;0,6429;0,8;1,4429
55;31/07/2023;19:00;CHILE;PRIMERA B - ROUND 20;U. De Concepcion;Cobreloa;11;15;0,8667;10;15;1,2;0,7333;0,6667;1,4
56;31/07/2023;12:30;FINLAND;YKKONEN;KaPa;JJK Jyvaskyla;11;15;1,8667;10;15;1,3333;0,7333;0,6667;1,4
57;31/07/2023;16:15;ICELAND;BESTA DEILD KARLA - ROUND 17;KR Reykjavik;Valur;10;15;1,2;11;15;1,4;0,6667;0,7333;1,4
58;31/07/2023;07:00;WORLD;WORLD CUP WOMEN - ROUND 3;Canada W;Australia W;11;15;1,0667;10;15;1,0;0,7333;0,6667;1,4
59;31/07/2023;07:00;WORLD;WORLD CUP WOMEN - ROUND 3;Ireland W;Nigeria W;11;15;1,1333;10;15;1,0;0,7333;0,6667;1,4
60;31/07/2023;14:00;LITHUANIA;I LYGA - ROUND 16;Riteriai 2;Nevezis Kedainiai;12;15;1,4;9;15;1,0667;0,8;0,6;1,4
61;31/07/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 9;CSR Espanol;Mercedes;11;15;1,2;10;15;1,0;0,7333;0,6667;1,4
62;31/07/2023;14:00;SWEDEN;DIVISION 1 - NORRA - ROUND 15;Sollentuna;Hammarby TFF;11;15;1,8;10;15;1,2667;0,7333;0,6667;1,4
63;31/07/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 24;Anyang;Gimcheon Sangmu;11;15;1,2667;10;15;0,9333;0,7333;0,6667;1,4
64;31/07/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 9;El Porvenir;Central Ballester;13;15;1,0;8;15;0,8;0,8667;0,5333;1,4
65;31/07/2023;14:00;SWEDEN;ALLSVENSKAN - ROUND 17;Malmo FF;Varnamo;12;15;1,5333;9;15;1,1333;0,8;0,6;1,4
66;31/07/2023;00:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;U.A.N.L.- Tigres;San Jose Earthquakes;11;15;1,4;10;15;1,1333;0,7333;0,6667;1,4
67;31/07/2023;18:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 19;2 de Mayo;Rubio Nu;10;15;1,2667;11;15;1,2;0,6667;0,7333;1,4
68;31/07/2023;11:00;RUSSIA;FNL - ROUND 3;Alania Vladikavkaz;Kamaz;7;15;0,8;13;15;1,9333;0,4667;0,8667;1,3334
69;31/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Gaboltov;Bardejov;2;3;1,6667;10;15;1,3333;0,6667;0,6667;1,3334
70;31/07/2023;13:45;ESTONIA;MEISTRILIIGA - ROUND 1;Kuressaare;Tammeka;11;15;1,3333;9;15;1,1333;0,7333;0,6;1,3333
71;31/07/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 9;Deportivo Muniz;Lugano;9;15;1,0;11;15;1,1333;0,6;0,7333;1,3333
72;31/07/2023;18:00;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 3;Envigado;U. Magdalena;8;15;0,8;12;15;1,4;0,5333;0,8;1,3333
73;31/07/2023;14:00;SWEDEN;SUPERETTAN - ROUND 16;Utsikten;Helsingborg;9;15;0,9333;11;15;0,9333;0,6;0,7333;1,3333
74;31/07/2023;10:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 2;Al Wahda;CR Belouizdad;9;15;1,0667;11;15;1,0;0,6;0,7333;1,3333
75;31/07/2023;17:15;PERU;LIGA 1 - CLAUSURA - ROUND 6;Sport Huancayo;Alianza Atl.;8;15;1,1333;12;15;1,7333;0,5333;0,8;1,3333
76;31/07/2023;17:00;VENEZUELA;LIGA FUTVE 2 - CLAUSURA - ROUND 3;Academia Anzoategui;Nueva Esparta;10;15;1,0;9;15;0,9333;0,6667;0,6;1,2667
77;31/07/2023;06:00;PHILIPPINES;COPA PAULINO ALCANTARA;Philippine Air Force;Loyola;12;15;1,5333;7;15;1,0667;0,8;0,4667;1,2667
78;31/07/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;Puebla;Chicago Fire;10;15;1,4;9;15;1,2;0,6667;0,6;1,2667
79;31/07/2023;13:00;POLAND;DIVISION 1 - ROUND 2;GKS Katowice;Chrobry Glogow;9;15;0,9333;10;15;1,3333;0,6;0,6667;1,2667
80;31/07/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 21;Libertad Gran Mamore;Nacional Potosi;10;15;1,0667;9;15;1,2667;0,6667;0,6;1,2667
81;31/07/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 2;Dorados de Sinaloa;Atletico La Paz;8;15;0,8667;11;15;1,0667;0,5333;0,7333;1,2666
82;31/07/2023;15:30;ARGENTINA;PRIMERA C - ROUND 29;Yupanqui;Excursionistas;8;15;0,7333;11;15;1,1333;0,5333;0,7333;1,2666
83;31/07/2023;15:30;ARGENTINA;PRIMERA C - ROUND 29;Deportivo Espanol;Central Cordoba;8;15;1,0;11;15;1,0;0,5333;0,7333;1,2666
84;31/07/2023;14:00;SWEDEN;SUPERETTAN - ROUND 16;Orebro;GAIS;8;15;1,0;11;15;1,0667;0,5333;0,7333;1,2666
85;31/07/2023;18:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 2;Cucuta;Real Soacha;11;15;1,2667;8;15;0,8;0,7333;0,5333;1,2666
86;31/07/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 15;Aparecidense;Floresta EC;11;15;0,8667;8;15;0,8;0,7333;0,5333;1,2666
87;31/07/2023;04:30;WORLD;CLUB FRIENDLY;Almeria (Esp);Antequera (Esp);11;15;1,6;8;15;1,0;0,7333;0,5333;1,2666
88;31/07/2023;20:00;BRAZIL;SERIE D - PLAY OFFS - 1/16-FINALS;Aguia De Maraba;Atletico-CE;8;15;1,0;10;15;1,1333;0,5333;0,6667;1,2
89;31/07/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 15;Brusque;Sao Bernardo;9;15;0,6667;9;15;0,6667;0,6;0,6;1,2
90;31/07/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 2;Alebrijes Oaxaca;Tapatio;9;15;1,2667;9;15;1,0667;0,6;0,6;1,2
91;31/07/2023;15:00;PERU;LIGA 1 - CLAUSURA - ROUND 6;Sport Boys;FBC Melgar;8;15;0,6;10;15;1,5333;0,5333;0,6667;1,2
92;31/07/2023;22:30;PERU;LIGA 1 - CLAUSURA - ROUND 6;U. de Deportes;Carlos Mannucci;10;15;0,9333;7;15;0,7333;0,6667;0,4667;1,1334
93;31/07/2023;20:30;BRAZIL;SERIE D - PLAY OFFS - 1/16-FINALS;Democrata GV;Anapolis;9;15;0,7333;8;15;1,1333;0,6;0,5333;1,1333
94;31/07/2023;21:10;ARGENTINA;PRIMERA NACIONAL - ROUND 27;All Boys;Defensores Unidos;8;15;0,8;9;15;0,8;0,5333;0,6;1,1333
95;31/07/2023;20:10;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 3;Chico;La Equidad;9;15;0,9333;7;15;0,8;0,6;0,4667;1,0667
96;31/07/2023;22:20;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 3;Junior;Bucaramanga;6;15;0,6;10;15;0,8667;0,4;0,6667;1,0667
97;31/07/2023;15:30;ARGENTINA;PRIMERA B - CLAUSURA - ROUND 8;Dock Sud;Fenix;9;15;1,1333;7;15;0,6667;0,6;0,4667;1,0667
98;31/07/2023;15:15;BULGARIA;PARVA LIGA - ROUND 3;Lok. Plovdiv;Botev Vratsa;9;15;0,8667;7;15;0,7333;0,6;0,4667;1,0667
99;31/07/2023;12:30;BULGARIA;VTORA LIGA - ROUND 3;Maritsa Plovdiv;Svoge;10;15;1,0667;6;15;0,6;0,6667;0,4;1,0667
100;31/07/2023;14:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 2;Raja Casablanca;Al Kuwait;7;15;0,5333;9;15;1,4;0,4667;0,6;1,0667
101;31/07/2023;19:00;ARGENTINA;PRIMERA B - CLAUSURA - ROUND 8;Talleres (R.E);Argentino de Merlo;8;15;0,9333;8;15;1,0;0,5333;0,5333;1,0666
102;31/07/2023;14:00;SERBIA;SUPER LIGA - ROUND 1;Mladost;Radnik;7;15;0,8;8;15;0,8667;0,4667;0,5333;1,0
103;31/07/2023;09:30;MOZAMBIQUE;MOCAMBOLA - ROUND 13;Ferroviario Beira;Ferroviario Lichinga;7;15;0,6667;8;15;0,8667;0,4667;0,5333;1,0
104;31/07/2023;15:30;ROMANIA;LIGA 1 - ROUND 3;Din. Bucuresti;Sepsi Sf. Gheorghe;9;15;1,6;4;15;0,5333;0,6;0,2667;0,8667
