Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
1;02/06/2023;15:45;NORTHERN IRELAND;PREMIERSHIP WOMEN - ROUND 7;Mid-Ulster W;Ballymena W;15;15;2,1333;6;6;2,6667;1,0;1,0;2,0
2;02/06/2023;13:00;ESTONIA;MEISTRILIIGA WOMEN - ROUND 8;Parnu JK Vaprus W;Tallina Kalev W;15;15;4,2;14;15;2,0667;1,0;0,9333;1,9333
3;02/06/2023;21:00;USA;USL LEAGUE TWO;Minneapolis City;Bavarian United;13;15;1,7333;7;7;1,5714;0,8667;1,0;1,8667
4;02/06/2023;23:00;USA;USL LEAGUE TWO;Lane United;United PDX;13;15;1,6667;2;2;3,0;0,8667;1,0;1,8667
5;02/06/2023;15:00;SWITZERLAND;SUPER LEAGUE WOMEN - PLAY OFFS - FINAL;Servette Geneve FC W;Zurich W;14;15;2,0;14;15;1,9333;0,9333;0,9333;1,8666
6;02/06/2023;23:00;USA;USL LEAGUE TWO;Ballard;PDX FC;14;15;1,5333;14;15;1,8667;0,9333;0,9333;1,8666
7;02/06/2023;11:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;Zhenis;Aktobe 2;12;15;1,6;8;8;2,25;0,8;1,0;1,8
8;02/06/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 29;Gleisdorf;Kalsdorf;15;15;1,8;12;15;1,4667;1,0;0,8;1,8
9;02/06/2023;13:30;AUSTRIA;REGIONALLIGA WEST - SALZBURG - RELEGATION GROUP - ROUND 31;SAK 1914;USK Anif;13;15;1,6;14;15;2,2;0,8667;0,9333;1,8
10;02/06/2023;12:30;FINLAND;KANSALLINEN LIIGA WOMEN;Ilves W;KuPS W;13;15;1,6;14;15;2,1333;0,8667;0,9333;1,8
11;02/06/2023;15:45;NORTHERN IRELAND;PREMIERSHIP WOMEN - ROUND 7;Linfield W;Sion Swifts W;14;15;1,8;13;15;1,8667;0,9333;0,8667;1,8
12;02/06/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 21;Cerro Porteno;Libertad Asuncion;14;15;1,8;13;15;1,4667;0,9333;0,8667;1,8
