Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
48;19/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 8;Qingdao Hainiu;Zhejiang Professional;0;0;0;0;0;0.0;0;0;0;0
49;19/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 8;Shanghai Shenhua;Beijing Guoan;0;0;0;0;0;0.0;0;0;0;0
50;19/05/2023;04:30;CHINA;FA CUP - 1/64-FINALS;Shanxi Longcheng;Qingdao Red Lions;0;0;0;0;0;0.0;0;0;0;0
51;19/05/2023;04:30;CHINA;FA CUP - 1/64-FINALS;Tianjin Jinchengren;Dalian Zhixing;0;0;0;0;0;0.0;0;0;0;0
52;19/05/2023;08:30;CHINA;FA CUP - 1/64-FINALS;Xian Ronghai;Hainan Star;0;0;0;15;18;0.05555555555555555;0;0,8333;0,8333;0,0
53;19/05/2023;11:00;CROATIA;HNL - ROUND 35;Slaven Belupo;Hajduk Split;0;0;0;29;43;0.0;0;0,6744;0,6744;0,0
54;19/05/2023;13:05;CROATIA;HNL - ROUND 35;Sibenik;Osijek;0;0;0;26;43;0.0;0;0,6047;0,6047;0,0
55;19/05/2023;13:00;CYPRUS;FIRST DIVISION - RELEGATION GROUP - ROUND 38;Chloraka;Anorthosis;0;0;0;0;0;0.0;0;0;0;0
56;19/05/2023;13:00;CYPRUS;FIRST DIVISION - RELEGATION GROUP - ROUND 38;Ol. Nicosia;Doxa;0;0;0;28;43;0.0;0;0,6512;0,6512;0,0
57;19/05/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 28;Opava;Prostejov;0;0;0;31;43;0.0;0;0,7209;0,7209;0,0
58;19/05/2023;13:00;CZECH REPUBLIC;DIVISION 2 - ROUND 28;Jihlava;Pribram;0;0;0;0;0;0.0;0;0;0;0
59;19/05/2023;14:00;DENMARK;SUPERLIGA - RELEGATION GROUP - ROUND 30;Horsens;Silkeborg;0;0;0;0;0;0.0;0;0;0;0
60;19/05/2023;13:00;DENMARK;1ST DIVISION - RELEGATION GROUP - ROUND 30;Hillerod;Koge;0;0;0;0;0;0.0;0;0;0;0
61;19/05/2023;14:00;DENMARK;1ST DIVISION - RELEGATION GROUP - ROUND 30;Nykobing;Hobro;0;0;0;0;0;0.0;0;0;0;0
62;19/05/2023;20:00;DOMINICAN REPUBLIC;LDF - ROUND 11;Universidad O&M;San Cristobal;0;0;0;31;43;0.06976744186046512;0;0,7209;0,7209;0,0
63;19/05/2023;19:30;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 11;LDU Quito;Tecnico U.;0;0;0;32;43;0.0;0;0,7442;0,7442;0,0
64;19/05/2023;22:00;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 11;Barcelona SC;Orense;0;0;0;0;0;0.0;0;0;0;0
65;19/05/2023;16:00;ENGLAND;LEAGUE ONE - PLAY OFFS - SEMI-FINALS;Barnsley;Bolton;0;0;0;30;43;0.0;0;0,6977;0,6977;0,0
66;19/05/2023;13:00;ESTONIA;MEISTRILIIGA - ROUND 13;Harju JK Laagri;Flora;0;0;0;0;0;0.0;0;0;0;0
67;19/05/2023;13:00;FINLAND;SUOMEN CUP - 1/32-FINALS;S. Kristina;P-Iirot Rauma;0;0;0;36;43;0.0;0;0,8372;0,8372;0,0
68;19/05/2023;13:45;FINLAND;SUOMEN CUP - 1/32-FINALS;PPJ/Ruoholahti;VJS;0;0;0;33;43;0.0;0;0,7674;0,7674;0,0
69;19/05/2023;14:00;FRANCE;LIGUE 2 - ROUND 36;Grenoble;Rodez;0;0;0;0;0;0.0;0;0;0;0
70;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Bastia-Borgo;Martigues;0;0;0;0;0;0.0;0;0;0;0
71;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Chateauroux;Red Star;0;0;0;0;0;0.0;0;0;0;0
72;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Cholet;Paris 13 Atl.;0;0;0;0;0;0.0;0;0;0;0
73;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Concarneau;Bourg en Bresse;0;0;0;0;0;0.0;0;0;0;0
74;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Dunkerque;Orleans;0;0;0;0;0;0.0;0;0;0;0
75;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Nancy;Le Puy-en-Velay;0;0;0;0;0;0.0;0;0;0;0
76;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Stade Briochin;Sedan;0;0;0;29;43;0.023255813953488372;0;0,6744;0,6744;0,0
77;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Versailles;Avranches;0;0;0;0;0;0.0;0;0;0;0
78;19/05/2023;16:00;FRANCE;NATIONAL - ROUND 33;Villefranche;Le Mans;0;0;0;0;0;0.0;0;0;0;0
79;19/05/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 23;Armed Forces;Falcons;0;0;0;0;0;0.0;0;0;0;0
80;19/05/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 23;Fortune;Real Banjul;0;0;0;0;0;0.0;0;0;0;0
81;19/05/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 23;Steve Biko;Greater Tomorrow;0;0;0;0;0;0.0;0;0;0;0
82;19/05/2023;13:30;GERMANY;2. BUNDESLIGA - ROUND 33;Darmstadt;Magdeburg;0;0;0;0;0;0.0;0;0;0;0
83;19/05/2023;13:30;GERMANY;2. BUNDESLIGA - ROUND 33;Holstein Kiel;St. Pauli;0;0;0;0;0;0.0;0;0;0;0
84;19/05/2023;14:00;GERMANY;3. LIGA - ROUND 37;Munich 1860;Mannheim;0;0;0;35;43;0.046511627906976744;0;0,814;0,814;0,0
85;19/05/2023;11:00;GERMANY;JUNIOREN BUNDESLIGA PLAY OFFS - LOSERS STAGE - ROUND 4;Unterhaching U19;Dresden U19;0;0;0;30;43;0.046511627906976744;0;0,6977;0,6977;0,0
86;19/05/2023;14:15;GERMANY;BUNDESLIGA WOMEN - ROUND 21;Hoffenheim W;Werder Bremen W;0;0;0;0;0;0.0;0;0;0;0
87;19/05/2023;12:00;GHANA;PREMIER LEAGUE - ROUND 31;Nsoatreman;Real Tamale;0;0;0;28;43;0.023255813953488372;0;0,6512;0,6512;0,0
88;19/05/2023;09:15;GREECE;SUPER LEAGUE 2 - ROUND 26;Veria;AEL Larissa;0;0;0;0;0;0.0;0;0;0;0
89;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Almopos;PAOK B;0;0;0;0;0;0.0;0;0;0;0
90;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Apollon Smyrnis;Rouf FC;0;0;0;0;0;0.0;0;0;0;0
91;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Episkopi;Proodeftiki;0;0;0;0;0;0.0;0;0;0;0
92;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Ilioupoli;PAE Egaleo;0;0;0;0;0;0.0;0;0;0;0
93;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Iraklis 1908;Iraklis Larissa;0;0;0;0;0;0.0;0;0;0;0
94;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Kalamata;Athens Kallithea;0;0;0;0;0;0.0;0;0;0;0
95;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Makedonikos;Apollon Pontou;0;0;0;0;0;0.0;0;0;0;0
96;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;PAE Chania;O.F. Ierapetra;0;0;0;0;0;0.0;0;0;0;0
97;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Panathinaikos B;Karditsa;0;0;0;0;0;0.0;0;0;0;0
98;19/05/2023;10:00;GREECE;SUPER LEAGUE 2 - ROUND 26;Thesprotos;Niki Volos;0;0;0;0;0;0.0;0;0;0;0
99;19/05/2023;12:00;GUINEA;LIGUE 1 - ROUND 21;Kaloum Star;Satellite;0;0;0;0;0;0.0;0;0;0;0
100;19/05/2023;12:00;GUINEA;LIGUE 1 - ROUND 21;Kamsar;Ashanti GB;0;0;0;0;0;0.0;0;0;0;0
101;19/05/2023;12:00;GUINEA;LIGUE 1 - ROUND 21;Sequence;Renaissance;0;0;0;0;0;0.0;0;0;0;0
102;19/05/2023;13:15;HUNGARY;OTP BANK LIGA - ROUND 32;Paks;Puskas Academy;0;0;0;27;43;0.0;0;0,6279;0,6279;0,0
103;19/05/2023;15:30;HUNGARY;OTP BANK LIGA - ROUND 32;Kisvarda;Vasas;0;0;0;0;0;0.0;0;0;0;0
104;19/05/2023;10:30;IRAQ;SUPER LEAGUE - ROUND 29;Al Diwaniya;Naft Al-Basra;0;0;0;0;0;0.0;0;0;0;0
105;19/05/2023;13:00;IRAQ;SUPER LEAGUE - ROUND 29;Al Zawraa;Erbil;0;0;0;0;0;0.0;0;0;0;0
106;19/05/2023;15:30;IRAQ;SUPER LEAGUE - ROUND 29;Zakho;Al-Hudod;0;0;0;0;0;0.0;0;0;0;0
107;19/05/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 16;Cork City;Sligo Rovers;0;0;0;0;0;0.0;0;0;0;0
108;19/05/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 16;Derry City;UC Dublin;0;0;0;0;0;0.0;0;0;0;0
109;19/05/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 16;Dundalk;Bohemians;0;0;0;0;0;0.0;0;0;0;0
110;19/05/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 16;Shelbourne;St. Patricks;0;0;0;0;0;0.0;0;0;0;0
111;19/05/2023;16:00;IRELAND;PREMIER DIVISION - ROUND 16;Shamrock Rovers;Drogheda;0;0;0;26;43;0.0;0;0,6047;0,6047;0,0
112;19/05/2023;15:30;ITALY;SERIE B - ROUND 38;Cittadella;Como;0;0;0;31;43;0.023255813953488372;0;0,7209;0,7209;0,0
113;19/05/2023;15:30;ITALY;SERIE B - ROUND 38;Cosenza;Cagliari;0;0;0;29;43;0.0;0;0,6744;0,6744;0,0
114;19/05/2023;15:30;ITALY;SERIE B - ROUND 38;Genoa;Bari;0;0;0;0;0;0.0;0;0;0;0
