Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
140;11/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 1;Arsenal U21;West Ham U21;13;30;13;30;0,4333;0,4333;0,8666;3,1667;1,7904;3,0333;1,7221;6,2
141;11/08/2023;14:30;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 16;IFK Hassleholm;Karlskrona;13;30;13;30;0,4333;0,4333;0,8666;3,1;1,4457;2,9667;1,9232;6,0667
142;11/08/2023;15:00;PERU;LIGA 1 - CLAUSURA - ROUND 8;Sport Huancayo;Union Comercio;16;30;10;30;0,5333;0,3333;0,8666;2,7;1,7916;3,3333;1,5563;6,0333
143;11/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 3;Austria Vienna (Am);Leobendorf;10;30;16;30;0,3333;0,5333;0,8666;3,4333;1,9439;2,8;1,6207;6,2333
144;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Niort;Avranches;13;30;13;30;0,4333;0,4333;0,8666;2,8667;1,8025;2,7;1,3699;5,5667
145;11/08/2023;13:30;DENMARK;1ST DIVISION - ROUND 4;Fredericia;Hillerod;10;30;16;30;0,3333;0,5333;0,8666;3,3;1,6361;2,7;1,9519;6,0
146;11/08/2023;13:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 2;Motorlet Prague B;CAFC;11;30;14;30;0,3667;0,4667;0,8334;3,5667;2,2164;3,4333;2,3336;7,0
147;11/08/2023;14:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 4;Mechtersheim;Kaiserslautern II;11;30;14;30;0,3667;0,4667;0,8334;2,8667;1,8391;3,4;1,9253;6,2667
148;11/08/2023;22:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 3;Ocotal;Esteli;11;30;14;30;0,3667;0,4667;0,8334;3,2667;1,9821;2,8667;1,6879;6,1334
149;11/08/2023;14:30;GERMANY;REGIONALLIGA NORTH - ROUND 3;TSV Havelse;VfB Oldenburg;14;30;11;30;0,4667;0,3667;0,8334;2,8667;1,384;3,1333;1,8209;6,0
150;11/08/2023;09:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Rubin Kazan U19;Dynamo Moscow U19;14;30;11;30;0,4667;0,3667;0,8334;3,2333;2,1242;3,1333;2,125;6,3666
151;11/08/2023;14:30;GERMANY;OBERLIGA MITTELRHEIN - ROUND 1;Bonner;Hennef;14;30;11;30;0,4667;0,3667;0,8334;2,9667;1,8705;4,0;2,3523;6,9667
152;11/08/2023;15:45;WALES;CYMRU NORTH - ROUND 3;Ruthin;Gresford;11;30;14;30;0,3667;0,4667;0,8334;3,3;1,6563;2,7333;1,2893;6,0333
153;11/08/2023;04:30;WORLD;WORLD CUP WOMEN - PLAY OFFS - QUARTER-FINALS;Japan W;Sweden W;14;30;11;30;0,4667;0,3667;0,8334;2,9667;1,8345;3,3333;2,6119;6,3
154;11/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 1;Den Bosch;Oss;14;30;11;30;0,4667;0,3667;0,8334;3,0;2,556;3,4667;1,9102;6,4667
155;11/08/2023;16:15;PORTUGAL;LIGA PORTUGAL - ROUND 1;Braga;Famalicao;12;30;13;30;0,4;0,4333;0,8333;3,1667;1,7143;2,7;1,7729;5,8667
156;11/08/2023;09:30;RUSSIA;SUPREME DIVISION WOMEN - ROUND 16;FK Yenisey W;Zvezda 2005 W;13;30;12;30;0,4333;0,4;0,8333;2,8;2,2121;2,8333;2,1769;5,6333
157;11/08/2023;15:30;SLOVAKIA;NIKE LIGA - ROUND 3;Michalovce;Banska Bystrica;18;30;7;30;0,6;0,2333;0,8333;2,2667;1,7499;3,8333;1,8634;6,1
158;11/08/2023;14:30;SWITZERLAND;CHALLENGE LEAGUE - ROUND 4;Xamax;Thun;13;30;12;30;0,4333;0,4;0,8333;3,1333;1,6879;3,4667;1,7839;6,6
159;11/08/2023;15:00;NETHERLANDS;EREDIVISIE - ROUND 1;FC Volendam;Vitesse;9;30;16;30;0,3;0,5333;0,8333;3,5;1,8212;2,8333;1,8812;6,3333
160;11/08/2023;15:00;WORLD;CLUB FRIENDLY;Fiorentina (Ita);Sestri Levante (Ita);13;30;12;30;0,4333;0,4;0,8333;2,9667;1,5162;2,8667;1,6275;5,8334
161;11/08/2023;16:00;ENGLAND;PREMIER LEAGUE - ROUND 1;Burnley;Manchester City;15;30;10;30;0,5;0,3333;0,8333;2,3667;1,538;3,2667;1,7114;5,6334
162;11/08/2023;16:00;IRELAND;DIVISION 1 - ROUND 27;Finn Harps;Treaty United;13;30;12;30;0,4333;0,4;0,8333;3,2333;2,1398;3,2;1,7397;6,4333
163;11/08/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 5;Abtswind;Ammerthal;13;30;12;30;0,4333;0,4;0,8333;2,9;1,2207;3,5667;1,9439;6,4667
164;11/08/2023;08:00;KAZAKHSTAN;FIRST DIVISION - ROUND 19;Yelimay Semey;Turan;10;21;10;30;0,4762;0,3333;0,8095;3,1429;1,859;3,6667;2,196;6,8096
165;11/08/2023;14:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 5;Kornburg;Hankofen-Hailing;15;30;9;30;0,5;0,3;0,8;2,7;1,5308;3,9667;2,1367;6,6667
166;11/08/2023;10:00;TURKMENISTAN;YOKARY LIGA - ROUND 12;Ahal;Merw;11;30;13;30;0,3667;0,4333;0,8;3,4333;1,8741;2,8333;1,8454;6,2666
167;11/08/2023;15:00;TURKEY;SUPER LIG - ROUND 1;Trabzonspor;Antalyaspor;8;30;16;30;0,2667;0,5333;0,8;3,6;1,6042;2,4667;1,4545;6,0667
168;11/08/2023;13:00;CZECH REPUBLIC;DIVISION D - ROUND 2;Vrchovina;Pelhrimov;13;30;11;30;0,4333;0,3667;0,8;2,8333;1,7337;3,7;2,0841;6,5333
169;11/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 27;Wexford;Kerry;11;30;13;30;0,3667;0,4333;0,8;2,7333;1,3149;3,3;2,068;6,0333
170;11/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 3;St. Polten;Liefering;15;30;9;30;0,5;0,3;0,8;2,7333;1,2632;3,4;1,6852;6,1333
171;11/08/2023;15:45;WALES;CYMRU PREMIER - ROUND 1;Haverfordwest;Pontypridd;15;30;9;30;0,5;0,3;0,8;2,7333;1,2365;3,3667;1,663;6,1
172;11/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 3;Abergavenny Town;Afan Lido;15;30;9;30;0,5;0,3;0,8;2,8333;1,7143;3,5667;1,9779;6,4
173;11/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 3;Vocklamarkt;WSC Wels;15;30;9;30;0,5;0,3;0,8;2,4333;1,6059;3,6667;1,9551;6,1
174;11/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Buchbach;Furth II;14;30;10;30;0,4667;0,3333;0,8;2,8667;1,9448;3,2333;1,6059;6,1
175;11/08/2023;13:00;MEXICO;LIGA PREMIER SERIE A - ROUND 1;Correcaminos 2;Chihuahua;10;30;13;28;0,3333;0,4643;0,7976;3,8;1,9218;2,5714;1,4498;6,3714
176;11/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 2;Swit Skolwin;Gedania Gdansk;14;30;9;30;0,4667;0,3;0,7667;2,9;1,8682;3,8;2,104;6,7
177;11/08/2023;12:45;WORLD;CLUB FRIENDLY;AS Roma U19 (Ita);Benevento (Ita);5;30;18;30;0,1667;0,6;0,7667;3,8;1,7776;2,3;1,394;6,1
178;11/08/2023;11:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Krasnodar U19;FK Rostov U19;11;30;12;30;0,3667;0,4;0,7667;3,3667;2,2581;2,9;1,7578;6,2667
179;11/08/2023;11:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Sochi U19;Konoplev Academy U19;11;30;12;30;0,3667;0,4;0,7667;3,8667;2,3485;3,7;2,1779;7,5667
180;11/08/2023;13:00;AUSTRIA;REGIONALLIGA EAST - ROUND 3;Donaufeld Wien;Wiener Sport-Club;11;30;12;30;0,3667;0,4;0,7667;3,7333;1,9821;3,1333;1,6069;6,8666
181;11/08/2023;21:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - QUARTER-FINALS;Inter Miami;Charlotte;12;30;11;30;0,4;0,3667;0,7667;2,9333;1,7308;3,0333;1,6428;5,9666
182;11/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 3;Taffs Well;Briton Ferry;14;30;9;30;0,4667;0,3;0,7667;3,1;1,8859;3,6;1,8547;6,7
183;11/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 3;SV Oberwart;Neusiedl;9;30;14;30;0,3;0,4667;0,7667;3,7;2,3544;3,1;1,578;6,8
184;11/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 8;Bali United;PSM Makassar;9;30;14;30;0,3;0,4667;0,7667;3,3333;1,5129;2,7667;1,585;6,1
185;11/08/2023;14:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 5;Ingolstadt II;Regensburg II;13;30;10;30;0,4333;0,3333;0,7666;3,2667;1,7114;3,8;2,1817;7,0667
186;11/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 22;South Adelaide;Adelaide Comets;7;30;16;30;0,2333;0,5333;0,7666;4,1333;1,875;2,8;1,9391;6,9333
187;11/08/2023;15:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 16;Ragsved;Arameisk-Syrianska;13;30;10;30;0,4333;0,3333;0,7666;3,0;1,8797;3,1333;1,6879;6,1333
188;11/08/2023;14:30;WORLD;CLUB FRIENDLY WOMEN;Genk W (Bel);PSV W (Ned);13;30;10;30;0,4333;0,3333;0,7666;2,9667;1,4941;3,4;1,5406;6,3667
189;11/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 1;Cambuur;FC Emmen;10;30;13;30;0,3333;0,4333;0,7666;3,1333;1,7269;3,0667;1,5261;6,2
190;11/08/2023;19:00;NICARAGUA;LIGA PRIMERA U20 - APERTURA - ROUND 3;Ocotal U20;Esteli U20;13;30;10;30;0,4333;0,3333;0,7666;2,9667;1,9746;3,9333;2,5024;6,9
191;11/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 2;Loughgall;Coleraine;14;30;8;30;0,4667;0,2667;0,7334;2,5667;1,6469;3,0667;1,436;5,6334
192;11/08/2023;14:30;GERMANY;OBERLIGA HESSEN - ROUND 3;Viktoria Griesheim;Eddersheim;8;30;14;30;0,2667;0,4667;0,7334;3,5333;1,5861;2,9333;1,7876;6,4666
193;11/08/2023;07:30;AUSTRALIA;NPL QUEENSLAND - ROUND 20;Redlands;Brisbane City;12;30;10;30;0,4;0,3333;0,7333;3,0333;1,5808;3,6333;1,9058;6,6666
194;11/08/2023;11:00;BELARUS;PERSHAYA LIGA - ROUND 18;Molodechno;Lokomotiv Gomel;12;30;10;30;0,4;0,3333;0,7333;2,8667;1,4996;3,5;2,1409;6,3667
195;11/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 1;Dordrecht;Breda;13;30;9;30;0,4333;0,3;0,7333;3,0333;2,1053;3,9667;2,8808;7,0
196;11/08/2023;14:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 16;Forward;Grebbestad;13;30;9;30;0,4333;0,3;0,7333;3,0667;1,931;3,5333;2,3907;6,6
197;11/08/2023;14:30;SWEDEN;DIVISION 2 - NORRLAND - ROUND 16;Storfors AIK;IFK Lulea;9;30;13;30;0,3;0,4333;0,7333;3,6;2,1071;2,9333;1,7308;6,5333
198;11/08/2023;09:30;THAILAND;THAI LEAGUE 1 - ROUND 1;Police Tero;Pathum United;10;30;12;30;0,3333;0,4;0,7333;2,9;1,7195;2,9333;1,8785;5,8333
199;11/08/2023;15:00;BELGIUM;CHALLENGER PRO LEAGUE - ROUND 1;Anderlecht U23;Beerschot VA;7;30;15;30;0,2333;0,5;0,7333;3,4333;1,4533;2,4;1,4514;5,8333
200;11/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 3;Allerheiligen;Union Gurten;10;30;12;30;0,3333;0,4;0,7333;3,5;2,0616;2,8;1,7963;6,3
201;11/08/2023;16:15;ICELAND;DIVISION 2 - ROUND 16;IR Reykjavik;Throttur Vogar;11;30;10;30;0,3667;0,3333;0,7;3,2333;1,6059;3,2333;1,2565;6,4666
202;11/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 3;Stripfing;Ried;6;30;15;30;0,2;0,5;0,7;3,8;1,7588;2,7667;1,6469;6,5667
203;11/08/2023;12:30;CZECH REPUBLIC;CFL - GROUP B - ROUND 2;Kolin;FK Ceska Lipa;9;30;12;30;0,3;0,4;0,7;3,3667;1,5808;2,8667;1,8209;6,2334
204;11/08/2023;12:30;CZECH REPUBLIC;MSFL - ROUND 2;Zlinsko;FK Frydek-Mistek;10;30;11;30;0,3333;0,3667;0,7;3,6;2,3036;3,2;2,0881;6,8
205;11/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 16;Leiknir;Grotta;9;30;12;30;0,3;0,4;0,7;3,8;1,8868;3,2;1,833;7,0
206;11/08/2023;08:00;CAMBODIA;CPL;Svay Rieng;Phnom Penh Crown;13;30;8;30;0,4333;0,2667;0,7;3,2;2,197;4,0;2,2361;7,2
207;11/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 3;Vorwarts Steyr;Gleisdorf;13;30;8;30;0,4333;0,2667;0,7;2,9333;1,3646;3,6;1,8367;6,5333
208;11/08/2023;14:00;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 2;Pforzheim;Goppinger SV;8;30;13;30;0,2667;0,4333;0,7;3,8;1,8868;3,3333;1,6398;7,1333
209;11/08/2023;15:45;GERMANY;DFB POKAL - 1/32-FINALS;Braunschweig;Schalke;11;30;10;30;0,3667;0,3333;0,7;3,4;2,7641;3,3333;2,1187;6,7333
210;11/08/2023;10:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Krylya Sovetov Samara U19;FK Orenburg U19;10;30;11;30;0,3333;0,3667;0,7;3,0;1,7889;3,3667;1,8705;6,3667
211;11/08/2023;14:30;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 1;Schonnebeck;SC St.Tonis;8;30;13;30;0,2667;0,4333;0,7;4,4;2,3749;2,9333;1,8245;7,3333
212;11/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 22;Croydon Kings;Adelaide City;11;30;10;30;0,3667;0,3333;0,7;3,2333;1,7452;3,3333;1,7192;6,5666
213;11/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 3;Admira;Horn;13;30;8;30;0,4333;0,2667;0,7;2,9;1,9553;3,2;1,579;6,1
214;11/08/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;Hammarby W (Swe);IF Brommapojkarna W (Swe);10;30;11;30;0,3333;0,3667;0,7;3,3;2,0191;3,4333;1,9267;6,7333
215;11/08/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 16;Nosaby IF;Simrishamn;16;30;3;19;0,5333;0,1579;0,6912;2,6333;1,6829;3,9474;1,3562;6,5807
216;11/08/2023;14:00;DENMARK;SUPERLIGA - ROUND 4;FC Copenhagen;Odense;12;30;8;30;0,4;0,2667;0,6667;3,3;2,3116;3,6;1,9079;6,9
217;11/08/2023;14:30;GERMANY;REGIONALLIGA WEST - ROUND 3;Schalke II;Wuppertal;12;30;8;30;0,4;0,2667;0,6667;3,3;2,2083;4,0333;2,0894;7,3333
218;11/08/2023;14:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 16;Lidkoping;IFK Skovde;11;30;9;30;0,3667;0,3;0,6667;3,6;2,5897;3,8333;2,1148;7,4333
219;11/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Hearts B;Cowdenbeath;8;30;12;30;0,2667;0,4;0,6667;3,9667;2,008;2,6667;1,5129;6,6334
220;11/08/2023;13:45;GERMANY;OBERLIGA HESSEN - ROUND 3;Fernwald;TUS Dietkirchen;11;30;9;30;0,3667;0,3;0,6667;3,6667;2,1654;3,3333;1,5776;7,0
221;11/08/2023;12:00;BELARUS;PERSHAYA LIGA - ROUND 18;Maxline;FC Slonim;8;30;12;30;0,2667;0,4;0,6667;4,1;2,3714;3,0;1,633;7,1
222;11/08/2023;13:30;GERMANY;OBERLIGA BREMEN - ROUND 1;Vatan Bremen;Werder Bremen II;11;30;9;30;0,3667;0,3;0,6667;3,5333;1,7269;3,3667;2,2728;6,9
223;11/08/2023;13:00;FINLAND;KAKKONEN GROUP A;Lahden Reipas;PPJ;11;30;9;30;0,3667;0,3;0,6667;3,3;2,2383;4,3333;2,9021;7,6333
224;11/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 22;Adelaide U21;West Adelaide;5;30;15;30;0,1667;0,5;0,6667;3,7667;1,5206;3,1;1,7195;6,8667
225;11/08/2023;14:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 16;Savedalen;Lindome;13;30;7;30;0,4333;0,2333;0,6666;3,5333;2,2321;3,8667;1,6479;7,4
226;11/08/2023;13:30;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Vilzing;Schweinfurt;13;30;7;30;0,4333;0,2333;0,6666;3,4333;2,376;3,9;1,9035;7,3333
227;11/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 22;White City;Sturt Lions;7;30;13;30;0,2333;0,4333;0,6666;3,1667;1,5293;3,0667;1,7114;6,2334
228;11/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 4;Koge;B.93;10;30;10;30;0,3333;0,3333;0,6666;3,7333;2,1899;3,9333;3,1298;7,6666
229;11/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 3;Kremser;Mauerwerk;10;30;10;30;0,3333;0,3333;0,6666;3,2667;1,5902;3,3667;1,6224;6,6334
230;11/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Augsburg II;SpVgg Bayreuth;10;30;10;30;0,3333;0,3333;0,6666;3,6667;1,8318;3,6;2,2;7,2667
231;11/08/2023;15:30;AUSTRIA;2. LIGA - ROUND 3;First Vienna;Grazer AK;10;30;10;30;0,3333;0,3333;0,6666;3,2;1,5578;3,3667;1,8345;6,5667
232;11/08/2023;14:00;WORLD;CLUB FRIENDLY;SSVg Velbert (Ger);Duisburg (Ger);10;30;10;30;0,3333;0,3333;0,6666;3,4;1,9933;3,2333;1,3585;6,6333
233;11/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 1;Wolves U21;Fulham U21;14;30;5;30;0,4667;0,1667;0,6334;2,9667;1,7604;3,9;1,6401;6,8667
234;11/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 3;Drassburg;SK Rapid Vienna (Am);8;30;11;30;0,2667;0,3667;0,6334;3,7333;1,672;3,3;1,9858;7,0333
235;11/08/2023;15:00;TURKEY;1. LIG - ROUND 1;Boluspor;Adanaspor AS;14;30;5;30;0,4667;0,1667;0,6334;2,8;1,6813;3,0333;1,1397;5,8333
236;11/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 3;Bad Gleichenberg;Ried (Am);7;30;12;30;0,2333;0,4;0,6333;4,0667;2,0806;3,2333;2,2013;7,3
237;11/08/2023;14:30;SWITZERLAND;CHALLENGE LEAGUE - ROUND 4;Stade Nyonnais;Schaffhausen;9;30;10;30;0,3;0,3333;0,6333;3,5;1,8394;3,7333;1,931;7,2333
238;11/08/2023;13:00;GERMANY;DFB POKAL - 1/32-FINALS;Saarbrucken;Karlsruher SC;10;30;9;30;0,3333;0,3;0,6333;3,0667;1,2632;4,5333;3,6582;7,6
239;11/08/2023;20:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 4;Zacatecas Mineros;Alebrijes Oaxaca;6;30;13;30;0,2;0,4333;0,6333;3,8;1,833;3,0;1,7321;6,8
240;11/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 3;Traiskirchen;Wiener Viktoria;10;30;9;30;0,3333;0,3;0,6333;3,3333;2,0055;3,6333;1,6829;6,9666
241;11/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 6;Rain/Lech;Pipinsried;10;30;9;30;0,3333;0,3;0,6333;3,5;1,8753;3,5333;2,247;7,0333
242;11/08/2023;14:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 4;Arminia Ludwigshafen;Pirmasens;9;30;10;30;0,3;0,3333;0,6333;4,1333;2,4998;3,2333;1,4761;7,3666
243;11/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Bayern II;Nurnberg II;7;30;12;30;0,2333;0,4;0,6333;3,7667;1,82;3,7;2,2383;7,4667
244;11/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 3;Deutschlandsberger;Weindorf St. Anna;10;30;9;30;0,3333;0,3;0,6333;3,3333;1,6997;3,8667;2,0934;7,2
245;11/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 22;Campbelltown City;Adelaide Olympic;8;30;10;30;0,2667;0,3333;0,6;3,1333;1,4545;3,4;1,9253;6,5333
246;11/08/2023;12:30;FINLAND;KANSALLINEN LIIGA WOMEN;PK-35 Helsinki W;HPS W;8;30;10;30;0,2667;0,3333;0,6;3,5;1,8028;3,2667;1,4126;6,7667
247;11/08/2023;15:30;ICELAND;DIVISION 1 - ROUND 16;Fjolnir;Akranes;9;30;9;30;0,3;0,3;0,6;4,1333;2,3343;3,9;2,1032;8,0333
248;11/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 16;Aegir;Thor Akureyri;6;30;12;30;0,2;0,4;0,6;3,6;1,5406;2,9333;1,7499;6,5333
249;11/08/2023;13:30;CZECH REPUBLIC;DIVISION E - ROUND 2;Batov;Prerov;7;30;11;30;0,2333;0,3667;0,6;3,9;2,0551;3,4333;2,0442;7,3333
250;11/08/2023;13:00;GERMANY;DFB POKAL - 1/32-FINALS;Bersenbruck;B. Monchengladbach;6;30;12;30;0,2;0,4;0,6;4,2333;1,9267;3,1;1,8859;7,3333
251;11/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 1;De Graafschap;Den Haag;9;30;9;30;0,3;0,3;0,6;3,2667;1,6519;3,1667;1,551;6,4334
252;11/08/2023;13:00;FINLAND;KAKKONEN GROUP B;Atlantis;Poxyt;10;30;7;28;0,3333;0,25;0,5833;4,1;2,4678;3,6786;1,8333;7,7786
253;11/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 3;ASK Voitsberg;Wallern/St Marienkirchen;8;30;9;30;0,2667;0,3;0,5667;4,3667;2,4012;3,9;2,4132;8,2667
254;11/08/2023;07:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 2;Brno U19;Plzen U19;9;30;8;30;0,3;0,2667;0,5667;3,9;1,7954;3,8667;1,9448;7,7667
255;11/08/2023;10:00;WORLD;CLUB FRIENDLY WOMEN;Utrecht W (Ned);PEC Zwolle W (Ned);6;30;11;30;0,2;0,3667;0,5667;3,8;1,8148;3,4333;1,8918;7,2333
256;11/08/2023;13:00;GERMANY;DFB POKAL - 1/32-FINALS;Sandhausen;Hannover;10;30;7;30;0,3333;0,2333;0,5666;3,1;1,7954;3,4;1,4742;6,5
257;11/08/2023;14:30;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 16;Sleipner;Nacka Iliria;8;30;5;17;0,2667;0,2941;0,5608;3,6333;1,6224;3,1176;1,6045;6,7509
258;11/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 3;Favoritner;TWL Elektra;5;27;11;30;0,1852;0,3667;0,5519;4,4444;2,2333;3,5333;2,3485;7,9777
259;11/08/2023;10:00;KAZAKHSTAN;FIRST DIVISION - ROUND 19;Aktobe 2;Turkistan;4;17;9;30;0,2353;0,3;0,5353;4,2353;2,3144;3,7333;2,3228;7,9686
260;11/08/2023;13:30;NORWAY;DIVISION 3 - GROUP 3 - ROUND 15;Stord;Bjarg;8;30;8;30;0,2667;0,2667;0,5334;4,2333;2,2013;3,9333;2,205;8,1666
261;11/08/2023;13:00;LATVIA;1. LIGA - ROUND 15;RFS 2;Tukums 2000 2;7;30;9;30;0,2333;0,3;0,5333;4,3667;2,1523;3,5333;2,0122;7,9
262;11/08/2023;13:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Spartak Moscow U19;Zenit U19;9;30;7;30;0,3;0,2333;0,5333;3,4;1,7436;3,8;1,6613;7,2
263;11/08/2023;13:00;ESTONIA;MEISTRILIIGA WOMEN - ROUND 13;Polva Lootos W;Tammeka Tartu W;9;30;7;30;0,3;0,2333;0,5333;4,7667;3,1695;4,5333;2,4459;9,3
264;11/08/2023;13:00;POLAND;III LIGA - GROUP I - ROUND 2;Mlawa;Legionowo;6;30;10;30;0,2;0,3333;0,5333;4,3333;2,0385;3,1333;1,5434;7,4666
265;11/08/2023;16:00;NORTHERN IRELAND;PREMIERSHIP WOMEN - ROUND 12;Lisburn Ladies W;Sion Swifts W;8;28;7;30;0,2857;0,2333;0,519;4,0714;2,1535;3,7667;1,7259;7,8381
266;11/08/2023;14:30;GERMANY;OBERLIGA HAMBURG - ROUND 3;SC Victoria Hamburg;Paloma;5;30;10;30;0,1667;0,3333;0,5;4,8333;2,325;3,8333;2,3956;8,6666
267;11/08/2023;11:00;WORLD;CLUB FRIENDLY WOMEN;Excelsior W (Ned);VV Alkmaar W (Ned);8;30;7;30;0,2667;0,2333;0,5;3,8667;2,0774;3,6;1,7243;7,4667
268;11/08/2023;14:30;GERMANY;REGIONALLIGA WEST - ROUND 3;Alemannia Aachen;B. Monchengladbach II;9;30;6;30;0,3;0,2;0,5;3,4333;1,7065;4,4;2,3036;7,8333
269;11/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 3;Goytre Utd;Trefelin;9;30;5;30;0,3;0,1667;0,4667;3,9667;1,9746;3,9;1,3;7,8667
270;11/08/2023;12:00;SLOVAKIA;1. LIGA WOMEN - ROUND 1;Trnava W;Petrzalka W;4;30;10;30;0,1333;0,3333;0,4666;5,4667;2,8952;3,4;2,0265;8,8667
271;11/08/2023;14:30;NORWAY;DIVISION 3 - GROUP 3 - ROUND 15;Djerv 1919;Staal Jorpeland;7;30;7;30;0,2333;0,2333;0,4666;3,9333;1,8962;4,1;2,1962;8,0333
272;11/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 1;Chelsea U21;Blackburn U21;8;30;5;30;0,2667;0,1667;0,4334;3,8;1,8511;3,8;1,5362;7,6
273;11/08/2023;13:00;CZECH REPUBLIC;USTECKY KP - ROUND 1;Banik Most - Sous B;Litomericko;8;30;5;30;0,2667;0,1667;0,4334;3,7667;1,8382;4,4333;2,2013;8,2
274;11/08/2023;14:00;GERMANY;OBERLIGA HAMBURG - ROUND 3;Dassendorf;Sasel;5;30;8;30;0,1667;0,2667;0,4334;4,3;1,8285;3,9;2,1962;8,2
275;11/08/2023;13:00;CZECH REPUBLIC;MSFL - ROUND 2;Start Brno;Bohunice;4;30;9;30;0,1333;0,3;0,4333;4,2;1,833;3,6667;2,2998;7,8667
276;11/08/2023;15:30;WALES;CYMRU NORTH - ROUND 3;Guilsfield;Buckley;6;30;7;30;0,2;0,2333;0,4333;3,5667;1,8562;3,9333;1,6918;7,5
