Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
57;31/08/2023;10:00;ARMENIA;FIRST LEAGUE - ROUND 6;Lernayin Artsakh;BKMA 2;14;20;15;20;0,7;0,75;1,45;1,05;0,8646;1,5;1,3601;2,55
58;31/08/2023;11:00;UNITED ARAB EMIRATES;LEAGUE CUP;Al Wasl;Hatta;14;20;15;20;0,7;0,75;1,45;1,0;0,8367;1,3;1,1446;2,3
59;31/08/2023;21:00;ECUADOR;SERIE B - ROUND 27;Imbabura;Cuniburo;13;20;16;20;0,65;0,8;1,45;1,25;1,1779;1,35;1,0137;2,6
60;31/08/2023;13:00;LITHUANIA;I LYGA - ROUND 21;Kauno Zalgiris 2;Babrungas;15;20;14;20;0,75;0,7;1,45;1,25;1,0897;1,1;0,995;2,35
61;31/08/2023;21:30;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - QUARTER-FINALS;Olimpia Asuncion;Fluminense;15;20;13;20;0,75;0,65;1,4;1,45;1,244;1,05;0,9206;2,5
62;31/08/2023;11:30;ROMANIA;ROMANIAN CUP - QUALIFICATION - FINAL;Unirea Slobozia;FC Hermannstadt;15;20;13;20;0,75;0,65;1,4;1,35;1,0618;0,9;0,8888;2,25
63;31/08/2023;00:00;MEXICO;LIGA MX - APERTURA - ROUND 5;U.A.N.L.- Tigres;Santos Laguna;14;20;14;20;0,7;0,7;1,4;1,2;1,077;1,75;1,4448;2,95
64;31/08/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Ferencvaros;Zalgiris;16;20;12;20;0,8;0,6;1,4;1,8;1,631;1,0;1,0488;2,8
65;31/08/2023;14:00;EUROPE;EUROPA LEAGUE - QUALIFICATION - FINAL;FK Zorya Luhansk;Slavia Prague;15;20;13;20;0,75;0,65;1,4;1,35;1,1079;1,1;1,044;2,45
66;31/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 5;Alajuelense;Motagua;14;20;14;20;0,7;0,7;1,4;1,25;1,0897;1,1;1,044;2,35
67;31/08/2023;19:15;CANADA;U SPORTS;Queens;Toronto;16;20;12;20;0,8;0,6;1,4;1,9;1,7578;1,55;1,7168;3,45
68;31/08/2023;14:00;EUROPE;EUROPA LEAGUE - QUALIFICATION - FINAL;Sheriff Tiraspol;Klaksvik;14;20;14;20;0,7;0,7;1,4;1,25;1,1347;1,5;1,245;2,75
69;31/08/2023;11:30;ROMANIA;ROMANIAN CUP - QUALIFICATION - FINAL;CSM Zalau;Poli Iasi;12;20;16;20;0,6;0,8;1,4;0,95;0,9734;1,25;0,8874;2,2
70;31/08/2023;15:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Club Brugge KV;Osasuna;16;20;12;20;0,8;0,6;1,4;1,5;1,118;1,15;1,2757;2,65
71;31/08/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Army Red;Mohammedan;11;20;17;20;0,55;0,85;1,4;0,85;0,9097;1,9;1,3748;2,75
72;31/08/2023;15:00;ICELAND;BESTA DEILD WOMEN - CHAMPIONSHIP GROUP - ROUND 1;Valur W;Thor/KA W;15;20;13;20;0,75;0,65;1,4;1,35;0,9631;1,05;0,9734;2,4
73;31/08/2023;13:30;UNITED ARAB EMIRATES;LEAGUE CUP;Khorfakkan;Ittihad Kalba;14;20;14;20;0,7;0,7;1,4;1,15;0,8529;1,4;1,2806;2,55
74;31/08/2023;14:00;EUROPE;EUROPA LEAGUE - QUALIFICATION - FINAL;Sparta Prague;D. Zagreb;12;20;15;20;0,6;0,75;1,35;1,15;1,2757;1,05;0,8646;2,2
75;31/08/2023;17:15;PERU;LIGA 2 - ROUND 22;Comerciantes Unidos;Alianza Huanuco;14;20;13;20;0,7;0,65;1,35;1,0;0,8367;1,1;0,995;2,1
76;31/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 5;Olancho;Miguelito;12;20;15;20;0,6;0,75;1,35;0,95;1,0235;1,1;0,8307;2,05
77;31/08/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Dnipro-1;Trnava;13;20;14;20;0,65;0,7;1,35;1,05;0,9734;1,1;0,995;2,15
78;31/08/2023;17:30;MOROCCO;BOTOLA PRO - ROUND 1;Wydad;FUS Rabat;15;20;12;20;0,75;0,6;1,35;0,9;0,7;0,85;0,9097;1,75
79;31/08/2023;21:00;CHILE;PRIMERA DIVISION - ROUND 23;U. Espanola;U. Catolica;14;20;13;20;0,7;0,65;1,35;1,15;1,0137;0,85;0,7263;2,0
80;31/08/2023;16:00;WORLD;CLUB FRIENDLY WOMEN;AC Milan W;Paris SG W;15;20;12;20;0,75;0,6;1,35;1,25;0,8874;1,2;1,3638;2,45
81;31/08/2023;12:40;KUWAIT;DIVISION 1 - ROUND 2;Al Tadamon;Al Sulaibikhat;12;20;15;20;0,6;0,75;1,35;1,15;1,1948;1,15;0,9631;2,3
82;31/08/2023;12:45;KUWAIT;PREMIER LEAGUE - ROUND 2;Al Shabab;Al Arabi;14;20;13;20;0,7;0,65;1,35;1,1;0,995;1,2;1,4;2,3
83;31/08/2023;10:00;ARMENIA;PREMIER LEAGUE - ROUND 6;Shirak Gyumri;Alashkert;12;20;15;20;0,6;0,75;1,35;0,95;1,0712;1,35;1,1079;2,3
84;31/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 3;San Lorenzo 2;Union de Santa Fe 2;12;20;14;20;0,6;0,7;1,3;0,9;0,8888;1,2;1,0296;2,1
85;31/08/2023;14:45;BRAZIL;COPA RIO - 1/8-FINALS;Serrano FC;Boavista;9;15;14;20;0,6;0,7;1,3;1,0;0,9661;1,3;1,1;2,3
86;31/08/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - QUARTER-FINALS;Fortaleza;America MG;11;20;15;20;0,55;0,75;1,3;0,75;0,8292;1,4;1,2;2,15
87;31/08/2023;10:00;ARMENIA;FIRST LEAGUE - ROUND 6;Syunik;Urartu 2;12;20;14;20;0,6;0,7;1,3;1,15;1,2757;1,45;1,4654;2,6
88;31/08/2023;13:00;ARMENIA;PREMIER LEAGUE - ROUND 6;Noah;Ararat Yerevan;13;20;13;20;0,65;0,65;1,3;1,0;0,8944;1,05;1,0235;2,05
89;31/08/2023;14:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 8;Mechtersheim;Dudenhofen;14;20;12;20;0,7;0,6;1,3;1,6;1,3928;0,9;0,8888;2,5
90;31/08/2023;13:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;HJK;Farul Constanta;12;20;14;20;0,6;0,7;1,3;0,75;0,7665;1,4;1,1576;2,15
91;31/08/2023;12:00;LITHUANIA;I LYGA - ROUND 21;Nevezis Kedainiai;Zalgiris 2;11;20;15;20;0,55;0,75;1,3;1,0;1,0488;1,4;1,0198;2,4
92;31/08/2023;15:00;KUWAIT;PREMIER LEAGUE - ROUND 2;Khaitan;Al-Fahaheel;13;20;13;20;0,65;0,65;1,3;1,15;1,1948;1,1;1,0909;2,25
93;31/08/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Partizani;FC Astana;14;20;12;20;0,7;0,6;1,3;1,3;1,1446;0,95;0,9734;2,25
94;31/08/2023;11:30;WORLD;FRIENDLY INTERNATIONAL;North Macedonia U16;Turkey U16;11;18;13;20;0,6111;0,65;1,2611;0,8889;0,8749;0,9;0,8888;1,7889
95;31/08/2023;10:55;OMAN;PROFESSIONAL LEAGUE - ROUND 3;Al Nasr;Al-Shabab;13;20;12;20;0,65;0,6;1,25;0,95;1,0235;0,9;0,9434;1,85
96;31/08/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 2;M. Herzliya;Hap. Ramat Gan;11;20;14;20;0,55;0,7;1,25;0,95;1,0235;1,1;0,9434;2,05
97;31/08/2023;14:00;WORLD;FRIENDLY INTERNATIONAL;Iraq U23;Oman U23;14;20;11;20;0,7;0,55;1,25;1,15;0,9097;1,0;1,0954;2,15
98;31/08/2023;15:00;NICARAGUA;LIGA PRIMERA U20 - APERTURA - ROUND 6;Matagalpa U20;Ocotal U20;13;20;12;20;0,65;0,6;1,25;1,55;1,4654;0,95;1,0235;2,5
99;31/08/2023;13:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Bodo/Glimt;Sepsi Sf. Gheorghe;17;20;8;20;0,85;0,4;1,25;1,45;1,244;0,55;0,8047;2,0
100;31/08/2023;13:30;ISRAEL;LEUMIT LEAGUE - ROUND 2;H. Akko;Ironi Tiberias;10;20;15;20;0,5;0,75;1,25;1,05;1,244;1,3;1,1;2,35
101;31/08/2023;12:40;KUWAIT;DIVISION 1 - ROUND 2;Burgan;Al Sahel;15;20;10;20;0,75;0,5;1,25;1,2;1,0296;0,85;1,0137;2,05
102;31/08/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Twente;Fenerbahce;12;20;13;20;0,6;0,65;1,25;1,25;1,26;1,05;0,9734;2,3
103;31/08/2023;14:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 21;Toftir;TB Tvoroyri;14;20;10;20;0,7;0,5;1,2;1,25;0,9937;0,75;0,8874;2,0
104;31/08/2023;17:00;ECUADOR;SERIE B - ROUND 27;Ind. Juniors;Chacaritas;10;20;14;20;0,5;0,7;1,2;0,8;0,9274;1,05;0,9206;1,85
105;31/08/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 7;Atletico La Paz;Cimarrones de Sonora;15;20;9;20;0,75;0,45;1,2;1,1;0,995;0,75;1,0897;1,85
106;31/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 3;Estudiantes L.P. 2;Racing Club 2;12;20;11;20;0,6;0,55;1,15;1,25;1,337;1,1;1,179;2,35
107;31/08/2023;08:35;CHINA;FA CUP - QUARTER-FINALS;Nantong Zhiyun;Qingdao Hainiu;12;20;11;20;0,6;0,55;1,15;1,05;1,1608;0,8;0,9274;1,85
108;31/08/2023;11:00;UZBEKISTAN;SUPER LEAGUE - ROUND 18;Neftchi Fargona;Andijan;11;20;11;20;0,55;0,55;1,1;1,1;1,1358;0,9;0,9434;2,0
109;31/08/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - QUARTER-FINALS;Sao Paulo;LDU Quito;10;20;12;20;0,5;0,6;1,1;0,7;0,781;1,0;1,0;1,7
110;31/08/2023;14:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Plzen;Tobol;12;20;9;20;0,6;0,45;1,05;1,9;2,0952;0,6;0,8;2,5
111;31/08/2023;21:30;BRAZIL;SERIE B - ROUND 26;Juventude;Chapecoense-SC;9;20;11;20;0,45;0,55;1,0;0,7;0,9;0,75;0,9421;1,45
112;31/08/2023;10:30;DR CONGO;LIGUE 1 - ROUND 4;Blessing;US Panda;9;20;8;15;0,45;0,5333;0,9833;0,7;0,9;0,6;0,611;1,3
113;31/08/2023;13:15;OMAN;PROFESSIONAL LEAGUE - ROUND 3;Oman Club;Al Seeb;9;20;9;20;0,45;0,45;0,9;0,85;1,1522;0,75;1,0428;1,6
