Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
13;26/07/2023;13:00;FINLAND;KAKKONEN GROUP B;Jazz Pori;Honka Akatemia;26;30;1,8;25;30;1,8333;0,8667;0,8333;1,7
14;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 2;Neudrossenfeld;Coburg;21;30;1,3333;1;1;3,0;0,7;1,0;1,7
15;26/07/2023;15:45;WORLD;CLUB FRIENDLY;Macclesfield (Eng);Altrincham (Eng);26;30;1,5667;25;30;1,5667;0,8667;0,8333;1,7
16;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Spezia (Ita);Bochum (Ger);23;30;1,3;28;30;1,6333;0,7667;0,9333;1,7
17;26/07/2023;20:00;BRAZIL;CAMPEONATO AMAPAENSE - PLAY OFFS - FINAL;Trem;Independente AP;24;30;1,2;24;27;1,6667;0,8;0,8889;1,6889
18;26/07/2023;17:15;PERU;LIGA 2 - ROUND 16;Alfonso Ugarte;Comerciantes Unidos;25;30;1,1333;25;30;1,3667;0,8333;0,8333;1,6666
19;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Ohrid (Mkd);Pelister (Mkd);25;30;1,3333;25;30;1,5333;0,8333;0,8333;1,6666
20;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Usti nad Labem (Cze);FK Ceska Lipa (Cze);26;30;2,0333;23;30;1,5;0,8667;0,7667;1,6334
21;26/07/2023;15:00;FAROE ISLANDS;1. DEILD - ROUND 16;Skala Itrottarfelag;Streymur 2;25;30;1,7333;24;30;1,6;0,8333;0,8;1,6333
22;26/07/2023;07:30;WORLD;CLUB FRIENDLY;Bayern Munich (Ger);Manchester City (Eng);24;30;1,6333;25;30;1,5667;0,8;0,8333;1,6333
23;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Benesov (Cze);Admira Prague (Cze);25;30;1,6333;24;30;1,2;0,8333;0,8;1,6333
24;26/07/2023;15:45;WORLD;CLUB FRIENDLY;Rangers (Sco);Olympiacos Piraeus (Gre);27;30;1,3667;22;30;1,2333;0,9;0,7333;1,6333
25;26/07/2023;15:45;WORLD;CLUB FRIENDLY;Grimsby Borough (Eng);Cleethorpes (Eng);6;7;2,8571;23;30;1,6333;0,8571;0,7667;1,6238
26;26/07/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 1;Metta/LU;FK Liepaja;23;30;1,5;25;30;1,5;0,7667;0,8333;1,6
27;26/07/2023;13:30;WORLD;CLUB FRIENDLY;VfR Mannheim (Ger);Freiberg (Ger);24;30;1,7;24;30;1,3667;0,8;0,8;1,6
28;26/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Lok. Kosice;FK Cana;24;30;1,4667;24;30;1,6333;0,8;0,8;1,6
29;26/07/2023;09:00;WORLD;CLUB FRIENDLY;Dubocica (Srb);SFS Borac (Srb);27;30;1,4667;21;30;1,1;0,9;0,7;1,6
30;26/07/2023;14:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 2;Munich 1860 II;Ismaning;26;30;1,5667;22;30;1,1333;0,8667;0,7333;1,6
31;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Kolin (Cze);Cesky Brod (Cze);26;30;1,7667;22;30;1,2;0,8667;0,7333;1,6
32;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 2;Schwaben Augsburg;Garching;23;30;1,7;25;30;1,5;0,7667;0,8333;1,6
33;26/07/2023;08:35;CHINA;FA CUP - 1/8-FINALS;Meizhou Hakka;Shandong Taishan;24;30;1,2667;24;30;1,5333;0,8;0,8;1,6
34;26/07/2023;15:45;WORLD;CLUB FRIENDLY;Grantham (Eng);Loughborough Dyn. (Eng);24;30;1,3333;17;22;1,3636;0,8;0,7727;1,5727
35;26/07/2023;13:30;WORLD;CLUB FRIENDLY;Strasbourg (Fra);Sturm Graz (Aut);26;30;1,7333;21;30;1,5;0,8667;0,7;1,5667
36;26/07/2023;09:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 19;Zorka-BDU W;Dnepr Mogilev W;24;30;2,2;23;30;2,2;0,8;0,7667;1,5667
37;26/07/2023;18:30;WORLD;CLUB FRIENDLY;Brentford (Eng);Brighton (Eng);24;30;1,3333;23;30;1,5667;0,8;0,7667;1,5667
38;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 2;Hankofen-Hailing;Neumarkt;27;30;2,0;20;30;1,3667;0,9;0,6667;1,5667
39;26/07/2023;15:00;WORLD;CLUB FRIENDLY;Crvena zvezda (Srb);Fiorentina (Ita);26;30;1,6;21;30;1,1667;0,8667;0,7;1,5667
40;26/07/2023;15:30;WORLD;CLUB FRIENDLY;Grantham (Eng);Scunthorpe (Eng);24;30;1,3333;23;30;1,2;0,8;0,7667;1,5667
41;26/07/2023;20:00;USA;USL LEAGUE ONE;North Carolina;Northern Colorado;26;30;1,4333;21;30;1,3;0,8667;0,7;1,5667
42;26/07/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Gretna 2008;East Kilbride;23;30;1,3667;24;30;1,6333;0,7667;0,8;1,5667
43;26/07/2023;20:00;WORLD;CLUB FRIENDLY;Fulham (Eng);Aston Villa (Eng);24;30;1,2;23;30;1,3333;0,8;0,7667;1,5667
44;26/07/2023;05:00;WORLD;CLUB FRIENDLY;Liberec B (Cze);Dukla Prague B (Cze);25;30;1,8667;22;30;1,6667;0,8333;0,7333;1,5666
45;26/07/2023;20:00;USA;USL LEAGUE ONE;Forward Madison;Tormenta;22;30;1,1667;25;30;1,4;0,7333;0,8333;1,5666
46;26/07/2023;15:45;SCOTLAND;LEAGUE CUP;Kilmarnock;Raith;25;30;1,4;22;30;1,3333;0,8333;0,7333;1,5666
47;26/07/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Stirling University;Cumbernauld Colts;25;30;1,8;22;30;1,2333;0,8333;0,7333;1,5666
48;26/07/2023;14:30;WORLD;CLUB FRIENDLY;Thes Sport (Bel);Lierse K. (Bel);22;30;1,3;25;30;1,6333;0,7333;0,8333;1,5666
49;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 2;Nordlingen;Gundelfingen;23;30;1,7667;23;30;1,1;0,7667;0,7667;1,5334
50;26/07/2023;15:45;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - QUARTER-FINALS;Klaksvik (Fai);Hacken (Swe);20;30;1,4333;26;30;1,7;0,6667;0,8667;1,5334
51;26/07/2023;14:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - QUARTER-FINALS;Sheriff Tiraspol (Mda);Maccabi Haifa (Isr);23;30;1,1667;23;30;1,2667;0,7667;0,7667;1,5334
52;26/07/2023;16:15;ICELAND;BESTA DEILD KARLA - ROUND 17;Stjarnan;Fram;20;30;1,2;26;30;1,8;0,6667;0,8667;1,5334
53;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Le Puy-en-Velay (Fra);Troyes (Fra);23;30;1,0667;23;30;1,1667;0,7667;0,7667;1,5334
54;26/07/2023;13:00;WORLD;CLUB FRIENDLY;B. Monchengladbach (Ger);Ingolstadt (Ger);23;30;1,4667;23;30;1,6333;0,7667;0,7667;1,5334
55;26/07/2023;15:00;WORLD;CLUB FRIENDLY;Cagliari (Ita);AS Roma U19 (Ita);20;30;1,0;26;30;1,6;0,6667;0,8667;1,5334
56;26/07/2023;14:30;WORLD;CLUB FRIENDLY;Homberg (Ger);Speldorf (Ger);21;30;1,2333;25;30;2,0667;0,7;0,8333;1,5333
57;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 2;Turkspor Augsburg;Dachau;24;30;1,2667;22;30;1,4;0,8;0,7333;1,5333
58;26/07/2023;21:30;BRAZIL;COPA DO BRASIL - SEMI-FINALS;Gremio;Flamengo RJ;22;30;1,2333;24;30;1,4;0,7333;0,8;1,5333
59;26/07/2023;15:00;BRAZIL;BRASILEIRO U20 - PLAY OFFS - QUARTER-FINALS;Santos U20;Internacional U20;27;30;2,0;19;30;1,1;0,9;0,6333;1,5333
60;26/07/2023;10:15;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 1;Orenburg;CSKA Moscow;25;30;1,8333;21;30;1,1667;0,8333;0,7;1,5333
61;26/07/2023;02:00;WORLD;WORLD CUP WOMEN - ROUND 2;Japan W;Costa Rica W;22;30;1,1;24;30;1,6333;0,7333;0,8;1,5333
62;26/07/2023;15:45;WORLD;CLUB FRIENDLY;Boston Utd (Eng);Grimsby (Eng);22;30;1,4333;24;30;1,1667;0,7333;0,8;1,5333
63;26/07/2023;23:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 1;Saprissa;Sporting San Jose;22;30;1,4667;24;30;1,4667;0,7333;0,8;1,5333
64;26/07/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 27;Atl. Tucuman 2;Central Cordoba 2;25;30;1,2;21;30;1,3333;0,8333;0,7;1,5333
65;26/07/2023;06:00;WORLD;CLUB FRIENDLY;Triglav (Slo);Trabzonspor (Tur);19;30;1,2333;26;30;1,6667;0,6333;0,8667;1,5
66;26/07/2023;23:00;USA;USL CHAMPIONSHIP;Oakland Roots;Las Vegas Lights;22;30;1,1;23;30;1,5667;0,7333;0,7667;1,5
67;26/07/2023;12:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Struga (Mkd);Buducnost (Mne);21;30;1,2667;24;30;1,3667;0,7;0,8;1,5
68;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Atalanta (Ita);Pro Vercelli (Ita);23;30;1,6333;22;30;1,0333;0,7667;0,7333;1,5
69;26/07/2023;08:30;WORLD;CLUB FRIENDLY;Lion City (Sgp);Tottenham (Eng);25;30;1,8;20;30;1,2333;0,8333;0,6667;1,5
70;26/07/2023;13:30;WORLD;CLUB FRIENDLY;Olympic (Swe);Kristianstad (Swe);24;30;1,6;21;30;1,1667;0,8;0,7;1,5
71;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 2;Landsberg;Kottern-St. Mang;23;30;1,4667;22;30;1,2;0,7667;0,7333;1,5
72;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 2;Wurzburger FV;Abtswind;22;30;1,3333;23;30;1,3;0,7333;0,7667;1,5
73;26/07/2023;22:00;COLOMBIA;COPA COLOMBIA - 1/8-FINALS;America De Cali;Atl. Nacional;24;30;1,3333;21;30;1,1;0,8;0,7;1,5
74;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 2;Eichstatt;Kornburg;25;30;1,5333;20;30;1,0;0,8333;0,6667;1,5
75;26/07/2023;09:30;WORLD;CLUB FRIENDLY;Union Titus Petange (Lux);Amiens (Fra);23;30;1,8667;22;30;1,2;0,7667;0,7333;1,5
76;26/07/2023;11:00;WORLD;CLUB FRIENDLY;Bordeaux (Fra);GOAL FC (Fra);25;30;1,3;20;30;1,1;0,8333;0,6667;1,5
77;26/07/2023;05:00;WORLD;CLUB FRIENDLY;Polet Dorcol (Srb);Prva Iskra (Srb);17;20;1,5;16;25;1,2;0,85;0,64;1,49
78;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 2;1. SC Feucht;Fortuna Regensburg;23;30;1,3667;5;7;2,1429;0,7667;0,7143;1,481
79;26/07/2023;17:00;ECUADOR;SERIE B - ROUND 22;Chacaritas;Cuniburo;23;30;1,1667;15;21;1,2857;0,7667;0,7143;1,481
80;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Inainte Modelu (Rou);Gloria Baneasa (Rou);20;30;1,3;21;26;1,5769;0,6667;0,8077;1,4744
81;26/07/2023;15:30;SWITZERLAND;SUPER LEAGUE - ROUND 1;Lausanne Ouchy;Lugano;21;30;1,7333;23;30;1,5;0,7;0,7667;1,4667
82;26/07/2023;14:30;WORLD;CLUB FRIENDLY;Hilden (Ger);Cronenberger (Ger);24;30;1,4;20;30;1,2667;0,8;0,6667;1,4667
83;26/07/2023;15:30;WORLD;CLUB FRIENDLY;North Ferriby (Eng);Hull (Eng);26;30;1,6;18;30;0,9;0,8667;0,6;1,4667
84;26/07/2023;15:45;SCOTLAND;LEAGUE CUP;Edinburgh City;Ross County;21;30;1,3;23;30;1,1;0,7;0,7667;1,4667
85;26/07/2023;13:00;SLOVAKIA;SLOVAK CUP - 1/256-FINALS;MFK Krupina;Kovacova;4;6;1,5;24;30;1,4667;0,6667;0,8;1,4667
86;26/07/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Sparta Prague W (Cze);Ferencvaros W (Hun);17;30;1,2;27;30;3,5667;0,5667;0,9;1,4667
87;26/07/2023;08:35;CHINA;FA CUP - 1/8-FINALS;Qingdao Youth Island;Beijing Guoan;21;30;1,3;23;30;1,3667;0,7;0,7667;1,4667
88;26/07/2023;15:45;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - QUARTER-FINALS;Ludogorets (Bul);O. Ljubljana (Slo);24;30;1,4333;20;30;1,3;0,8;0,6667;1,4667
89;26/07/2023;13:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;RFS (Lat);Sabah Baku (Aze);21;30;1,1333;23;30;1,4667;0,7;0,7667;1,4667
90;26/07/2023;22:00;WORLD;WORLD CUP WOMEN - ROUND 2;USA W;Netherlands W;23;30;1,5;21;30;1,5;0,7667;0,7;1,4667
91;26/07/2023;14:45;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 1;FK Rostov;Rubin Kazan;22;30;1,4;22;30;1,2333;0,7333;0,7333;1,4666
92;26/07/2023;23:30;WORLD;CLUB FRIENDLY;Arsenal (Eng);Barcelona (Esp);22;30;1,5;22;30;1,0667;0,7333;0,7333;1,4666
93;26/07/2023;04:30;WORLD;WORLD CUP WOMEN - ROUND 2;Spain W;Zambia W;25;30;1,9;19;30;1,1667;0,8333;0,6333;1,4666
94;26/07/2023;15:00;WORLD;CLUB FRIENDLY;PSV (Ned);Eindhoven FC (Ned);25;30;1,3;19;30;1,2667;0,8333;0,6333;1,4666
95;26/07/2023;14:00;WORLD;CLUB FRIENDLY;URSL Vise (Bel);Seraing (Bel);19;30;1,1333;25;30;1,5333;0,6333;0,8333;1,4666
96;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Caslav (Cze);Havlickuv Brod (Cze);22;30;1,6333;22;30;1,4;0,7333;0,7333;1,4666
97;26/07/2023;14:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - QUARTER-FINALS;Aris (Cyp);BATE (Blr);23;30;1,5333;20;30;1,0333;0,7667;0,6667;1,4334
98;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 2;Deisenhofen;Heimstetten;20;30;1,6;23;30;1,6667;0,6667;0,7667;1,4334
99;26/07/2023;13:00;PERU;LIGA 2 - ROUND 16;Ayacucho;Los Chankas;20;30;1,1667;23;30;1,3333;0,6667;0,7667;1,4334
100;26/07/2023;16:00;BRAZIL;BRASILEIRO U20 - PLAY OFFS - QUARTER-FINALS;Flamengo RJ U20;Athletico-PR U20;20;30;1,1;23;30;1,5;0,6667;0,7667;1,4334
101;26/07/2023;20:30;COLOMBIA;COPA COLOMBIA - 1/8-FINALS;Petrolera;Deportes Tolima;20;30;1,2333;23;30;1,4667;0,6667;0,7667;1,4334
102;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Jelenia Gora (Pol);Slask Wroclaw 2 (Pol);23;30;1,4333;20;30;1,2;0,7667;0,6667;1,4334
103;26/07/2023;15:30;WORLD;CLUB FRIENDLY;Bradford City (Eng);Middlesbrough (Eng);22;30;1,0667;21;30;1,2;0,7333;0,7;1,4333
104;26/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Harichovce;Poprad;7;10;1,7;22;30;1,3667;0,7;0,7333;1,4333
105;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Laval (Fra);Caen (Fra);22;30;1,2333;21;30;1,1;0,7333;0,7;1,4333
106;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Deinze (Bel);Valenciennes (Fra);24;30;1,1667;19;30;1,1333;0,8;0,6333;1,4333
107;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Cosenza (Ita);Arezzo (Ita);18;30;0,9;25;30;1,5333;0,6;0,8333;1,4333
108;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Cremonese (Ita);Lumezzane (Ita);22;30;1,2667;21;30;1,0667;0,7333;0,7;1,4333
109;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Holstebro (Den);Thisted FC (Den);22;30;1,1667;21;30;1,0333;0,7333;0,7;1,4333
110;26/07/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Kidderpore;Aryan;15;19;1,5263;19;30;1,0;0,7895;0,6333;1,4228
111;26/07/2023;23:30;NORTH & CENTRAL AMERICA;LEAGUES CUP;Los Angeles Galaxy;Club Leon;20;30;1,1;22;30;1,4333;0,6667;0,7333;1,4
112;26/07/2023;13:30;WORLD;CLUB FRIENDLY;Clermont (Fra);Montpellier (Fra);20;30;1,0667;22;30;1,2;0,6667;0,7333;1,4
113;26/07/2023;14:00;WORLD;CLUB FRIENDLY;Real Madrid B (Esp);Mirandes (Esp);24;30;1,2333;18;30;1,0;0,8;0,6;1,4
114;26/07/2023;14:00;WORLD;CLUB FRIENDLY;Trofense (Por);Dumiense (Por);22;30;1,0333;16;24;1,2083;0,7333;0,6667;1,4
115;26/07/2023;09:00;WORLD;CLUB FRIENDLY;Paris FC (Fra);Chateauroux (Fra);20;30;1,1;22;30;1,2333;0,6667;0,7333;1,4
116;26/07/2023;14:00;WORLD;CLUB FRIENDLY;Union Rochefortoise (Bel);Patro Eisden (Bel);4;6;1,5;22;30;1,0333;0,6667;0,7333;1,4
117;26/07/2023;15:00;WORLD;CLUB FRIENDLY;Getafe (Esp);Reims (Fra);19;30;0,9333;23;30;1,4;0,6333;0,7667;1,4
118;26/07/2023;14:30;WORLD;CLUB FRIENDLY;Sanluqueno (Esp);Granada CF (Esp);21;30;1,1;21;30;1,1667;0,7;0,7;1,4
119;26/07/2023;09:00;WORLD;WORLD CUP WOMEN - ROUND 2;Canada W;Ireland W;19;30;0,8;23;30;1,3333;0,6333;0,7667;1,4
120;26/07/2023;15:45;SCOTLAND;LEAGUE CUP;Peterhead;Spartans;19;30;1,0333;23;30;1,3667;0,6333;0,7667;1,4
121;26/07/2023;16:00;WORLD;CLUB FRIENDLY;Braga (Por);AS Roma (Ita);23;30;1,4667;19;30;0,9;0,7667;0,6333;1,4
122;26/07/2023;15:15;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - QUARTER-FINALS;Rakow (Pol);Qarabag (Aze);20;30;0,9;22;30;1,3;0,6667;0,7333;1,4
123;26/07/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Chminianska Nova Ves;Sabinov;3;4;2,5;19;30;1,3;0,75;0,6333;1,3833
124;26/07/2023;21:00;ECUADOR;SERIE B - ROUND 22;Ind. Juniors;Macara;21;30;1,0667;20;30;1,2333;0,7;0,6667;1,3667
125;26/07/2023;10:00;WORLD;FRIENDLY INTERNATIONAL;Teuta;Kyrgyzstan;18;30;0,8667;23;30;1,5333;0,6;0,7667;1,3667
126;26/07/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 27;Banfield 2;Sarmiento Junin 2;20;30;1,0667;21;30;1,1667;0,6667;0,7;1,3667
127;26/07/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;CSKA 1948 Sofia (Bul);FCSB (Rou);20;30;1,3;21;30;1,2667;0,6667;0,7;1,3667
128;26/07/2023;14:00;WORLD;CLUB FRIENDLY;Albacete (Esp);UD Ibiza (Esp);21;30;1,3;20;30;1,2667;0,7;0,6667;1,3667
129;26/07/2023;13:30;WORLD;CLUB FRIENDLY;Luzino (Pol);Gedania Gdansk (Pol);1;2;0,5;26;30;1,7667;0,5;0,8667;1,3667
130;26/07/2023;21:15;WORLD;CLUB FRIENDLY;Chelsea (Eng);Newcastle (Eng);20;30;1,1;21;30;1,3667;0,6667;0,7;1,3667
131;26/07/2023;22:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 1;AD Santos;Alajuelense;20;30;1,0667;21;30;1,4;0,6667;0,7;1,3667
132;26/07/2023;22:30;NORTH & CENTRAL AMERICA;LEAGUES CUP;Monterrey;Real Salt Lake;19;30;1,1667;22;30;1,3;0,6333;0,7333;1,3666
133;26/07/2023;08:35;CHINA;FA CUP - 1/8-FINALS;Nantong Zhiyun;Wuhan Three Towns;19;30;0,9667;22;30;1,2333;0,6333;0,7333;1,3666
134;26/07/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Mohun Bagan;Kalighat;16;30;0,9;10;12;1,3333;0,5333;0,8333;1,3666
135;26/07/2023;12:30;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Kras. Podhradie;Medzev;5;8;1,25;22;30;1,6667;0,625;0,7333;1,3583
136;26/07/2023;17:00;ECUADOR;SERIE B - ROUND 22;Nueve de Octubre;Vargas Torres;24;30;1,3333;13;24;0,6667;0,8;0,5417;1,3417
137;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Annecy (Fra);St Etienne (Fra);23;30;1,4;17;30;1,1333;0,7667;0,5667;1,3334
138;26/07/2023;13:00;FINLAND;KAKKONEN GROUP A;Lahden Reipas;Klubi 04;20;30;1,2667;20;30;1,6333;0,6667;0,6667;1,3334
139;26/07/2023;13:45;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Midtjylland (Den);Niedercorn (Lux);20;30;1,3;20;30;1,4;0,6667;0,6667;1,3334
140;26/07/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;Police AC;George Telegrapher;2;3;2,3333;20;30;1,0333;0,6667;0,6667;1,3334
141;26/07/2023;23:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 1;Atlas W;Queretaro W;22;30;1,5667;18;30;0,7;0,7333;0,6;1,3333
142;26/07/2023;12:00;WORLD;CLUB FRIENDLY;Auxerre (Fra);Orleans (Fra);21;30;1,2667;19;30;0,9667;0,7;0,6333;1,3333
143;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Epinal (Fra);Dijon (Fra);21;30;1,2;19;30;0,8333;0,7;0,6333;1,3333
144;26/07/2023;06:30;WORLD;CLUB FRIENDLY;Ursaria (Esp);Zaragoza B (Esp);22;30;1,0667;18;30;0,8667;0,7333;0,6;1,3333
145;26/07/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 2;Ammerthal;Bayern Hof;22;30;1,4;18;30;1,1333;0,7333;0,6;1,3333
146;26/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Fenerbahce (Tur);Zimbru Chisinau (Mda);22;30;1,1333;18;30;1,0333;0,7333;0,6;1,3333
147;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Brest (Fra);Rennes (Fra);19;30;1,2;21;30;1,3333;0,6333;0,7;1,3333
148;26/07/2023;12:30;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 1;Fakel Voronezh;Sochi;21;30;1,1333;19;30;1,0;0,7;0,6333;1,3333
149;26/07/2023;17:00;DOMINICAN REPUBLIC;LDF - WINNERS STAGE - ROUND 4;Atletico Pantoja;Universidad O&M;24;30;1,5;16;30;0,7667;0,8;0,5333;1,3333
150;26/07/2023;21:30;WORLD;CLUB FRIENDLY;Real Madrid (Esp);Manchester Utd (Eng);21;30;1,4333;19;30;0,9;0,7;0,6333;1,3333
151;26/07/2023;06:30;INDIA;CALCUTTA PREMIER DIVISION;West Bengal;Railway;21;30;1,4333;15;24;0,9167;0,7;0,625;1,325
152;26/07/2023;15:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Neman (Blr);Balzan (Mlt);17;30;1,1;22;30;1,2667;0,5667;0,7333;1,3
153;26/07/2023;18:00;ARGENTINA;COPA ARGENTINA - 1/16-FINALS;Excursionistas;Almagro;22;30;1,1333;17;30;0,8;0,7333;0,5667;1,3
154;26/07/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 27;Defensa y Justicia 2;Union de Santa Fe 2;20;30;1,1667;19;30;1,1;0,6667;0,6333;1,3
155;26/07/2023;14:00;WORLD;CLUB FRIENDLY;Villarreal B (Esp);Sabadell (Esp);21;30;1,1;18;30;0,7667;0,7;0,6;1,3
156;26/07/2023;14:30;EGYPT;PREMIER LEAGUE - ROUND 30;Al Masry;Al Ahly;19;30;1,0;20;30;1,1333;0,6333;0,6667;1,3
157;26/07/2023;06:30;WORLD;CLUB FRIENDLY;AVS (Por);Varzim (Por);2;3;0,6667;19;30;0,8;0,6667;0,6333;1,3
158;26/07/2023;20:30;NORTH & CENTRAL AMERICA;LEAGUES CUP;CF Montreal;DC United;21;30;1,2667;18;30;0,9333;0,7;0,6;1,3
159;26/07/2023;13:00;WORLD;CLUB FRIENDLY;Las Palmas (Esp);Espanyol (Esp);15;30;0,8;24;30;1,2667;0,5;0,8;1,3
160;26/07/2023;12:30;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 1;Krylya Sovetov;Baltika;19;30;1,0667;20;30;1,1;0,6333;0,6667;1,3
