Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
25;31/05/2023;12:30;BELARUS;BELARUSIAN CUP - 1/32-FINALS;FK Kobrin;Baranovici;3;4;1,25;32;43;1,4651;0,75;0,7442;1,4942;0,5581
26;31/05/2023;12:30;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Gazovik Vitebsk;Vitebsk;4;5;2,2;28;43;1,0698;0,8;0,6512;1,4512;0,521
27;31/05/2023;12:30;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Mozyrskiy NPZ;BumProm Gomel;0;1;0,0;26;33;1,6061;0,0;0,7879;0,7879;0,0
28;31/05/2023;12:30;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Neman Mosty;Dnepr Mogilev;2;4;2,0;32;43;1,186;0,5;0,7442;1,2442;0,3721
29;31/05/2023;12:30;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Traktor Minsk;FC Slonim;0;0;0;0;0;0;0;0;0;0
30;31/05/2023;12:30;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Urozhaynaya;Niva Dolbizno;0;0;0;0;0;0;0;0;0;0
31;31/05/2023;13:00;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Partizan Salihorsk;Molodechno;2;2;1,0;32;43;1,093;1,0;0,7442;1,7442;0,7442
32;31/05/2023;13:00;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Smorgon 2;Lokomotiv Gomel;32;37;1,7027;33;42;1,5238;0,8649;0,7857;1,6506;0,6796
33;31/05/2023;14:00;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Gorki;Ostrovets;23;28;1,2857;31;43;1,3023;0,8214;0,7209;1,5423;0,5921
34;31/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP;Buffles du Borgou;AS Cotonou;8;15;0,7333;5;18;0,3889;0,5333;0,2778;0,8111;0,1482
35;31/05/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 10;Palmaflor;Always Ready;30;43;1,0698;33;42;1,5476;0,6977;0,7857;1,4834;0,5482
36;31/05/2023;12:30;BOSNIA AND HERZEGOVINA;PRVA LIGA - RS - ROUND 32;Novi Grad;Mrkonjic Grad;27;43;1,2326;29;43;1,1628;0,6279;0,6744;1,3023;0,4235
37;31/05/2023;14:00;BOSNIA AND HERZEGOVINA;PRVA LIGA - RS - ROUND 34;Sutjeska Foca;Radnik Bijeljina;34;42;1,4524;32;43;1,2326;0,8095;0,7442;1,5537;0,6024
38;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Extension Gunners;Police XI;31;41;1,4146;30;43;1,0233;0,7561;0,6977;1,4538;0,5275
39;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Gaborone Utd;BDF XI;34;43;1,186;25;41;0,9512;0,7907;0,6098;1,4005;0,4822
40;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Jwaneng Galaxy;Holy Ghost;36;43;1,7442;21;27;1,2593;0,8372;0,7778;1,615;0,6512
41;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Masitoaka;Orapa United;33;43;1,1628;33;43;1,6047;0,7674;0,7674;1,5348;0,5889
42;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Mogoditshane;Township Rollers;31;43;1,2791;30;43;0,8837;0,7209;0,6977;1,4186;0,503
43;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Morupule;Eleven Angels;26;43;1,093;19;28;0,8929;0,6047;0,6786;1,2833;0,4103
44;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Security Systems;Prisons XI Gaborone;30;40;1,325;29;41;1,3171;0,75;0,7073;1,4573;0,5305
45;31/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 29;Sua Flamingoes;Nico United;29;43;1,2558;23;31;1,1613;0,6744;0,7419;1,4163;0,5003
46;31/05/2023;20:00;BRAZIL;CAMPEONATO AMAPAENSE - ROUND 4;Macapa;Trem;24;26;1,7308;32;43;1,3256;0,9231;0,7442;1,6673;0,687
47;31/05/2023;15:00;BRAZIL;CAMPEONATO CARIOCA 2 - ROUND 3;Cabofriense;Resende;31;43;1,2326;23;43;0,907;0,7209;0,5349;1,2558;0,3856
48;31/05/2023;19:00;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Bahia;Santos;32;43;1,2558;27;43;1,0;0,7442;0,6279;1,3721;0,4673
49;31/05/2023;19:00;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Fortaleza;Palmeiras;34;43;1,5349;32;43;1,2791;0,7907;0,7442;1,5349;0,5884
50;31/05/2023;20:00;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Cruzeiro;Gremio;30;43;1,0233;30;43;1,2093;0,6977;0,6977;1,3954;0,4868
51;31/05/2023;21:30;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Botafogo RJ;Athletico-PR;30;43;1,1628;29;43;1,186;0,6977;0,6744;1,3721;0,4705
52;31/05/2023;21:30;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Corinthians;Atletico-MG;29;43;1,093;26;43;0,9767;0,6744;0,6047;1,2791;0,4078
53;31/05/2023;21:30;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Internacional;America MG;25;43;0,9767;32;43;1,3023;0,5814;0,7442;1,3256;0,4327
54;31/05/2023;20:00;BRAZIL;COPA VERDE - FINAL;Goias;Paysandu PA;27;43;1,0465;28;43;1,1395;0,6279;0,6512;1,2791;0,4089
55;31/05/2023;13:00;BULGARIA;PARVA LIGA - RELEGATION GROUP - ROUND 34;Beroe;Pirin Blagoevgrad;28;43;0,9535;27;43;1,0465;0,6512;0,6279;1,2791;0,4089
56;31/05/2023;13:00;BULGARIA;PARVA LIGA - RELEGATION GROUP - ROUND 34;Botev Vratsa;Hebar;23;43;0,9535;30;41;1,2195;0,5349;0,7317;1,2666;0,3914
57;31/05/2023;13:00;BULGARIA;PARVA LIGA - RELEGATION GROUP - ROUND 34;Spartak Varna;Septemvri Sofia;29;43;1,1163;31;41;1,1951;0,6744;0,7561;1,4305;0,5099
58;31/05/2023;11:00;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 38;Asenovets;Nesebar;24;37;1,3784;23;34;1,1765;0,6486;0,6765;1,3251;0,4388
59;31/05/2023;12:30;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 38;Borislav Parvomay;Zagorets;29;37;1,5676;23;39;0,8718;0,7838;0,5897;1,3735;0,4622
60;31/05/2023;20:00;CANADA;CANADIAN PREMIER LEAGUE;Forge;York Utd;29;43;1,0698;25;43;0,8837;0,6744;0,5814;1,2558;0,3921
61;31/05/2023;04:00;CHINA;FA CUP - 1/32-FINALS;Beijing Technology;Nanjing City;30;40;1,15;24;43;0,8605;0,75;0,5581;1,3081;0,4186
62;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Guangxi Lanhang;Wuxi Wugou;4;5;1,2;24;42;1,0714;0,8;0,5714;1,3714;0,4571
63;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Hainan Star;Jiangxi Beidamen;17;20;1,25;34;42;1,3333;0,85;0,8095;1,6595;0,6881
64;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Hunan Billows;Shanghai Jiading Huilong;30;40;1,275;31;43;1,2326;0,75;0,7209;1,4709;0,5407
65;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Nantong Haimen;Shenyang Urban FC;15;20;1,15;32;43;1,3256;0,75;0,7442;1,4942;0,5581
66;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Qingdao Red Lions;Suzhou Dongwu;27;43;0,9535;29;42;1,0238;0,6279;0,6905;1,3184;0,4336
67;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Taian Tiankuang;Sichuan Jiuniu;12;20;0,85;29;43;0,9535;0,6;0,6744;1,2744;0,4046
68;31/05/2023;04:30;CHINA;FA CUP - 1/32-FINALS;Wuhan Jiangcheng;Guangzhou FC;14;21;1,1905;25;43;1,186;0,6667;0,5814;1,2481;0,3876
69;31/05/2023;05:00;CHINA;FA CUP - 1/32-FINALS;Hubei Istar;Dandong Tengyue;32;43;1,0;25;42;0,9286;0,7442;0,5952;1,3394;0,4429
70;31/05/2023;08:30;CHINA;FA CUP - 1/32-FINALS;Chongqing Tonglianglong;Shijiazhuang Gongfu;4;5;1,6;29;43;1,0698;0,8;0,6744;1,4744;0,5395
71;31/05/2023;20:15;COLOMBIA;PRIMERA A - APERTURA - QUADRANGULAR - ROUND 3;Chico;Ind. Medellin;27;43;0,8605;27;43;0,9767;0,6279;0,6279;1,2558;0,3943
72;31/05/2023;22:30;COLOMBIA;PRIMERA A - APERTURA - QUADRANGULAR - ROUND 3;America De Cali;Millonarios;28;43;1,0233;28;43;1,1163;0,6512;0,6512;1,3024;0,4241
73;31/05/2023;17:00;CUBA;LIGA NACIONAL - CLAUSURA - ROUND 9;FC Guantanamo;FC Cienfuegos;24;33;1,1212;29;36;1,3333;0,7273;0,8056;1,5329;0,5859
74;31/05/2023;17:00;CUBA;LIGA NACIONAL - CLAUSURA - ROUND 9;FC Santiago de Cuba;FC La Habana;25;35;1,2857;30;36;1,3889;0,7143;0,8333;1,5476;0,5952
75;31/05/2023;17:00;CUBA;LIGA NACIONAL - CLAUSURA - ROUND 9;Matanzas;Holguin;19;26;1,4231;15;25;1,12;0,7308;0,6;1,3308;0,4385
76;31/05/2023;12:00;CZECH REPUBLIC;MSFL - ROUND 34;Slovacko B;Hodonin;36;43;1,5814;35;43;1,2558;0,8372;0,814;1,6512;0,6815
77;31/05/2023;12:30;CZECH REPUBLIC;MSFL - ROUND 31;Vitkovice;Unicov;33;43;1,7209;32;42;1,4524;0,7674;0,7619;1,5293;0,5847
78;31/05/2023;13:00;CZECH REPUBLIC;DIVISION A - ROUND 30;Cesky Krumlov;Sokol Lom;29;43;1,5581;34;43;1,5349;0,6744;0,7907;1,4651;0,5332
79;31/05/2023;13:30;CZECH REPUBLIC;DIVISION E - ROUND 18;Vsetin;Batov;32;43;1,2791;32;43;1,7442;0,7442;0,7442;1,4884;0,5538
80;31/05/2023;13:00;CZECH REPUBLIC;JIHOMORAVSKY KP - ROUND 22;Bystrc;Moravska Slavia;24;43;0,814;35;43;1,6279;0,5581;0,814;1,3721;0,4543
81;31/05/2023;13:00;CZECH REPUBLIC;JIHOMORAVSKY KP - ROUND 30;Svratka Brno;Boskovice;35;43;1,814;35;43;1,3256;0,814;0,814;1,628;0,6626
82;31/05/2023;13:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 17;Kostelec n. O.;Horice;39;43;2,2093;38;43;1,9767;0,907;0,8837;1,7907;0,8015
83;31/05/2023;12:30;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 20;SK Lipova;Medlov;35;43;1,3256;35;43;1,5581;0,814;0,814;1,628;0,6626
84;31/05/2023;17:00;DOMINICAN REPUBLIC;LDF - ROUND 13;Atlantico;Universidad O&M;27;43;1,093;25;43;0,9302;0,6279;0,5814;1,2093;0,3651
85;31/05/2023;17:00;DOMINICAN REPUBLIC;LDF - ROUND 13;Delfines Del Este;Cibao;30;42;1,5;32;43;1,3023;0,7143;0,7442;1,4585;0,5316
86;31/05/2023;17:00;DOMINICAN REPUBLIC;LDF - ROUND 13;Jarabacoa;Vega Real;30;42;1,3095;27;42;1,119;0,7143;0,6429;1,3572;0,4592
87;31/05/2023;19:00;DOMINICAN REPUBLIC;LDF - ROUND 13;San Cristobal;Moca;31;43;1,2791;31;43;0,9535;0,7209;0,7209;1,4418;0,5197
88;31/05/2023;17:00;ECUADOR;SERIE B - ROUND 12;Chacaritas;Cuniburo;28;43;0,9535;7;11;1,0909;0,6512;0,6364;1,2876;0,4144
89;31/05/2023;17:00;ECUADOR;SERIE B - ROUND 12;Vargas Torres;Ind. Juniors;8;14;0,7143;29;43;1,0233;0,5714;0,6744;1,2458;0,3854
90;31/05/2023;21:00;ECUADOR;SERIE B - ROUND 12;America de Quito;Nueve de Octubre;26;42;0,9762;32;43;1,1395;0,619;0,7442;1,3632;0,4607
91;31/05/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 30;National Bank Egypt;El Daklyeh;33;43;1,3023;25;43;1,0233;0,7674;0,5814;1,3488;0,4462
92;31/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 30;Arab Contractors;El Ismaily;24;43;1,0;26;43;1,0233;0,5581;0,6047;1,1628;0,3375
93;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Al Magd;Baladiyat El Mahalla;21;43;0,6279;22;42;0,8333;0,4884;0,5238;1,0122;0,2558
94;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Alexandria SC;El Olympi;23;41;0,8049;24;41;0,8293;0,561;0,5854;1,1464;0,3284
95;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Dekernes;Al Hammam;24;41;0,9756;24;42;0,881;0,5854;0,5714;1,1568;0,3345
96;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;El Dabaa;El Mansoura;16;27;0,8148;21;42;0,6667;0,5926;0,5;1,0926;0,2963
97;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Kafr El Sheikh;Pioneers;21;40;1,025;22;42;0,7619;0,525;0,5238;1,0488;0,275
98;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Nabarouh;Salloum;15;28;0,6786;28;41;0,9512;0,5357;0,6829;1,2186;0,3658
99;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Proxy;Gomhoriat Shebin;18;28;1,2143;9;27;0,3704;0,6429;0,3333;0,9762;0,2143
100;31/05/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 28;Tanta;Abu Qir Semad;21;43;0,6512;24;40;0,975;0,4884;0,6;1,0884;0,293
101;31/05/2023;11:00;EUROPE;PREMIER LEAGUE (CRIMEA) - ROUND 11;Alushta;FC Sevastopol;31;39;1,6923;33;42;1,4524;0,7949;0,7857;1,5806;0,6246
102;31/05/2023;11:00;EUROPE;PREMIER LEAGUE (CRIMEA) - ROUND 11;Chernomorets Sevastopol;TSK Simferopol;5;10;1,4;32;42;1,4524;0,5;0,7619;1,2619;0,381
103;31/05/2023;11:00;EUROPE;PREMIER LEAGUE (CRIMEA) - ROUND 11;Ocean Kerch;Kyzyltash;31;40;1,575;25;41;1,1707;0,775;0,6098;1,3848;0,4726
104;31/05/2023;12:00;EUROPE;PREMIER LEAGUE (CRIMEA) - ROUND 11;Sparta-KT;Rubin Yalta;16;23;1,3043;32;42;1,619;0,6957;0,7619;1,4576;0,5301
105;31/05/2023;15:00;FAROE ISLANDS;1. DEILD - ROUND 11;Streymur 2;B36 Torshavn 2;32;37;1,6486;35;43;1,6279;0,8649;0,814;1,6789;0,704
106;31/05/2023;12:00;FINLAND;SUOMEN CUP - 1/16-FINALS;AC Oulu;Haka;30;42;1,2143;29;43;1,5116;0,7143;0,6744;1,3887;0,4817
107;31/05/2023;12:00;FINLAND;SUOMEN CUP - 1/16-FINALS;TuRaKe;Mariehamn;1;2;0,5;32;43;1,2791;0,5;0,7442;1,2442;0,3721
108;31/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;HooGee;SalPa;1;2;3,0;28;42;1,2857;0,5;0,6667;1,1667;0,3333
109;31/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;Ilves;KaPa;30;43;1,1628;36;40;1,9;0,6977;0,9;1,5977;0,6279
110;31/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;JaPS;Ekenas;34;43;1,5349;34;42;1,4286;0,7907;0,8095;1,6002;0,6401
111;31/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;Jazz Pori;VIFK;38;43;1,8837;32;43;1,3721;0,8837;0,7442;1,6279;0,6576
112;31/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;JJK Jyvaskyla;KuPS;33;43;1,186;23;42;0,8333;0,7674;0,5476;1,315;0,4202
113;31/05/2023;12:30;FINLAND;SUOMEN CUP - 1/16-FINALS;KTP;Gnistan;35;43;1,6047;31;41;1,4146;0,814;0,7561;1,5701;0,6155
114;31/05/2023;13:00;FINLAND;SUOMEN CUP - 1/16-FINALS;Lahden Reipas;Honka Akatemia;30;43;1,2791;33;42;1,7857;0,6977;0,7857;1,4834;0,5482
115;31/05/2023;13:00;FINLAND;SUOMEN CUP - 1/16-FINALS;P-Iirot Rauma;Futura;37;43;1,8605;31;42;1,4762;0,8605;0,7381;1,5986;0,6351
116;31/05/2023;14:15;FINLAND;SUOMEN CUP - 1/16-FINALS;Atlantis;KPV Kokkola;32;42;1,5714;30;43;1,0698;0,7619;0,6977;1,4596;0,5316
117;31/05/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 16;Khobi;FC Gareji Sagarejo;24;34;1,3824;25;42;1,119;0,7059;0,5952;1,3011;0,4202
118;31/05/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 16;Loco. Tbilisi;WIT Georgia;36;42;1,7857;34;43;1,5116;0,8571;0,7907;1,6478;0,6777
119;31/05/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 16;Merani Martvili;Merani Tbilisi;31;43;1,4186;31;43;1,4651;0,7209;0,7209;1,4418;0,5197
120;31/05/2023;12:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 16;Spaeri;Poti;32;43;1,4651;25;34;1,1176;0,7442;0,7353;1,4795;0,5472
121;31/05/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 16;Dinamo Tbilisi 2;Bolnisi;16;22;1,4545;22;42;0,9286;0,7273;0,5238;1,2511;0,381
122;31/05/2023;14:00;GERMANY;REGIONALLIGA NORTH - RELEGATION - FINAL;Lupo-Martini Wolfsburg;Bremer;36;43;1,2558;31;41;1,3415;0,8372;0,7561;1,5933;0,633
123;31/05/2023;14:30;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 42;TVD Velbert;FSV Duisburg;31;43;1,3721;36;43;1,7907;0,7209;0,8372;1,5581;0,6035
124;31/05/2023;13:30;GERMANY;OBERLIGA BAYERN - RELEGATION - SEMI-FINALS;Ehekirchen;Rosenheim;0;0;0;0;0;0;0;0;0;0
125;31/05/2023;13:30;GERMANY;OBERLIGA BAYERN - RELEGATION - SEMI-FINALS;Fuchsstadt;Bayern Hof;0;0;0;0;0;0;0;0;0;0
126;31/05/2023;13:30;GERMANY;OBERLIGA BAYERN - RELEGATION - SEMI-FINALS;Grossbardorf;DJK Bamberg;31;43;1,5581;39;43;1,7442;0,7209;0,907;1,6279;0,6539
127;31/05/2023;13:30;GERMANY;OBERLIGA BAYERN - RELEGATION - SEMI-FINALS;Grossschwarzenlohe;Garching;0;0;0;0;0;0;0;0;0;0
128;31/05/2023;13:30;GERMANY;OBERLIGA BAYERN - RELEGATION - SEMI-FINALS;Schwandorf-Ettmannsdorf;Weiden;0;0;0;0;0;0;0;0;0;0
129;31/05/2023;14:00;GERMANY;OBERLIGA BAYERN - RELEGATION - SEMI-FINALS;Chiemgau Traunstein;Turkspor Augsburg;29;39;1,5128;33;42;1,4524;0,7436;0,7857;1,5293;0,5842
130;31/05/2023;14:30;GERMANY;OBERLIGA PLAY OFFS - ROUND 3;Kilia Kiel;OSC Bremerhaven;34;41;2,1707;35;42;1,8571;0,8293;0,8333;1,6626;0,6911
131;31/05/2023;13:15;GREECE;SUPER LEAGUE 2 - ROUND 28;Panserraikos;PAOK B;24;41;0,7317;28;41;1,2927;0,5854;0,6829;1,2683;0,3998
132;31/05/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Milo FC;Sangaredi;21;28;1,1429;8;16;0,9375;0,75;0,5;1,25;0,375
133;31/05/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Satellite;Kamsar;12;22;0,8636;7;21;0,381;0,5455;0,3333;0,8788;0,1818
134;31/05/2023;12:00;HUNGARY;NB I WOMEN - PLAY OFFS - 3RD PLACE;Puskas Academy W;MTK Hungaria W;29;42;1,381;28;43;1,5814;0,6905;0,6512;1,3417;0,4497
135;31/05/2023;14:00;ICELAND;URVALSDEILD WOMEN - ROUND 6;IBV Vestmannaeyjar W;Tindastoll W;35;43;1,4651;24;30;1,2667;0,814;0,8;1,614;0,6512
136;31/05/2023;16:15;ICELAND;URVALSDEILD WOMEN - ROUND 6;Selfoss W;Breidablik W;33;43;1,2558;37;43;1,5814;0,7674;0,8605;1,6279;0,6603
137;31/05/2023;16:15;ICELAND;URVALSDEILD WOMEN - ROUND 6;Stjarnan W;Keflavik W;35;43;1,4651;34;43;1,3488;0,814;0,7907;1,6047;0,6436
138;31/05/2023;16:15;ICELAND;URVALSDEILD WOMEN - ROUND 6;Throttur W;Valur W;36;43;1,5349;33;43;1,5581;0,8372;0,7674;1,6046;0,6425
139;31/05/2023;13:15;IRAN;HAZFI CUP - FINAL;Esteghlal F.C.;Persepolis;17;43;0,5814;27;42;1,0714;0,3953;0,6429;1,0382;0,2541
140;31/05/2023;15:45;IRELAND;NATIONAL LEAGUE WOMEN - ROUND 12;Wexford Youths Football Club W;Cork City W;32;43;1,4186;33;43;1,6279;0,7442;0,7674;1,5116;0,5711
141;31/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - QUARTER-FINALS;Cesena;L.R. Vicenza;30;43;1,186;28;43;1,1395;0,6977;0,6512;1,3489;0,4543
142;31/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - QUARTER-FINALS;Crotone;Foggia;23;43;0,907;26;43;1,0;0,5349;0,6047;1,1396;0,3235
143;31/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - QUARTER-FINALS;Entella;Pescara;26;43;0,9535;30;43;1,186;0,6047;0,6977;1,3024;0,4219
144;31/05/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - QUARTER-FINALS;Pordenone;Lecco;25;43;1,0465;27;42;0,9524;0,5814;0,6429;1,2243;0,3738
145;31/05/2023;11:00;ITALY;SERIE D - WINNERS STAGE - PLAY OFFS - SEMI-FINALS;Sestri Levante;ASD Pineto Calcio;36;43;1,5116;24;43;1,0465;0,8372;0,5581;1,3953;0,4672
146;31/05/2023;07:30;JAPAN;J1 LEAGUE - ROUND 11;Urawa Reds;Sanfrecce Hiroshima;30;43;1,1395;25;43;0,8605;0,6977;0,5814;1,2791;0,4056
147;31/05/2023;08:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;Khan Tengri;Yelimay Semey;9;12;1,5;8;12;1,3333;0,75;0,6667;1,4167;0,5
