Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
224;11/08/2023;08:30;UKRAINE;DRUHA LIGA - ROUND 2;Zvyagel;Trostyanets;16;21;14;24;0,7619;0,5833;1,3452;1,2857;1,2399;1,0;1,118;2,2857
225;11/08/2023;15:15;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Vevey;Coffrane;17;30;23;30;0,5667;0,7667;1,3334;1,1;1,193;1,4667;1,147;2,5667
226;11/08/2023;13:30;DENMARK;1ST DIVISION - ROUND 4;Fredericia;Hillerod;23;30;17;30;0,7667;0,5667;1,3334;1,4667;1,2037;1,1667;1,4162;2,6334
227;11/08/2023;15:30;POLAND;DIVISION 1 - ROUND 4;GKS Katowice;Wisla Plock;20;30;20;30;0,6667;0,6667;1,3334;1,0333;1,016;1,0667;0,9638;2,1
228;11/08/2023;15:00;TURKEY;1. LIG - ROUND 1;Boluspor;Adanaspor AS;18;30;22;30;0,6;0,7333;1,3333;1,0;1,0328;1,4667;1,335;2,4667
229;11/08/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 27;St. Patricks;Bohemians;22;30;18;30;0,7333;0,6;1,3333;1,2667;1,0306;0,9667;1,0796;2,2334
230;11/08/2023;15:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 18;Vikingur;Klaksvik;21;30;19;30;0,7;0,6333;1,3333;1,1667;1,0672;1,4333;1,3585;2,6
231;11/08/2023;08:00;CAMBODIA;CPL;Svay Rieng;Phnom Penh Crown;16;30;24;30;0,5333;0,8;1,3333;1,0333;1,2776;1,9667;1,7978;3,0
232;11/08/2023;22:00;PERU;LIGA 1 - CLAUSURA - ROUND 8;Cesar Vallejo;FBC Melgar;19;30;21;30;0,6333;0,7;1,3333;1,1;1,0755;1,3667;1,3034;2,4667
233;11/08/2023;14:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 6;Erlbach;Heimstetten;19;30;21;30;0,6333;0,7;1,3333;1,1333;1,1757;1,5;1,4083;2,6333
234;11/08/2023;16:00;ITALY;COPPA ITALIA - 1/32-FINALS;Genoa;Modena;18;30;22;30;0,6;0,7333;1,3333;0,8667;0,9214;1,3333;1,1353;2,2
235;11/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 4;Helsingor;Aalborg;21;30;19;30;0,7;0,6333;1,3333;1,3;1,1299;1,1667;1,3437;2,4667
236;11/08/2023;12:30;CZECH REPUBLIC;DIVISION 2 - ROUND 5;Opava;Lisen;19;30;21;30;0,6333;0,7;1,3333;0,9667;0,9481;1,2;1,1662;2,1667
237;11/08/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 4;Venados;Atletico La Paz;18;30;22;30;0,6;0,7333;1,3333;0,8333;0,8975;1,1667;1,1279;2,0
238;11/08/2023;16:00;BOSNIA AND HERZEGOVINA;PREMIJER LIGA BIH - ROUND 3;FK Sarajevo;Posusje;21;30;19;30;0,7;0,6333;1,3333;1,3333;1,2737;1,2;1,2754;2,5333
239;11/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 3;Admira;Horn;19;30;21;30;0,6333;0,7;1,3333;1,2;1,222;1,3333;1,075;2,5333
240;11/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Hearts B;Cowdenbeath;24;30;16;30;0,8;0,5333;1,3333;1,8333;1,2405;0,9;1,0755;2,7333
241;11/08/2023;15:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 1;Al Ahli SC;Al Hazem;18;30;21;30;0,6;0,7;1,3;0,7667;0,7608;1,1;0,9434;1,8667
242;11/08/2023;16:30;SPAIN;LALIGA2 - ROUND 1;Valladolid;Gijon;17;30;22;30;0,5667;0,7333;1,3;1,2667;1,4591;1,2333;0,9894;2,5
243;11/08/2023;22:00;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 17;Gualaceo;Mushuc Runa;21;30;18;30;0,7;0,6;1,3;1,0667;0,9286;1,0333;1,0796;2,1
244;11/08/2023;15:45;BELGIUM;JUPILER PRO LEAGUE - ROUND 3;Antwerp;Kortrijk;20;30;19;30;0,6667;0,6333;1,3;1,1;1,044;1,2667;1,2092;2,3667
245;11/08/2023;17:00;VENEZUELA;LIGA FUTVE - ROUND 23;Angostura;Universidad Central;21;30;18;30;0,7;0,6;1,3;1,0;0,8165;1,1;1,1358;2,1
246;11/08/2023;22:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 3;Real Espana;UPNFM;20;30;19;30;0,6667;0,6333;1,3;1,2;1,077;1,1333;1,1175;2,3333
247;11/08/2023;20:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 6;Ameliano;Nacional Asuncion;24;30;15;30;0,8;0,5;1,3;1,2333;0,9195;0,7;0,8226;1,9333
248;11/08/2023;05:00;UKRAINE;YOUTH LEAGUE - ROUND 3;Shakhtar Donetsk U19;Oleksandriya U19;20;30;19;30;0,6667;0,6333;1,3;1,0;1,0;1,1;1,2207;2,1
249;11/08/2023;22:00;PANAMA;LPF - CLAUSURA - ROUND 4;Alianza;Potros del Este;15;30;24;30;0,5;0,8;1,3;0,7667;0,9195;1,3;0,9;2,0667
250;11/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 2;Glentoran;Larne;21;30;18;30;0,7;0,6;1,3;1,4667;1,2579;0,9333;0,9978;2,4
251;11/08/2023;21:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - QUARTER-FINALS;Nashville SC;Minnesota United;19;30;20;30;0,6333;0,6667;1,3;0,9667;1,0483;1,1667;0,9339;2,1334
252;11/08/2023;12:45;ITALY;COPPA ITALIA - 1/32-FINALS;Frosinone;Pisa;20;30;19;30;0,6667;0,6333;1,3;1,3333;1,325;1,0;0,9661;2,3333
253;11/08/2023;15:00;HUNGARY;OTP BANK LIGA - ROUND 3;MTK Budapest;Kisvarda;21;30;18;30;0,7;0,6;1,3;1,1667;1,0355;0,9667;0,9481;2,1334
254;11/08/2023;12:00;SERBIA;SRPSKA LIGA - BELGRADE - ROUND 1;BASK;Prva Iskra;17;27;15;23;0,6296;0,6522;1,2818;1,0;0,9428;1,2174;1,1016;2,2174
255;11/08/2023;14:30;WORLD;CLUB FRIENDLY;Sirens (Mlt);Sliema (Mlt);17;30;21;30;0,5667;0,7;1,2667;1,0333;1,1397;1,1333;1,0242;2,1666
256;11/08/2023;13:00;LITHUANIA;A LYGA - ROUND 26;Siauliai FA;Dziugas Telsiai;18;30;20;30;0,6;0,6667;1,2667;1,0333;1,1101;1,1667;1,0672;2,2
257;11/08/2023;14:30;SPAIN;LALIGA - ROUND 1;Almeria;Rayo Vallecano;21;30;17;30;0,7;0,5667;1,2667;1,3667;1,3287;1,0;1,0328;2,3667
258;11/08/2023;17:00;SPAIN;LALIGA - ROUND 1;Sevilla;Valencia;19;30;19;30;0,6333;0,6333;1,2666;1,1;1,106;0,9333;0,9286;2,0333
259;11/08/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 27;Shelbourne;Shamrock Rovers;16;30;22;30;0,5333;0,7333;1,2666;0,6;0,611;1,1333;0,8844;1,7333
260;11/08/2023;13:00;BELARUS;VYSSHAYA LIGA - ROUND 17;FC Minsk;Slutsk;16;30;22;30;0,5333;0,7333;1,2666;0,9;1,0116;0,9;0,7;1,8
261;11/08/2023;21:00;CANADA;CANADIAN PREMIER LEAGUE;Valour;Cavalry;17;30;20;30;0,5667;0,6667;1,2334;0,8333;0,8975;1,1;1,106;1,9333
262;11/08/2023;12:30;FINLAND;KAKKONEN GROUP A;Klubi 04;Kiffen;20;30;17;30;0,6667;0,5667;1,2334;1,5;1,4776;0,9667;1,016;2,4667
263;11/08/2023;14:00;SPAIN;LALIGA2 - ROUND 1;Amorebieta;Levante;19;30;18;30;0,6333;0,6;1,2333;1,1;1,0116;1,0333;1,0796;2,1333
264;11/08/2023;09:00;THAILAND;THAI LEAGUE 1 - ROUND 1;Nakhon Pathom;Port MTI FC;15;30;22;30;0,5;0,7333;1,2333;0,8;1,1662;1,0333;0,7951;1,8333
265;11/08/2023;07:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Nizhny Novgorod U19;Chertanovo M. U19;15;30;22;30;0,5;0,7333;1,2333;0,8;0,9798;1,6;1,4048;2,4
266;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Orleans;GOAL FC;18;30;19;30;0,6;0,6333;1,2333;0,9333;0,9286;0,9667;0,9123;1,9
267;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Cholet;Chateauroux;16;30;21;30;0,5333;0,7;1,2333;0,8;0,8718;1,2;0,9798;2,0
268;11/08/2023;09:00;KYRGYZSTAN;PREMIER LIGA - ROUND 17;Aldier;Dordoi Bishkek;11;16;16;30;0,6875;0,5333;1,2208;1,375;1,2686;0,8333;0,8596;2,2083
269;11/08/2023;14:15;RUSSIA;SUPREME DIVISION WOMEN - ROUND 16;Lokomotiv Moscow W;Zenit W;16;30;20;30;0,5333;0,6667;1,2;0,9333;1,0306;1,1333;1,147;2,0666
270;11/08/2023;11:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Fakel Voronezh U19;Akhmat Grozny U19;16;30;20;30;0,5333;0,6667;1,2;0,7667;0,8439;1,4;1,3317;2,1667
271;11/08/2023;21:00;CHILE;SEGUNDA DIVISION - ROUND 19;Limache;Iberia;17;30;19;30;0,5667;0,6333;1,2;0,8333;0,8975;1,1667;1,0672;2,0
272;11/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 2;Stolem Gniewino;Swinoujscie;19;30;17;30;0,6333;0,5667;1,2;1,0333;1,1686;0,9667;1,0483;2,0
273;11/08/2023;14:00;POLAND;DIVISION 2 - ROUND 4;Skra;Olimpia Elblag;17;30;19;30;0,5667;0,6333;1,2;0,8333;0,8975;1,1;1,193;1,9333
274;11/08/2023;13:00;POLAND;DIVISION 1 - ROUND 4;Leczna;Chrobry Glogow;16;30;20;30;0,5333;0,6667;1,2;0,8667;0,9214;1,4;1,2543;2,2667
275;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Versailles;Sochaux;16;30;20;30;0,5333;0,6667;1,2;1,1;1,3503;1,2333;1,0546;2,3333
276;11/08/2023;14:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 2;Aalen;Offenbach;17;30;19;30;0,5667;0,6333;1,2;1,1333;1,4079;1,0333;1,0483;2,1666
277;11/08/2023;10:30;UKRAINE;PERSHA LIGA - ROUND 3;Epitsentr;Ahrobiznes Volochysk;17;30;19;30;0,5667;0,6333;1,2;0,8;0,8327;0,7667;0,7157;1,5667
278;11/08/2023;15:30;POLAND;EKSTRAKLASA - ROUND 4;Piast Gliwice;Rakow;18;30;18;30;0,6;0,6;1,2;0,9;0,9434;0,8333;0,8596;1,7333
279;11/08/2023;12:00;UZBEKISTAN;SUPER LEAGUE - ROUND 16;Neftchi Fargona;Sogdiana;20;30;16;30;0,6667;0,5333;1,2;1,1667;1,0028;0,9667;1,1686;2,1334
280;11/08/2023;15:00;PERU;LIGA 1 - CLAUSURA - ROUND 8;Sport Huancayo;Union Comercio;17;30;19;30;0,5667;0,6333;1,2;1,0667;1,0934;1,3333;1,2737;2,4
281;11/08/2023;15:00;WORLD;CLUB FRIENDLY WOMEN;Alhama W (Esp);La Solana W (Esp);22;30;11;24;0,7333;0,4583;1,1916;1,2333;1,0858;0,75;0,9242;1,9833
282;11/08/2023;12:00;ARMENIA;PREMIER LEAGUE - ROUND 3;Shirak Gyumri;BKMA;20;30;15;30;0,6667;0,5;1,1667;1,2;1,1662;0,9667;1,1397;2,1667
283;11/08/2023;20:00;VENEZUELA;LIGA FUTVE - ROUND 23;La Guaira;Puerto Cabello;15;30;17;30;0,5;0,5667;1,0667;0,9667;1,1686;0,8333;0,969;1,8
284;11/08/2023;07:00;SOUTH KOREA;K3 LEAGUE - ROUND 21;Changwon;Daejeon Korail;15;30;17;30;0,5;0,5667;1,0667;0,8;1,0132;0,8333;0,8975;1,6333
285;11/08/2023;17:15;PERU;LIGA 1 - CLAUSURA - ROUND 8;Cajamarca;Carlos Mannucci;16;30;16;30;0,5333;0,5333;1,0666;0,7;0,781;0,8;0,8718;1,5
286;11/08/2023;14:30;WORLD;CLUB FRIENDLY;Arenteiro (Esp);Lugo (Esp);16;30;16;30;0,5333;0,5333;1,0666;0,7333;0,8138;0,8333;0,8975;1,5666
287;11/08/2023;07:00;VIETNAM;V.LEAGUE 1 - RELEGATION GROUP - ROUND 5;Khanh Hoa;Da Nang;18;30;13;30;0,6;0,4333;1,0333;0,8333;0,8199;0,7667;0,9894;1,6
288;11/08/2023;19:30;BRAZIL;COPA PAULISTA - ROUND 7;Noroeste;Mirassol;16;30;14;30;0,5333;0,4667;1,0;0,8333;0,8975;0,6667;0,7888;1,5
289;11/08/2023;19:00;BRAZIL;SERIE B - ROUND 23;Novorizontino;Mirassol;15;30;14;30;0,5;0,4667;0,9667;0,7667;0,8825;0,6667;0,7888;1,4334
290;11/08/2023;10:30;SERBIA;SRPSKA LIGA - BELGRADE - ROUND 1;Usce;Jedinstvo Surcin;17;30;9;25;0,5667;0,36;0,9267;0,9333;0,9978;0,72;1,2172;1,6533
291;11/08/2023;13:00;WORLD;CLUB FRIENDLY;Turris (Ita);Gelbison (Ita);14;30;12;30;0,4667;0,4;0,8667;0,7667;0,9894;0,6;0,8406;1,3667
292;11/08/2023;09:30;MOZAMBIQUE;MOCAMBOLA - ROUND 14;Ferroviario Quelimane;UD Songo;7;20;15;30;0,35;0,5;0,85;0,45;0,669;0,8;0,9092;1,25
