Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
19;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Danubio (Uru);Huracan (Arg);13;15;1,2;11;15;1,2;0,8667;0,7333;1,6
20;08/06/2023;22:00;USA;USL LEAGUE TWO;New Mexico U23;Salt City;8;10;1,1;12;15;1,7333;0,8;0,8;1,6
21;08/06/2023;18:00;BRAZIL;SERIE D - ROUND 6;Sao Francisco FC;Trem;10;15;1,4667;13;15;1,0667;0,6667;0,8667;1,5334
22;08/06/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 5;Metropolitanos (Ven);Ind. Medellin (Col);13;15;1,4667;10;15;1,4;0,8667;0,6667;1,5334
23;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Al Aluminium;El Madina El Monowara;10;15;0,9333;13;15;1,0667;0,6667;0,8667;1,5334
24;08/06/2023;13:30;FINLAND;KAKKONEN GROUP B;Jazz Pori;Poxyt;13;15;2,2;8;12;1,0833;0,8667;0,6667;1,5334
25;08/06/2023;15:00;NETHERLANDS;EREDIVISIE - CONFERENCE LEAGUE - PLAY OFFS - FINAL;Sparta Rotterdam;Twente;12;15;1,6;11;15;1,4667;0,8;0,7333;1,5333
26;08/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 14;PDRM FC;Sabah;8;15;1,2;15;15;2,0;0,5333;1,0;1,5333
27;08/06/2023;18:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Floresta EC;Sao Bernardo;12;15;1,3333;11;15;1,0667;0,8;0,7333;1,5333
28;08/06/2023;12:30;FINLAND;YKKONEN;KPV Kokkola;SalPa;11;15;0,8;12;15;1,6667;0,7333;0,8;1,5333
29;08/06/2023;14:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 11;Laholms;Hittarp;9;15;1,1333;14;15;1,5333;0,6;0,9333;1,5333
30;08/06/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS;Trollhattan;Ahlafors IF;12;15;1,4;11;15;1,2;0,8;0,7333;1,5333
31;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Rosario Central 2;Barracas Central 2;11;15;1,5333;12;15;1,0667;0,7333;0,8;1,5333
32;08/06/2023;14:00;TURKEY;1. LIG - PLAY OFFS - FINAL;Pendikspor;Bodrumspor;14;15;1,8667;9;15;0,9333;0,9333;0,6;1,5333
33;08/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 8;Ispe FC;Sagaing;12;15;1,3333;11;15;1,2;0,8;0,7333;1,5333
34;08/06/2023;13:00;ESTONIA;ESILIIGA - ROUND 7;Levadia U21;Flora U21;12;15;1,2;11;15;2,0;0,8;0,7333;1,5333
35;08/06/2023;19:30;BRAZIL;SERIE D - ROUND 6;Santa Cruz;Pacajus;12;15;1,0;11;15;1,5333;0,8;0,7333;1,5333
36;08/06/2023;13:00;LITHUANIA;I LYGA - ROUND 13;Kauno Zalgiris 2;FK Panevezys 2;11;15;1,3333;12;15;1,4;0,7333;0,8;1,5333
37;08/06/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 11;Jas Qyran;FK Akzhayik;10;13;1,6923;11;15;1,8667;0,7692;0,7333;1,5025
38;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;El Gouna;Misr Lel Makkasa;9;15;0,8667;13;15;1,4667;0,6;0,8667;1,4667
39;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;La Viena;Telephonaat Beni Suef;9;15;0,9333;13;15;1,7333;0,6;0,8667;1,4667
40;08/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 14;Penang;Kuala Lumpur City;10;15;1,3333;12;15;1,6;0,6667;0,8;1,4667
41;08/06/2023;11:30;ITALY;SERIE A WOMEN - RELEGATION - FINAL;Pomigliano W;Lazio W;9;15;1,1333;13;15;1,4;0,6;0,8667;1,4667
42;08/06/2023;12:00;AUSTRIA;BUNDESLIGA - CONFERENCE LEAGUE - PLAY OFFS - FINAL;A. Lustenau;Austria Vienna;10;15;1,4;12;15;1,5333;0,6667;0,8;1,4667
43;08/06/2023;19:00;BRAZIL;SERIE D - ROUND 6;Jacuipense;Cruzeiro Arapiraca;12;15;1,2667;10;15;1,1333;0,8;0,6667;1,4667
44;08/06/2023;12:30;CZECH REPUBLIC;CFL - GROUP B - ROUND 30;Jablonec B;Zizkov;12;15;1,4667;10;15;1,2667;0,8;0,6667;1,4667
45;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;River Plate W;Lanus W;12;15;1,2667;10;15;1,3333;0,8;0,6667;1,4667
46;08/06/2023;14:30;WORLD;ARAB CLUB CHAMPIONS CUP - QUALIFICATION - FINAL;Al Kuwait;Nouadhibou;9;15;1,0667;13;15;1,3333;0,6;0,8667;1,4667
47;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Gimnasia L.P. W;Excursionistas W;12;15;1,0667;10;15;1,2;0,8;0,6667;1,4667
48;08/06/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 11;VMA;Hassleholms IF;14;15;1,9333;8;15;1,5333;0,9333;0,5333;1,4666
49;08/06/2023;15:00;BRAZIL;CAMPEONATO CATARINENSE 2 - ROUND 2;Gremio Juventus;Nacao;10;15;1,0667;11;14;1,2857;0,6667;0,7857;1,4524
50;08/06/2023;14:00;WORLD;FRIENDLY INTERNATIONAL;Catalonia Selection;Mali;5;7;1,4286;11;15;1,1333;0,7143;0,7333;1,4476
51;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Oriente Petrolero (Bol);Tacuary (Par);11;15;1,2;10;15;1,0;0,7333;0,6667;1,4
52;08/06/2023;12:15;FINLAND;VEIKKAUSLIIGA;SJK;VPS;11;15;1,3333;10;15;1,4;0,7333;0,6667;1,4
53;08/06/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 28;Arba Menche;Legetafo Legedadi;12;15;1,0667;9;15;0,8;0,8;0,6;1,4
54;08/06/2023;23:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Santa Fe (Col);U. de Deportes (Per);12;15;1,5333;9;15;0,8667;0,8;0,6;1,4
55;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Godoy Cruz 2;Atl. Tucuman 2;10;15;1,5333;11;15;1,1333;0,6667;0,7333;1,4
56;08/06/2023;15:30;JORDAN;SHIELD CUP - ROUND 5;Al Ramtha;Maan;13;15;1,5333;8;15;1,0;0,8667;0,5333;1,4
57;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Sao Paulo (Bra);Deportes Tolima (Col);10;15;1,1333;10;15;1,2;0,6667;0,6667;1,3334
58;08/06/2023;11:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Belgrano W;CA Estudiantes W;8;15;0,8667;12;15;1,6;0,5333;0,8;1,3333
59;08/06/2023;23:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Cesar Vallejo (Per);Magallanes (Chi);9;15;1,0667;11;15;1,5333;0,6;0,7333;1,3333
60;08/06/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 8;Binh Phuoc;Phu Tho;11;15;1,1333;9;15;0,8;0,7333;0,6;1,3333
61;08/06/2023;16:00;BRAZIL;SERIE D - ROUND 6;Caucaia;Maranhao;11;15;1,5333;9;15;0,8;0,7333;0,6;1,3333
62;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Chengdu Rongcheng;Tianjin Jinmen Tiger;11;15;1,0667;9;15;1,2;0,7333;0,6;1,3333
63;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Qingdao Hainiu;Shanghai Shenhua;9;15;1,4;11;15;0,9333;0,6;0,7333;1,3333
64;08/06/2023;19:00;BRAZIL;SERIE D - ROUND 6;Princesa do Solimoes;Humaita;9;15;1,0;11;15;1,2;0,6;0,7333;1,3333
65;08/06/2023;16:00;BRAZIL;SERIE B - ROUND 11;Criciuma;Juventude;8;15;0,9333;12;15;1,2;0,5333;0,8;1,3333
66;08/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 31;Aswan SC;Arab Contractors;11;15;1,3333;9;15;1,2667;0,7333;0,6;1,3333
67;08/06/2023;21:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Figueirense;Ypiranga FC;11;15;0,8667;9;15;0,7333;0,7333;0,6;1,3333
68;08/06/2023;09:00;WORLD;MAURICE REVELLO TOURNAMENT;Saudi Arabia U23;Venezuela U23;11;15;1,2667;8;14;0,8571;0,7333;0,5714;1,3047
69;08/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - FINAL;Watergraafsmeer;Kampong;12;15;1,7333;1;2;1,0;0,8;0,5;1,3
70;08/06/2023;18:00;WORLD;WORLD CUP U20 - PLAY OFFS - SEMI-FINALS;Italy U20;South Korea U20;10;15;1,2667;9;15;1,2;0,6667;0,6;1,2667
71;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 29;Salloum;Al Magd;13;15;1,2;6;15;0,5333;0,8667;0,4;1,2667
72;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Lanus 2;Boca Juniors 2;12;15;0,8667;7;15;0,6667;0,8;0,4667;1,2667
73;08/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - FINAL;AWC;Baronie;1;3;0,3333;14;15;1,4667;0,3333;0,9333;1,2666
74;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Huracan W;El Porvenir W;11;15;1,0;8;15;1,0;0,7333;0,5333;1,2666
75;08/06/2023;14:30;LIBYA;PREMIER LEAGUE - ROUND 18;Al Nasr;Al Hilal;11;15;1,0;8;15;0,9333;0,7333;0,5333;1,2666
76;08/06/2023;08:00;VIETNAM;V.LEAGUE 2 - ROUND 8;Ba Ria Vung Tau;Hoa Binh;10;15;1,0;5;9;0,8889;0,6667;0,5556;1,2223
77;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Goias (Bra);Gimnasia L.P. (Arg);9;15;0,9333;9;15;0,8;0,6;0,6;1,2
78;08/06/2023;20:10;ARGENTINA;PRIMERA NACIONAL - ROUND 20;San Martin T.;Estudiantes Rio Cuarto;8;15;0,6667;10;15;0,8;0,5333;0,6667;1,2
79;08/06/2023;12:30;TUNISIA;LIGUE PROFESSIONNELLE 1 - CHAMPIONSHIP GROUP - ROUND 10;CS Sfaxien;Ben Guerdane;9;15;0,6667;9;15;1,0;0,6;0,6;1,2
80;08/06/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;San Lorenzo (Arg);Palestino (Chi);6;15;0,7333;12;15;1,2;0,4;0,8;1,2
81;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Dayrout;El Minya;10;15;1,2667;8;15;0,6;0,6667;0,5333;1,2
82;08/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 18;Al Akhdar;Al Ahly Benghazi;10;15;1,0667;8;15;1,0;0,6667;0,5333;1,2
83;08/06/2023;15:30;ITALY;SERIE B - PLAY OFFS - FINAL;Cagliari;Bari;10;15;1,1333;8;15;0,8;0,6667;0,5333;1,2
84;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;Real Bamako;CO Bamako;10;15;1,0;8;15;1,0;0,6667;0,5333;1,2
85;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Banfield W;San Lorenzo W;8;15;0,6;10;15;1,2;0,5333;0,6667;1,2
86;08/06/2023;12:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Platense W;Independiente W;10;15;1,0667;8;15;0,6667;0,6667;0,5333;1,2
87;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Mallawi;Fayoum;10;15;1,0667;7;15;0,8;0,6667;0,4667;1,1334
88;08/06/2023;21:00;ECUADOR;SERIE B - ROUND 13;Cuniburo;Buhos ULVR;8;12;1,0833;7;15;0,7333;0,6667;0,4667;1,1334
89;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Kima Aswan;Assiut Cement;10;15;1,0;7;15;0,6667;0,6667;0,4667;1,1334
90;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Belgrano 2;Defensa y Justicia 2;6;15;0,6667;11;15;1,3333;0,4;0,7333;1,1333
91;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Tamya;Shoban Moslemen Qena;9;15;0,9333;8;15;0,8667;0,6;0,5333;1,1333
92;08/06/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - SEMI-FINALS;Cesena;Lecco;9;15;1,0667;8;15;0,8667;0,6;0,5333;1,1333
93;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Union de Santa Fe 2;Newells Old Boys 2;11;15;1,3333;6;15;0,6;0,7333;0,4;1,1333
94;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;Foot Elite;Black Stars;8;15;0,6;9;15;0,8667;0,5333;0,6;1,1333
95;08/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 31;El Ismaily;El Gaish;9;15;1,1333;8;15;0,9333;0,6;0,5333;1,1333
96;08/06/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 11;IFK Hassleholm;IFK Trelleborg;9;15;1,2;7;14;1,0714;0,6;0,5;1,1
97;08/06/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;CSA;Manaus;9;15;0,7333;7;15;0,5333;0,6;0,4667;1,0667
98;08/06/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 28;Welayta Dicha;Dire Dawa;7;15;0,7333;9;15;0,8667;0,4667;0,6;1,0667
99;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Asyut Petroleum;Nasr Taadeen;8;15;0,8;8;15;0,9333;0,5333;0,5333;1,0666
100;08/06/2023;16:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Remo;America RN;11;15;1,1333;5;15;0,6667;0,7333;0,3333;1,0666
101;08/06/2023;19:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Aparecidense;Brusque;8;15;0,7333;8;15;0,6667;0,5333;0,5333;1,0666
102;08/06/2023;12:00;JORDAN;SHIELD CUP - ROUND 5;Moghayer Al Sarhan;Shabab Al Ordon;6;15;0,6;9;15;1,1333;0,4;0,6;1,0
103;08/06/2023;16:00;SPAIN;LALIGA2 - PROMOTION - PLAY OFFS - SEMI-FINALS;Alaves;Eibar;6;15;0,5333;9;15;0,8;0,4;0,6;1,0
104;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;USFAS Bamako;USC Kita;8;15;0,7333;6;15;0,6;0,5333;0,4;0,9333
105;08/06/2023;14:30;WORLD;WORLD CUP U20 - PLAY OFFS - SEMI-FINALS;Uruguay U20;Israel U20;9;15;1,0667;2;7;0,4286;0,6;0,2857;0,8857
106;08/06/2023;11:00;GERMANY;OBERLIGA HESSEN - RELEGATION;Bornheim GW;Viktoria Bronnzell;0;0;0;0;0;0;0;0;0
