Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
1;08/06/2023;20:00;BRAZIL;CAMPEONATO AMAPAENSE - ROUND 5;Oratorio;Sao Paulo AP;12;12;1,5833;21;25;1,6;1,0;0,84;1,84
2;08/06/2023;20:00;USA;MLS NEXT PRO;Inter Miami II;Cincinnati 2;27;30;1,6667;27;30;1,8;0,9;0,9;1,8
3;08/06/2023;16:30;BOLIVIA;NACIONAL B - FIRST STAGE;Ciclon;Municipal de Tarija;24;30;1,4667;2;2;2,0;0,8;1,0;1,8
4;08/06/2023;21:00;USA;USL LEAGUE TWO;LA Parish;Louisiana;14;15;3,0;15;18;1,7222;0,9333;0,8333;1,7666
5;08/06/2023;21:00;USA;USL LEAGUE TWO;Davis Legacy;Project 51O;13;14;2,0;14;17;1,3529;0,9286;0,8235;1,7521
6;08/06/2023;12:30;FINLAND;YKKONEN;TPS;KaPa;24;30;1,4;28;30;1,9;0,8;0,9333;1,7333
7;08/06/2023;16:15;ICELAND;DIVISION 1 - ROUND 6;Njardvik;Selfoss;24;30;1,6667;28;30;1,6;0,8;0,9333;1,7333
8;08/06/2023;16:15;ICELAND;DIVISION 1 - ROUND 6;Fjolnir;Grotta;27;30;2,0667;24;30;1,4667;0,9;0,8;1,7
9;08/06/2023;22:00;USA;USL LEAGUE TWO;New Mexico U23;Salt City;8;10;1,1;21;24;1,8333;0,8;0,875;1,675
10;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Changchun Yatai;Shenzhen;26;30;1,5667;24;30;1,3;0,8667;0,8;1,6667
11;08/06/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS;Trollhattan;Ahlafors IF;25;30;1,5667;25;30;1,7;0,8333;0,8333;1,6666
12;08/06/2023;12:30;CZECH REPUBLIC;CFL - GROUP B - ROUND 30;Jablonec B;Zizkov;26;30;1,5667;23;30;1,4667;0,8667;0,7667;1,6334
13;08/06/2023;15:00;PERU;LIGA 2 - ROUND 9;U. San Martin;Alfonso Ugarte;26;30;1,3333;23;30;1,0;0,8667;0,7667;1,6334
14;08/06/2023;11:00;GERMANY;OBERLIGA HESSEN - RELEGATION;Ederbergland;TUS Dietkirchen;28;30;2,2;21;30;1,4667;0,9333;0,7;1,6333
15;08/06/2023;14:00;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 11;Laholms;Hittarp;11;17;1,1765;29;30;1,8333;0,6471;0,9667;1,6138
16;08/06/2023;13:00;LITHUANIA;I LYGA - ROUND 13;Kauno Zalgiris 2;FK Panevezys 2;23;30;1,5667;25;30;1,5333;0,7667;0,8333;1,6
17;08/06/2023;13:00;ESTONIA;ESILIIGA - ROUND 7;Levadia U21;Flora U21;25;30;1,5667;23;30;1,8;0,8333;0,7667;1,6
18;08/06/2023;13:00;WORLD;FRIENDLY INTERNATIONAL;Qatar;Croatia B;18;30;1,1667;1;1;2,0;0,6;1,0;1,6
19;08/06/2023;12:30;WORLD;MAURICE REVELLO TOURNAMENT;France U18;Costa Rica U23;23;30;1,4333;5;6;1,0;0,7667;0,8333;1,6
20;08/06/2023;13:30;FINLAND;KAKKONEN GROUP B;Jazz Pori;Poxyt;27;30;1,9333;8;12;1,0833;0,9;0,6667;1,5667
21;08/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 8;Ispe FC;Sagaing;24;30;1,5667;22;30;1,5;0,8;0,7333;1,5333
22;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Oriente Petrolero (Bol);Tacuary (Par);24;30;1,1333;22;30;1,1333;0,8;0,7333;1,5333
23;08/06/2023;11:30;ITALY;SERIE A WOMEN - RELEGATION - FINAL;Pomigliano W;Lazio W;21;30;1,1667;25;30;1,5667;0,7;0,8333;1,5333
24;08/06/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 5;Flamengo RJ (Bra);Racing Club (Arg);22;30;1,4333;23;30;1,2333;0,7333;0,7667;1,5
25;08/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 14;Penang;Kuala Lumpur City;23;30;1,4667;22;30;1,3333;0,7667;0,7333;1,5
26;08/06/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 11;VMA;Hassleholms IF;26;30;1,9;19;30;1,6;0,8667;0,6333;1,5
27;08/06/2023;18:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Floresta EC;Sao Bernardo;23;30;1,4;22;30;0,9667;0,7667;0,7333;1,5
28;08/06/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 5;Olimpia Asuncion (Par);Atl. Nacional (Col);24;30;1,2333;21;30;1,0667;0,8;0,7;1,5
29;08/06/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 11;Jas Qyran;FK Akzhayik;10;13;1,6923;21;30;1,6;0,7692;0,7;1,4692
30;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Gimnasia L.P. W;Excursionistas W;21;30;1,1;23;30;1,5667;0,7;0,7667;1,4667
31;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;River Plate W;Lanus W;22;30;1,4333;22;30;1,5;0,7333;0,7333;1,4666
32;08/06/2023;12:00;AUSTRIA;BUNDESLIGA - CONFERENCE LEAGUE - PLAY OFFS - FINAL;A. Lustenau;Austria Vienna;22;30;1,3667;22;30;1,4;0,7333;0,7333;1,4666
33;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Godoy Cruz 2;Atl. Tucuman 2;20;30;1,4667;23;30;1,2667;0,6667;0,7667;1,4334
34;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Lanus 2;Boca Juniors 2;23;30;1,0333;20;30;0,8667;0,7667;0,6667;1,4334
35;08/06/2023;15:00;NETHERLANDS;EREDIVISIE - CONFERENCE LEAGUE - PLAY OFFS - FINAL;Sparta Rotterdam;Twente;20;30;1,2333;23;30;1,3667;0,6667;0,7667;1,4334
36;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Danubio (Uru);Huracan (Arg);21;30;0,9667;22;30;1,3;0,7;0,7333;1,4333
37;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Rosario Central 2;Barracas Central 2;22;30;1,6333;21;30;1,0333;0,7333;0,7;1,4333
38;08/06/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - SEMI-FINALS;Pescara;Foggia;22;30;1,2667;21;30;1,3;0,7333;0,7;1,4333
39;08/06/2023;14:00;TURKEY;1. LIG - PLAY OFFS - FINAL;Pendikspor;Bodrumspor;24;30;1,6667;19;30;0,9667;0,8;0,6333;1,4333
40;08/06/2023;21:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Figueirense;Ypiranga FC;21;30;1,1333;21;30;1,0667;0,7;0,7;1,4
41;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Chengdu Rongcheng;Tianjin Jinmen Tiger;22;30;1,2333;20;30;1,2333;0,7333;0,6667;1,4
42;08/06/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 8;Binh Phuoc;Phu Tho;21;30;0,9667;21;30;0,9667;0,7;0,7;1,4
43;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;El Gouna;Misr Lel Makkasa;20;30;1,0;22;30;1,1667;0,6667;0,7333;1,4
44;08/06/2023;17:00;ECUADOR;SERIE B - ROUND 13;Ind. Juniors;Chacaritas;23;30;1,2333;19;30;1,0333;0,7667;0,6333;1,4
45;08/06/2023;18:00;BRAZIL;SERIE D - ROUND 6;Sao Francisco FC;Trem;20;30;1,2333;22;30;1,3667;0,6667;0,7333;1,4
46;08/06/2023;14:30;WORLD;ARAB CLUB CHAMPIONS CUP - QUALIFICATION - FINAL;Al Kuwait;Nouadhibou;19;30;1,1;23;30;1,2;0,6333;0,7667;1,4
47;08/06/2023;12:30;FINLAND;YKKONEN;KPV Kokkola;SalPa;22;30;1,0667;20;30;1,2;0,7333;0,6667;1,4
48;08/06/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 28;Arba Menche;Legetafo Legedadi;23;30;1,1667;17;27;0,963;0,7667;0,6296;1,3963
49;08/06/2023;19:00;BRAZIL;SERIE D - ROUND 6;Jacuipense;Cruzeiro Arapiraca;23;30;1,2333;13;21;0,9524;0,7667;0,619;1,3857
50;08/06/2023;15:00;BRAZIL;CAMPEONATO CATARINENSE 2 - ROUND 2;Gremio Juventus;Nacao;18;30;0,9667;11;14;1,2857;0,6;0,7857;1,3857
51;08/06/2023;12:15;FINLAND;VEIKKAUSLIIGA;SJK;VPS;20;30;1,2333;21;30;1,3333;0,6667;0,7;1,3667
52;08/06/2023;18:00;WORLD;WORLD CUP U20 - PLAY OFFS - SEMI-FINALS;Italy U20;South Korea U20;20;30;1,3667;21;30;1,2;0,6667;0,7;1,3667
53;08/06/2023;23:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Cesar Vallejo (Per);Magallanes (Chi);18;30;0,8667;23;30;1,3333;0,6;0,7667;1,3667
54;08/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 14;PDRM FC;Sabah;16;30;0,9667;25;30;1,5333;0,5333;0,8333;1,3666
55;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;La Viena;Telephonaat Beni Suef;19;29;1,069;21;30;1,2333;0,6552;0,7;1,3552
56;08/06/2023;15:15;MALI;PREMIERE DIVISION - ROUND 23;US Bougouni;Yeelen;17;26;1,1538;17;25;1,0;0,6538;0,68;1,3338
57;08/06/2023;19:30;BRAZIL;SERIE D - ROUND 6;Santa Cruz;Pacajus;20;30;1,0667;20;30;1,1333;0,6667;0,6667;1,3334
58;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Al Aluminium;El Madina El Monowara;18;30;0,9333;22;30;1,0;0,6;0,7333;1,3333
59;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Sao Paulo (Bra);Deportes Tolima (Col);18;30;0,9667;22;30;1,2333;0,6;0,7333;1,3333
60;08/06/2023;14:00;WORLD;FRIENDLY INTERNATIONAL;Catalonia Selection;Mali;5;7;1,4286;18;30;0,9333;0,7143;0,6;1,3143
61;08/06/2023;11:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Belgrano W;CA Estudiantes W;8;15;0,8667;23;30;1,6667;0,5333;0,7667;1,3
62;08/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 31;Aswan SC;Arab Contractors;20;30;1,1667;19;30;1,2;0,6667;0,6333;1,3
63;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Qingdao Hainiu;Shanghai Shenhua;20;30;1,4333;19;30;0,8667;0,6667;0,6333;1,3
64;08/06/2023;09:00;WORLD;MAURICE REVELLO TOURNAMENT;Saudi Arabia U23;Venezuela U23;21;30;1,1333;8;14;0,8571;0,7;0,5714;1,2714
65;08/06/2023;15:30;ITALY;SERIE B - PLAY OFFS - FINAL;Cagliari;Bari;20;30;1,0667;18;30;1,0333;0,6667;0,6;1,2667
66;08/06/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 5;Metropolitanos (Ven);Ind. Medellin (Col);18;30;1,0333;20;30;1,1333;0,6;0,6667;1,2667
67;08/06/2023;23:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Santa Fe (Col);U. de Deportes (Per);20;30;1,2667;18;30;0,9;0,6667;0,6;1,2667
68;08/06/2023;16:00;BRAZIL;SERIE D - ROUND 6;Caucaia;Maranhao;18;30;1,0667;20;30;1,0667;0,6;0,6667;1,2667
69;08/06/2023;12:30;TUNISIA;LIGUE PROFESSIONNELLE 1 - CHAMPIONSHIP GROUP - ROUND 10;CS Sfaxien;Ben Guerdane;18;30;0,6333;20;30;0,9333;0,6;0,6667;1,2667
70;08/06/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - SEMI-FINALS;Cesena;Lecco;19;30;1,0333;19;30;0,9667;0,6333;0,6333;1,2666
71;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Banfield W;San Lorenzo W;8;15;0,6;22;30;1,4333;0,5333;0,7333;1,2666
72;08/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 31;El Ismaily;El Gaish;19;30;1,1333;19;30;1,0667;0,6333;0,6333;1,2666
73;08/06/2023;19:00;BRAZIL;SERIE D - ROUND 6;Princesa do Solimoes;Humaita;16;30;0,9;22;30;1,1667;0,5333;0,7333;1,2666
74;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Tamya;Shoban Moslemen Qena;18;30;0,9667;18;28;1,1071;0,6;0,6429;1,2429
75;08/06/2023;12:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Platense W;Independiente W;18;30;0,9667;19;30;1,3333;0,6;0,6333;1,2333
76;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Huracan W;El Porvenir W;18;30;1,0333;19;30;1,1333;0,6;0,6333;1,2333
77;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 29;Salloum;Al Magd;21;30;0,9333;16;30;0,6333;0,7;0,5333;1,2333
78;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Goias (Bra);Gimnasia L.P. (Arg);19;30;1,0;18;30;0,7333;0,6333;0,6;1,2333
79;08/06/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 11;IFK Hassleholm;IFK Trelleborg;22;30;1,3333;7;14;1,0714;0,7333;0,5;1,2333
80;08/06/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;San Lorenzo (Arg);Palestino (Chi);13;30;0,8333;24;30;1,4;0,4333;0,8;1,2333
81;08/06/2023;15:30;JORDAN;SHIELD CUP - ROUND 5;Al Ramtha;Maan;20;30;1,1333;16;30;0,8333;0,6667;0,5333;1,2
82;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Kima Aswan;Assiut Cement;21;30;0,9667;11;22;0,7727;0,7;0,5;1,2
83;08/06/2023;16:00;BRAZIL;SERIE B - ROUND 11;Criciuma;Juventude;14;30;0,6667;22;30;1,3;0,4667;0,7333;1,2
84;08/06/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 28;Welayta Dicha;Dire Dawa;15;30;0,7667;21;30;1,1333;0,5;0,7;1,2
85;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Mallawi;Fayoum;18;30;1,0;18;30;0,9333;0,6;0,6;1,2
86;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Belgrano 2;Defensa y Justicia 2;10;19;0,8947;20;30;1,2667;0,5263;0,6667;1,193
87;08/06/2023;08:00;VIETNAM;V.LEAGUE 2 - ROUND 8;Ba Ria Vung Tau;Hoa Binh;19;30;0,9667;5;9;0,8889;0,6333;0,5556;1,1889
88;08/06/2023;20:10;ARGENTINA;PRIMERA NACIONAL - ROUND 20;San Martin T.;Estudiantes Rio Cuarto;18;30;0,6667;17;30;0,6667;0,6;0,5667;1,1667
89;08/06/2023;16:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Remo;America RN;22;30;1,1667;13;30;0,8;0,7333;0,4333;1,1666
90;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;Real Bamako;CO Bamako;19;30;1,0;16;30;0,9667;0,6333;0,5333;1,1666
91;08/06/2023;14:30;LIBYA;PREMIER LEAGUE - ROUND 18;Al Nasr;Al Hilal;18;25;1,08;9;21;0,7143;0,72;0,4286;1,1486
92;08/06/2023;12:00;JORDAN;SHIELD CUP - ROUND 5;Moghayer Al Sarhan;Shabab Al Ordon;15;30;0,7;19;30;1,2667;0,5;0,6333;1,1333
