Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
12;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Kolding BK;Varde;27;30;23;30;0,9;0,7667;1,6667;2,0;17,194;1,3;10,3019;3,3
13;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Garching;Kirchanschoring;26;30;24;30;0,8667;0,8;1,6667;1,5667;13,7097;1,5333;13,6424;3,1
14;08/08/2023;14:00;ICELAND;BESTA DEILD WOMEN - ROUND 13;Tindastoll W;Selfoss W;24;30;26;30;0,8;0,8667;1,6667;1,4667;13,1031;1,4667;12,3909;2,9334
15;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Mansfield;Grimsby;27;30;23;30;0,9;0,7667;1,6667;1,7333;13,854;1,1333;9,3719;2,8666
16;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Katwijk (Ned);TOGB (Ned);24;30;26;30;0,8;0,8667;1,6667;1,6333;13,449;2,2667;19,777;3,9
17;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Meizhou Hakka;Changchun Yatai;25;30;25;30;0,8333;0,8333;1,6666;1,4667;10,9167;1,4667;14,02;2,9334
18;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Denbigh;Caersws FC;23;30;17;19;0,7667;0,8947;1,6614;1,4;12,0464;1,8421;11,1698;3,2421
19;08/08/2023;07:00;AUSTRALIA;NPL VICTORIA - ROUND 25;North Geelong;Oakleigh Cannons;29;30;20;30;0,9667;0,6667;1,6334;1,9;16,7007;1,2333;12,376;3,1333
20;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Buckley;Airbus;26;30;23;30;0,8667;0,7667;1,6334;1,8333;16,1156;1,5;13,0341;3,3333
21;08/08/2023;12:30;FINLAND;KANSALLINEN LIIGA WOMEN;Aland Utd W;PK-35 Helsinki W;26;30;23;30;0,8667;0,7667;1,6334;1,8;15,1634;1,6333;14,3567;3,4333
22;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Hellerup;F. Amager;25;30;24;30;0,8333;0,8;1,6333;1,4667;12,3436;1,7667;13,7978;3,2334
23;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Newport;Charlton;24;30;25;30;0,8;0,8333;1,6333;1,2;10,9293;1,5667;13,2682;2,7667
24;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Notts Co;Lincoln;27;30;22;30;0,9;0,7333;1,6333;1,7;13,9226;1,1;9,9015;2,8
25;08/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 11;Vestri;Selfoss;22;30;27;30;0,7333;0,9;1,6333;1,1333;10,7466;1,6667;14,5701;2,8
26;08/08/2023;06:30;INDIA;DURAND CUP;Goa;Lajong;25;30;24;30;0,8333;0,8;1,6333;1,6333;14,2144;1,6333;13,6453;3,2666
27;08/08/2023;16:00;BOLIVIA;LEAGUE CUP - ROUND 6;Vaca Diez;Blooming;27;30;22;30;0,9;0,7333;1,6333;1,5667;13,6253;1,2;10,6886;2,7667
28;08/08/2023;06:00;WORLD;FRIENDLY INTERNATIONAL;Finland U17;Denmark U17;25;30;24;30;0,8333;0,8;1,6333;1,8;16,3032;1,8333;15,3848;3,6333
29;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Porthmadog;Chirk AAA FC;25;30;24;30;0,8333;0,8;1,6333;1,4667;12,1006;1,5667;14,062;3,0334
30;08/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 2;SC Weiz;Wolfsberger AC (Am);24;30;25;30;0,8;0,8333;1,6333;1,5333;13,2588;1,5;12,5637;3,0333
31;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Derby;Blackpool;24;30;24;30;0,8;0,8;1,6;1,1667;10,4235;1,3333;12,4875;2,5
32;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Prestatyn;Ruthin;25;30;23;30;0,8333;0,7667;1,6;1,7667;15,9184;1,4;12,3508;3,1667
33;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Llanelli;Goytre Utd;22;30;26;30;0,7333;0,8667;1,6;1,7333;13,4817;2,1333;18,8587;3,8666
34;08/08/2023;16:15;ICELAND;DIVISION 1 - ROUND 11;Grotta;Akranes;24;30;24;30;0,8;0,8;1,6;1,3667;12,8798;1,6667;14,0842;3,0334
35;08/08/2023;14:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 16;Angelholm;Eskilsminne;23;30;25;30;0,7667;0,8333;1,6;1,2667;11,1716;1,2;8,518;2,4667
36;08/08/2023;13:30;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Roskilde KFUM's;Bronshoj;25;30;23;30;0,8333;0,7667;1,6;1,3;11,6152;1,3667;12,539;2,6667
37;08/08/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Athletico-PR (Bra);Bolivar (Bol);24;30;24;30;0,8;0,8;1,6;1,1333;9,2393;1,4333;12,1483;2,5666
38;08/08/2023;12:30;SLOVAKIA;4. LIGA - WEST - ROUND 1;Imel;Pata;23;30;25;30;0,7667;0,8333;1,6;1,4333;12,3405;1,4333;12,3649;2,8666
39;08/08/2023;22:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 3;Club Tijuana W;Club America W;23;30;25;30;0,7667;0,8333;1,6;1,5;12,0158;1,8;14,8704;3,3
40;08/08/2023;13:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Bohunice;Kromeriz;22;30;26;30;0,7333;0,8667;1,6;1,7333;13,6174;1,5667;14,3032;3,3
41;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Pipinsried;Schwaben Augsburg;24;30;23;30;0,8;0,7667;1,5667;1,4333;13,1618;1,5333;14,4451;2,9666
42;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Greve IF;Nykobing;21;30;26;30;0,7;0,8667;1,5667;1,4667;12,4348;1,4333;13,0812;2,9
43;08/08/2023;13:30;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Viby;Holstebro;24;30;23;30;0,8;0,7667;1,5667;1,5;12,3682;1,2;9,0183;2,7
44;08/08/2023;14:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;B 1908;Roskilde;24;30;23;30;0,8;0,7667;1,5667;2,0;16,0581;1,1667;10,3773;3,1667
45;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Briton Ferry;Trefelin;21;30;26;30;0,7;0,8667;1,5667;1,6333;15,2372;1,6667;15,1804;3,3
46;08/08/2023;15:00;PERU;LIGA 2 - ROUND 19;Pirata;Carlos Stein;23;30;24;30;0,7667;0,8;1,5667;1,1;10,1218;1,7333;16,8114;2,8333
47;08/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 19;Selangor;Kuala Lumpur City;23;30;24;30;0,7667;0,8;1,5667;1,4667;13,9564;1,6333;13,9848;3,1
48;08/08/2023;15:00;WORLD;CLUB FRIENDLY WOMEN;Waregem W (Bel);Leuven W (Bel);21;30;26;30;0,7;0,8667;1,5667;1,3;10,18;1,7667;14,6644;3,0667
49;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Cambrian & Clydach;Taffs Well;25;30;22;30;0,8333;0,7333;1,5666;1,9667;17,3603;1,3333;12,1614;3,3
50;08/08/2023;06:00;WORLD;FRIENDLY INTERNATIONAL;Israel U17;Faroe Islands U17;22;30;25;30;0,7333;0,8333;1,5666;1,5333;12,4738;2,0;16,4813;3,5333
51;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Sunderland;Crewe;23;30;23;30;0,7667;0,7667;1,5334;1,3667;11,4242;1,3333;11,0287;2,7
52;08/08/2023;09:30;INDIA;DURAND CUP;Mumbai City;Jamshedpur;23;30;23;30;0,7667;0,7667;1,5334;1,8667;15,9156;1,4;12,2602;3,2667
53;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Odder;Skive;26;30;20;30;0,8667;0,6667;1,5334;1,6333;12,5025;1,2667;11,2159;2,9
54;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Allerod;Vanlose;20;30;26;30;0,6667;0,8667;1,5334;1,4;10,8987;1,4333;11,3622;2,8333
55;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Afan Lido;Caerau Ely;22;30;24;30;0,7333;0,8;1,5333;1,5333;13,9636;1,3333;11,5314;2,8666
56;08/08/2023;15:30;WORLD;CLUB FRIENDLY;Huetor Tajar (Esp);Granada CF B (Esp);22;30;24;30;0,7333;0,8;1,5333;1,7;14,8556;1,2333;10,1469;2,9333
57;08/08/2023;12:30;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 2;Rubin Kazan;Lokomotiv Moscow;22;30;24;30;0,7333;0,8;1,5333;1,2333;10,3387;1,4667;13,3325;2,7
58;08/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;SK Bela;MSK Martin;12;15;22;30;0,8;0,7333;1,5333;1,8667;7,9822;1,5;13,3045;3,3667
59;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Stoke;West Brom;21;30;25;30;0,7;0,8333;1,5333;1,2667;10,4966;1,4667;11,0619;2,7334
60;08/08/2023;15:15;NORTH & CENTRAL AMERICA;CONCACAF CARIBBEAN SHIELD;Sando (Tri);Dakota (Aru);20;30;25;30;0,6667;0,8333;1,5;1,4;11,384;1,7333;15,9722;3,1333
61;08/08/2023;13:30;WORLD;CLUB FRIENDLY;Les Herbiers (Fra);Lorient II (Fra);24;30;21;30;0,8;0,7;1,5;1,5333;14,3891;1,1667;9,3642;2,7
62;08/08/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Club America;Nashville SC;25;30;20;30;0,8333;0,6667;1,5;1,6667;15,4158;1,0;8,4013;2,6667
63;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Merani Tbilisi;WIT Georgia;22;30;23;30;0,7333;0,7667;1,5;1,5;12,0436;1,4333;12,2749;2,9333
64;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Peterborough;Swindon;23;30;22;30;0,7667;0,7333;1,5;1,5;12,4651;1,3;11,7125;2,8
65;08/08/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Rymarov;Hlucin;24;30;21;30;0,8;0,7;1,5;1,5333;13,2682;1,1;8,9892;2,6333
66;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Pero Pinheiro;Covilha;23;30;22;30;0,7667;0,7333;1,5;1,3333;11,2951;1,2667;8,7137;2,6
67;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Accrington;Bradford City;23;30;22;30;0,7667;0,7333;1,5;1,1667;10,2225;1,1;9,5662;2,2667
68;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Abergavenny Town;Llantwit Major;20;30;25;30;0,6667;0,8333;1,5;1,4;12,2504;1,5;11,8279;2,9
69;08/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 7;FC Bhayangkara;Persebaya;24;30;21;30;0,8;0,7;1,5;1,3667;12,301;1,1333;9,7525;2,5
70;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Rotherham;Morecambe;22;30;23;30;0,7333;0,7667;1,5;1,1333;9,2749;1,6;12,6546;2,7333
71;08/08/2023;09:00;INDONESIA;LIGA 1 - ROUND 7;Persis Solo;Persib Bandung;23;30;22;30;0,7667;0,7333;1,5;1,2667;10,385;1,1333;10,2669;2,4
72;08/08/2023;14:00;AUSTRIA;REGIONALLIGA EAST - ROUND 2;Leobendorf;Drassburg;18;30;27;30;0,6;0,9;1,5;1,1;7,808;1,6333;14,0727;2,7333
73;08/08/2023;15:30;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;PSV (Ned);Sturm Graz (Aut);24;30;21;30;0,8;0,7;1,5;1,2667;11,8869;1,5;12,9665;2,7667
74;08/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;O. Ljubljana (Slo);Galatasaray (Tur);21;30;24;30;0,7;0,8;1,5;1,4;11,7635;1,7667;16,9302;3,1667
75;08/08/2023;16:00;WORLD;CLUB FRIENDLY;Monza (Ita);AC Milan (Ita);24;30;21;30;0,8;0,7;1,5;1,5;10,7832;1,3333;10,3024;2,8333
76;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Zhejiang Professional;Nantong Zhiyun;24;30;21;30;0,8;0,7;1,5;1,4;11,1048;1,1;9,841;2,5
77;08/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 2;Esteli;Olimpia;22;30;23;30;0,7333;0,7667;1,5;1,2667;13,1968;1,3;11,0502;2,5667
78;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Heimstetten;Rain/Lech;22;30;23;30;0,7333;0,7667;1,5;1,6;14,5178;1,7;15,595;3,3
79;08/08/2023;12:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Dinamo Tbilisi 2;Loco. Tbilisi;19;26;23;30;0,7308;0,7667;1,4975;1,5385;12,1915;1,4667;13,4262;3,0052
80;08/08/2023;05:00;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;Colombia W;Jamaica W;23;30;21;30;0,7667;0,7;1,4667;1,2333;11,1158;1,7667;14,9495;3,0
81;08/08/2023;12:00;POLAND;POLISH CUP - 1/64-FINALS;KKS Kalisz;GKS Jastrzebie;21;30;23;30;0,7;0,7667;1,4667;1,3333;11,4998;1,4;11,8629;2,7333
82;08/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 4;CSKA 1948 Sofia II;Septemvri Sofia;17;30;27;30;0,5667;0,9;1,4667;0,8667;8,1704;1,3;11,6347;2,1667
83;08/08/2023;15:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;FC Copenhagen (Den);Sparta Prague (Cze);21;30;23;30;0,7;0,7667;1,4667;1,3667;10,84;1,3667;11,4337;2,7334
84;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Excelsior Maassluis (Ned);Sportlust (Ned);23;30;21;30;0,7667;0,7;1,4667;1,5333;13,9611;1,2;10,4235;2,7333
85;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Sutton;Cambridge Utd;23;30;21;30;0,7667;0,7;1,4667;1,2667;10,7135;1,1333;9,0018;2,4
86;08/08/2023;23:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Los Angeles FC;Real Salt Lake;22;30;22;30;0,7333;0,7333;1,4666;1,1;9,7739;1,2667;11,1845;2,3667
87;08/08/2023;14:45;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 2;Spartak Moscow;Pari NN;25;30;19;30;0,8333;0,6333;1,4666;1,4667;13,4297;1,1;8,9651;2,5667
88;08/08/2023;12:30;WORLD;CLUB FRIENDLY;Timocanin (Srb);Paracin (Srb);19;25;21;30;0,76;0,7;1,46;1,48;9,1384;1,1667;8,6448;2,6467
89;08/08/2023;10:00;TURKMENISTAN;YOKARY LIGA - ROUND 11;Kopetdag Asgabat;Energetik;17;26;22;28;0,6538;0,7857;1,4395;0,9231;7,342;1,6071;13,68;2,5302
90;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Shandong Taishan;Chengdu Rongcheng;23;30;20;30;0,7667;0,6667;1,4334;1,5333;12,173;1,0667;8,5156;2,6
91;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Sheffield Wed;Stockport County;23;30;20;30;0,7667;0,6667;1,4334;1,3333;12,0446;1,0;8,0477;2,3333
92;08/08/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 1;Sporting CP U23;Portimonense U23;20;30;23;30;0,6667;0,7667;1,4334;1,3667;13,6253;1,4667;12,32;2,8334
93;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Swansea;Northampton;22;30;21;30;0,7333;0,7;1,4333;1,2333;11,1813;0,9333;8,206;2,1666
94;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Jong Feyenoord (Ned);Quick Boys (Ned);25;30;18;30;0,8333;0,6;1,4333;1,3667;12,0923;1,1667;9,0559;2,5334
95;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Mutilvera (Esp);Huarte (Esp);21;30;22;30;0,7;0,7333;1,4333;1,0;9,1758;1,0333;9,5755;2,0333
96;08/08/2023;14:30;WORLD;CLUB FRIENDLY;Hoogstraten (Bel);K. Berchem Sport (Bel);18;30;25;30;0,6;0,8333;1,4333;0,9667;7,5369;1,5333;12,7056;2,5
97;08/08/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Toluca;Minnesota United;24;30;19;30;0,8;0,6333;1,4333;1,8;16,9994;1,1;10,1084;2,9
98;08/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Braga (Por);TSC (Srb);24;30;19;30;0,8;0,6333;1,4333;1,4667;12,7577;1,2333;10,2914;2,7
99;08/08/2023;14:00;SWEDEN;SUPERETTAN - ROUND 17;Helsingborg;Orgryte;21;30;22;30;0,7;0,7333;1,4333;0,9333;8,2111;1,2333;10,6721;2,1666
100;08/08/2023;12:30;ROMANIA;LIGA 2 - ROUND 1;Mioveni;Gloria Buzau;22;30;21;30;0,7333;0,7;1,4333;1,2;11,1694;1,2;10,9738;2,4
101;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Lusitania FC;Felgueiras;22;30;20;30;0,7333;0,6667;1,4;1,0333;9,4857;1,0;8,5073;2,0333
102;08/08/2023;11:00;EUROPE;EUROPA LEAGUE - QUALIFICATION - SEMI-FINALS;FC Astana (Kaz);Ludogorets (Bul);18;30;24;30;0,6;0,8;1,4;1,0667;9,18;1,4667;12,6173;2,5334
103;08/08/2023;15:00;ROMANIA;LIGA 2 - ROUND 1;Chindia Targoviste;Steaua Bucuresti;23;30;19;30;0,7667;0,6333;1,4;1,1667;10,4871;1,4;12,5967;2,5667
104;08/08/2023;17:15;PERU;LIGA 2 - ROUND 19;Alianza Huanuco;Santos;22;30;20;30;0,7333;0,6667;1,4;1,3;11,0983;1,1;10,376;2,4
105;08/08/2023;08:00;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;France W;Morocco W;24;30;18;30;0,8;0,6;1,4;2,1333;18,9327;1,0667;8,3932;3,2
106;08/08/2023;23:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;U.A.N.L.- Tigres;Monterrey;22;30;20;30;0,7333;0,6667;1,4;1,1667;10,6354;1,2333;11,4504;2,4
107;08/08/2023;16:00;BOLIVIA;LEAGUE CUP - ROUND 6;Universitario de Vinto;Nacional Potosi;20;30;22;30;0,6667;0,7333;1,4;0,9;7,5133;1,6333;13,7589;2,5333
108;08/08/2023;10:15;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 2;Ural;FK Rostov;21;30;21;30;0,7;0,7;1,4;0,9;7,3753;1,3667;11,5152;2,2667
109;08/08/2023;14:00;ISRAEL;TOTO CUP - ROUND 4;SC Ashdod;Hapoel Tel Aviv;22;30;20;30;0,7333;0,6667;1,4;1,2333;11,2314;1,1667;8,3752;2,4
110;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Ismaning;Erlbach;23;30;19;30;0,7667;0,6333;1,4;1,2;9,7917;1,1667;9,6322;2,3667
111;08/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 7;Persikabo 1973;PSS Sleman;22;30;20;30;0,7333;0,6667;1,4;0,9667;8,4486;1,1667;11,086;2,1334
112;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Stevenage;Watford;22;30;20;30;0,7333;0,6667;1,4;1,1333;9,8358;1,0;9,1701;2,1333
113;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Khobi;Poti;22;30;20;30;0,7333;0,6667;1,4;1,3667;12,1701;0,9333;8,3094;2,3
114;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Dachau;Deisenhofen;22;30;20;30;0,7333;0,6667;1,4;1,6;12,196;1,5;12,8877;3,1
115;08/08/2023;15:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Rakow (Pol);Aris (Cyp);18;30;24;30;0,6;0,8;1,4;0,8333;7,8134;1,7;13,447;2,5333
116;08/08/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 25;Ansan Greeners;Cheongju;21;30;21;30;0,7;0,7;1,4;1,1667;9,0367;1,1;10,5106;2,2667
117;08/08/2023;15:45;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;AEK Athens FC (Gre);D. Zagreb (Cro);23;30;19;30;0,7667;0,6333;1,4;1,1667;9,2806;1,0333;8,4557;2,2
118;08/08/2023;12:00;POLAND;POLISH CUP - 1/64-FINALS;Pruszkow;Polkowice;21;30;20;30;0,7;0,6667;1,3667;1,1667;10,5849;1,2;11,9324;2,3667
119;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Barnsley;Tranmere;21;30;20;30;0,7;0,6667;1,3667;1,3333;12,0957;1,0333;9,581;2,3666
120;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Canelas 2010;Anadia;20;30;21;30;0,6667;0,7;1,3667;1,1333;9,1702;1,2;10,8581;2,3333
121;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Plymouth;Leyton Orient;21;30;20;30;0,7;0,6667;1,3667;1,2;9,2778;1,0667;10,237;2,2667
122;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Oliveira Hospital;Alverca;21;30;20;30;0,7;0,6667;1,3667;1,3667;13,322;0,9333;7,6434;2,3
123;08/08/2023;07:00;AUSTRALIA;NPL NORTHERN NSW - ROUND 21;Charlestown Azzurri;Broadmeadow;17;30;24;30;0,5667;0,8;1,3667;1,0;8,8684;1,7667;15,3109;2,7667
124;08/08/2023;06:30;AUSTRALIA;NPL NSW - ROUND 27;Sutherland Sharks;Mount Druitt Rangers;17;30;24;30;0,5667;0,8;1,3667;0,8333;6,9478;1,4;11,3944;2,2333
125;08/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 19;Kedah;Sri Pahang;21;30;20;30;0,7;0,6667;1,3667;1,2333;11,2974;1,2333;11,6149;2,4666
126;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Barcelona (Esp);Tottenham (Eng);21;30;20;30;0,7;0,6667;1,3667;1,1;10,0349;1,3;11,4686;2,4
127;08/08/2023;15:45;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Klaksvik (Fai);Molde (Nor);19;30;22;30;0,6333;0,7333;1,3666;1,4333;12,8236;1,5667;13,9206;3,0
128;08/08/2023;16:00;ENGLAND;EFL CUP - 1/64-FINALS;Wrexham;Wigan;22;30;19;30;0,7333;0,6333;1,3666;1,4;11,5166;0,7667;6,5673;2,1667
129;08/08/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 2;Orlando Pirates;Royal AM;22;30;19;30;0,7333;0,6333;1,3666;1,0333;9,1345;0,9667;9,2858;2,0
130;08/08/2023;12:00;WORLD;FRIENDLY INTERNATIONAL;Czech Republic U17;Romania U17;19;30;22;30;0,6333;0,7333;1,3666;1,2;12,3524;1,3667;12,7957;2,5667
131;08/08/2023;06:00;WORLD;FRIENDLY INTERNATIONAL;Sweden U17;Norway U17;22;30;19;30;0,7333;0,6333;1,3666;1,7;15,826;1,6667;12,2522;3,3667
132;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Exeter;Crawley;19;30;22;30;0,6333;0,7333;1,3666;1,2667;11,5549;1,2667;10,1991;2,5334
133;08/08/2023;10:15;TURKMENISTAN;YOKARY LIGA - ROUND 11;Altyn Asyr;Ahal;16;28;20;26;0,5714;0,7692;1,3406;0,8214;7,8053;1,6154;12,7651;2,4368
134;08/08/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 25;BFC Daugavpils;RFS;20;30;20;30;0,6667;0,6667;1,3334;1,3;11,656;1,2333;11,5455;2,5333
135;08/08/2023;13:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Doubravka;Domazlice;17;30;23;30;0,5667;0,7667;1,3334;1,3333;11,4809;1,6333;14,2953;2,9666
136;08/08/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Internacional (Bra);River Plate (Arg);17;30;23;30;0,5667;0,7667;1,3334;1,0667;9,4071;1,2333;10,4041;2,3
