Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
1;31/07/2023;14:00;ESTONIA;ESTONIAN CUP - 1/32-FINALS;Kohvile;Viimsi JK;6;6;2,8333;27;30;1,7333;1,0;0,9;1,9
2;31/07/2023;14:00;WORLD;CLUB FRIENDLY;Kematen (Aut);Wacker Innsbruck (Aut);5;5;2,2;25;30;1,5;1,0;0,8333;1,8333
3;31/07/2023;14:00;WORLD;CLUB FRIENDLY;Komet Arsten (Ger);Werder Bremen III (Ger);25;30;1,8333;29;30;2,3;0,8333;0,9667;1,8
4;31/07/2023;13:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 13;Alta;Stromsgodset 2;26;30;1,8333;28;30;2,1667;0,8667;0,9333;1,8
5;31/07/2023;06:00;BHUTAN;PREMIER LEAGUE;RTC;Transport United;1;1;1,0;4;5;1,8;1,0;0,8;1,8
6;31/07/2023;12:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 20;Smorgon W;Zorka-BDU W;29;30;2,6;24;30;2,2;0,9667;0,8;1,7667
7;31/07/2023;08:45;SINGAPORE;PREMIER LEAGUE;Lion City;Balestier Khalsa;25;30;1,7333;28;30;2,4333;0,8333;0,9333;1,7666
8;31/07/2023;10:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 20;FC Gomel W;Belarus U19 W;27;30;3,1667;25;30;2,2;0,9;0,8333;1,7333
9;31/07/2023;13:00;WORLD;CLUB FRIENDLY;Al Rayyan (Qat);Korneuburg (Aut);21;30;1,2333;6;6;2,6667;0,7;1,0;1,7
10;31/07/2023;13:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 13;Fredrikstad 2;Odd 2;26;30;1,9667;25;30;1,6;0,8667;0,8333;1,7
11;31/07/2023;14:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 13;Eik-Tonsberg;Sandefjord 2;24;30;1,7333;27;30;1,8;0,8;0,9;1,7
12;31/07/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;Club America;Columbus Crew;26;30;1,7;24;30;1,4667;0,8667;0,8;1,6667
13;31/07/2023;10:00;WORLD;CLUB FRIENDLY;Ankaragucu (Tur);Karagumruk (Tur);21;30;1,0667;29;30;1,9667;0,7;0,9667;1,6667
14;31/07/2023;16:15;ICELAND;BESTA DEILD KARLA - ROUND 17;Keflavik;Hafnarfjordur;23;30;1,7333;27;30;2,1;0,7667;0,9;1,6667
15;31/07/2023;06:00;MYANMAR;NATIONAL LEAGUE - ROUND 14;Ispe FC;Chinland;22;30;1,2333;28;30;2,1667;0,7333;0,9333;1,6666
16;31/07/2023;13:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 13;Nardo;Rosenborg 2;23;30;1,7333;26;30;2,3667;0,7667;0,8667;1,6334
17;31/07/2023;12:00;WORLD;CLUB FRIENDLY;Al Ahli Doha (Qat);Al Sharjah (Uae);27;30;1,7333;22;30;1,1;0,9;0,7333;1,6333
18;31/07/2023;14:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 14;Bergnasets AIK;Storfors AIK;24;30;1,3333;24;30;1,6333;0,8;0,8;1,6
19;31/07/2023;19:00;ARGENTINA;PRIMERA C - ROUND 29;Midland;General Lamadrid;21;30;1,1333;27;30;1,4333;0,7;0,9;1,6
20;31/07/2023;13:00;ESTONIA;ESILIIGA - ROUND 18;Flora U21;Levadia U21;25;30;1,8333;23;30;1,4333;0,8333;0,7667;1,6
21;31/07/2023;20:00;USA;MLS NEXT PRO;New York Red Bulls 2;Orlando City B;23;30;1,6;24;30;1,8;0,7667;0,8;1,5667
22;31/07/2023;12:30;ROMANIA;LIGA 1 - ROUND 3;Petrolul;FC Voluntari;24;30;1,4;23;30;1,1667;0,8;0,7667;1,5667
23;31/07/2023;14:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 13;Brann 2;Levanger;26;30;1,7667;21;30;1,4667;0,8667;0,7;1,5667
24;31/07/2023;12:30;FINLAND;YKKONEN;TPS;SJK Akatemia;25;30;1,4667;22;30;1,7;0,8333;0,7333;1,5666
25;31/07/2023;12:00;LITHUANIA;I LYGA - ROUND 16;FK Panevezys 2;BFA Vilnius;25;30;1,4667;22;30;1,1333;0,8333;0,7333;1,5666
26;31/07/2023;04:00;WORLD;WORLD CUP WOMEN - ROUND 3;Japan W;Spain W;22;30;1,0333;25;30;1,9333;0,7333;0,8333;1,5666
27;31/07/2023;14:00;SWEDEN;DIVISION 1 - NORRA - ROUND 15;Sollentuna;Hammarby TFF;21;30;1,4;25;30;1,6333;0,7;0,8333;1,5333
28;31/07/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 21;Libertad Gran Mamore;Nacional Potosi;24;30;1,3333;22;30;1,5667;0,8;0,7333;1,5333
29;31/07/2023;12:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 2;Al-Shabab;Zamalek;22;30;1,3333;24;30;1,6;0,7333;0,8;1,5333
30;31/07/2023;23:00;NORTH & CENTRAL AMERICA;LEAGUES CUP;Guadalajara Chivas;Sporting Kansas City;21;30;1,3333;25;30;1,5333;0,7;0,8333;1,5333
31;31/07/2023;16:00;WORLD;CLUB FRIENDLY;Avro (Eng);Guiseley (Eng);5;6;1,1667;20;30;1,0;0,8333;0,6667;1,5
